mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.528265142440796,0.04639277240307031,0.08103899955749512,0.004241671780770801,12,4,1,4,250,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 250}",0.933791380387258,0.9344159900062461,0.935,0.9399624765478424,0.9299562226391495,0.934625,0.003197949423404093,1606
11.268194389343261,0.058663855944236384,0.15893802642822266,0.00388807197646054,12,4,1,4,500,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",0.9331667707682698,0.9369144284821986,0.934375,0.9380863039399625,0.9305816135084428,0.934625,0.0026738329603687248,1606
17.11309986114502,0.10991190892716143,0.24811487197875975,0.014276973347333402,12,4,1,4,750,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 750}",0.9325421611492817,0.9356652092442224,0.93375,0.9393370856785491,0.9324577861163227,0.93475,0.002568847804477727,1588
22.835349988937377,0.12355688205708037,0.32236247062683104,0.002661950921980448,12,4,1,4,1000,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 1000}",0.9331667707682698,0.9375390381011868,0.93375,0.9393370856785491,0.9280800500312696,0.934375,0.003900699508761097,1626
5.748101043701172,0.05664715388048657,0.08297414779663086,0.0012183740812390386,12,4,1,7,250,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 250}",0.9331667707682698,0.933791380387258,0.93375,0.9387116948092558,0.9318323952470294,0.93425,0.0023396589899094414,1647
11.414763593673706,0.08461495377881587,0.16898493766784667,0.003716047854513055,12,4,1,7,500,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 500}",0.9325421611492817,0.9369144284821986,0.933125,0.9399624765478424,0.9287054409005628,0.93425,0.003863229023732602,1647
16.99978437423706,0.113317018025968,0.24111881256103515,0.01072399544405318,12,4,1,7,750,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 750}",0.9344159900062461,0.9362898188632105,0.935625,0.9399624765478424,0.9343339587242027,0.936125,0.0020553622145057142,1484
22.82294683456421,0.13146276344504604,0.35712366104125975,0.008883875198794664,12,4,1,7,1000,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 1000}",0.9350405996252342,0.9350405996252342,0.934375,0.9387116948092558,0.9343339587242027,0.9355,0.0016343393391114306,1533
5.632724905014038,0.05318543332740921,0.08327465057373047,0.0029881514861604076,12,4,1,10,250,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 250}",0.9350405996252342,0.9369144284821986,0.93375,0.9387116948092558,0.933083176985616,0.9355,0.002069853059567233,1533
11.560379219055175,0.13100404789407488,0.17809219360351564,0.010897975297145264,12,4,1,10,500,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.9344159900062461,0.9356652092442224,0.933125,0.9387116948092558,0.9318323952470294,0.93475,0.0023572315317970287,1588
16.96936078071594,0.42721026319621985,0.2228344440460205,0.0033460273026317293,12,4,1,10,750,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 750}",0.9325421611492817,0.9356652092442224,0.934375,0.9387116948092558,0.933083176985616,0.934875,0.002201817855622174,1580
21.804753017425536,0.11991878510812097,0.2857091426849365,0.007323760700369382,12,4,1,10,1000,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1000}",0.9350405996252342,0.9369144284821986,0.93375,0.9380863039399625,0.9337085678549093,0.9355,0.0017416974334290482,1533
5.522851467132568,0.16435683215628305,0.07863779067993164,0.0018130529797656181,12,4,1,13,250,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 250}",0.9344159900062461,0.9356652092442224,0.9325,0.9387116948092558,0.9299562226391495,0.93425,0.00294663940569272,1647
10.651715517044067,0.0811730889462043,0.14593195915222168,0.0033512614905403387,12,4,1,13,500,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 500}",0.9344159900062461,0.9344159900062461,0.9325,0.9380863039399625,0.9324577861163227,0.934375,0.002047318614346071,1626
17.283944034576415,0.49503321029797537,0.2578242301940918,0.015140857102283556,12,4,1,13,750,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 750}",0.9344159900062461,0.9350405996252342,0.933125,0.9380863039399625,0.9299562226391495,0.934125,0.0026447509967569512,1667
23.741617822647093,0.18854348200545815,0.3446143627166748,0.011225368018079608,12,4,1,13,1000,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 1000}",0.9312929419113054,0.9350405996252342,0.933125,0.9393370856785491,0.933083176985616,0.934375,0.0027490175620543972,1626
5.94737401008606,0.1295337465261291,0.09039335250854492,0.009755300264893567,12,4,1,16,250,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 250}",0.9325421611492817,0.9369144284821986,0.931875,0.9374609130706691,0.9293308317698562,0.933625,0.003104714602722198,1708
11.91699914932251,0.20461401476838928,0.17519335746765136,0.01576139164884721,12,4,1,16,500,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 500}",0.9331667707682698,0.9350405996252342,0.93,0.9362101313320825,0.9324577861163227,0.933375,0.002148658602928102,1726
17.291952896118165,0.09772550581243401,0.2488318920135498,0.0016911916919267146,12,4,1,16,750,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 750}",0.9350405996252342,0.9331667707682698,0.93375,0.9374609130706691,0.9287054409005628,0.933625,0.0028678519191131153,1708
22.981455993652343,0.10934979997774812,0.2928771495819092,0.003599534262988026,12,4,1,16,1000,"{'max_depth': 12, 'max_features': 4, 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 1000}",0.9344159900062461,0.9350405996252342,0.93375,0.9374609130706691,0.9274546591619762,0.933625,0.003328699416882664,1708
