S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,class
3.48269600664964,2.97275511039515,0.8030523559117809,0.000670869935122584,0.42584464026550106,0.8678736889879191,-0.00253929255400708,0.112356817195821,-0.507707884520026,7.44635569063524,0.00045967264659170097,0.00074311492725203,7.345443298758969,-0.0644509470151049,0.0736859201262881,0.426709716180062,1.2035850410186399e-06,0.962972550697081,0.00020892297062088898,0.905128170988503,0.0739564374089241,1.24182212352753,1.3829448223113998,0.892380237579346,10.7683210372925,0.008267253637313841,0.35397019982338,0.0472017265856266,1.33968675136566,1866.11083984375,129.14733886718798,800.645141601562,0.0005941303679719572,0.0139920338988304,-15.0044298171997,-13.7344693813726,0.514837974369463,0.9781928635027428,low
7.21809315518009,3.63843116915092,1.24297001399821,0.0007547653815823589,0.368195015177605,0.855819560860129,-0.0007015137598090322,0.103940057415643,-1.71599261465302,7.84960944594457,0.0004162179641588629,0.000318539239737161,7.47286348329468,0.000797751621981354,0.0818173047764537,0.31506377236528305,0.0002632544269392621,0.994204513785665,0.00017525788607460101,0.892457828721038,0.152354493737221,0.749334037303925,2.444176197052,0.342707008123398,7.98761749267578,0.0107439653947949,0.19831070303916895,0.0497570596635342,0.802707552909851,1042.14123535156,93.2105255126953,759.21337890625,0.000600839382968843,0.00453216722235084,-15.8538398742676,-13.7344693813726,0.514837974369463,0.9781928635027428,high
6.10709708100554,3.88552346707754,1.16917728623163,0.000826876672131855,0.374303741569991,0.898871977032961,0.0026913611933020607,0.102175797263914,-3.42986659097085,8.1924768098173,0.000136400240650833,0.000178049288678919,7.519981554858401,-0.0304401541504734,0.0764005590284843,0.439807196947624,0.000390320040663894,0.176402612055759,0.000178831465493045,0.900930977357482,0.00949238240718842,1.86832463741302,4.04787635803223,0.40178632736206105,8.7139892578125,0.0067822830751538285,0.312880992889404,0.0764501914381981,0.7432327866554259,1587.52185058594,122.452491760254,813.5468139648441,0.00060710939578712,0.008198263123631479,-15.580397605896001,-13.7344693813726,0.514837974369463,0.9781928635027428,low
2.32938956069071,0.874926449515041,0.8170543660846591,0.0007685463925908361,0.487499761765214,0.828778913166399,-0.00257505642748591,0.215719919689494,-1.07650410630899,7.510693429595982,0.000739201390156002,0.000191576072334992,7.24350480102334,-0.0428650111047355,0.0758799772092885,0.241243122681956,0.000163290882995183,-0.0955290573262317,0.00020910939496193002,0.980472944516646,0.444937407970428,1.63714921474457,3.9830505847930895,0.008984723128378391,12.363666534423801,0.01175207644701,0.0442504845559597,0.0361106619238853,1.27219891548157,1521.45227050781,114.108726501465,817.589965820312,0.000541807676199824,0.00973691418766975,-15.0747404098511,-13.7344693813726,0.514837974369463,0.9781928635027428,low
4.3730251302256615,3.55890826171532,1.00842988985376,0.00075188988023737,0.370298526919111,0.7771175490145821,0.00200488577213498,0.132642901490545,-3.37307977207576,8.043870607408483,0.000147416500159693,0.000131398331468101,7.34335413650347,-0.0113074865342994,0.0942058097454034,0.40664886387376703,0.00033546745121376003,0.3670131030888929,0.000185883506113161,0.8560418842920681,0.16124439239502,0.0525596030056477,2.51343703269958,0.418023854494095,12.8920440673828,0.00422290107235312,0.34101408720016496,0.0562949404120445,1.15059733390808,1551.869140625,92.60437774658199,805.320190429688,0.0006493938271887598,0.0133245810866356,-14.962526321411099,-13.7344693813726,0.514837974369463,0.9781928635027428,low
4.0706520921417,2.4842178349015,1.06460306241073,0.000856148142820513,0.353381564635024,0.8111646620657149,0.00131182407631188,0.1457268832943,-2.40113791611146,8.002189918304879,0.000304949679072615,0.000129210107038101,7.47904993389802,-0.0247129044459052,0.0792353539723486,0.355648039912014,0.00013434694710268502,0.722478598374052,0.000220601199675377,0.90020925110143,0.193828150629997,0.910962164402008,1.49979114532471,0.373931974172592,11.387022018432601,0.00365059683099389,0.6336374282836911,0.0397918447852135,1.40215265750885,789.0930786132809,134.523391723633,784.1728515625,0.000663001206703484,0.00822711829096079,-15.7839860916138,-13.7344693813726,0.514837974369463,0.9781928635027428,high
3.5213383504237097,2.29720949122942,0.96837864147087,0.000711520919570426,0.38279596234188296,0.7394021093124291,0.00245144308930464,0.179445951619043,-1.57623609002335,7.739140756499691,0.000810270881759264,1.29578291599772e-07,7.47814092758273,-0.0105629878677953,0.0766444547675712,0.37816459124726703,0.000320573009601345,0.9373996228853771,0.000215727242073555,0.930976711456718,0.413371115922928,0.8354700803756709,1.80392968654633,0.372215241193771,10.582528114318801,0.0106386346742511,1.40951871871948,0.0735693350434303,1.7232284545898402,1140.70080566406,126.604690551758,804.2210083007809,0.0006609219708479941,0.0114714875817299,-15.9721689224243,-13.7344693813726,0.514837974369463,0.9781928635027428,high
6.448901095486151,3.76292004187177,1.07020687396154,0.000673258978740142,0.460152122991119,0.7068216700936469,0.00118718121264349,0.12511161240563598,-2.00447221397071,7.924045143787389,0.000368895593177765,9.5985259998635e-05,7.24973303720647,-0.0595088495364436,0.0741143193601034,0.451022195220513,0.00068519254199031,0.40398484563072495,0.000233301376834973,0.963345257535526,0.0297651216387749,1.73136448860168,3.8184015750885,0.671415865421295,13.0858469009399,0.00473128445446491,0.7774729728698729,0.079246461391449,1.14462339878082,1004.7916259765601,104.290573120117,761.5978393554691,0.000577383500058204,0.0066610062494874,-16.3751087188721,-13.7344693813726,0.514837974369463,0.9781928635027428,high
6.378884872200088,3.82529092266177,1.27688728167792,0.000895032829184399,0.36492336385845897,0.9989423497140648,0.00219489649568066,0.101770766340926,-2.53036166385377,7.1796526640162,0.000193113014598273,5.2525376740038786e-05,7.2509716438629015,0.011733026384341998,0.0970124560449747,0.5726541619194561,4.12061938748234e-05,0.394377762157008,0.00019405355388211898,0.904266421483841,0.695386648178101,1.94791507720947,3.4629311561584504,0.189731329679489,7.52854204177856,0.00333200395107269,0.467785209417343,0.0664834603667259,0.6903421878814701,743.3064575195309,115.78793334960899,792.4912719726559,0.000635335920378566,0.00661772722378373,-15.949110031127901,-13.7344693813726,0.514837974369463,0.9781928635027428,low
3.94558450536122,3.6871128705095,0.92036626215885,0.000939602060980376,0.459474710095326,0.61032497875772,-0.0019566606747002608,0.13746881141619502,-0.924656125938776,7.78836130231462,0.000394344131681264,0.000620541787587405,7.5566291774083,-0.0214884357435087,0.0820108932781115,0.4590345751866429,0.000489449744381439,0.955001957038273,0.00023306731715303598,0.872048869756295,0.25759407877922097,1.50283300876617,2.07266616821289,0.430048495531082,11.336742401122999,0.0106797218322754,0.8124538660049442,0.0731450840830803,1.6139851808548,985.4920043945308,52.9902458190918,808.381591796875,0.0006029806099832059,0.00665902346372604,-16.1046123504639,-13.7344693813726,0.514837974369463,0.9781928635027428,high
