train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9999305555555555,7228,0,1,7171,0.9777777777777777,912,0,40,848,0.9794444444444445,860,0,37,903
