train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9991666666666666,7227,0,12,7161,0.9866666666666667,894,0,24,882,0.9883333333333333,879,0,21,900
