train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9964814814814815,5415,0,38,5347,0.9658333333333333,1765,0,123,1712,0.9658333333333333,1765,0,123,1712
