train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9969401947148818,5352,0,33,5400,0.9771968854282537,1827,0,82,1687,0.9771968854282537,1827,0,82,1687
