train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9960185185185185,5432,0,43,5325,0.9780555555555556,1806,0,79,1715,0.9780555555555556,1806,0,79,1715
