train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9960185185185185,5399,0,43,5358,0.9858333333333333,1812,0,51,1737,0.9858333333333333,1812,0,51,1737
