train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9996526089071076,7203,0,5,7185,0.9866592551417455,895,0,24,880,0.9805555555555555,893,0,35,872
