train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9966592427616926,5370,0,36,5370,0.9749443207126949,1797,0,90,1705,0.9749443207126949,1797,0,90,1705
