train_accuracy,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_tn,test_fp,test_fn,test_tp
0.9964814814814815,5327,0,38,5435,0.9794444444444445,1850,0,74,1676,0.9794444444444445,1850,0,74,1676
