,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.139,0.117,0.153,0.006,0.009,0.006,0.032,0.103,0.051,0.061,0.066,0.004,0.004,0.014,0.051,0.069,0.005,0.02,0.006,0.014,0.002,0.001,0.002,0.004,0.001,0.002,0.009,0.008,0.011,0.01,0.006,0.005,0.002,0.004,0.003,0.0,0.0,0.0,0.0
l,0.157,0.084,0.142,0.009,0.009,0.013,0.013,0.112,0.038,0.031,0.069,0.014,0.009,0.035,0.033,0.047,0.013,0.016,0.009,0.01,0.004,0.005,0.005,0.009,0.006,0.008,0.017,0.007,0.005,0.018,0.007,0.006,0.012,0.005,0.012,0.0,0.0,0.0,0.011
ll,0.11526794742163801,0.06268958543983821,0.13245702730030334,0.010111223458038422,0.0262891809908999,0.010111223458038422,0.010111223458038422,0.06572295247724974,0.034378159757330634,0.030333670374115267,0.041456016177957536,0.016177957532861477,0.00910010111223458,0.03943377148634985,0.027300303336703743,0.028311425682507583,0.01820020222446916,0.01820020222446916,0.015166835187057633,0.020222446916076844,0.010111223458038422,0.010111223458038422,0.021233569261880688,0.014155712841253791,0.01820020222446916,0.010111223458038422,0.027300303336703743,0.006066734074823054,0.00910010111223458,0.016177957532861477,0.00910010111223458,0.011122345803842264,0.020222446916076844,0.021233569261880688,0.015166835187057633,0.0,0.0,0.0,0.04954499494438827
lll,0.0925531914893617,0.039361702127659576,0.10638297872340426,0.009574468085106383,0.026595744680851064,0.023404255319148935,0.00425531914893617,0.03723404255319149,0.02446808510638298,0.022340425531914895,0.022340425531914895,0.014893617021276596,0.01702127659574468,0.031914893617021274,0.02446808510638298,0.02553191489361702,0.019148936170212766,0.023404255319148935,0.009574468085106383,0.013829787234042552,0.015957446808510637,0.010638297872340425,0.009574468085106383,0.011702127659574468,0.010638297872340425,0.011702127659574468,0.026595744680851064,0.01276595744680851,0.015957446808510637,0.015957446808510637,0.018085106382978722,0.010638297872340425,0.019148936170212766,0.015957446808510637,0.02446808510638298,0.0,0.0,0.0,0.1819148936170213
llll,0.0741222366710013,0.033810143042912875,0.07802340702210664,0.014304291287386216,0.016905071521456438,0.009102730819245773,0.01950585175552666,0.02080624187256177,0.02080624187256177,0.027308192457737322,0.016905071521456438,0.011703511053315995,0.01950585175552666,0.013003901170351105,0.02600780234070221,0.011703511053315995,0.018205461638491547,0.02080624187256177,0.014304291287386216,0.01950585175552666,0.015604681404421327,0.015604681404421327,0.006501950585175552,0.014304291287386216,0.010403120936280884,0.011703511053315995,0.02990897269180754,0.011703511053315995,0.015604681404421327,0.0039011703511053317,0.013003901170351105,0.015604681404421327,0.013003901170351105,0.015604681404421327,0.02080624187256177,0.0,0.0,0.0,0.30039011703511054
lllr,0.0754226267880364,0.036410923276983094,0.11443433029908973,0.010403120936280884,0.02600780234070221,0.013003901170351105,0.018205461638491547,0.02990897269180754,0.02860858257477243,0.015604681404421327,0.02080624187256177,0.018205461638491547,0.016905071521456438,0.022106631989596878,0.015604681404421327,0.01950585175552666,0.02080624187256177,0.015604681404421327,0.015604681404421327,0.01950585175552666,0.018205461638491547,0.014304291287386216,0.013003901170351105,0.015604681404421327,0.013003901170351105,0.011703511053315995,0.01950585175552666,0.014304291287386216,0.01950585175552666,0.016905071521456438,0.013003901170351105,0.014304291287386216,0.02080624187256177,0.022106631989596878,0.014304291287386216,0.0,0.0,0.0,0.2067620286085826
llr,0.11808510638297873,0.04148936170212766,0.09042553191489362,0.009574468085106383,0.009574468085106383,0.013829787234042552,0.018085106382978722,0.04042553191489362,0.02553191489361702,0.02021276595744681,0.029787234042553193,0.019148936170212766,0.010638297872340425,0.03723404255319149,0.02127659574468085,0.031914893617021274,0.018085106382978722,0.026595744680851064,0.01702127659574468,0.019148936170212766,0.02446808510638298,0.023404255319148935,0.018085106382978722,0.019148936170212766,0.01276595744680851,0.02127659574468085,0.022340425531914895,0.019148936170212766,0.014893617021276596,0.014893617021276596,0.009574468085106383,0.013829787234042552,0.02127659574468085,0.00851063829787234,0.01276595744680851,0.0,0.0,0.0,0.125531914893617
llrl,0.0948905109489051,0.04257907542579075,0.0948905109489051,0.014598540145985401,0.02068126520681265,0.014598540145985401,0.0072992700729927005,0.027980535279805353,0.015815085158150853,0.01824817518248175,0.025547445255474453,0.0170316301703163,0.0170316301703163,0.03527980535279805,0.014598540145985401,0.012165450121654502,0.02068126520681265,0.01824817518248175,0.010948905109489052,0.024330900243309004,0.015815085158150853,0.015815085158150853,0.010948905109489052,0.009732360097323601,0.015815085158150853,0.015815085158150853,0.021897810218978103,0.010948905109489052,0.010948905109489052,0.01338199513381995,0.019464720194647202,0.006082725060827251,0.010948905109489052,0.02068126520681265,0.024330900243309004,0.0,0.0,0.0,0.22992700729927007
llrr,0.0827250608272506,0.043795620437956206,0.09245742092457421,0.012165450121654502,0.021897810218978103,0.025547445255474453,0.01824817518248175,0.029197080291970802,0.019464720194647202,0.032846715328467155,0.01824817518248175,0.019464720194647202,0.015815085158150853,0.031630170316301706,0.019464720194647202,0.014598540145985401,0.021897810218978103,0.025547445255474453,0.019464720194647202,0.010948905109489052,0.01338199513381995,0.010948905109489052,0.015815085158150853,0.01824817518248175,0.014598540145985401,0.0170316301703163,0.014598540145985401,0.014598540145985401,0.019464720194647202,0.027980535279805353,0.009732360097323601,0.0170316301703163,0.01824817518248175,0.01338199513381995,0.019464720194647202,0.0,0.0,0.0,0.18004866180048662
lr,0.1506572295247725,0.06572295247724974,0.13144590495449948,0.016177957532861477,0.020222446916076844,0.017189079878665317,0.011122345803842264,0.05864509605662285,0.023255813953488372,0.033367037411526794,0.05358948432760364,0.017189079878665317,0.01820020222446916,0.03943377148634985,0.028311425682507583,0.027300303336703743,0.012133468149646108,0.023255813953488372,0.012133468149646108,0.01314459049544995,0.012133468149646108,0.017189079878665317,0.01314459049544995,0.01314459049544995,0.011122345803842264,0.00910010111223458,0.00910010111223458,0.011122345803842264,0.007077856420626896,0.014155712841253791,0.010111223458038422,0.015166835187057633,0.010111223458038422,0.016177957532861477,0.017189079878665317,0.0,0.0,0.0,0.041456016177957536
