,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.122,0.085,0.178,0.017,0.006,0.014,0.002,0.112,0.055,0.089,0.083,0.008,0.001,0.048,0.048,0.043,0.019,0.006,0.001,0.015,0.004,0.001,0.004,0.002,0.003,0.006,0.003,0.005,0.001,0.002,0.008,0.002,0.005,0.001,0.001,0.0,0.0,0.0,0.0
l,0.144,0.065,0.164,0.023,0.009,0.03,0.003,0.075,0.045,0.056,0.04,0.014,0.01,0.049,0.06,0.02,0.007,0.006,0.012,0.021,0.008,0.006,0.012,0.01,0.01,0.01,0.006,0.01,0.008,0.014,0.007,0.007,0.014,0.018,0.005,0.0,0.0,0.0,0.002
ll,0.12625250501002003,0.04408817635270541,0.1282565130260521,0.02905811623246493,0.009018036072144289,0.013026052104208416,0.013026052104208416,0.05410821643286573,0.04308617234468938,0.03907815631262525,0.031062124248496994,0.027054108216432865,0.01903807615230461,0.045090180360721446,0.04909819639278557,0.02404809619238477,0.0070140280561122245,0.012024048096192385,0.02004008016032064,0.01903807615230461,0.01503006012024048,0.017034068136272545,0.012024048096192385,0.018036072144288578,0.01603206412825651,0.01002004008016032,0.01903807615230461,0.017034068136272545,0.009018036072144289,0.01603206412825651,0.011022044088176353,0.012024048096192385,0.013026052104208416,0.013026052104208416,0.01002004008016032,0.0,0.0,0.0,0.03907815631262525
lll,0.09906152241918666,0.03858185610010428,0.10218978102189781,0.02502606882168926,0.011470281543274244,0.027111574556830033,0.011470281543274244,0.028154327424400417,0.023983315954118872,0.03336809176225235,0.03232533889468196,0.01564129301355579,0.01251303441084463,0.027111574556830033,0.03858185610010428,0.018769551616266946,0.009384775808133473,0.010427528675703858,0.021897810218978103,0.014598540145985401,0.017726798748696558,0.011470281543274244,0.011470281543274244,0.011470281543274244,0.013555787278415016,0.020855057351407715,0.01564129301355579,0.01981230448383733,0.017726798748696558,0.022940563086548488,0.011470281543274244,0.018769551616266946,0.01981230448383733,0.020855057351407715,0.011470281543274244,0.0,0.0,0.0,0.15328467153284672
llll,0.09359605911330049,0.017241379310344827,0.08866995073891626,0.02586206896551724,0.012315270935960592,0.020935960591133004,0.027093596059113302,0.027093596059113302,0.03201970443349754,0.020935960591133004,0.01847290640394089,0.013546798029556651,0.014778325123152709,0.01847290640394089,0.02832512315270936,0.013546798029556651,0.012315270935960592,0.020935960591133004,0.01847290640394089,0.012315270935960592,0.024630541871921183,0.007389162561576354,0.013546798029556651,0.020935960591133004,0.012315270935960592,0.012315270935960592,0.017241379310344827,0.011083743842364532,0.012315270935960592,0.02586206896551724,0.01847290640394089,0.014778325123152709,0.017241379310344827,0.020935960591133004,0.011083743842364532,0.0,0.0,0.0,0.2229064039408867
lllr,0.06280788177339902,0.022167487684729065,0.09482758620689655,0.020935960591133004,0.020935960591133004,0.024630541871921183,0.009852216748768473,0.04064039408866995,0.024630541871921183,0.02832512315270936,0.029556650246305417,0.027093596059113302,0.022167487684729065,0.019704433497536946,0.02586206896551724,0.023399014778325122,0.022167487684729065,0.01847290640394089,0.01847290640394089,0.014778325123152709,0.017241379310344827,0.012315270935960592,0.022167487684729065,0.017241379310344827,0.01847290640394089,0.01847290640394089,0.022167487684729065,0.017241379310344827,0.013546798029556651,0.022167487684729065,0.013546798029556651,0.012315270935960592,0.011083743842364532,0.020935960591133004,0.017241379310344827,0.0,0.0,0.0,0.1724137931034483
llr,0.10427528675703858,0.03753910323253389,0.11470281543274244,0.022940563086548488,0.022940563086548488,0.028154327424400417,0.023983315954118872,0.03128258602711158,0.027111574556830033,0.020855057351407715,0.026068821689259645,0.026068821689259645,0.023983315954118872,0.03441084462982273,0.03232533889468196,0.027111574556830033,0.021897810218978103,0.010427528675703858,0.014598540145985401,0.01981230448383733,0.021897810218978103,0.01251303441084463,0.022940563086548488,0.016684045881126174,0.010427528675703858,0.0072992700729927005,0.01981230448383733,0.016684045881126174,0.01981230448383733,0.018769551616266946,0.013555787278415016,0.017726798748696558,0.014598540145985401,0.009384775808133473,0.013555787278415016,0.0,0.0,0.0,0.09384775808133472
llrl,0.06329113924050633,0.03222094361334868,0.0805523590333717,0.018411967779056387,0.018411967779056387,0.02991944764096663,0.02186421173762946,0.02186421173762946,0.018411967779056387,0.024165707710011506,0.026467203682393557,0.020713463751438434,0.01726121979286536,0.020713463751438434,0.02761795166858458,0.023014959723820484,0.01380897583429229,0.020713463751438434,0.012658227848101266,0.01611047180667434,0.02186421173762946,0.028768699654775604,0.024165707710011506,0.01611047180667434,0.014959723820483314,0.01726121979286536,0.011507479861910242,0.010356731875719217,0.018411967779056387,0.019562715765247412,0.020713463751438434,0.020713463751438434,0.01380897583429229,0.01380897583429229,0.018411967779056387,0.0,0.0,0.0,0.20138089758342922
llrr,0.07249712313003452,0.02991944764096663,0.07479861910241657,0.023014959723820484,0.020713463751438434,0.014959723820483314,0.014959723820483314,0.023014959723820484,0.02991944764096663,0.028768699654775604,0.019562715765247412,0.012658227848101266,0.023014959723820484,0.026467203682393557,0.04948216340621404,0.01726121979286536,0.011507479861910242,0.019562715765247412,0.023014959723820484,0.01726121979286536,0.014959723820483314,0.019562715765247412,0.02186421173762946,0.01611047180667434,0.01726121979286536,0.018411967779056387,0.02531645569620253,0.02531645569620253,0.01380897583429229,0.023014959723820484,0.01380897583429229,0.028768699654775604,0.012658227848101266,0.01380897583429229,0.012658227848101266,0.0,0.0,0.0,0.17031070195627157
lr,0.11623246492985972,0.06212424849699399,0.11422845691382766,0.011022044088176353,0.011022044088176353,0.027054108216432865,0.013026052104208416,0.052104208416833664,0.02905811623246493,0.04208416833667335,0.03907815631262525,0.021042084168336674,0.017034068136272545,0.03507014028056112,0.05410821643286573,0.025050100200400802,0.017034068136272545,0.017034068136272545,0.022044088176352707,0.01503006012024048,0.006012024048096192,0.01002004008016032,0.017034068136272545,0.017034068136272545,0.012024048096192385,0.018036072144288578,0.017034068136272545,0.02004008016032064,0.013026052104208416,0.014028056112224449,0.012024048096192385,0.018036072144288578,0.01603206412825651,0.01603206412825651,0.011022044088176353,0.0,0.0,0.0,0.04208416833667335
