0,1,2,3,4,5
3.3925106525421143,3.358270049095154,3.0116578340530396,5.745530128479004,,
3.271682381629944,4.966041564941406,,,,
3.3133543729782104,,,,,
2.1391769647598267,3.6055028438568115,,,,
3.2165234088897705,2.184075355529785,,,,
2.746496081352234,2.1777100563049316,2.260866165161133,3.762601375579834,,
3.2045276165008545,,,,,
3.221644878387451,2.5745335817337036,3.9427785873413086,,,
2.873642683029175,,,,,
2.874377489089966,3.232597589492798,,,,
2.0489643812179565,,,,,
,,,,,
2.0282942056655884,2.513311982154846,3.162702202796936,3.649586796760559,,
3.7818683385849,,,,,
3.1343653202056885,2.198833465576172,,,,
3.215932250022888,,,,,
3.191586494445801,2.0184754133224487,2.1873644590377808,8.98924446105957,,
2.8620800971984863,,,,,
2.747910737991333,2.873642683029175,2.0785049200057983,,,
2.4980374574661255,3.216614842414856,,,,
2.051301956176758,2.9467908143997192,3.5140256881713867,3.703658938407898,,
2.141860008239746,7.323721885681152,,,,
2.7073761224746704,2.937201976776123,2.991722583770752,,,
,,,,,
2.6640005111694336,2.3280930519104004,,,,
8.680750370025635,,,,,
2.5028915405273438,2.646738052368164,,,,
,,,,,
2.9453481435775757,2.8735395669937134,,,,
3.6253994703292847,2.5829049348831177,,,,
2.216235876083374,,,,,
2.9474204778671265,2.4371654987335205,,,,
1.5265851020812988,2.874377489089966,5.0119469165802,,,
,,,,,
2.5706127882003784,3.200906991958618,,,,
2.7311352491378784,2.9624698162078857,3.00606107711792,,,
3.605043888092041,,,,,
,,,,,
3.271629214286804,2.2480839490890503,4.891765594482422,,,
3.2349939346313477,,,,,
2.0188004970550537,3.6768487691879272,,,,
2.3907018899917603,3.8038660287857056,2.855055332183838,,,
2.86321759223938,3.65256404876709,,,,
2.9520891904830933,,,,,
2.836281418800354,3.153678774833679,,,,
2.9453928470611572,,,,,
3.8045339584350586,2.924025535583496,,,,
3.547566056251526,2.212656855583191,,,,
,,,,,
,,,,,
,,,,,
3.1825451850891113,2.9428240060806274,,,,
3.221644878387451,,,,,
3.190720558166504,2.8721309900283813,,,,
2.422308087348938,2.0485059022903442,,,,
2.9490413665771484,,,,,
2.691429853439331,,,,,
2.441160559654236,,,,,
3.271682381629944,2.2282975912094116,4.834771156311035,,,
