,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.778,0.038,0.181,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l,0.367,0.0,0.011,0.213,0.0,0.0,0.0,0.373,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ll,0.134,0.049,0.002,0.238,0.0,0.002,0.001,0.279,0.059,0.123,0.008,0.0,0.001,0.0,0.0,0.0,0.002,0.001,0.0,0.008,0.052,0.0,0.0,0.003,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.001,0.008,0.001,0.024,0.0,0.0,0.0,0.0
lll,0.061,0.092,0.019,0.156,0.002,0.009,0.008,0.183,0.039,0.085,0.028,0.002,0.009,0.012,0.005,0.004,0.004,0.041,0.007,0.015,0.055,0.006,0.008,0.003,0.006,0.002,0.019,0.02,0.01,0.012,0.014,0.012,0.017,0.007,0.025,0.0,0.0,0.0,0.003
llll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llr,0.173,0.076,0.015,0.102,0.003,0.002,0.006,0.161,0.064,0.138,0.046,0.004,0.003,0.001,0.001,0.0,0.003,0.007,0.003,0.016,0.053,0.003,0.006,0.013,0.007,0.002,0.013,0.003,0.002,0.008,0.003,0.005,0.046,0.004,0.008,0.0,0.0,0.0,0.0
llrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lr,0.412,0.011,0.009,0.103,0.0,0.0,0.0,0.339,0.006,0.078,0.005,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.001,0.0,0.005,0.001,0.0,0.008,0.0,0.006,0.003,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
