0,1,2,3,4,5,6,7,8,9,10,11
-15.750319480895996,-15.52616262435913,-15.695239543914795,-15.71420669555664,-15.518526554107666,-15.355862140655518,-15.239059448242188,-15.106787204742432,-15.502566814422607,,,
-15.01540470123291,-14.848385334014893,-16.23113250732422,-15.165324687957764,-15.214337825775146,-15.66937780380249,,,,,,
-15.175502300262451,-15.753715515136719,-15.632223129272461,-15.42654275894165,-15.79584264755249,-15.816713333129883,,,,,,
-15.359563827514648,-15.29172134399414,,,,,,,,,,
-16.159525871276855,-15.389688491821289,-15.48515796661377,-15.423116207122803,-16.127182960510254,-14.98203706741333,,,,,,
-15.703492164611816,-15.49122667312622,-14.448271751403809,-15.596546173095703,-15.796815872192383,-15.343356609344482,,,,,,
-15.775296211242676,-15.573398113250732,,,,,,,,,,
-15.84682559967041,-15.16400146484375,-15.540450096130371,,,,,,,,,
-15.209923267364502,-15.444040775299072,,,,,,,,,,
-15.810794353485107,-15.498615741729736,-15.419793128967285,,,,,,,,,
-15.543410301208496,-15.013542652130127,-15.823736667633057,,,,,,,,,
-14.87933349609375,-15.825937747955322,-15.90216875076294,,,,,,,,,
-15.86978006362915,-15.750953674316406,-15.858191967010498,-15.208194255828857,-14.832873821258545,,,,,,,
-16.118074417114258,,,,,,,,,,,
-15.712870597839355,-15.412953853607178,-16.031208992004395,-15.9597749710083,,,,,,,,
-16.21939468383789,-14.91030216217041,-15.22474479675293,-15.737183570861816,-15.48014211654663,-15.36883544921875,-15.509240627288818,-15.459077835083008,-15.846522808074951,,,
-15.705967903137207,-14.95033311843872,-15.263128757476807,-15.488154888153076,-15.923898696899414,-16.054981231689453,,,,,,
-15.860267162322998,-15.45276403427124,-15.282719612121582,-14.630626678466797,,,,,,,,
-14.644750595092773,-15.82726526260376,-15.503744125366211,-15.53218126296997,-15.686530590057373,-15.237257957458496,-15.5650053024292,-15.644979476928711,,,,
-15.269092559814453,-15.24354362487793,-15.60848331451416,-15.53876256942749,-15.961477756500244,-15.364480018615723,-15.4633207321167,,,,,
-14.888889789581299,-15.557528018951416,-15.305817604064941,-15.373833656311035,-15.107045650482178,-15.577765941619873,-15.759235382080078,,,,,
-15.439669132232666,-15.318832874298096,-15.72823715209961,-15.490126132965088,,,,,,,,
-15.811511516571045,-14.683006286621094,-15.748109340667725,,,,,,,,,
-15.804567813873291,-15.094139099121094,-15.600392818450928,-16.099719047546387,,,,,,,,
-15.78056526184082,-15.86091661453247,,,,,,,,,,
-15.811382293701172,-15.574391841888428,-15.121778011322021,-15.601170063018799,-15.398263931274414,-15.325765132904053,-15.682086944580078,-16.0943021774292,-15.662666320800781,-15.47447156906128,,
-15.116634845733643,-14.957496166229248,-14.807256698608398,,,,,,,,,
-15.422812938690186,-16.025376796722412,-15.814549446105957,-16.08586883544922,-15.182188987731934,,,,,,,
-14.967149257659912,-14.73076868057251,-15.191048622131348,-16.08933734893799,-15.227193832397461,-16.032971382141113,,,,,,
-14.738372325897217,-15.388798236846924,-15.092952251434326,,,,,,,,,
-15.42095947265625,-15.31890869140625,-15.460870742797852,-15.196642398834229,-15.844358921051025,-15.741584777832031,-15.933585166931152,-16.019334316253662,-15.796227931976318,-15.620487213134766,,
-16.04452133178711,-16.082222938537598,-15.52888822555542,-15.668257236480713,-15.562392711639404,-15.22451114654541,-15.31744909286499,-15.560908317565918,,,,
-15.707342624664307,-15.573314666748047,-15.323660850524902,-15.408230304718018,-15.24593734741211,-15.761990547180176,,,,,,
-15.468085289001465,-15.036261081695557,-15.686166763305664,-15.940910816192627,-15.7598876953125,,,,,,,
-15.830527782440186,-15.604935646057129,-15.719414234161377,-15.225189208984375,-15.333593845367432,,,,,,,
-15.674999713897705,,,,,,,,,,,
-15.126623153686523,-15.490509033203125,-15.223583698272705,-15.869091510772705,,,,,,,,
-15.87923002243042,-15.832328796386719,-15.272552967071533,-15.460964679718018,-15.569963455200195,-14.882322311401367,-15.067112445831299,,,,,
-16.197357177734375,-15.24354362487793,-15.812025547027588,-15.47667407989502,-14.790621280670166,-15.2395658493042,-15.51653528213501,-15.490570545196533,-16.114625930786133,-15.91933012008667,-15.798469066619873,
-15.43095588684082,-15.750953674316406,,,,,,,,,,
-16.194162368774414,-15.21696662902832,-15.295319080352783,-15.99975299835205,-15.415574550628662,-15.066421508789062,,,,,,
-15.974158763885498,-15.362523555755615,-15.371291637420654,,,,,,,,,
-16.198172569274902,-14.575089931488037,-15.893517017364502,,,,,,,,,
-15.541245460510254,-15.99548864364624,-15.214433193206787,-15.446658611297607,-15.232873439788818,-16.124592781066895,-14.963079929351807,,,,,
-15.757782936096191,-15.318912982940674,-15.9399733543396,-15.300933837890625,-15.67743968963623,-15.683268070220947,-15.873711585998535,,,,,
-14.972336292266846,,,,,,,,,,,
-15.997119903564453,-15.546988010406494,-15.36847448348999,-15.799529552459717,-15.379707336425781,-15.03570032119751,-15.933156967163086,,,,,
-15.0300874710083,-15.377132892608643,-14.915225982666016,-15.305362701416016,-15.147138595581055,,,,,,,
-16.12611961364746,-15.19257402420044,-15.983517169952393,-15.51088571548462,-15.41849422454834,,,,,,,
-15.580090522766113,-15.061326503753662,-15.915948390960693,-15.063961505889893,-16.113333702087402,,,,,,,
-15.919116497039795,-15.582700729370117,-15.53130054473877,-15.009638786315918,-15.365674018859863,-15.930357456207275,-15.489017009735107,-15.108386039733887,,,,
-15.194948196411133,-15.913184642791748,-15.881722450256348,,,,,,,,,
-15.029791355133057,-14.889476299285889,,,,,,,,,,
-15.297404766082764,-15.658788204193115,-14.603302001953125,,,,,,,,,
-15.842628479003906,-15.386786460876465,-15.175498485565186,-14.9833402633667,-15.743797302246094,-15.442988872528076,,,,,,
-15.467369556427002,-15.900757789611816,-15.289912223815918,-15.343128204345703,-15.11409616470337,-14.913053512573242,,,,,,
-15.426987171173096,-15.337126731872559,-15.668073177337646,,,,,,,,,
-15.375672817230225,-15.797858238220215,,,,,,,,,,
-15.348466396331787,-14.964464664459229,-15.957318305969238,-15.581052780151367,-15.536153316497803,-15.908271789550781,-15.167086124420166,-15.76893138885498,,,,
-16.023395538330078,-15.507141590118408,-15.934103012084961,-15.49617338180542,,,,,,,,
-15.210456371307373,-15.40243673324585,-15.878767013549805,-15.40999460220337,-16.068754196166992,-15.48045015335083,-16.175711631774902,,,,,
-15.64153242111206,-16.241559982299805,,,,,,,,,,
-15.267489910125732,-15.926969528198242,-15.558000087738037,-15.0728440284729,-14.976584911346436,-15.383852005004883,,,,,,
-16.21939468383789,-16.068754196166992,-16.06025505065918,-15.302240371704102,-15.799365520477295,,,,,,,
-15.438401699066162,-15.657361507415771,-15.098091125488281,-15.89931344985962,-15.892125606536865,-15.966108798980713,-15.782649993896484,,,,,
-15.874913215637207,-15.083533763885498,-15.456338882446289,,,,,,,,,
-15.368156433105469,-15.81681203842163,-15.094918251037598,-15.572930812835693,-16.02472972869873,-15.017419815063477,-15.043537139892578,-15.264019012451172,-15.661800861358643,-15.407359600067139,,
-15.141096591949463,-14.640714645385742,-15.102392673492432,-15.33497953414917,-15.48288345336914,,,,,,,
-16.00881862640381,-16.024599075317383,,,,,,,,,,
-15.580090522766113,-15.70881986618042,-16.050655364990234,-15.195415496826172,-15.547793865203857,-15.758009433746338,,,,,,
-15.271329879760742,-15.799352645874023,-15.46633529663086,-15.174987316131592,-15.447028160095215,-15.218100547790527,,,,,,
-15.768257141113281,-15.698370456695557,-16.050382614135742,,,,,,,,,
-16.122474670410156,-15.387415885925293,-15.261824607849121,-15.740238189697266,,,,,,,,
-15.830527782440186,-16.064388275146484,-15.638607501983643,-15.098604679107666,,,,,,,,
-15.78401231765747,-15.385933876037598,-15.298850536346436,-15.539283275604248,,,,,,,,
-14.851512908935547,-15.54723834991455,-15.372144222259521,-15.418514728546143,-15.58106803894043,,,,,,,
-16.004996299743652,-15.067919254302979,-15.508417129516602,,,,,,,,,
-15.729215621948242,-15.828362464904785,-14.926195621490479,-15.746853828430176,-15.291887760162354,-15.85093069076538,-15.737224102020264,,,,,
-15.455150127410889,-15.399571418762207,-15.364372730255127,,,,,,,,,
-15.774841785430908,-15.696508884429932,-15.430629253387451,-15.621671676635742,-15.41219186782837,,,,,,,
-15.874045848846436,-15.25632095336914,-14.80019474029541,-15.363935947418213,,,,,,,,
-15.37454605102539,,,,,,,,,,,
-15.595295906066895,-15.627087593078613,-14.869542598724365,-15.242531776428223,-14.72143030166626,-15.961477756500244,-15.557957172393799,,,,,
-15.99160385131836,-14.960633754730225,-15.232563972473145,,,,,,,,,
-15.401466369628906,-15.842106342315674,-15.37978982925415,-15.543896675109863,-15.089155673980713,,,,,,,
-15.752408027648926,-15.316839694976807,-15.749882221221924,-16.19448471069336,-14.5518217086792,-15.368569374084473,,,,,,
-15.585396766662598,-15.870571613311768,-15.056886672973633,-15.249948978424072,-15.44576644897461,,,,,,,
-15.773428440093994,-15.18382215499878,-15.528706550598145,-15.879445552825928,-15.53583812713623,,,,,,,
-15.416271686553955,-15.867237091064453,-15.408580780029297,-15.80106782913208,,,,,,,,
-14.994426250457764,-16.222700119018555,,,,,,,,,,
-15.487530708312988,-15.57534122467041,-14.975939273834229,-15.90377140045166,,,,,,,,
-14.881706714630127,-15.454301834106445,-15.837889671325684,-15.456036567687988,-15.350795269012451,,,,,,,
-15.577160358428955,-14.981709957122803,,,,,,,,,,
-15.055543422698975,-15.863060474395752,-15.576976776123047,,,,,,,,,
-16.01637554168701,-14.967244625091553,-14.768089771270752,-15.533847332000732,-15.546697616577148,-15.459234237670898,-15.019886493682861,,,,,
-15.464856147766113,-14.924978733062744,-15.617499828338623,-15.367632389068604,-15.882434844970703,,,,,,,
-15.343029975891113,-15.81544303894043,-15.786403179168701,,,,,,,,,
-14.65684700012207,-15.495135307312012,-14.996659278869629,-16.037240028381348,,,,,,,,
-15.743927001953125,-15.478614807128906,-15.25435495376587,-15.375255584716797,,,,,,,,
-14.823221683502197,-15.636956214904785,-15.655223369598389,-15.256711483001709,-15.330423355102539,,,,,,,
-15.89212942123413,-14.64981746673584,-15.376944065093994,-15.853219509124756,-15.408344745635986,,,,,,,
-16.21939468383789,-15.157893657684326,-15.478586196899414,-15.67677354812622,-16.03986167907715,-16.146480560302734,,,,,,
-16.026589393615723,-15.89708423614502,-14.963462829589844,-15.679763793945312,-15.460964679718018,,,,,,,
-15.744490146636963,-15.744597434997559,-15.285399913787842,-15.115149021148682,,,,,,,,
-15.542415142059326,-15.255725860595703,-15.194356441497803,-15.177828788757324,,,,,,,,
-16.06533432006836,-15.53207540512085,-15.327328205108643,,,,,,,,,
-15.483338356018066,-15.594163417816162,-14.994426250457764,,,,,,,,,
-15.190394878387451,-15.104265213012695,-15.1898512840271,-15.663266658782959,-15.48098611831665,-15.444260120391846,,,,,,
-16.060118675231934,-15.287374496459961,-15.36901569366455,-15.308956146240234,-15.403035640716553,-15.652712345123291,-14.529963493347168,,,,,
-15.82639741897583,-15.51172161102295,-15.734182357788086,-15.707994937896729,-15.625707626342773,,,,,,,
-15.582190036773682,-15.37468957901001,-15.42336654663086,,,,,,,,,
-14.805510997772217,-15.429042339324951,-16.060012817382812,-15.503604888916016,-15.309756755828857,,,,,,,
-16.189875602722168,-15.454308986663818,-14.938673973083496,-15.456338882446289,,,,,,,,
-15.289388656616211,-15.43628215789795,-16.09320831298828,-15.49256944656372,-15.673699378967285,-15.60009241104126,,,,,,
-15.910820484161377,-15.377630710601807,-15.38219690322876,-15.631376266479492,-15.224875926971436,,,,,,,
,,,,,,,,,,,
-16.058271408081055,-15.57948350906372,,,,,,,,,,
-16.025097846984863,-15.516804218292236,-15.707529544830322,-16.21939468383789,-15.010751247406006,-15.438937664031982,-16.147363662719727,,,,,
-14.816586017608643,-16.00439691543579,-15.24304485321045,-15.609039306640625,,,,,,,,
-15.933543682098389,-15.984622478485107,-15.486870765686035,-15.18328332901001,-15.099446296691895,-15.209923267364502,,,,,,
-16.251112937927246,-15.001320362091064,-15.200829029083252,,,,,,,,,
-15.745640277862549,-15.539217948913574,-16.108895301818848,-15.682915210723877,-15.699334621429443,,,,,,,
-16.21939468383789,-16.026246070861816,-15.02482795715332,-15.30685043334961,-15.2227463722229,-15.41710901260376,-15.711973190307617,,,,,
-15.034324169158936,-15.896797180175781,,,,,,,,,,
-15.451120853424072,-16.19577980041504,-15.134829044342041,-16.00756597518921,-15.459112644195557,,,,,,,
-15.056594848632812,-15.580090522766113,-15.213154792785645,-15.97265338897705,-15.77646541595459,,,,,,,
-16.21939468383789,-15.058547496795654,,,,,,,,,,
-15.246944427490234,-15.829438209533691,-15.697842121124268,-15.64316177368164,-15.376363277435303,,,,,,,
-15.617449760437012,-16.220450401306152,-14.96872091293335,,,,,,,,,
-15.94861650466919,-15.579461097717285,-15.415652751922607,,,,,,,,,
-15.292709350585938,-15.710626602172852,-15.698132514953613,-16.249241828918457,-14.551925659179688,,,,,,,
-15.25254774093628,-15.705385684967041,-15.387804508209229,-15.504212379455566,-15.789751052856445,-15.917867660522461,-15.454983711242676,-15.52055835723877,-15.707772731781006,-15.542529582977295,-15.636204242706299,
-16.107754707336426,-15.716966152191162,-15.33754014968872,-15.792404651641846,-15.151084899902344,,,,,,,
-15.12322473526001,-15.593873023986816,-15.778143405914307,-15.656664848327637,-15.252993106842041,-15.27674388885498,,,,,,
-14.950724601745605,-15.363603115081787,-15.86816930770874,-14.860692501068115,,,,,,,,
-15.475939750671387,-15.33806848526001,-14.822914123535156,,,,,,,,,
-15.302136421203613,-15.470078945159912,-15.511680126190186,-15.579920768737793,-14.933218955993652,-15.7103910446167,,,,,,
-15.729473114013672,-14.996309757232666,-14.980392456054688,-15.823516845703125,-14.875708103179932,,,,,,,
,,,,,,,,,,,
-16.221446990966797,-15.368638038635254,-15.863096237182617,-15.546351909637451,-14.760319232940674,,,,,,,
-15.303718566894531,-15.881219863891602,-15.628289699554443,-16.017075061798096,-15.20451545715332,-14.393312454223633,,,,,,
-15.73268747329712,-15.430702686309814,-15.486953735351562,-15.85335922241211,-14.978052139282227,-14.85050344467163,-15.087900638580322,-15.08572769165039,-15.554287910461426,-15.447700500488281,,
-15.440633773803711,-15.18964147567749,-14.836413860321045,-15.147697448730469,-15.920671939849854,,,,,,,
-15.911550045013428,-15.494092464447021,-16.004149436950684,-15.830897331237793,-16.122687339782715,-15.655113697052002,-15.961477756500244,,,,,
-15.171789169311523,-15.494674682617188,-15.842267513275146,,,,,,,,,
-15.778708934783936,-16.09848117828369,-15.64148235321045,-15.784216403961182,-15.717462062835693,,,,,,,
-15.290123462677002,-16.20134162902832,,,,,,,,,,
-15.544143676757812,-16.157875061035156,-15.78915548324585,-15.876742362976074,-16.017800331115723,-15.983808994293213,,,,,,
-15.22506856918335,-15.585308074951172,-14.946547508239746,-15.384172916412354,-15.462553024291992,-16.186931610107422,-15.243907451629639,,,,,
-15.700228691101074,-15.276257514953613,-15.5763578414917,-15.680394172668457,-15.977981090545654,,,,,,,
-15.3009934425354,-16.02381706237793,-15.757195949554443,-16.250524520874023,-15.901535987854004,-15.440280437469482,-15.424623489379883,-15.933576107025146,-15.977921962738037,,,
-15.564436435699463,-15.609951972961426,-15.451923370361328,-15.07962942123413,-15.648374080657959,-15.851889610290527,,,,,,
-16.21189594268799,-15.72192907333374,-15.697649002075195,-15.085429668426514,-15.69635009765625,-15.221144199371338,-14.90520191192627,-15.155221462249756,,,,
-15.509196281433105,-14.966959476470947,-15.171229839324951,-15.589866161346436,-16.052319526672363,-15.397525787353516,,,,,,
-15.943504333496094,-15.227412223815918,-15.58753776550293,-15.229368686676025,-15.089694499969482,-15.927108764648438,-15.615452289581299,-16.129270553588867,,,,
-15.782353401184082,-15.41219186782837,-15.538878440856934,,,,,,,,,
-15.701827049255371,-15.442667484283447,-14.835936546325684,-15.512219429016113,,,,,,,,
-15.132999897003174,-15.883424282073975,-16.146379470825195,-14.910611629486084,-15.706999778747559,-15.435883045196533,-15.227502822875977,,,,,
-15.48307466506958,-15.679283142089844,-15.68106460571289,-16.18564510345459,-15.489617824554443,,,,,,,
-16.21939468383789,-15.45964765548706,-15.492183208465576,,,,,,,,,
-15.954066753387451,-15.36901569366455,-15.326748847961426,,,,,,,,,
-15.450850009918213,-15.35738229751587,-15.47196912765503,-15.920684337615967,,,,,,,,
-15.699996948242188,-16.197189331054688,,,,,,,,,,
-15.365527153015137,-15.415526866912842,-15.883424282073975,,,,,,,,,
-15.802817344665527,,,,,,,,,,,
-14.746804237365723,-15.579686164855957,-15.930245399475098,-15.486638069152832,-15.149919509887695,-15.773919105529785,-15.740617752075195,-15.294255256652832,,,,
-15.703742027282715,-16.033087730407715,-15.43013858795166,-15.413107872009277,-15.12756061553955,-15.579526424407959,-15.000220775604248,,,,,
-15.49174451828003,-15.995934009552002,-15.184751510620117,-15.886935710906982,,,,,,,,
-15.28027057647705,-15.971470832824707,-15.556017875671387,-15.656333446502686,-16.11194896697998,-15.274850368499756,-15.673737049102783,-15.188814640045166,-15.785762310028076,-14.93424654006958,-15.333353996276855,-14.913537979125977
-15.153552532196045,-14.828389644622803,-14.796860694885254,,,,,,,,,
-15.57105827331543,-15.08645248413086,-15.160250186920166,-15.201496601104736,-15.324331760406494,-15.231061458587646,-15.12120246887207,,,,,
-15.165608882904053,-16.19378089904785,-15.811382293701172,,,,,,,,,
-15.391067028045654,-15.755670547485352,-15.558127880096436,-15.857602596282959,,,,,,,,
-15.635808944702148,-15.72451114654541,,,,,,,,,,
-15.849344253540039,-15.435415267944336,-15.442464351654053,-15.264483451843262,-16.098660469055176,-14.955048084259033,,,,,,
-15.464109897613525,-15.490280628204346,-15.910338878631592,-15.626460075378418,,,,,,,,
-15.108564853668213,-15.657222270965576,-15.33033800125122,,,,,,,,,
-15.880093097686768,-15.996433734893799,,,,,,,,,,
-15.745651245117188,-15.789510726928711,-15.280326843261719,-15.792861938476562,,,,,,,,
-15.403043270111084,-15.484845161437988,-15.220150470733643,,,,,,,,,
-16.21939468383789,-15.692474842071533,-15.882486820220947,-15.117648601531982,-15.280095100402832,-15.27451229095459,-15.5008544921875,,,,,
-15.814189910888672,-15.932184219360352,-15.370532512664795,-15.250288963317871,-15.045393943786621,-16.06255340576172,,,,,,
-15.786809921264648,-15.251104831695557,-15.702653884887695,-16.17297077178955,-15.124424457550049,,,,,,,
-15.668891906738281,-15.22536849975586,-15.601287841796875,-16.056203842163086,,,,,,,,
-14.951083183288574,-16.18416976928711,-15.270119190216064,-15.497394561767578,-15.45953369140625,,,,,,,
-15.679847717285156,-14.845131397247314,-15.526333808898926,-15.930720329284668,-15.719427108764648,-16.062965393066406,-15.873711585998535,,,,,
-15.697203159332275,-15.164441585540771,-15.64943790435791,-15.57352876663208,-15.775267124176025,-16.01552104949951,,,,,,
-15.377734661102295,-15.407713890075684,-15.840813636779785,,,,,,,,,
-15.80377721786499,-16.102535247802734,-15.53957223892212,-15.631371974945068,-14.484226703643799,-15.844513416290283,-15.912317276000977,,,,,
-15.30554485321045,-15.313616275787354,,,,,,,,,,
-15.236112117767334,-14.925652027130127,-14.434229373931885,-15.804011344909668,-15.113559246063232,,,,,,,
-15.841887950897217,,,,,,,,,,,
-15.362780094146729,-15.346166610717773,-15.813982486724854,-15.57936954498291,-15.693072319030762,-15.378733158111572,,,,,,
-16.0770206451416,-14.927361488342285,-15.02856159210205,,,,,,,,,
-15.36760139465332,-15.637518882751465,-15.410125732421875,-15.499994277954102,,,,,,,,
-15.591973304748535,-14.913209438323975,-15.866894721984863,,,,,,,,,
-15.887107849121094,-15.226638317108154,-15.103981971740723,-15.566585540771484,,,,,,,,
-15.643805980682373,-15.620106220245361,-15.689759254455566,-15.445172309875488,,,,,,,,
-14.884787559509277,-15.219593048095703,,,,,,,,,,
-14.9636549949646,-15.626949310302734,-15.607934474945068,-15.100568771362305,,,,,,,,
-16.222792625427246,-16.036266326904297,-15.412445545196533,-15.721341609954834,-15.46168851852417,-15.48288345336914,,,,,,
-15.937533855438232,-14.77128267288208,,,,,,,,,,
-16.193442344665527,-14.849405765533447,-15.461631298065186,-16.160624504089355,-15.511841773986816,-15.369120121002197,,,,,,
-16.21939468383789,-15.332817077636719,-15.45098352432251,-14.868624210357666,-15.481330871582031,-15.217995643615723,-15.704732894897461,,,,,
-15.786432266235352,-16.132315635681152,-15.329583168029785,,,,,,,,,
-15.668069839477539,-16.044370651245117,-15.845194339752197,-15.514771938323975,-16.124235153198242,,,,,,,
-15.296481609344482,-15.78653621673584,,,,,,,,,,
-15.735365390777588,-15.600743293762207,-15.5526762008667,-15.915912628173828,-15.84122371673584,,,,,,,
-16.025894165039062,-15.875571727752686,-15.376945972442627,-15.194989681243896,-16.064977645874023,-15.61351490020752,,,,,,
-14.992154121398926,-15.425951480865479,,,,,,,,,,
-15.766680717468262,-15.29303789138794,,,,,,,,,,
-15.02555227279663,-15.268633842468262,-14.880908012390137,-14.968757629394531,,,,,,,,
-15.727254390716553,-15.468736171722412,-15.449520111083984,-15.672927379608154,,,,,,,,
-15.641440391540527,-15.358067512512207,-15.850666046142578,-15.919567584991455,-15.582358360290527,-14.888915061950684,,,,,,
-15.949586868286133,-15.326669216156006,-14.999759197235107,-15.883826732635498,-14.939176082611084,,,,,,,
-15.444148540496826,-14.79047155380249,-15.193244457244873,,,,,,,,,
-15.967982292175293,-15.375114917755127,-15.045348167419434,-15.770596981048584,-15.573632717132568,,,,,,,
-15.184991836547852,-14.788361072540283,-15.911702632904053,,,,,,,,,
-15.30866003036499,-15.159072875976562,-15.486119270324707,-15.216691017150879,-16.007033824920654,,,,,,,
-15.062172412872314,-15.071522235870361,-15.682179927825928,-16.06645965576172,-15.273366928100586,,,,,,,
-15.717462062835693,-15.566040515899658,-16.105612754821777,-15.852205276489258,,,,,,,,
-15.77461862564087,-15.201650619506836,-15.274193286895752,-15.53161096572876,,,,,,,,
-15.00802230834961,,,,,,,,,,,
-16.072738647460938,-15.69896936416626,-15.712678909301758,-15.3839750289917,-14.77128267288208,-15.951903343200684,,,,,,
-15.562860488891602,-14.719571113586426,-14.952329158782959,,,,,,,,,
-15.405530452728271,,,,,,,,,,,
-15.578632831573486,-15.829061031341553,-15.800652503967285,-15.909691333770752,,,,,,,,
-15.70356798171997,-15.492529392242432,-15.75350570678711,-15.091569900512695,-15.570624351501465,,,,,,,
-15.994874000549316,-15.60907793045044,-16.13670253753662,,,,,,,,,
-16.118074417114258,-15.273495197296143,,,,,,,,,,
-14.933289527893066,-15.29294204711914,-15.380815505981445,-15.528995513916016,-15.295391082763672,,,,,,,
-15.841078281402588,-15.308135032653809,-15.095494270324707,,,,,,,,,
-14.972547054290771,-14.961410999298096,-15.886276721954346,-16.015496253967285,-15.459113597869873,,,,,,,
-15.905153751373291,-16.105008125305176,-15.537986278533936,-15.250147342681885,,,,,,,,
-15.845388889312744,-15.967283725738525,-14.741036415100098,-15.868151664733887,-16.067935943603516,-14.8592209815979,-15.440267086029053,-15.201581478118896,-15.306456565856934,,,
-15.757936954498291,-15.947753429412842,-16.184547424316406,-15.23702096939087,-15.167637825012207,-14.859637260437012,,,,,,
-15.23423433303833,-16.05232524871826,-15.12520170211792,-15.231929302215576,-15.738485336303711,-15.878959655761719,-15.467180252075195,,,,,
-15.18748426437378,-15.560801982879639,-15.147275924682617,-15.32482385635376,,,,,,,,
-15.510473728179932,-15.417677879333496,-15.701319694519043,-16.006227016448975,,,,,,,,
-15.379051685333252,-15.815815925598145,,,,,,,,,,
-15.38319206237793,-15.890171527862549,-16.209593772888184,-15.731335639953613,-15.904055118560791,-15.366682529449463,-15.102455615997314,-15.486048221588135,,,,
-15.483949184417725,-15.46663522720337,-16.02774667739868,-15.283660888671875,,,,,,,,
-15.914153575897217,-15.000499725341797,-15.858447074890137,-15.396201610565186,-15.109591007232666,,,,,,,
-15.876347541809082,-15.291728973388672,-15.065730571746826,-14.789223670959473,,,,,,,,
-15.582648277282715,-15.158689022064209,-14.777249336242676,,,,,,,,,
-15.41270637512207,-15.227907657623291,-15.345493793487549,,,,,,,,,
-16.220450401306152,-15.683131694793701,,,,,,,,,,
-15.301425457000732,-15.92806100845337,-15.731708526611328,-15.260138511657715,-15.876742362976074,-15.20389986038208,,,,,,
-15.699836254119873,-15.833443641662598,-16.18147373199463,-14.444108009338379,-16.044020652770996,-15.625782012939453,-15.60517930984497,-15.813190460205078,,,,
-15.418548583984375,-15.382994651794434,,,,,,,,,,
-15.516036987304688,-15.613245487213135,-15.758402347564697,-15.292754650115967,-15.343392372131348,,,,,,,
-15.045102596282959,-15.647809028625488,-15.962103843688965,-15.20005464553833,-15.481306552886963,-15.26822280883789,-15.067928314208984,,,,,
-15.678481101989746,-15.596089363098145,-16.122929573059082,,,,,,,,,
-16.21939468383789,-15.201830863952637,-15.515141010284424,-15.856616497039795,-15.741907596588135,,,,,,,
-16.06619930267334,-15.827245235443115,-15.667119979858398,-15.683285236358643,-15.469403743743896,-14.870109558105469,,,,,,
-16.21939468383789,-15.758359909057617,-16.08767795562744,-15.947543621063232,-15.951210975646973,-15.590742588043213,-16.023987770080566,-15.258332252502441,,,,
-15.598201274871826,-15.58560037612915,-15.80362606048584,-14.839407444000244,-14.78541088104248,,,,,,,
-15.331028938293457,-15.361278057098389,-16.159525871276855,,,,,,,,,
-15.977631092071533,-16.013282775878906,-16.190969467163086,-15.844999313354492,-15.665260314941406,-15.176168441772461,,,,,,
-14.796860694885254,-15.523212909698486,-15.65902853012085,-15.391119480133057,,,,,,,,
-15.189432144165039,-15.786809921264648,-16.16294574737549,-15.749909400939941,-15.434187889099121,,,,,,,
-16.199779510498047,-15.866323471069336,-14.414912223815918,-15.801738739013672,-16.07975959777832,,,,,,,
-14.941635131835938,-15.052802562713623,-15.551392078399658,-16.221446990966797,-15.686264514923096,-15.904699325561523,,,,,,
-15.779057025909424,-15.557092666625977,-15.797070980072021,-15.273550510406494,-15.23395824432373,-15.326511859893799,-15.301054954528809,-15.314384460449219,,,,
-16.103266716003418,-15.786633968353271,-15.322982788085938,-15.042657375335693,,,,,,,,
-15.029763221740723,-15.618422031402588,-15.359007835388184,,,,,,,,,
-15.712053775787354,-16.169775009155273,-15.645152568817139,,,,,,,,,
-15.054527759552002,-15.2750563621521,-15.448541164398193,-15.652352809906006,,,,,,,,
-14.890437602996826,-15.556341648101807,-15.52588415145874,-15.201743125915527,-15.262465000152588,,,,,,,
-14.792978286743164,-15.695103168487549,-15.687468528747559,-15.53681755065918,-15.228110313415527,-15.910338878631592,,,,,,
-15.140138149261475,-15.68050765991211,-16.001512050628662,-15.328895568847656,-15.581697940826416,-15.153025150299072,-15.668093204498291,,,,,
-15.371186256408691,-15.804758071899414,-15.01729440689087,-15.821210861206055,,,,,,,,
-15.41677474975586,-15.33701229095459,-15.518681049346924,-15.014920711517334,-16.144264221191406,,,,,,,
-14.836243629455566,-15.878710269927979,-15.352521419525146,-14.882807731628418,-15.882091999053955,-15.949556350708008,,,,,,
-16.209893226623535,-14.520884037017822,-15.233668327331543,-15.01095199584961,-15.095186233520508,,,,,,,
-15.633012771606445,-16.131542205810547,-15.884291172027588,-15.56586503982544,,,,,,,,
-15.844109535217285,-15.660414695739746,-16.034170627593994,-15.123314380645752,-14.602307796478271,,,,,,,
-15.239992618560791,,,,,,,,,,,
-15.467617988586426,-15.235520839691162,,,,,,,,,,
-15.580278873443604,-15.769407749176025,-15.741377353668213,-14.979938983917236,,,,,,,,
-15.181272029876709,-15.712814807891846,-15.299354553222656,-15.201229572296143,-15.725932598114014,,,,,,,
-15.680243492126465,-15.587647914886475,-14.606796264648438,-15.221327781677246,-15.84013843536377,-15.562509059906006,-15.60476303100586,,,,,
-15.592798709869385,-15.51379919052124,-15.318832874298096,-15.756597995758057,-15.25894832611084,-15.299973487854004,-15.666366577148438,-15.735549926757812,,,,
