0,1,2,3,4,5,6,7,8,9,10,11,12
3.3848323822021484,2.6103901863098145,2.080035448074341,1.7879075407981873,2.3080837726593018,2.874391555786133,4.655299425125122,3.998307943344116,5.872575521469116,5.182435035705566,7.916947603225708,,
3.3832879066467285,2.558428406715393,2.1127662658691406,1.8151665329933167,2.8713324069976807,4.714439868927002,3.9747519493103027,4.298607587814331,6.774410724639893,5.181178092956543,8.312121868133545,,
3.271001100540161,2.486332416534424,1.9359167218208313,1.584510624408722,2.2009886503219604,2.834762215614319,4.600442171096802,3.867525100708008,6.057459115982056,5.181178092956543,7.349260568618774,,
3.329343557357788,2.528402805328369,2.1012390851974487,1.8027421236038208,2.8757848739624023,4.759709119796753,3.951503276824951,4.328411340713501,5.874569892883301,5.181178092956543,7.400928974151611,,
3.264087677001953,2.519605040550232,1.9854055047035217,1.8275999426841736,2.2009886503219604,2.760666251182556,4.614988803863525,3.8716667890548706,6.2797324657440186,5.182435035705566,8.142771244049072,,
3.332604169845581,2.5569289922714233,2.123413920402527,1.894034206867218,2.8923152685165405,4.904172658920288,4.040594100952148,5.874569892883301,8.223474025726318,,,,
3.3794543743133545,2.6069661378860474,2.0861648321151733,1.8027421236038208,3.006582498550415,4.657507419586182,3.972175717353821,4.302930593490601,6.286753177642822,5.181178092956543,7.400928974151611,,
3.3832879066467285,2.6146429777145386,2.071555018424988,1.7895902395248413,2.3416385650634766,3.038434386253357,4.657117605209351,3.998307943344116,4.3223042488098145,5.872575521469116,5.184937477111816,7.150987386703491,
3.12552011013031,2.344208836555481,1.9060813188552856,1.788262128829956,2.7530548572540283,4.652667760848999,3.956627607345581,6.286753177642822,8.312121868133545,,,,
3.332057237625122,2.60560142993927,2.0861648321151733,1.8271492719650269,2.345952272415161,2.871899962425232,4.609064817428589,3.8663129806518555,5.974488735198975,5.182435035705566,7.400928974151611,,
3.411141037940979,2.518417000770569,2.153478980064392,1.7879075407981873,3.0383310317993164,5.182435035705566,4.112015962600708,4.657507419586182,6.981867074966431,,,,
