0,1,2,3,4,5,6,7
1.9823473691940308,2.1862341165542603,3.9333518743515015,5.458876609802246,,,,
2.0193761587142944,3.066765069961548,2.5675618648529053,3.8859801292419434,5.413248062133789,5.692559480667114,,
1.9738287925720215,2.4961084127426147,2.065531015396118,3.626338481903076,4.2624452114105225,5.04815411567688,,
1.6435431838035583,2.3464109897613525,2.5512988567352295,3.9386842250823975,5.352065801620483,,,
2.280982255935669,2.9428353309631348,3.665285110473633,3.807228207588196,,,,
2.37646484375,3.9011908769607544,5.025779485702515,5.295538663864136,,,,
2.099483609199524,2.549548387527466,3.4489420652389526,6.531816005706787,,,,
2.280982255935669,2.2459486722946167,2.322705864906311,4.021752834320068,5.254220724105835,,,
1.8609302639961243,2.241974353790283,2.7061238288879395,4.297411918640137,5.350837469100952,6.464571714401245,,
1.953507900238037,2.349307894706726,2.554216146469116,3.936361312866211,,,,
1.8635078072547913,2.5306166410446167,3.919328808784485,5.206928730010986,,,,
2.5154354572296143,3.8899871110916138,2.538367986679077,4.989738464355469,,,,
1.9230487942695618,2.5315964221954346,2.1867666244506836,2.549548387527466,3.9333518743515015,5.026456356048584,,
2.1566553115844727,1.7466439604759216,2.565958619117737,3.8069106340408325,4.940850496292114,5.414684057235718,,
1.9795129895210266,2.495765805244446,2.6172646284103394,4.006192207336426,5.06174373626709,,,
1.961454153060913,2.351544976234436,3.9496673345565796,6.366545677185059,,,,
2.346281409263611,2.2459486722946167,4.2629687786102295,5.189774751663208,,,,
1.8567301034927368,2.527540445327759,2.3516961336135864,2.549548387527466,4.006434440612793,6.366545677185059,,
1.8682348132133484,2.194783568382263,4.025434732437134,6.531816005706787,5.048206329345703,,,
1.7915592193603516,2.568209648132324,2.2832446098327637,3.634792923927307,5.295538663864136,,,
1.9776641130447388,2.527540445327759,2.1885820627212524,2.632206082344055,4.021752834320068,5.299156904220581,,
1.5210543870925903,1.9828527569770813,1.9485681653022766,2.713409423828125,3.0053467750549316,4.006192207336426,5.058038234710693,
1.9828527569770813,2.513401985168457,2.2522963285446167,2.6172646284103394,4.144586563110352,5.350837469100952,,
2.1862341165542603,2.6806559562683105,3.8952536582946777,5.477731466293335,,,,
1.8655739426612854,2.4978829622268677,2.3516961336135864,3.0675660371780396,3.5304763317108154,5.458686828613281,4.856396198272705,
2.3712048530578613,2.645263671875,3.8481271266937256,5.8079447746276855,5.800864219665527,,,
1.9354496002197266,2.3467735052108765,2.2461684942245483,2.565958619117737,3.506429076194763,5.352065801620483,,
1.7821347117424011,2.1657696962356567,2.95611834526062,4.021752834320068,4.936535835266113,5.51099705696106,,
2.239534378051758,2.892073154449463,3.5286712646484375,2.3990070819854736,5.170840263366699,,,
2.004001498222351,2.4966295957565308,2.2456443309783936,2.570972442626953,4.006434440612793,5.212298631668091,,
1.9823473691940308,2.346880316734314,2.554216146469116,4.006192207336426,6.464571714401245,,,
1.876914143562317,2.307885766029358,4.099465847015381,3.8595155477523804,6.366545677185059,,,
2.3759987354278564,2.825068712234497,4.465898036956787,5.2557642459869385,,,,
2.2892005443573,2.1862341165542603,4.023924827575684,5.491961479187012,,,,
2.1637834310531616,1.9823473691940308,2.5548402070999146,3.7356576919555664,4.506113290786743,6.387717247009277,,
2.281158208847046,2.35964572429657,3.4170488119125366,6.464571714401245,,,,
1.9738287925720215,2.5241811275482178,2.299525260925293,3.5322054624557495,3.7815715074539185,5.207712411880493,,
1.4897757768630981,2.3464386463165283,2.111098527908325,2.5235202312469482,4.02207088470459,4.855250120162964,5.508313417434692,
1.9828527569770813,2.518964648246765,3.4097973108291626,4.021752834320068,4.868061542510986,,,
2.0189796686172485,2.5241811275482178,2.3737614154815674,2.6172646284103394,4.2229249477386475,5.413248062133789,,
2.525010824203491,2.7061238288879395,4.021752834320068,2.8747920989990234,5.06174373626709,,,
1.9738287925720215,1.5233665704727173,2.349307894706726,2.5516663789749146,4.262014627456665,5.413248062133789,,
1.9828815460205078,1.6931835412979126,2.2365633249282837,3.663852095603943,3.883610963821411,,,
1.9336474537849426,2.307885766029358,2.3497447967529297,3.9401386976242065,3.9458664655685425,5.413248062133789,,
1.786614179611206,2.5234928131103516,2.95611834526062,2.555617094039917,4.004220962524414,5.414531469345093,,
2.0032942295074463,2.349307894706726,3.748294472694397,4.32861065864563,5.817350149154663,7.915069580078125,,
1.8609302639961243,2.365678071975708,2.670962929725647,4.003978729248047,4.3573524951934814,5.358178615570068,,
1.9823473691940308,2.6486237049102783,4.006288766860962,5.352065801620483,,,,
1.9823473691940308,1.5233665704727173,2.3081809282302856,2.3516961336135864,2.565958619117737,4.177295207977295,5.189774751663208,
1.8612594604492188,2.6618560552597046,3.9671237468719482,4.410961866378784,5.170840263366699,6.457244396209717,,
2.3685085773468018,3.449003577232361,,,,,,
1.9738287925720215,1.7472238540649414,2.2506290674209595,3.974996328353882,5.206928730010986,,,
1.7899787425994873,2.5533145666122437,4.025434732437134,5.000482559204102,8.13986873626709,,,
1.9009844064712524,2.5393922328948975,2.8243191242218018,3.7356576919555664,2.999606132507324,5.2557642459869385,,
1.9734058380126953,2.3516961336135864,4.124619245529175,5.00126838684082,,,,
2.015579342842102,2.5241811275482178,2.3372281789779663,2.344020962715149,4.134815216064453,5.413248062133789,,
1.5233665704727173,2.6699036359786987,2.7061283588409424,3.848078966140747,,,,
1.9823473691940308,2.5396180152893066,3.7381985187530518,4.207669973373413,5.253512382507324,,,
1.525335431098938,2.111423373222351,4.006192207336426,5.507590293884277,,,,
1.9823473691940308,2.6734609603881836,2.082557439804077,2.98379123210907,3.8833937644958496,5.834517955780029,,
1.8282803297042847,1.9823473691940308,2.368263006210327,2.620918869972229,3.537824273109436,5.170840263366699,,
2.3523257970809937,2.285691499710083,4.020488262176514,5.484825372695923,,,,
1.9738287925720215,2.2663484811782837,2.565958619117737,3.8659439086914062,5.24587869644165,6.692625522613525,5.000482559204102,
1.876914143562317,2.281158208847046,2.950068235397339,3.5306185483932495,4.025434732437134,4.52939248085022,6.464571714401245,
1.9823473691940308,2.7061238288879395,3.938911199569702,4.868061542510986,,,,
1.9823473691940308,2.5442785024642944,2.5306166410446167,2.6172646284103394,3.982451319694519,5.000482559204102,,
1.9783620238304138,2.3497395515441895,5.254220724105835,,,,,
1.9781389236450195,2.361563801765442,2.702790141105652,3.5110327005386353,5.06174373626709,6.366545677185059,,
1.98232764005661,2.525010824203491,2.825068712234497,2.2532318830490112,4.006192207336426,4.855250120162964,6.409658908843994,
1.5241902470588684,1.9781389236450195,2.2943845987319946,2.288787007331848,3.847965955734253,4.703583478927612,,
2.279644727706909,2.553917169570923,3.9403656721115112,2.8639413118362427,5.20651388168335,,,
1.525335431098938,2.3464386463165283,2.1893391609191895,2.565958619117737,4.023924827575684,5.34943699836731,,
2.5550942420959473,2.5512096881866455,4.003978729248047,5.767228364944458,,,,
2.0815428495407104,4.02207088470459,5.000482559204102,,,,,
1.9823473691940308,3.883610963821411,5.458876609802246,,,,,
1.7859033346176147,1.762859582901001,3.3986555337905884,2.9562644958496094,5.412547588348389,,,
1.5233665704727173,2.3008577823638916,4.023924827575684,5.048206329345703,,,,
2.012694835662842,2.065860629081726,2.2540247440338135,3.6613833904266357,3.9401386976242065,,,
1.8297063708305359,2.0816112756729126,2.632368326187134,4.206603527069092,5.254220724105835,,,
1.9738287925720215,2.1886595487594604,2.6475884914398193,4.32861065864563,5.458876609802246,,,
2.5154354572296143,2.0867488384246826,2.6561444997787476,4.021752834320068,5.350837469100952,,,
2.4926501512527466,2.2459486722946167,2.5548735857009888,4.006192207336426,5.049654483795166,,,
1.9792425036430359,2.5241811275482178,4.1365156173706055,5.414684057235718,,,,
2.117894768714905,2.5251314640045166,2.547026515007019,3.7530922889709473,5.348998785018921,4.349917411804199,,
1.9823473691940308,2.5306166410446167,2.4101980924606323,4.207669973373413,4.855250120162964,6.409185409545898,,
1.891187846660614,2.3497949838638306,2.6512914896011353,4.006192207336426,5.2557642459869385,,,
1.8282803297042847,2.2276800870895386,2.827097535133362,3.4537442922592163,5.049419641494751,,,
2.3468011617660522,2.570972442626953,3.8833937644958496,5.80115270614624,,,,
2.3464386463165283,2.1056299209594727,2.670962929725647,4.134815216064453,4.768670558929443,,,
1.971937358379364,2.346880316734314,4.245653867721558,5.413248062133789,,,,
2.117941975593567,2.06585693359375,4.144586563110352,3.4537442922592163,5.507590293884277,,,
2.3570663928985596,2.341754198074341,3.8827638626098633,5.350837469100952,3.6319693326950073,,,
1.886763572692871,2.166902184486389,2.6897765398025513,3.882113814353943,5.230954885482788,,,
1.9823473691940308,2.4966295957565308,3.9016069173812866,4.535452365875244,5.207712411880493,,,
2.554216146469116,3.841564178466797,6.615508794784546,,,,,
2.280771017074585,2.637491822242737,4.02207088470459,4.9928460121154785,,,,
1.523023247718811,2.08185875415802,2.2488635778427124,3.6544127464294434,3.9333518743515015,4.577112913131714,,
1.898932158946991,2.6657835245132446,2.5449869632720947,4.006434440612793,5.0413336753845215,7.5903143882751465,,
