0,1,2,3,4,5,6,7,8,9,10
2.168608546257019,2.6819733381271362,2.8255597352981567,3.458021402359009,4.714666128158569,3.052469491958618,6.867988348007202,,,,
2.165710926055908,2.825775980949402,2.2418712377548218,4.541315793991089,3.4337944984436035,6.055453538894653,7.434295654296875,,,,
2.390958786010742,2.9712812900543213,3.458046555519104,4.710166692733765,3.5349992513656616,6.034597158432007,7.709046125411987,,,,
2.5022934675216675,2.939916729927063,4.416370868682861,4.651577472686768,3.433659315109253,6.072769403457642,7.770766973495483,,,,
1.6743561029434204,2.390958786010742,2.825775980949402,2.250791549682617,3.447524309158325,4.714666128158569,3.471450090408325,6.055453538894653,8.13986873626709,,
1.9979116320610046,2.7422345876693726,3.0320849418640137,2.2757718563079834,4.714666128158569,3.7608072757720947,6.286731243133545,7.770766973495483,,,
1.6918412446975708,2.575353741645813,2.8343706130981445,2.2874234914779663,4.43740177154541,3.048230528831482,3.4287699460983276,6.055453538894653,7.770766973495483,,
2.164410710334778,2.788816452026367,2.242880702018738,3.6768733263015747,3.025375723838806,6.531936407089233,4.917272090911865,8.35787582397461,,,
1.8374784588813782,2.571881055831909,2.801604151725769,2.242880702018738,4.4389894008636475,3.0947571992874146,3.4869132041931152,6.055453538894653,8.38948917388916,,
2.0199848413467407,2.9761451482772827,3.4864131212234497,4.714439868927002,3.773978352546692,6.109487533569336,7.434295654296875,,,,
2.1080315113067627,2.54668927192688,2.799187421798706,5.036314010620117,3.668918251991272,7.434295654296875,5.886501312255859,,,,
1.703550398349762,2.5022934675216675,2.8147969245910645,2.251847982406616,3.6306787729263306,4.759239673614502,3.480544328689575,3.4856451749801636,5.692344665527344,7.462640285491943,
2.02016019821167,2.5626277923583984,2.851724147796631,3.4291775226593018,4.651063919067383,3.4287699460983276,6.558159112930298,8.093475341796875,,,
2.350101590156555,2.825775980949402,2.2878081798553467,3.274495840072632,3.674734354019165,4.549908876419067,5.8079447746276855,7.770766973495483,,,
1.83645898103714,2.518151879310608,2.825775980949402,2.2606650590896606,3.8528292179107666,4.748395919799805,3.5174657106399536,5.960808038711548,7.724796295166016,,
2.3887683153152466,2.8355712890625,2.1528619527816772,3.4419145584106445,4.710166692733765,3.4259204864501953,7.411850690841675,,,,
1.8374784588813782,2.164410710334778,2.8343706130981445,4.435281991958618,3.433659315109253,6.055453538894653,,,,,
2.165950298309326,2.7993794679641724,2.2524815797805786,3.6597325801849365,4.759239673614502,5.916694164276123,8.042548894882202,,,,
2.165933132171631,2.8343706130981445,4.714666128158569,3.4189242124557495,3.5389599800109863,6.558159112930298,8.250674724578857,,,,
1.97493177652359,2.4975686073303223,2.8343706130981445,2.363465905189514,4.435281991958618,3.4339576959609985,3.443799376487732,5.884681701660156,7.726232051849365,,
2.163963556289673,2.8346190452575684,2.2522112131118774,4.714666128158569,3.413650631904602,6.867988348007202,,,,,
2.570332169532776,2.821810483932495,2.2757718563079834,3.4514600038528442,5.049908399581909,3.7737877368927,6.424329996109009,,,,
1.8505762815475464,2.499496817588806,2.9742130041122437,3.448224186897278,4.917362928390503,3.884900212287903,7.462640285491943,,,,
2.54668927192688,2.8346190452575684,2.1024158000946045,4.742904424667358,3.486414670944214,6.286731243133545,8.319489479064941,,,,
2.350101590156555,3.1045976877212524,2.403105616569519,3.8579429388046265,4.345973491668701,3.42502224445343,3.4856451749801636,6.558159112930298,8.13986873626709,,
2.165950298309326,3.123328447341919,2.286448121070862,4.714666128158569,3.4531772136688232,6.055453538894653,8.35787582397461,,,,
1.97752845287323,2.486879587173462,2.825664520263672,2.3101686239242554,3.3891334533691406,4.937084913253784,3.4267776012420654,6.055453538894653,7.411850690841675,,
2.499441623687744,2.799362540245056,2.242880702018738,3.4046683311462402,4.376357555389404,3.3940476179122925,3.445703864097595,5.940051078796387,7.442004203796387,,
1.8121919631958008,2.5462342500686646,2.5716081857681274,3.272986888885498,5.036314010620117,3.7803313732147217,7.770766973495483,,,,
1.9777548909187317,2.36147141456604,2.801604151725769,3.408387541770935,4.825834274291992,3.6736114025115967,6.055453538894653,7.770766973495483,,,
2.5626832246780396,2.8504796028137207,2.25072181224823,4.435281991958618,3.4202550649642944,7.724796295166016,,,,,
2.350101590156555,2.825775980949402,2.3634835481643677,4.797170400619507,3.4269813299179077,6.286731243133545,7.770766973495483,,,,
