0,1,2,3,4,5,6,7,8,9,10
3.256422758102417,2.381714105606079,1.9318786263465881,2.8311065435409546,4.902785301208496,3.6276172399520874,3.888615131378174,5.938909292221069,7.761148929595947,,
3.3128820657730103,2.3794643878936768,1.930306851863861,1.697428584098816,2.808128833770752,2.8425631523132324,4.7236855030059814,3.683548331260681,5.922597646713257,7.349480390548706,
3.2719541788101196,2.389451503753662,1.9391139149665833,2.732246160507202,4.88694953918457,3.8110939264297485,4.180727243423462,6.2263264656066895,7.353008508682251,,
3.386412501335144,2.430102229118347,2.010620355606079,2.7726590633392334,2.990592837333679,4.871638774871826,3.8120546340942383,4.135574102401733,5.861274003982544,7.128162622451782,
3.3865886926651,2.48413622379303,2.0595054626464844,1.697311282157898,2.772741436958313,4.7428812980651855,3.869295835494995,5.990956544876099,7.3338236808776855,,
3.386412501335144,2.4202157258987427,1.9411133527755737,2.9199087619781494,4.980186223983765,4.082444906234741,6.393252372741699,7.911196708679199,,,
3.4170700311660767,2.381714105606079,1.9303139448165894,2.821471691131592,2.9209431409835815,4.980092763900757,3.8828588724136353,5.922597646713257,7.651381731033325,,
3.417600393295288,2.3819825649261475,1.9318786263465881,1.673983633518219,2.7724366188049316,3.012446880340576,4.880508661270142,3.869295835494995,6.52545952796936,,
3.3338974714279175,2.380619764328003,1.8661834597587585,2.0593711137771606,2.9136769771575928,2.7765679359436035,4.679049968719482,3.8134597539901733,5.938909292221069,7.330295562744141,
3.386412501335144,2.4010590314865112,1.8965691328048706,2.151189923286438,2.8322330713272095,2.853589177131653,4.9046056270599365,3.869295835494995,6.910356283187866,,
3.4133368730545044,2.423370361328125,1.8115699291229248,2.0595054626464844,2.8274751901626587,4.904707670211792,3.8134597539901733,4.180727243423462,6.231120824813843,,
3.329630494117737,2.380619764328003,1.918977677822113,2.822224497795105,2.7289191484451294,4.708454608917236,3.8697160482406616,4.135932683944702,5.887370347976685,7.624973297119141,
3.2558513879776,2.380619764328003,1.9405781626701355,1.682773470878601,2.7721855640411377,2.7289191484451294,4.679049968719482,3.8088845014572144,6.239356279373169,8.302241325378418,
3.419947624206543,2.52401864528656,2.059356451034546,2.832160711288452,4.782551527023315,3.938117027282715,5.861274003982544,7.651381731033325,,,
3.419947624206543,2.4957960844039917,1.9693631529808044,2.821803092956543,4.746170997619629,3.8460588455200195,5.922597646713257,7.330295562744141,,,
3.3285105228424072,2.423370361328125,1.9411133527755737,1.6799607276916504,2.7329742908477783,4.787925958633423,3.8120546340942383,6.328977346420288,8.267062664031982,,
3.348180890083313,2.3634414672851562,1.8230107426643372,2.7474430799484253,2.8445035219192505,4.880508661270142,4.032802581787109,6.231120824813843,7.420687675476074,,
3.3859879970550537,2.4012608528137207,1.809736967086792,2.0772072076797485,2.9145989418029785,2.8291996717453003,4.877172470092773,3.81228768825531,4.0528564453125,6.231120824813843,7.817899227142334
3.4166399240493774,2.308820366859436,1.974019467830658,1.6799607276916504,2.760436177253723,2.857512354850769,4.891577243804932,3.889073133468628,6.144855737686157,7.624973297119141,
3.2558513879776,2.3615723848342896,1.925305426120758,2.801604151725769,2.8294293880462646,4.7428812980651855,3.8120546340942383,4.032848834991455,5.834517955780029,7.3338236808776855,
3.4137061834335327,2.5326908826828003,1.920095682144165,2.140255570411682,4.8754377365112305,4.052027940750122,5.79273247718811,7.3338236808776855,,,
3.4137061834335327,2.377915620803833,2.0124162435531616,2.798141360282898,2.8467330932617188,5.065638303756714,4.00937557220459,4.191906929016113,6.231120824813843,7.3338236808776855,
3.386412501335144,2.48413622379303,2.0215450525283813,1.6796463131904602,2.9678159952163696,4.793288946151733,4.00937557220459,6.236015796661377,7.432014465332031,,
3.415480852127075,2.3819825649261475,1.9316673278808594,1.6763801574707031,2.7958850860595703,2.8294293880462646,4.880508661270142,4.050571441650391,6.328977346420288,7.134328126907349,
3.3098666667938232,2.3730281591415405,1.6977313160896301,2.0240375995635986,2.7719486951828003,2.826407790184021,4.59697413444519,3.8229249715805054,5.831405401229858,7.3338236808776855,
3.3152629137039185,2.3937416076660156,1.8178354501724243,2.0705623626708984,2.8317031860351562,2.73493492603302,4.747830152511597,3.938117027282715,5.922597646713257,7.420687675476074,
3.410392165184021,2.4018588066101074,1.7068552374839783,2.8898617029190063,4.877172470092773,4.161638975143433,6.231120824813843,8.260555267333984,,,
3.386412501335144,2.381030559539795,1.9303139448165894,1.6799607276916504,2.8317246437072754,2.9774035215377808,5.0427632331848145,4.017590284347534,6.900014400482178,7.911196708679199,
3.386412501335144,2.354884386062622,1.933931291103363,1.6795246601104736,2.8317031860351562,2.8294293880462646,4.8784708976745605,4.051501274108887,6.308549880981445,7.4184064865112305,
3.396634340286255,2.4473979473114014,1.9254791140556335,2.0865843296051025,2.819217085838318,4.7936110496521,3.9281758069992065,5.987175464630127,7.911196708679199,,
3.417600393295288,2.3330925703048706,1.930306851863861,1.664011299610138,2.8318005800247192,5.150616645812988,4.080620288848877,6.615508794784546,,,
3.3864853382110596,2.480058789253235,2.0615307092666626,2.910726547241211,2.847094178199768,4.982215642929077,4.080620288848877,5.922597646713257,7.420687675476074,,
3.274495840072632,2.4282314777374268,1.9192219972610474,2.08185875415802,4.755377531051636,3.626716732978821,4.032130002975464,5.861274003982544,7.778510808944702,,
3.3098666667938232,2.3098156452178955,1.9400383234024048,1.6795246601104736,2.681747794151306,4.876832962036133,3.8682440519332886,4.081061124801636,5.922597646713257,7.911895513534546,
3.3867732286453247,2.483936309814453,2.0199848413467407,2.9190328121185303,4.777244329452515,3.8827790021896362,5.934383153915405,7.134788990020752,,,
3.3860466480255127,2.39029598236084,1.9753254055976868,1.6976120471954346,2.821803092956543,2.8282742500305176,4.710226535797119,3.86996066570282,4.032848834991455,5.829482078552246,8.250674724578857
3.417600393295288,2.5067418813705444,1.9801645278930664,1.673983633518219,2.967843174934387,4.9046056270599365,3.8788931369781494,6.87700343132019,,,
3.274495840072632,2.380619764328003,1.925305426120758,4.8494873046875,3.864996552467346,5.841912031173706,7.330295562744141,,,,
3.417600393295288,2.483936309814453,1.8643025159835815,2.9678159952163696,4.974942207336426,3.86917507648468,4.269056558609009,6.625119924545288,7.651381731033325,,
3.417600393295288,2.485859990119934,2.0597615242004395,2.981394648551941,4.871638774871826,4.003868818283081,5.938092470169067,7.134328126907349,,,
3.4133368730545044,2.381714105606079,1.8077996969223022,2.0593711137771606,2.6969661712646484,3.010643482208252,5.0427632331848145,4.07889723777771,6.144855737686157,7.139936208724976,
3.386412501335144,2.401761770248413,1.9593115448951721,2.808128833770752,2.8971564769744873,4.980186223983765,3.98306941986084,6.900014400482178,,,
3.2558513879776,2.381030559539795,1.9411133527755737,1.6796463131904602,4.980092763900757,3.8754175901412964,6.231120824813843,8.260555267333984,,,
3.2851381301879883,2.381714105606079,1.933931291103363,1.6856043338775635,2.7721855640411377,2.825963020324707,4.876832962036133,3.6511365175247192,6.313303232192993,,
3.396634340286255,2.520103931427002,2.0374025106430054,2.829654097557068,5.02243971824646,3.965214967727661,6.139678001403809,7.134788990020752,,,
3.4199987649917603,2.433892607688904,1.977279782295227,1.6796463131904602,2.9234038591384888,2.990865468978882,4.854897499084473,3.853196620941162,6.311231374740601,,
3.417600393295288,2.420270085334778,1.8643025159835815,2.1169075965881348,2.9136769771575928,4.9046056270599365,3.8682440519332886,4.352074384689331,6.250416278839111,7.648472309112549,
3.1166110038757324,2.381030559539795,1.9383248090744019,1.664171814918518,2.7634752988815308,4.793288946151733,3.6276172399520874,3.8958781957626343,5.861274003982544,7.420687675476074,
3.386412501335144,2.381203293800354,1.6977313160896301,2.7724366188049316,2.903028964996338,4.782551527023315,3.84885036945343,4.059118986129761,5.834517955780029,7.911895513534546,
3.386412501335144,2.379955768585205,1.9316673278808594,2.821893095970154,2.8534536361694336,5.02243971824646,4.052205324172974,6.395015478134155,8.445180416107178,,
3.4153023958206177,2.4902260303497314,2.0124162435531616,2.9169939756393433,4.710226535797119,3.947611451148987,5.934383153915405,7.3338236808776855,,,
3.40387761592865,2.479423403739929,1.9400383234024048,2.9145989418029785,4.880508661270142,3.8110939264297485,5.906602382659912,7.128162622451782,,,
3.4199987649917603,2.380619764328003,1.931212604045868,1.682773470878601,2.9128044843673706,2.768455147743225,4.784985065460205,3.8948192596435547,6.231120824813843,7.434295654296875,
3.386237144470215,2.3504178524017334,1.930306851863861,2.8469845056533813,2.8282742500305176,4.986707448959351,3.928118944168091,6.231120824813843,7.420687675476074,,
3.417600393295288,2.381030559539795,1.698460340499878,2.0879533290863037,2.821803092956543,2.8294293880462646,5.02243971824646,3.86996066570282,6.87700343132019,,
3.4133368730545044,2.4957960844039917,1.8150908946990967,2.9901145696640015,4.782551527023315,3.8697160482406616,6.231120824813843,7.817899227142334,,,
3.386412501335144,2.381714105606079,1.9254791140556335,2.0719375610351562,2.91947865486145,2.9832944869995117,4.793288946151733,3.8037285804748535,4.061525583267212,6.195462703704834,7.817899227142334
3.417600393295288,2.4010590314865112,1.9318786263465881,1.6799607276916504,2.9145989418029785,3.012446880340576,4.871638774871826,4.106607437133789,5.9695961475372314,7.420687675476074,
3.386412501335144,2.433892607688904,1.978449523448944,1.697428584098816,2.8084827661514282,2.8354417085647583,4.8754377365112305,3.9233860969543457,5.987175464630127,8.260555267333984,
3.329630494117737,2.3642832040786743,1.940491497516632,1.697428584098816,2.8157732486724854,2.8294293880462646,4.782308578491211,3.8418463468551636,3.8358653783798218,5.922597646713257,
3.417600393295288,2.483936309814453,2.013251781463623,2.920563220977783,2.927977204322815,4.796853303909302,4.0012123584747314,5.938909292221069,7.330295562744141,,
3.415480852127075,2.36737596988678,1.682773470878601,2.821803092956543,2.832286834716797,4.871474266052246,4.032802581787109,6.144855737686157,7.420687675476074,,
