0,1,2,3,4,5,6,7,8,9,10,11,12
3.4233014583587646,2.4428728818893433,2.1249265670776367,1.8282803297042847,2.946611523628235,4.775358438491821,3.9035905599594116,7.047617197036743,5.271963596343994,7.9016406536102295,,,
3.4170700311660767,2.4565759897232056,2.1237694025039673,1.9118444323539734,2.975143551826477,5.330070734024048,4.143707036972046,6.617603778839111,,,,,
3.2667720317840576,2.400657892227173,1.9738287925720215,1.7337620258331299,2.7753268480300903,4.623692989349365,3.837610960006714,6.617603778839111,5.254188060760498,,,,
3.3435245752334595,2.44320547580719,2.044278621673584,1.7931829690933228,2.9468648433685303,4.770581245422363,3.714464783668518,4.101081371307373,6.237713813781738,5.357993125915527,7.713308334350586,,
3.421493172645569,2.4343782663345337,2.1236095428466797,1.9123170971870422,2.94883930683136,4.60912299156189,3.9064987897872925,4.101081371307373,6.225398540496826,5.331015586853027,7.9016406536102295,,
3.275821328163147,2.4028514623641968,2.034912943840027,1.744252324104309,2.8087315559387207,4.776846170425415,3.9035905599594116,5.852473974227905,8.079465866088867,,,,
3.2776763439178467,2.394463539123535,2.044278621673584,2.817035675048828,4.623692989349365,3.9091650247573853,6.204473972320557,5.294266223907471,,,,,
3.2667720317840576,2.3816667795181274,1.9743545055389404,2.8103530406951904,4.836810827255249,3.90134060382843,6.617603778839111,,,,,,
3.4234886169433594,2.4496172666549683,2.045878052711487,1.8158537149429321,2.9513171911239624,4.854897499084473,4.1220338344573975,6.225398540496826,7.668045997619629,,,,
3.2800943851470947,2.4428728818893433,2.0419178009033203,2.817033052444458,4.672898769378662,3.9011878967285156,5.845733642578125,7.668045997619629,,,,,
3.27539324760437,2.4428521394729614,2.044278621673584,2.1789917945861816,2.9339133501052856,4.775900840759277,3.90134060382843,6.564714431762695,5.264086723327637,,,,
3.171808958053589,2.3758370876312256,1.9118444323539734,1.7337620258331299,2.148005485534668,2.7583247423171997,4.7736053466796875,3.9035905599594116,6.204473972320557,5.588911533355713,8.35787582397461,,
3.254706621170044,2.3908193111419678,2.0466811656951904,1.8344445824623108,2.7958239316940308,4.775358438491821,3.9125444889068604,6.180232524871826,5.328584671020508,7.571614980697632,,,
3.2724579572677612,2.402055263519287,2.0442970991134644,1.7453031539916992,2.934340000152588,4.621186017990112,3.7852061986923218,6.237713813781738,,,,,
3.275399923324585,2.3967440128326416,2.1217366456985474,2.934340000152588,4.778685569763184,3.8477083444595337,6.237713813781738,8.076032161712646,,,,,
3.3701376914978027,2.4876633882522583,2.1237694025039673,1.7586626410484314,2.948601245880127,4.775900840759277,3.90134060382843,6.285085916519165,5.331015586853027,7.714016675949097,,,
3.4234886169433594,2.4369280338287354,2.0705646276474,2.8499534130096436,5.330070734024048,4.110981702804565,7.408156156539917,6.258334159851074,,,,,
3.25317120552063,2.3758370876312256,1.9738287925720215,1.7293559908866882,2.765568494796753,4.747941493988037,3.847299814224243,6.054912090301514,7.408156156539917,,,,
3.181484580039978,2.38164222240448,1.8903453946113586,2.765521764755249,4.611727714538574,3.7797316312789917,5.85108494758606,,,,,,
3.3976962566375732,2.4363269805908203,2.014336347579956,2.93547785282135,5.27362585067749,4.135908126831055,7.047617197036743,8.35787582397461,,,,,
3.365536689758301,2.423370361328125,1.7479715943336487,2.125234842300415,2.812146306037903,4.775900840759277,3.900180459022522,6.34290623664856,5.324450731277466,7.902819871902466,,,
3.4231057167053223,2.4568655490875244,2.1236095428466797,1.8344445824623108,2.980093479156494,5.271963596343994,4.1398022174835205,7.134861946105957,8.35787582397461,,,,
3.3949981927871704,2.4635857343673706,2.1236908435821533,1.8282701969146729,2.948601245880127,4.619466543197632,3.915677309036255,4.109707832336426,5.639517784118652,7.668045997619629,,,
3.4166399240493774,2.4354327917099,2.0170505046844482,2.9709744453430176,4.618714094161987,3.90134060382843,5.702462434768677,7.653021574020386,,,,,
3.2800943851470947,2.464953899383545,2.0367214679718018,1.8141433596611023,2.934340000152588,4.741765260696411,3.90134060382843,6.2340593338012695,5.298016309738159,,,,
3.275399923324585,2.4008597135543823,2.1129751205444336,1.791792869567871,2.9489433765411377,4.775900840759277,3.850812315940857,5.845733642578125,5.330070734024048,7.668045997619629,,,
3.2470983266830444,2.337502360343933,1.76851224899292,2.1237694025039673,2.8465816974639893,4.775358438491821,3.83626925945282,6.724693298339844,5.35258936882019,8.250674724578857,,,
3.4166399240493774,2.44320547580719,2.0170505046844482,1.7514466047286987,2.9489433765411377,4.759405851364136,4.1280388832092285,5.845733642578125,,,,,
3.252492070198059,2.3519885540008545,2.017326593399048,2.934134840965271,4.787832498550415,3.8827720880508423,6.766705513000488,5.549044847488403,,,,,
3.2797001600265503,2.4354327917099,1.9738287925720215,1.7225377559661865,2.933924913406372,4.777797222137451,3.90134060382843,6.237713813781738,5.254188060760498,7.713308334350586,,,
3.2797001600265503,2.3964333534240723,2.035267472267151,2.1242347955703735,2.8169000148773193,4.468865871429443,3.8827720880508423,5.844344615936279,7.902819871902466,,,,
3.2760064601898193,2.3965673446655273,1.9917407631874084,2.1794960498809814,2.8617262840270996,4.740887880325317,3.846415638923645,6.285085916519165,5.233615159988403,7.84685492515564,,,
3.3254458904266357,2.4008597135543823,1.7674875855445862,2.1254191398620605,2.817033052444458,4.770581245422363,4.1067469120025635,5.992920160293579,7.653021574020386,,,,
3.2724579572677612,2.3908536434173584,1.9594933986663818,1.7758696675300598,2.795856475830078,4.775900840759277,3.9148112535476685,4.403528690338135,6.564714431762695,5.354828119277954,,,
3.265498399734497,2.337772488594055,1.91256844997406,1.6864583492279053,2.816897392272949,4.770581245422363,3.9058380126953125,3.828320622444153,5.845733642578125,7.668045997619629,,,
3.3181718587875366,2.401085615158081,2.0349615812301636,1.7557724118232727,2.812146306037903,4.782551527023315,4.036609411239624,6.6157238483428955,,,,,
3.2470983266830444,2.391343832015991,2.0367214679718018,2.9341232776641846,4.619466543197632,3.7782399654388428,6.204473972320557,7.537368535995483,,,,,
3.2667720317840576,2.3756628036499023,2.0423580408096313,2.8147177696228027,4.77003812789917,3.8498235940933228,6.079847574234009,7.668045997619629,,,,,
3.2470983266830444,2.398864507675171,2.004904866218567,1.8121013641357422,2.1267863512039185,2.829167127609253,4.9026288986206055,3.9035905599594116,6.558833837509155,5.349613666534424,,,
3.25317120552063,2.3758370876312256,1.8903453946113586,1.7384604811668396,2.816897392272949,4.777254819869995,3.846420645713806,6.2340593338012695,8.076032161712646,,,,
3.2719541788101196,2.4369280338287354,2.0170505046844482,1.7361558079719543,2.817035675048828,4.775900840759277,3.8498235940933228,6.204473972320557,7.668045997619629,,,,
3.3700547218322754,2.456828236579895,1.9699453115463257,1.7765101790428162,2.9709744453430176,4.833330869674683,3.83626925945282,5.852473974227905,7.668045997619629,,,,
3.2667720317840576,2.381696343421936,1.917994201183319,1.7674875855445862,2.7868247032165527,4.749905347824097,3.9035905599594116,4.297411918640137,5.845733642578125,8.076032161712646,,,
3.2655760049819946,2.3908536434173584,2.044278621673584,1.7553866505622864,2.75942063331604,4.5266735553741455,3.9058380126953125,4.020338773727417,6.2340593338012695,7.668045997619629,,,
