0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
3.256511688232422,2.8346307277679443,2.687614679336548,2.32020103931427,2.534952402114868,2.9682393074035645,3.125683069229126,3.220611095428467,4.197561740875244,3.9395192861557007,3.723244547843933,3.842170238494873,4.867829084396362,5.785423040390015,4.88990330696106,5.789175033569336,,,,,,,,,,,
2.8039833307266235,2.499231696128845,3.2562432289123535,3.670293092727661,2.9452794790267944,2.8554937839508057,2.532434582710266,3.190409541130066,4.870072603225708,3.7929654121398926,3.759547710418701,3.747738242149353,3.294379949569702,3.917537212371826,6.985700368881226,5.743857383728027,,,,,,,,,,,
3.1539872884750366,2.853962779045105,2.606399178504944,2.90363872051239,2.682877779006958,2.6745434999465942,2.2929235696792603,4.090608358383179,3.834784150123596,5.210853815078735,4.8865697383880615,4.389328718185425,3.929716467857361,4.547732353210449,3.7011340856552124,3.7368485927581787,5.039099216461182,3.7029253244400024,4.1355204582214355,3.41352915763855,4.813076019287109,4.777659177780151,4.046891689300537,6.482227563858032,,,
3.0051859617233276,2.8059710264205933,2.5396721363067627,2.2981685400009155,4.198145389556885,3.948860287666321,3.4203966856002808,3.4035022258758545,3.2793943881988525,3.7703933715820312,3.4519633054733276,3.428376793861389,5.923828840255737,4.971938371658325,4.923612117767334,,,,,,,,,,,,
2.699751853942871,2.6168256998062134,2.292741298675537,3.190409541130066,3.589444398880005,3.7019248008728027,2.998580813407898,3.2567052841186523,3.2237634658813477,4.836810827255249,5.225451469421387,,,,,,,,,,,,,,,,
2.7697864770889282,2.3248218297958374,2.6462897062301636,3.0684847831726074,3.265334725379944,2.94490647315979,3.7680857181549072,3.243140697479248,2.967687249183655,3.3585280179977417,2.9984683990478516,3.23039448261261,4.0578413009643555,4.867829084396362,5.6959686279296875,4.836810827255249,4.275631427764893,4.758315801620483,6.342419862747192,,,,,,,,
2.6348376274108887,3.05866014957428,2.5667359828948975,2.3166513442993164,2.963713049888611,2.3714921474456787,3.34304141998291,3.5021103620529175,3.9242210388183594,3.196179747581482,3.7644234895706177,3.774791955947876,3.0008163452148438,3.6117743253707886,2.7970629930496216,3.271855592727661,3.050463080406189,4.958928346633911,5.805500030517578,4.83627724647522,4.527796030044556,4.50478720664978,5.639082431793213,5.862080335617065,,,
3.257181406021118,2.6860235929489136,2.3644813299179077,3.030245780944824,2.963713049888611,3.0279300212860107,4.836810827255249,3.8428096771240234,4.059437990188599,3.9537023305892944,3.6288915872573853,3.8490915298461914,3.5597327947616577,3.7083853483200073,5.111922979354858,7.0379719734191895,6.18803596496582,,,,,,,,,,
3.0663646459579468,2.531761884689331,3.8042893409729004,3.262911319732666,4.401741027832031,3.459106206893921,3.500861644744873,3.7642805576324463,3.7869030237197876,3.409204840660095,4.83688759803772,3.991734504699707,3.1835602521896362,4.3284382820129395,3.2597776651382446,3.857152581214905,5.135011434555054,,,,,,,,,,
2.8039833307266235,2.503635883331299,3.247749447822571,2.9679614305496216,4.011926293373108,3.25751793384552,2.997408151626587,2.3726205825805664,4.197561740875244,3.833028554916382,3.706160068511963,5.789175033569336,6.493455171585083,,,,,,,,,,,,,,
3.0704299211502075,2.5317834615707397,2.8736000061035156,3.014288544654846,3.8042893409729004,3.255403518676758,3.6751763820648193,3.5254660844802856,3.4482758045196533,3.7617636919021606,4.563137054443359,4.828261613845825,4.0847086906433105,4.14725399017334,6.164354085922241,5.789491891860962,,,,,,,,,,,
2.2997156381607056,3.501891016960144,2.9560149908065796,3.257429003715515,3.0279566049575806,4.419398069381714,4.152428388595581,3.6342668533325195,4.833373785018921,3.84145724773407,3.4583394527435303,3.789244771003723,5.268445014953613,6.196871757507324,5.91932225227356,,,,,,,,,,,,
3.0115771293640137,2.687614679336548,2.53121018409729,2.2856037616729736,2.7708356380462646,2.800464630126953,3.253514885902405,3.8099693059921265,3.0185580253601074,4.434872388839722,3.799424409866333,3.0681766271591187,3.278136968612671,3.6596171855926514,4.0972230434417725,3.626338481903076,3.84145724773407,4.876782417297363,6.096997499465942,5.554503917694092,5.322844743728638,,,,,,
3.0663646459579468,2.5319676399230957,2.117050290107727,2.835326313972473,3.4478906393051147,3.189787983894348,4.138685941696167,3.3585989475250244,3.213051676750183,3.6153390407562256,3.543558716773987,3.8603333234786987,4.959417343139648,3.626338481903076,5.39923095703125,4.098146915435791,3.6726917028427124,4.027045130729675,4.868327379226685,5.084127426147461,3.092668294906616,4.835220098495483,6.9900288581848145,,,,
3.2550463676452637,2.6745434999465942,2.4966927766799927,3.2306874990463257,2.937486410140991,2.9916772842407227,2.8811603784561157,3.119782567024231,4.734441757202148,3.8210642337799072,3.7028353214263916,3.6772103309631348,3.7649166584014893,3.672298550605774,3.7443212270736694,5.792519569396973,5.254670143127441,6.222441673278809,,,,,,,,,
3.1548068523406982,2.943946361541748,2.496293306350708,2.7457293272018433,2.7595378160476685,2.1647820472717285,2.2955883741378784,4.197561740875244,3.255403518676758,3.219121813774109,3.631576895713806,3.73909068107605,3.5156134366989136,4.867829084396362,6.330930948257446,5.98009729385376,4.87405252456665,,,,,,,,,,
3.196061611175537,2.5317834615707397,2.3238788843154907,2.904103636741638,2.9440581798553467,4.6690354347229,3.7067644596099854,3.321866512298584,3.653212308883667,4.24454927444458,3.7818683385849,3.424115777015686,3.477336287498474,3.8946635723114014,5.923828840255737,5.629872560501099,4.8639585971832275,,,,,,,,,,
3.256511688232422,2.5319676399230957,2.3630757331848145,2.397131562232971,3.0124553442001343,2.9941660165786743,3.9099230766296387,4.3160645961761475,3.4591113328933716,5.8455071449279785,4.678651809692383,4.123496770858765,4.871121168136597,3.3517942428588867,3.9640445709228516,5.063922166824341,7.7338831424713135,6.217172145843506,,,,,,,,,
3.2550463676452637,2.690994143486023,2.320686101913452,3.0171432495117188,4.198145389556885,3.7067644596099854,3.7915806770324707,4.019782304763794,3.3004432916641235,3.7011340856552124,3.6921344995498657,3.7134586572647095,4.870072603225708,4.219805717468262,5.940051078796387,5.003252029418945,,,,,,,,,,,
3.2575371265411377,2.6911004781723022,2.299710512161255,2.954621195793152,3.0655617713928223,4.836810827255249,3.5552337169647217,3.8377857208251953,4.0803422927856445,3.6718661785125732,5.39232063293457,6.4151458740234375,5.765145301818848,,,,,,,,,,,,,,
3.0704299211502075,2.6960561275482178,2.2919105291366577,2.9680521488189697,3.6711307764053345,3.6585464477539062,3.2253174781799316,4.949309349060059,4.647666931152344,4.8278868198394775,3.8326841592788696,5.981609582901001,4.182875394821167,4.401907920837402,3.5947189331054688,,,,,,,,,,,,
2.6911004781723022,2.3164745569229126,3.1889379024505615,3.3448703289031982,3.4082155227661133,3.065876841545105,3.863358497619629,2.925112009048462,2.9974591732025146,3.4705536365509033,3.519327998161316,3.787158727645874,3.6341124773025513,4.836810827255249,4.037966728210449,4.5168678760528564,3.84350323677063,4.766280651092529,3.6676045656204224,3.322060465812683,3.791191816329956,3.215917229652405,6.194743394851685,,,,
