0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2.3008859157562256,2.751407027244568,3.3134437799453735,3.72558331489563,3.5318630933761597,3.284825086593628,3.657811760902405,3.497507691383362,5.095353126525879,4.323298692703247,4.781444549560547,3.9549574851989746,4.368131637573242,4.10845160484314,3.7830286026000977,4.617795944213867,4.51083517074585,4.3663787841796875,,,,,,,,,,,,,,,,,,
2.962751269340515,2.7413254976272583,2.8703829050064087,2.6101733446121216,2.705427646636963,5.434110403060913,3.6611725091934204,3.664303421974182,4.162366628646851,3.1643399000167847,3.8362834453582764,7.0377655029296875,4.83688759803772,3.665871739387512,3.3458601236343384,3.273649215698242,3.354935050010681,3.297242045402527,3.5434266328811646,3.795177459716797,4.2514424324035645,6.331462383270264,,,,,,,,,,,,,,
3.6588902473449707,2.9790250062942505,2.8979358673095703,3.1184345483779907,2.318245768547058,2.7311311960220337,3.4412671327590942,3.3514931201934814,4.915949583053589,4.237461566925049,4.039950609207153,4.101674556732178,4.265128135681152,3.7163432836532593,3.821556329727173,3.9017350673675537,5.150976657867432,5.2348785400390625,5.80113673210144,2.430133104324341,2.153270959854126,3.0979689359664917,,,,,,,,,,,,,,
3.094582200050354,2.4784364700317383,2.6111072301864624,2.491039752960205,2.715260863304138,2.945514440536499,3.028588652610779,2.773900628089905,2.8265243768692017,3.864029049873352,3.2746403217315674,3.720839262008667,3.3046361207962036,5.046674966812134,5.100404739379883,5.922536849975586,3.284825086593628,3.9030232429504395,3.5835102796554565,4.969426870346069,3.8259527683258057,3.4014577865600586,6.452283620834351,3.5992685556411743,5.855255365371704,,,,,,,,,,,
2.738569140434265,2.8156057596206665,2.418779492378235,3.0396496057510376,2.338307738304138,4.1543073654174805,3.669692873954773,3.125100255012512,3.7604382038116455,3.086876630783081,3.2541815042495728,3.3897101879119873,3.1351804733276367,3.2804452180862427,2.5968655347824097,5.173453330993652,4.347309827804565,4.460102796554565,4.514062166213989,4.2455503940582275,4.1635119915008545,4.397122144699097,5.727973461151123,5.385679244995117,6.780450105667114,6.350682973861694,,,,,,,,,,
3.7582921981811523,2.9018534421920776,2.6099629402160645,2.7264739274978638,2.738351345062256,2.3735331296920776,2.940610647201538,3.3924070596694946,3.0450453758239746,2.339031219482422,3.1566853523254395,6.482480764389038,4.765302896499634,4.847240209579468,5.335805654525757,4.3441362380981445,5.702025651931763,4.613662004470825,5.501836538314819,3.8744735717773438,4.8570709228515625,6.3526365756988525,4.03308367729187,5.051553964614868,,,,,,,,,,,,
2.9047402143478394,2.3950119018554688,4.4479897022247314,3.424669623374939,5.480306625366211,5.882462024688721,6.860802173614502,3.1880091428756714,4.451603651046753,3.429465651512146,6.34668231010437,4.6260762214660645,3.0674326419830322,3.7873806953430176,2.7717933654785156,4.283924102783203,3.1843117475509644,3.246174931526184,3.6035856008529663,4.432886600494385,3.326106309890747,5.156036376953125,3.5423210859298706,,,,,,,,,,,,,
2.945536494255066,2.368198275566101,2.3423385620117188,2.1532398462295532,3.3249897956848145,4.589831829071045,4.076863765716553,3.315410614013672,3.6793218851089478,3.3757572174072266,5.660627126693726,4.906642198562622,3.668388605117798,5.1867311000823975,5.4845030307769775,2.6609528064727783,4.876221179962158,4.527719497680664,3.746913194656372,,,,,,,,,,,,,,,,,
2.2055519819259644,2.266451358795166,2.367344379425049,3.270424008369446,2.855055332183838,3.2133814096450806,3.636362910270691,4.296371698379517,4.218442440032959,3.2662525177001953,4.8273704051971436,3.9923760890960693,3.7709498405456543,4.172111988067627,3.6361498832702637,3.7036975622177124,4.027930736541748,3.921951413154602,3.835284471511841,3.4457743167877197,3.532958149909973,6.345954418182373,4.645608186721802,5.873109579086304,,,,,,,,,,,,
2.8771469593048096,2.861405372619629,3.788687229156494,2.844810962677002,4.164448261260986,3.667593479156494,3.266808867454529,3.8171993494033813,5.1502745151519775,3.138282537460327,4.391142129898071,5.039733409881592,3.815984606742859,4.826967716217041,3.7339184284210205,4.915480136871338,3.93809974193573,3.049546003341675,4.212754487991333,3.6627117395401,6.843961954116821,,,,,,,,,,,,,,,
2.962751269340515,2.2553287744522095,2.5494710206985474,2.87082839012146,2.946761965751648,2.732644200325012,2.6384873390197754,3.6580729484558105,3.3481316566467285,3.421406626701355,5.685195207595825,4.337874889373779,4.727083683013916,4.0917346477508545,4.197470188140869,3.716848373413086,5.530794143676758,5.952434539794922,4.253951072692871,,,,,,,,,,,,,,,,,
2.5600013732910156,4.984508752822876,5.238829135894775,5.610187768936157,3.3410452604293823,2.7418899536132812,2.091133236885071,2.3456766605377197,2.6332377195358276,3.522854208946228,2.8857837915420532,2.9142321348190308,3.246821165084839,2.710429072380066,3.1604771614074707,3.75704562664032,2.743604898452759,3.170175790786743,3.546591877937317,4.833780527114868,5.3050854206085205,6.68731427192688,5.031099319458008,4.04869532585144,4.8231589794158936,4.022616863250732,4.890761375427246,5.812047481536865,,,,,,,,
2.795188307762146,2.853859066963196,2.349626064300537,4.582712173461914,3.480674147605896,2.631810426712036,2.7316956520080566,2.273048520088196,2.936445713043213,3.0607744455337524,2.79072642326355,3.2132588624954224,2.208799123764038,3.7880148887634277,3.622247815132141,3.4939693212509155,4.717503786087036,3.475274682044983,3.4371153116226196,2.860148787498474,4.946287393569946,2.874184250831604,3.7821362018585205,3.2613812685012817,5.375847816467285,4.774801969528198,4.135133504867554,3.825581908226013,4.164010524749756,4.645683288574219,3.578826427459717,5.96389365196228,4.230881452560425,3.1142499446868896,2.3631328344345093,3.3268061876296997
2.993755578994751,2.3989628553390503,2.96105694770813,2.8886420726776123,2.4416069984436035,2.3064165115356445,2.664956212043762,4.818341255187988,4.053479433059692,3.688301682472229,4.169497013092041,3.3098608255386353,3.6528656482696533,4.560325860977173,5.413507461547852,6.555935382843018,3.8137307167053223,3.918770670890808,4.17610502243042,5.789961099624634,3.7826483249664307,4.427694320678711,3.246294856071472,3.489636540412903,5.155581712722778,4.028907060623169,6.34668231010437,4.215470314025879,3.709048867225647,3.6853057146072388,,,,,,
2.9461073875427246,2.204171895980835,2.740765333175659,3.5096211433410645,3.433321952819824,3.4983476400375366,2.374389171600342,2.563317656517029,4.0320985317230225,3.6839441061019897,2.511212944984436,5.048204183578491,5.265265464782715,5.971271514892578,4.656057596206665,3.846323609352112,2.620658755302429,3.397499203681946,3.104853391647339,4.7994771003723145,2.9974443912506104,2.488526701927185,4.850888252258301,4.664493799209595,,,,,,,,,,,,
2.899261474609375,2.644290804862976,3.125149965286255,2.324589729309082,3.1328786611557007,3.9834784269332886,4.841431379318237,2.8892754316329956,2.6754398345947266,2.4143710136413574,3.037156581878662,2.906261444091797,3.489636540412903,4.072866439819336,3.585014581680298,5.5412023067474365,3.7029006481170654,3.1576772928237915,4.69137978553772,4.290416717529297,4.923379898071289,3.078930616378784,4.360205888748169,4.522186994552612,5.799627304077148,,,,,,,,,,,
3.6692748069763184,2.853691816329956,2.3369892835617065,4.5109779834747314,4.154273509979248,6.546127557754517,5.149320363998413,6.495641469955444,5.8826868534088135,3.266482949256897,2.302360415458679,2.6019763946533203,3.650009512901306,3.001861095428467,2.1069926023483276,2.2605711221694946,2.8122076988220215,2.6499392986297607,3.6636462211608887,,,,,,,,,,,,,,,,,
2.950425624847412,2.6019595861434937,2.4979679584503174,2.2553287744522095,2.7282328605651855,4.165359020233154,4.086848258972168,3.667931914329529,3.8796226978302,3.6607918739318848,3.3494760990142822,4.851095914840698,6.389408349990845,4.8383705615997314,6.780450105667114,6.252657890319824,6.495641469955444,5.827864408493042,,,,,,,,,,,,,,,,,,
3.77400541305542,2.4457446336746216,3.7459901571273804,3.1137535572052,2.854524254798889,2.777228832244873,3.108636736869812,2.8059710264205933,3.2921820878982544,3.3516491651535034,3.1748809814453125,2.339833378791809,3.6185985803604126,3.247888207435608,3.2074227333068848,3.500566244125366,3.6790424585342407,5.0298097133636475,4.595177888870239,4.908038377761841,4.1949052810668945,5.964944362640381,4.299434423446655,,,,,,,,,,,,,
3.6588902473449707,2.3394535779953003,2.8692811727523804,2.3117114305496216,2.083478093147278,3.5927387475967407,3.36061429977417,4.816864490509033,6.556662559509277,4.2140724658966064,4.4192492961883545,4.87104058265686,4.297295570373535,4.151181697845459,5.514752149581909,6.391323089599609,5.353629112243652,,,,,,,,,,,,,,,,,,,
2.7282148599624634,2.2608563899993896,3.2579636573791504,3.0976240634918213,3.664318799972534,2.8659162521362305,3.9540958404541016,3.3111979961395264,3.497928023338318,3.652895450592041,2.812857985496521,2.8590738773345947,3.3976186513900757,7.086568593978882,5.34783148765564,4.1086180210113525,4.747978448867798,5.203503608703613,6.8100621700286865,6.4745237827301025,,,,,,,,,,,,,,,,
2.3917094469070435,1.94027978181839,2.3162572383880615,4.060847997665405,3.002108573913574,3.7758071422576904,3.95444393157959,2.5635050535202026,3.0344927310943604,4.294095993041992,3.6889437437057495,4.1652913093566895,3.9462970495224,5.576921701431274,4.332749843597412,3.3726147413253784,3.660804510116577,4.060776591300964,,,,,,,,,,,,,,,,,,
3.662881851196289,2.7152135372161865,2.8408809900283813,2.517533779144287,3.086895704269409,2.8417454957962036,3.543719172477722,3.9806419610977173,4.976591348648071,4.290416717529297,6.668715000152588,4.039950609207153,5.46866250038147,4.931668996810913,4.135016918182373,4.579141139984131,4.480785608291626,4.16175651550293,,,,,,,,,,,,,,,,,,
2.8384469747543335,2.352270245552063,2.152360200881958,2.164765238761902,3.4152356386184692,3.659215211868286,3.2637124061584473,2.968398928642273,3.6698626279830933,3.5335121154785156,2.9550182819366455,3.034581422805786,4.8898606300354,6.2059454917907715,5.439810752868652,3.8368711471557617,3.852651357650757,6.350682973861694,5.645758152008057,4.490025043487549,3.1382155418395996,,,,,,,,,,,,,,,
3.2679232358932495,2.3207521438598633,2.8476167917251587,4.861443042755127,4.467297792434692,3.856050729751587,4.790351629257202,3.615296483039856,3.3152968883514404,2.7640939950942993,3.913968801498413,5.528284072875977,5.711214780807495,6.803019046783447,3.599619507789612,2.540625214576721,4.588280200958252,3.9557790756225586,3.041572093963623,4.143173933029175,4.0530805587768555,4.490054368972778,6.169079780578613,5.799627304077148,,,,,,,,,,,,
3.6618326902389526,2.6292800903320312,2.750197649002075,3.270445466041565,2.45419979095459,2.9469687938690186,2.479471445083618,3.580192804336548,2.8857837915420532,3.478225350379944,2.5026456117630005,4.851107597351074,4.929043292999268,4.002453446388245,5.240358114242554,3.9776151180267334,4.472314357757568,4.8741631507873535,4.202618837356567,3.8820533752441406,4.87580132484436,5.944599866867065,3.813733458518982,8.393373489379883,,,,,,,,,,,,
3.662881851196289,2.591225028038025,2.7796252965927124,3.6399097442626953,3.1324764490127563,2.625843048095703,2.9524075984954834,3.0374062061309814,2.538109064102173,3.3986055850982666,3.5952839851379395,3.2674652338027954,3.84298837184906,4.89483380317688,4.8273704051971436,5.3534276485443115,6.42304801940918,5.971271514892578,6.656062364578247,,,,,,,,,,,,,,,,,
