0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
3.012400984764099,3.2219648361206055,2.934340000152588,2.4451379776000977,2.033511757850647,3.7573258876800537,3.5519492626190186,3.652234196662903,3.7555218935012817,3.146842122077942,3.5003247261047363,2.9067405462265015,2.851622462272644,3.620887875556946,3.02072274684906,4.987593412399292,6.244349241256714,5.26343035697937,4.89141583442688,4.178822040557861,,,,,,,,,,,,,,,,,,
2.9452794790267944,2.3248218297958374,3.8391804695129395,3.7060641050338745,3.234707832336426,2.8007731437683105,3.767982244491577,4.288817644119263,4.032818794250488,4.133838653564453,4.549942970275879,5.324450731277466,4.917936086654663,4.578489065170288,5.868336915969849,5.619332551956177,,,,,,,,,,,,,,,,,,,,,,
2.7273216247558594,3.023071050643921,2.903176426887512,3.1049070358276367,3.3536123037338257,3.3120672702789307,3.7053638696670532,2.9984683990478516,3.140302300453186,3.4492937326431274,4.737978935241699,4.565920829772949,4.58723258972168,5.9209465980529785,5.669485330581665,,,,,,,,,,,,,,,,,,,,,,,
3.77227520942688,2.9452794790267944,2.5377410650253296,3.4545702934265137,3.333465576171875,3.317238688468933,2.9838613271713257,4.749794006347656,4.276150226593018,4.361620903015137,4.291907548904419,4.176647663116455,3.895590305328369,4.45585298538208,4.585699796676636,5.030494213104248,5.75605034828186,4.6350531578063965,4.552452087402344,4.201996564865112,4.392776012420654,2.706351399421692,3.225160241127014,2.9432114362716675,,,,,,,,,,,,,,
3.702094078063965,2.996170401573181,2.6158982515335083,2.366638660430908,2.8059710264205933,2.892371892929077,3.370954155921936,3.271264672279358,3.533454179763794,3.1892354488372803,3.0589100122451782,3.5697447061538696,3.1423197984695435,3.8314353227615356,4.282333850860596,4.105679273605347,4.966782569885254,5.488802194595337,5.897239923477173,4.832038402557373,5.3303563594818115,,,,,,,,,,,,,,,,,
2.695663809776306,2.8600388765335083,3.277408242225647,3.05165433883667,3.8695143461227417,3.058626651763916,3.270347476005554,4.904057025909424,3.7058346271514893,3.0472795963287354,3.2734179496765137,4.1153037548065186,3.906239151954651,5.462635040283203,6.333415985107422,3.5291539430618286,4.144397974014282,3.3517942428588867,,,,,,,,,,,,,,,,,,,,
3.2574450969696045,2.89822781085968,2.9964494705200195,2.9559792280197144,2.8353073596954346,2.3246543407440186,2.9980928897857666,3.0355000495910645,4.66697883605957,3.2883986234664917,3.610509514808655,3.7025498151779175,5.172668218612671,6.29452657699585,4.872378587722778,3.849034309387207,3.4945589303970337,6.708189249038696,5.955107927322388,3.5966862440109253,4.572066307067871,,,,,,,,,,,,,,,,,
3.2693450450897217,2.96419620513916,2.299771308898926,3.041721224784851,3.059552311897278,4.4379706382751465,3.466468930244446,3.847299814224243,3.619827151298523,3.6991312503814697,6.168576717376709,5.168414354324341,,,,,,,,,,,,,,,,,,,,,,,,,,
2.671471118927002,3.0706260204315186,2.585424780845642,2.903436064720154,3.684555768966675,3.748294472694397,2.9984683990478516,2.810431122779846,3.34304141998291,3.7123641967773438,3.3012083768844604,3.279146671295166,5.692344665527344,4.777676343917847,3.9099230766296387,4.384889364242554,4.850410223007202,4.706624984741211,4.876855850219727,6.075342416763306,4.778158903121948,5.118931293487549,,,,,,,,,,,,,,,,
2.7319748401641846,2.440232276916504,2.4503543376922607,3.1200456619262695,2.818245530128479,2.600772500038147,3.5424675941467285,3.0124834775924683,3.3208425045013428,3.5676580667495728,3.824265480041504,3.011056900024414,3.6723495721817017,4.062804698944092,3.792710781097412,3.49366295337677,3.0564016103744507,2.4397741556167603,4.484704971313477,5.226585149765015,6.351638317108154,4.757826566696167,5.164309740066528,5.132479429244995,5.239368915557861,4.779930114746094,5.890557289123535,4.834146022796631,,,,,,,,,,
3.0014790296554565,2.6594138145446777,4.380717992782593,3.2979543209075928,4.433103561401367,3.337592363357544,3.2785866260528564,3.3277981281280518,3.2489150762557983,2.390732526779175,2.7574232816696167,3.95444393157959,4.497311592102051,4.438979625701904,3.720382809638977,3.8692160844802856,5.10837721824646,5.222731113433838,8.49126148223877,5.312786102294922,4.912259817123413,,,,,,,,,,,,,,,,,
3.2209548950195312,2.8059710264205933,2.4416069984436035,2.4930611848831177,3.01404869556427,3.8479971885681152,3.668388605117798,3.329289197921753,3.577072501182556,3.4408243894577026,3.483680844306946,5.095326900482178,4.34067440032959,4.168225288391113,5.971271514892578,4.9017181396484375,4.207308053970337,6.114997863769531,4.794450283050537,,,,,,,,,,,,,,,,,,,
2.6961570978164673,3.094890594482422,2.9098758697509766,3.482707381248474,4.283561944961548,3.7037220001220703,3.0651438236236572,3.6029289960861206,3.2470216751098633,2.9682393074035645,2.640418767929077,3.688222050666809,3.4236871004104614,3.96565842628479,3.558359980583191,4.228017807006836,3.877042531967163,4.844861745834351,3.847512722015381,4.688496112823486,4.000331282615662,3.926642060279846,4.157727956771851,3.1443331241607666,4.135366439819336,4.300815582275391,3.8718992471694946,6.239356279373169,5.772998332977295,,,,,,,,,
3.215932250022888,2.9911041259765625,2.674442410469055,2.3919442892074585,2.9616352319717407,3.041721224784851,3.8210642337799072,3.2456823587417603,4.871515989303589,4.139078855514526,3.9947030544281006,3.4911861419677734,3.5554968118667603,4.284003734588623,3.4486000537872314,5.702958822250366,6.286731243133545,5.789175033569336,6.285062313079834,,,,,,,,,,,,,,,,,,,
3.268424868583679,2.8488664627075195,2.6163928508758545,2.4454381465911865,2.9469335079193115,3.024888277053833,2.6462719440460205,3.815734624862671,4.858772277832031,4.435899972915649,4.046370267868042,4.197371482849121,4.690570592880249,5.509027481079102,5.567659616470337,4.613836765289307,3.7761456966400146,4.185896873474121,5.890557289123535,6.282680511474609,,,,,,,,,,,,,,,,,,
2.850558876991272,2.259765625,3.2657582759857178,2.3705222606658936,2.9049054384231567,3.012400984764099,3.878895401954651,3.314023017883301,3.560505747795105,3.0651438236236572,4.701436996459961,3.8319562673568726,3.2772306203842163,4.894697427749634,4.89141583442688,4.16678786277771,3.9978187084198,3.799373745918274,3.53664493560791,4.771186590194702,6.272344350814819,,,,,,,,,,,,,,,,,
3.256511688232422,2.704750657081604,2.6501039266586304,2.732330083847046,2.4689762592315674,2.939341187477112,2.716731071472168,3.0737569332122803,3.046118378639221,5.148054838180542,3.8210642337799072,4.894076108932495,4.798156499862671,4.489192247390747,3.7253228425979614,4.14624547958374,3.5555994510650635,4.230876207351685,,,,,,,,,,,,,,,,,,,,
3.215932250022888,2.9911041259765625,2.8059710264205933,2.6722058057785034,2.3246543407440186,2.951444149017334,2.9553979635238647,3.1247910261154175,2.868667244911194,4.197309732437134,3.4582356214523315,3.466631770133972,3.6774364709854126,3.6674541234970093,3.5257294178009033,4.653609275817871,4.3140528202056885,5.646215438842773,5.908554315567017,5.0463197231292725,6.026400566101074,4.036834955215454,,,,,,,,,,,,,,,,
3.2574450969696045,2.8059710264205933,2.6158982515335083,2.696496844291687,2.1769615411758423,2.1981899738311768,2.3660260438919067,2.5238696336746216,2.682955503463745,3.0032081604003906,4.196131706237793,3.6901004314422607,3.532902479171753,3.7874577045440674,3.46674382686615,3.8039283752441406,3.488377094268799,3.5433555841445923,4.494347095489502,6.2240424156188965,5.338882684707642,4.4687278270721436,5.544715881347656,5.129310607910156,5.642094850540161,4.417510747909546,4.262336730957031,5.327166795730591,,,,,,,,,,
3.2587313652038574,2.7316956520080566,3.9443994760513306,3.899611234664917,2.85013484954834,3.3474984169006348,3.1980414390563965,3.2718640565872192,3.8151767253875732,4.426522254943848,3.6819260120391846,3.0300302505493164,2.6724458932876587,3.1576772928237915,2.951507806777954,3.46870493888855,2.9063345193862915,3.721997857093811,4.193890333175659,4.843608140945435,5.883178949356079,3.6459895372390747,3.030245780944824,4.0870680809021,5.093362331390381,5.1496686935424805,4.147876024246216,4.476201057434082,6.244349241256714,,,,,,,,,
3.702094078063965,3.257714033126831,3.0871164798736572,3.1247222423553467,3.0928484201431274,3.0424678325653076,3.2981334924697876,2.775566339492798,2.3123360872268677,3.338827133178711,3.221633553504944,3.2566492557525635,3.8220349550247192,4.1985838413238525,4.5410380363464355,4.755078077316284,4.267826080322266,4.475963354110718,4.390301704406738,6.244349241256714,4.8034257888793945,,,,,,,,,,,,,,,,,
3.2469730377197266,3.261950135231018,2.9035935401916504,2.982669711112976,2.672537088394165,3.1329628229141235,4.2737531661987305,4.018764495849609,3.3641761541366577,4.080356001853943,5.8079447746276855,4.372434854507446,4.193160772323608,4.566404581069946,4.190527677536011,4.66697883605957,3.76836097240448,3.9196360111236572,3.555025577545166,5.575784921646118,5.787588119506836,6.177732229232788,3.4736156463623047,4.00866961479187,2.9941660165786743,2.2996619939804077,3.6717610359191895,3.776899814605713,,,,,,,,,,
3.2996625900268555,2.728380799293518,2.9040558338165283,2.932408571243286,2.5272533893585205,2.595394730567932,3.0252777338027954,2.963713049888611,2.8213961124420166,2.993584156036377,3.164595127105713,3.8210642337799072,4.752615690231323,4.219149112701416,3.846429467201233,4.163425445556641,3.767225980758667,3.5024750232696533,3.9735687971115112,3.982774019241333,3.9092018604278564,4.443145036697388,4.035909652709961,5.061656713485718,6.34290623664856,4.812543630599976,5.512507677078247,,,,,,,,,,,
3.070975422859192,2.503635883331299,2.8429962396621704,3.8742793798446655,3.1428515911102295,4.374953746795654,3.534862995147705,3.297831416130066,3.748122215270996,3.724069595336914,4.43969464302063,3.0227681398391724,3.4007043838500977,3.7992204427719116,6.102485418319702,4.782438278198242,4.289842367172241,4.6106202602386475,3.6588902473449707,3.1343653202056885,3.0795254707336426,3.94611394405365,4.451339244842529,5.128614902496338,4.2490410804748535,4.266125202178955,4.424047946929932,6.282680511474609,4.480429172515869,4.83027982711792,,,,,,,,
3.2658064365386963,2.7084850072860718,3.1104432344436646,2.965906500816345,4.364938497543335,3.8145114183425903,4.83432149887085,3.634453296661377,3.6733001470565796,3.722553849220276,4.148688793182373,4.290855407714844,4.958928346633911,6.239356279373169,7.136282205581665,5.789175033569336,6.789808750152588,,,,,,,,,,,,,,,,,,,,,
3.1133532524108887,2.9691433906555176,3.1503257751464844,2.8511141538619995,4.067120552062988,2.994509696960449,3.276599407196045,3.7832324504852295,4.947720289230347,3.8147588968276978,3.0681766271591187,3.4630857706069946,2.968741536140442,2.375132441520691,2.8966015577316284,3.01196551322937,6.117247104644775,4.032139539718628,4.584666728973389,4.806868553161621,4.934857368469238,4.10605001449585,6.34290623664856,,,,,,,,,,,,,,,
2.996170401573181,2.646663188934326,2.568981170654297,5.074003219604492,3.6452317237854004,3.657875895500183,3.7903860807418823,5.024032831192017,5.338488340377808,4.316703796386719,3.554108142852783,4.099292993545532,4.420655965805054,3.755807876586914,3.5889906883239746,3.7929654121398926,4.937119483947754,3.8535584211349487,4.6918723583221436,3.2351412773132324,6.549173831939697,,,,,,,,,,,,,,,,,
