0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2.694810152053833,2.9237321615219116,3.493026852607727,2.3655965328216553,2.7326295375823975,3.259726881980896,3.8210642337799072,3.357312798500061,4.690570592880249,4.186723709106445,4.110210418701172,4.143996477127075,4.127518653869629,4.058403968811035,4.034523010253906,3.092668294906616,5.170910358428955,4.444867849349976,5.790467977523804,5.736722707748413,,,,,,
3.065659999847412,2.5786150693893433,3.259726881980896,3.6723663806915283,4.444867849349976,3.7625924348831177,3.5956833362579346,3.705336570739746,2.995439887046814,2.8544318675994873,2.3665679693222046,3.4581518173217773,4.807044982910156,4.088829278945923,3.9509034156799316,6.162860631942749,5.111922979354858,5.964944362640381,,,,,,,,
3.257403612136841,2.3761426210403442,2.862805724143982,3.044234037399292,2.8331968784332275,2.666306495666504,3.0898903608322144,3.2447938919067383,2.856860876083374,3.8042893409729004,3.5154656171798706,3.327337622642517,3.4696210622787476,3.9099230766296387,4.591814756393433,4.867829084396362,4.418691635131836,3.990816831588745,4.832385063171387,4.27883505821228,5.221578121185303,3.983522415161133,,,,
3.257403612136841,2.730339288711548,3.177030920982361,4.36651873588562,3.8335134983062744,3.7313590049743652,3.3000892400741577,3.9561879634857178,3.7005540132522583,3.5583544969558716,6.226653814315796,4.815864086151123,4.775468826293945,,,,,,,,,,,,,
2.646626830101013,2.488558530807495,3.2998862266540527,3.270240068435669,2.565464973449707,3.290697455406189,3.351616859436035,3.500476121902466,3.278409242630005,3.8462189435958862,4.778481721878052,4.123103141784668,3.3181689977645874,5.101682901382446,3.6315232515335083,4.745641469955444,3.237704873085022,2.8925546407699585,4.123496055603027,3.786739706993103,5.9031736850738525,4.392466068267822,4.769262313842773,4.874205589294434,5.767770528793335,
2.9026341438293457,3.4738494157791138,3.0024343729019165,4.363174676895142,3.703908681869507,2.903176426887512,3.4489420652389526,3.0876824855804443,2.3665679693222046,3.511491298675537,3.355979084968567,3.429465651512146,4.877209186553955,4.503993272781372,4.434551954269409,5.575802803039551,5.790467977523804,4.211758613586426,4.752565622329712,3.7874687910079956,6.591489791870117,,,,,
3.003613233566284,3.4332979917526245,3.2582837343215942,4.23528265953064,3.324564576148987,2.9452794790267944,2.3761426210403442,2.847814202308655,2.860418915748596,3.1246020793914795,5.154445171356201,4.2191081047058105,3.857525587081909,4.092311143875122,6.107748985290527,,,,,,,,,,,
3.257229447364807,2.976667642593384,2.775634527206421,2.154602885246277,4.4392523765563965,3.9099230766296387,3.4816935062408447,3.634248375892639,4.007649898529053,3.5805243253707886,3.7508962154388428,6.107748985290527,4.8898606300354,5.254670143127441,4.80512547492981,,,,,,,,,,,
3.2595962285995483,2.7274484634399414,2.496293306350708,2.0715669989585876,2.8732075691223145,4.828414678573608,3.8779059648513794,4.082811117172241,5.5412023067474365,5.910227060317993,5.632973670959473,3.736374855041504,3.344982624053955,4.08754301071167,3.6988052129745483,3.8281307220458984,4.737468957901001,4.930247068405151,4.30359148979187,3.8162941932678223,6.239356279373169,5.759558916091919,,,,
3.256936550140381,2.73099684715271,2.1647820472717285,3.1582796573638916,3.130774736404419,4.89141583442688,3.9099230766296387,4.4471495151519775,3.631576895713806,3.6991312503814697,3.8943382501602173,4.042870283126831,4.0693182945251465,5.320608615875244,4.9148149490356445,5.9234373569488525,,,,,,,,,,
