0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
3.255046010017395,2.3397462368011475,2.603774309158325,3.2165541648864746,2.7977641820907593,2.6829525232315063,2.7166826725006104,2.6998541355133057,2.6848881244659424,2.2169790267944336,4.386379957199097,5.823693752288818,5.091311931610107,5.298815965652466,4.8605780601501465,3.8157615661621094,4.1469926834106445,3.647277355194092,3.5142500400543213,3.458512783050537,4.2115702629089355,3.33132004737854,3.4018598794937134,,,,,,
2.3911020755767822,2.2594105005264282,2.9314273595809937,3.6121679544448853,2.808458685874939,2.972090005874634,3.7104713916778564,2.844217538833618,3.4248998165130615,3.4166581630706787,3.299394965171814,4.386379957199097,4.414329528808594,7.786520004272461,4.810033798217773,6.605952262878418,5.513304233551025,4.60591459274292,5.316647291183472,3.983639359474182,4.259519815444946,4.42592716217041,,,,,,,
2.1831777095794678,3.0006110668182373,2.1979485750198364,2.192976951599121,3.221107840538025,3.041721224784851,2.925030827522278,2.7178183794021606,2.393377661705017,3.672192335128784,3.021765947341919,2.775889754295349,2.6557300090789795,2.7232662439346313,5.4008073806762695,5.291733026504517,5.062574863433838,4.433873891830444,6.638537645339966,5.928419351577759,5.255194664001465,,,,,,,,
2.247653603553772,2.3469938039779663,3.0160807371139526,3.5864421129226685,3.4485567808151245,3.474583864212036,3.25633704662323,2.5305392742156982,2.3392767906188965,3.7818148136138916,5.244858503341675,5.054919242858887,7.817814826965332,6.1764233112335205,3.9476423263549805,3.6306324005126953,3.9346901178359985,4.0320985317230225,,,,,,,,,,,
2.175101399421692,2.6898776292800903,2.9284939765930176,2.603438377380371,2.7178183794021606,2.6239402294158936,3.7032350301742554,3.158807635307312,2.821394920349121,2.691502332687378,3.2531508207321167,2.856637954711914,2.3258607387542725,5.970826864242554,4.481856822967529,5.302174091339111,7.123163461685181,5.189402341842651,4.947720289230347,3.915659785270691,,,,,,,,,
2.2997156381607056,1.986461341381073,2.1802594661712646,3.0402456521987915,2.899072051048279,2.4482065439224243,2.5636225938796997,3.6330912113189697,3.3113313913345337,3.714356541633606,5.3675196170806885,4.88990330696106,6.241481781005859,3.247660517692566,3.1770665645599365,3.650587797164917,7.123163461685181,4.199970483779907,4.1960532665252686,3.4334630966186523,,,,,,,,,
2.5036306381225586,2.194648861885071,3.5654557943344116,2.974075198173523,2.7223535776138306,2.1647820472717285,3.6487371921539307,3.707411050796509,3.5885941982269287,2.9941402673721313,3.450847864151001,3.661759614944458,2.6105308532714844,2.7654967308044434,3.260479688644409,2.9380292892456055,4.060902118682861,5.774083137512207,5.3690478801727295,5.1716742515563965,4.943740606307983,4.5180113315582275,,,,,,,
3.2550463676452637,2.299710512161255,2.183834671974182,1.9150522947311401,2.2553519010543823,2.0957289934158325,3.0430582761764526,2.8758262395858765,2.5904126167297363,2.7192909717559814,3.8327361345291138,4.947720289230347,3.8424878120422363,3.592737317085266,3.759487271308899,3.629187822341919,4.191650390625,5.637634754180908,,,,,,,,,,,
2.183880090713501,2.396135091781616,2.0668928623199463,2.295959711074829,2.2387681007385254,2.9645681381225586,3.1353960037231445,2.686943531036377,4.933720111846924,3.13366436958313,3.837738513946533,5.574721813201904,4.179435968399048,3.5163711309432983,3.084871292114258,2.8296689987182617,4.316022157669067,3.2923853397369385,3.0975974798202515,4.229784250259399,3.6172218322753906,2.92462694644928,2.99403178691864,5.934340715408325,5.094871520996094,,,,
3.2124027013778687,2.246355175971985,2.83547842502594,2.840104103088379,2.6404523849487305,2.8852161169052124,2.5115809440612793,4.411566495895386,4.124343633651733,5.952606678009033,7.312307834625244,6.999236822128296,4.9173643589019775,4.810115337371826,3.627308487892151,3.755039095878601,,,,,,,,,,,,,
2.191250205039978,2.9652305841445923,2.8694891929626465,3.2562410831451416,2.6618865728378296,2.8728764057159424,2.4544260501861572,5.26017951965332,3.7141778469085693,4.215398073196411,3.6470881700515747,4.344013452529907,7.7968690395355225,4.286128044128418,4.862211465835571,5.530051231384277,3.7042717933654785,4.121063232421875,3.8949668407440186,,,,,,,,,,
3.7032350301742554,2.5299932956695557,5.1615283489227295,3.7209949493408203,3.253490686416626,2.3884905576705933,2.2905081510543823,2.948160767555237,3.1473662853240967,2.823922872543335,2.74673330783844,3.034935712814331,3.185323119163513,4.832882404327393,4.308857679367065,4.064964056015015,3.8785758018493652,5.700793981552124,,,,,,,,,,,
3.256420612335205,2.396135091781616,2.2205941677093506,2.1224277019500732,2.6328314542770386,2.4543830156326294,2.953648805618286,2.8621007204055786,2.4182682037353516,2.698168992996216,5.255194664001465,4.003959894180298,3.665871262550354,4.0953898429870605,6.56273078918457,5.317854642868042,6.5854973793029785,4.67866849899292,3.9262224435806274,3.4258352518081665,4.010417938232422,,,,,,,,
