0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
3.256511688232422,2.646626830101013,2.1647820472717285,3.177026629447937,2.9202213287353516,4.020823955535889,3.478187084197998,3.6302003860473633,4.476487398147583,5.105308771133423,7.296135425567627,4.728652238845825,4.961749315261841,4.911778926849365,,,,,,,,,,,,,,,,,,,
2.9439868927001953,2.440856695175171,2.9038573503494263,2.9054640531539917,2.4426963329315186,3.210403084754944,3.828535318374634,3.7299396991729736,3.849510908126831,3.8160927295684814,3.307259202003479,3.711712121963501,3.0024343729019165,3.4576293230056763,3.1545010805130005,4.198074817657471,4.855250120162964,3.9551814794540405,3.851234197616577,6.0924458503723145,5.576241493225098,,,,,,,,,,,,
3.256511688232422,2.391966700553894,2.8058212995529175,2.6878397464752197,3.0753583908081055,3.129797101020813,4.009036302566528,3.703713893890381,3.82244610786438,4.413163900375366,4.916040420532227,6.239356279373169,,,,,,,,,,,,,,,,,,,,,
3.1432379484176636,2.539678454399109,2.7081719636917114,2.1995558738708496,2.5178288221359253,2.9449716806411743,4.373316287994385,3.640705943107605,3.6687697172164917,4.161041498184204,3.337090253829956,3.4219435453414917,5.938909292221069,5.099986791610718,4.816916465759277,4.4185826778411865,,,,,,,,,,,,,,,,,
3.2048367261886597,2.8418065309524536,2.3665220737457275,2.855278253555298,3.775596261024475,3.2923262119293213,3.4489420652389526,5.060900688171387,4.029282927513123,4.687127590179443,4.015850067138672,4.238651752471924,5.9426186084747314,5.759558916091919,5.430964469909668,,,,,,,,,,,,,,,,,,
2.943831443786621,2.4692094326019287,2.4838277101516724,3.189787983894348,2.9628560543060303,3.622443437576294,3.802463173866272,3.2014474868774414,3.3614684343338013,3.2564836740493774,2.8897985219955444,4.197691917419434,3.6898030042648315,3.3332252502441406,3.899611234664917,3.920327067375183,3.8161760568618774,4.918277025222778,4.334814786911011,4.3277692794799805,4.9585652351379395,5.031099319458008,,,,,,,,,,,
3.259726881980896,2.7735930681228638,3.1957048177719116,3.894190549850464,3.7601736783981323,2.94523823261261,2.4915931224823,3.6266967058181763,4.003592491149902,4.138111591339111,4.0488972663879395,5.097086191177368,6.594682931900024,5.074003219604492,,,,,,,,,,,,,,,,,,,
3.3196521997451782,2.9007192850112915,2.9684337377548218,2.7148741483688354,2.681092381477356,3.1564797163009644,2.790324330329895,4.0527753829956055,3.5606329441070557,3.554608464241028,3.5496232509613037,3.5827014446258545,3.5925650596618652,3.653212308883667,4.476487398147583,4.9116880893707275,6.289856672286987,4.9585652351379395,4.496458530426025,5.910946607589722,2.8346307277679443,2.5336313247680664,3.7327420711517334,3.1035356521606445,3.4724557399749756,4.169997692108154,,,,,,,
3.256511688232422,2.8722729682922363,2.297399401664734,2.9961060285568237,2.687263607978821,3.2264567613601685,3.030084013938904,2.7991132736206055,4.197561740875244,3.330637574195862,3.6561315059661865,3.747738242149353,3.2926501035690308,3.6796101331710815,4.842081069946289,5.517336130142212,4.9148149490356445,4.6099936962127686,6.985700368881226,6.974732398986816,,,,,,,,,,,,,
3.2048367261886597,2.531999349594116,2.199380040168762,2.873642683029175,2.8995447158813477,3.0295859575271606,2.9532504081726074,2.83312451839447,4.020823955535889,3.344982624053955,3.7067644596099854,3.2566702365875244,3.415389060974121,4.5119545459747314,5.198082447052002,4.84044075012207,6.542739629745483,5.0020341873168945,5.211361408233643,5.910946607589722,4.0847086906433105,,,,,,,,,,,,
3.1319351196289062,2.370432734489441,2.690693497657776,4.36651873588562,3.341827630996704,3.7648762464523315,3.784958243370056,3.7248913049697876,3.8749098777770996,3.534306287765503,3.3810797929763794,3.564414858818054,3.229669451713562,3.767441153526306,4.36506986618042,4.88166069984436,5.917629241943359,4.946950912475586,,,,,,,,,,,,,,,
