0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
3.1768428087234497,2.4262129068374634,3.6768487691879272,4.87665581703186,3.266184687614441,4.410937309265137,4.0458619594573975,4.22774338722229,5.930409908294678,5.76665472984314,5.4021897315979,6.733298063278198,3.178756594657898,3.766756772994995,2.651553511619568,3.3081551790237427,2.917325973510742,4.454618215560913,3.517643928527832,3.4219435453414917,2.737293004989624,2.9560149908065796,5.408352851867676,4.10156774520874,4.632243633270264,3.8374571800231934,4.379425287246704,3.9348069429397583,2.991581082344055,2.1653889417648315,,,
2.7798112630844116,3.257418155670166,3.2249172925949097,3.8254929780960083,3.5500097274780273,4.764829158782959,3.691218852996826,3.792520761489868,2.998059630393982,3.2793943881988525,3.3989557027816772,3.179330587387085,2.994409441947937,4.4024128913879395,4.890907526016235,4.233330965042114,4.357629299163818,4.366830110549927,5.834517955780029,6.206664085388184,5.544715881347656,,,,,,,,,,,,
2.8026458024978638,2.2776771783828735,2.9263954162597656,3.575061321258545,3.4839576482772827,3.2082866430282593,3.1276949644088745,3.1930638551712036,3.842519521713257,3.797361373901367,3.223249673843384,3.6774364709854126,4.871535778045654,6.094692230224609,4.687572717666626,3.754746437072754,3.3702369928359985,2.7538669109344482,2.8980787992477417,3.4229103326797485,3.311121702194214,6.18179178237915,5.1259119510650635,4.004142999649048,4.53867244720459,,,,,,,,
3.775596261024475,3.215932250022888,3.7680857181549072,2.687614679336548,3.75273597240448,3.1511746644973755,3.203080177307129,3.361917018890381,3.4412567615509033,2.954688787460327,3.064310669898987,4.89141583442688,4.689279317855835,4.285544157028198,8.806708812713623,4.7813427448272705,5.00946044921875,4.985467910766602,3.9135042428970337,3.9909801483154297,6.935519218444824,,,,,,,,,,,,
3.4239537715911865,3.1032084226608276,3.1543816328048706,3.288947820663452,2.791854739189148,4.286159515380859,3.2464473247528076,2.699700713157654,2.3576682806015015,2.5331807136535645,3.4928605556488037,3.9916802644729614,4.193890333175659,3.0890471935272217,3.4955474138259888,4.476309299468994,3.6172046661376953,3.9089099168777466,3.003562092781067,4.28959321975708,4.759687423706055,4.1380462646484375,3.611593723297119,3.804263949394226,5.256383419036865,5.780591726303101,,,,,,,
2.848555564880371,2.6644911766052246,2.677041172981262,3.6773630380630493,2.4436099529266357,3.4887096881866455,3.2135326862335205,2.673387289047241,2.4659767150878906,3.0024343729019165,4.16177773475647,3.5437467098236084,3.2976609468460083,3.900235891342163,3.651220440864563,3.0439939498901367,4.869768381118774,3.334572911262512,3.8877676725387573,4.658847093582153,3.9361742734909058,3.6957324743270874,4.87665581703186,3.6000386476516724,6.377380847930908,5.915135383605957,,,,,,,
3.215932250022888,2.68738055229187,2.1650900840759277,2.87621808052063,4.848551988601685,3.842519521713257,3.332487463951111,3.725602149963379,4.867829084396362,4.169294357299805,4.14079475402832,3.2699304819107056,3.738942503929138,3.6656473875045776,6.272344350814819,4.88908576965332,,,,,,,,,,,,,,,,,
2.90024733543396,2.823517084121704,3.068644881248474,2.5480557680130005,3.4231441020965576,5.2911646366119385,3.8588963747024536,4.359247446060181,3.47178053855896,3.1889379024505615,2.748244285583496,3.260375142097473,4.41439151763916,3.745995879173279,5.050527572631836,3.2242196798324585,3.989132285118103,3.882581353187561,4.83329701423645,4.233180522918701,3.697262406349182,3.820236086845398,3.910518169403076,6.236015796661377,6.390483379364014,5.793039083480835,6.359901666641235,,,,,,
3.2424360513687134,2.980511426925659,2.952123761177063,2.8210984468460083,2.441775321960449,2.9104338884353638,2.837847113609314,3.1614603996276855,2.790590763092041,3.558359980583191,3.756876230239868,3.855019688606262,3.7022783756256104,4.557148694992065,3.856489419937134,5.693558692932129,5.781383991241455,4.349221229553223,4.020856618881226,3.995516538619995,3.4828847646713257,3.6362162828445435,3.5902453660964966,5.1736509799957275,5.052776336669922,4.829362869262695,4.370084047317505,4.809175252914429,,,,,
2.503373622894287,3.62427294254303,2.3147811889648438,3.046466827392578,2.9913079738616943,3.283016324043274,3.6550945043563843,3.444420337677002,4.219526529312134,3.83522629737854,2.748561978340149,2.5653204917907715,2.4896856546401978,3.3101905584335327,3.0718231201171875,3.222933292388916,3.6623934507369995,3.674309730529785,3.279315948486328,4.877256631851196,6.326849699020386,4.8898606300354,4.7087790966033936,4.020002365112305,4.860677003860474,4.94307804107666,,,,,,,
2.1653889417648315,2.7373558282852173,2.8355712890625,3.9476423263549805,3.5699706077575684,3.119608521461487,4.197561740875244,2.901586413383484,3.7915806770324707,2.8296689987182617,3.8688454627990723,3.2456172704696655,3.2446179389953613,3.292757749557495,4.128366231918335,4.388715505599976,5.926221132278442,,,,,,,,,,,,,,,,
3.215532064437866,2.687614679336548,2.441775321960449,2.9417471885681152,3.008020520210266,4.87665581703186,3.6905938386917114,3.8479971885681152,3.34304141998291,4.092956781387329,3.3162784576416016,3.626062273979187,3.765276074409485,3.574432849884033,3.6272692680358887,6.568795204162598,,,,,,,,,,,,,,,,,
