0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2.21834135055542,2.0396032333374023,3.117041230201721,3.74794340133667,2.9452050924301147,3.511927843093872,4.166463851928711,3.6628111600875854,3.6992706060409546,3.4896048307418823,6.035419225692749,4.40518856048584,3.3131402730941772,3.5240710973739624,5.614534854888916,2.9923545122146606,3.728245258331299,5.090768814086914,5.230804204940796,,,,,,,,,,,
2.7346551418304443,2.1298071146011353,2.5722405910491943,2.3244603872299194,2.8948811292648315,3.7798556089401245,3.5187541246414185,3.4887096881866455,3.394373297691345,2.8611921072006226,3.9543957710266113,3.5016757249832153,2.7204689979553223,5.5572967529296875,5.387003183364868,3.2127898931503296,5.4101881980896,3.943723201751709,6.380205392837524,7.3256306648254395,,,,,,,,,,
3.0985013246536255,2.5474746227264404,2.3419318199157715,2.2739789485931396,2.6714420318603516,2.6329957246780396,2.885961174964905,2.5219942331314087,2.5671216249465942,2.6020230054855347,2.763548254966736,4.243622303009033,3.780603766441345,3.554125666618347,3.662308931350708,5.184089660644531,4.391450881958008,4.132408380508423,3.9823626279830933,5.146273136138916,4.155802965164185,,,,,,,,,
3.5357671976089478,2.0229175686836243,2.935151219367981,2.916641116142273,2.98393714427948,3.3710482120513916,3.2133047580718994,3.57472562789917,4.283766508102417,3.375268578529358,2.9441416263580322,3.6201112270355225,2.655070185661316,1.9384796619415283,2.4786616563796997,3.8422056436538696,3.7579482793807983,5.153609275817871,,,,,,,,,,,,
2.2067266702651978,1.9672542810440063,2.810096502304077,2.9507473707199097,3.393099784851074,3.4960235357284546,3.511660099029541,4.28769063949585,4.343832015991211,2.691502332687378,3.765276074409485,3.5922247171401978,3.8105130195617676,4.130157947540283,3.3484508991241455,4.9222471714019775,7.06147575378418,6.219966650009155,3.5483394861221313,,,,,,,,,,,
3.1947039365768433,2.3802937269210815,2.3816717863082886,2.0925880670547485,2.336589217185974,2.941411018371582,2.724055051803589,2.9277008771896362,2.0761663913726807,2.892168402671814,2.7726045846939087,2.8993254899978638,4.6131720542907715,3.475503921508789,6.78898811340332,3.207641124725342,4.530756711959839,5.792057514190674,7.335444688796997,4.9375,3.358999013900757,5.207414150238037,3.602191686630249,,,,,,,
3.129774332046509,2.2107062339782715,2.5327067375183105,2.689869523048401,2.9623336791992188,2.4454381465911865,2.78359591960907,2.8589911460876465,4.63077449798584,3.862607479095459,4.274335622787476,8.559715270996094,6.824965476989746,5.604457378387451,,,,,,,,,,,,,,,,
2.9662595987319946,2.9449753761291504,2.5602341890335083,2.3792704343795776,2.1872981786727905,2.536691427230835,3.7748013734817505,3.6669479608535767,4.742186069488525,4.134420156478882,4.426143169403076,4.972221851348877,3.7896902561187744,3.853375196456909,5.1424150466918945,,,,,,,,,,,,,,,
3.0682958364486694,2.1514132022857666,2.632509708404541,2.5708025693893433,2.3608473539352417,5.387003183364868,3.9252370595932007,5.4931910037994385,5.08296799659729,3.479439616203308,4.677560567855835,3.9889109134674072,6.322513103485107,3.234310269355774,3.5147416591644287,3.8173497915267944,3.9145933389663696,3.7134586572647095,4.739261627197266,3.7202746868133545,5.456108808517456,,,,,,,,,
2.8414162397384644,2.352503538131714,2.4044837951660156,3.881367325782776,4.158592462539673,3.5300649404525757,5.3111183643341064,5.0943944454193115,4.286944150924683,3.552313446998596,3.1176894903182983,3.747738242149353,4.10260272026062,,,,,,,,,,,,,,,,,
