0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2.739203095436096,2.486559748649597,2.98936665058136,4.057883620262146,4.370695114135742,3.804692268371582,3.688285708427429,2.966363787651062,3.3685604333877563,4.946950912475586,3.4145551919937134,3.9938807487487793,3.876814365386963,4.449833631515503,4.719841003417969,4.373259544372559,3.7114139795303345,3.2530157566070557,3.0165228843688965,2.2001901865005493,2.7285211086273193,4.169997692108154,3.061416745185852,,,,,,,,,,,,
3.215665578842163,2.5683982372283936,2.694810152053833,2.2690608501434326,2.3323923349380493,2.341093420982361,2.7888063192367554,4.363174676895142,3.771970748901367,3.340964913368225,2.9616352319717407,3.1532561779022217,3.4932076930999756,2.94490647315979,2.3754974603652954,3.03312885761261,5.9839701652526855,4.870072603225708,4.071753740310669,6.260283946990967,5.1496686935424805,6.285062313079834,4.578353643417358,4.204605579376221,4.344254970550537,4.947720289230347,6.580409526824951,,,,,,,,
3.1448841094970703,2.7263433933258057,4.333334684371948,4.006558895111084,3.2171032428741455,2.3184244632720947,2.9248138666152954,2.7852081060409546,4.752161741256714,3.2522577047348022,3.6172218322753906,3.9729740619659424,4.1380774974823,3.729183316230774,4.134221792221069,3.5008788108825684,3.8961000442504883,4.364938497543335,3.7134920358657837,5.787790060043335,6.269526958465576,,,,,,,,,,,,,,
3.310426354408264,2.7458192110061646,2.814260721206665,3.136383891105652,3.1987160444259644,4.221503019332886,4.004757761955261,6.268731355667114,3.979724884033203,4.502596616744995,3.8634724617004395,5.970416307449341,3.797925591468811,3.98868727684021,3.7382150888442993,5.249729633331299,4.091888189315796,4.482632637023926,5.73467230796814,6.391323089599609,4.18684720993042,4.57511568069458,,,,,,,,,,,,,
3.215932250022888,2.687614679336548,2.442381262779236,3.4640042781829834,3.714402437210083,4.830570459365845,3.688702702522278,3.8828736543655396,3.768202781677246,4.315547704696655,3.759487271308899,3.6593995094299316,3.7613407373428345,3.6666178703308105,4.1412999629974365,4.048042297363281,3.9006521701812744,3.7874330282211304,5.031099319458008,3.817413568496704,5.12450385093689,,,,,,,,,,,,,,
3.473783016204834,2.5466506481170654,3.258092999458313,3.4318443536758423,2.8751643896102905,3.1906869411468506,3.2154420614242554,2.9911041259765625,2.693586826324463,3.165067672729492,2.9357717037200928,2.9934072494506836,2.1650900840759277,2.3768410682678223,3.3508015871047974,4.211994647979736,3.7387410402297974,3.8434951305389404,4.439486742019653,4.246802806854248,6.199558258056641,4.928724527359009,6.333002805709839,,,,,,,,,,,,
3.702232241630554,3.2506433725357056,2.821395993232727,3.263466715812683,2.980511426925659,3.374309778213501,2.926010012626648,3.182654023170471,2.6954466104507446,2.316928505897522,2.9579055309295654,3.0237284898757935,2.8835246562957764,3.4071584939956665,4.369531869888306,3.9398940801620483,6.330930948257446,5.1496686935424805,4.792476654052734,,,,,,,,,,,,,,,,
3.314242959022522,2.538367986679077,2.3245924711227417,2.9559792280197144,2.8210984468460083,3.322122573852539,3.8210642337799072,4.836810827255249,4.0986857414245605,3.997118353843689,4.341785669326782,4.169842481613159,4.43416690826416,4.399890661239624,4.570463418960571,3.906400680541992,4.319228172302246,3.841219186782837,6.190630197525024,5.185560941696167,5.150232791900635,5.849026918411255,6.0608813762664795,6.373928546905518,5.078160762786865,,,,,,,,,,
3.4719101190567017,2.6722058057785034,2.5539737939834595,2.543528437614441,3.1545010805130005,3.4456241130828857,3.319070816040039,3.1960517168045044,4.837260484695435,3.9942195415496826,3.7915806770324707,4.26702094078064,4.388726711273193,4.098974704742432,3.9319878816604614,3.815716862678528,3.8051564693450928,6.330930948257446,,,,,,,,,,,,,,,,,
3.2466598749160767,2.5560587644577026,2.3325345516204834,2.89822781085968,3.0564016103744507,2.792084574699402,4.373316287994385,3.6925058364868164,3.7924314737319946,4.03569769859314,3.4743138551712036,4.045737981796265,4.338357210159302,3.9775009155273438,3.742059111595154,3.903117537498474,4.873836994171143,6.330930948257446,5.177274465560913,,,,,,,,,,,,,,,,
3.255320191383362,2.6516982316970825,2.3397462368011475,2.407345175743103,2.9413622617721558,3.072382926940918,4.341586589813232,3.899474859237671,3.842085123062134,4.335811614990234,4.261155843734741,3.7133219242095947,5.797452688217163,3.843375325202942,3.490570545196533,4.651191711425781,3.540603280067444,5.039099216461182,4.0986223220825195,6.244349241256714,5.910227060317993,,,,,,,,,,,,,,
3.204766869544983,2.67245090007782,2.3176000118255615,3.046134352684021,2.8716187477111816,3.1677340269088745,3.1331061124801636,4.218618869781494,4.752316236495972,3.659899950027466,4.0542943477630615,3.8553463220596313,3.959738850593567,4.542267084121704,4.24010705947876,3.831884264945984,3.8693904876708984,4.432295322418213,4.968572378158569,,,,,,,,,,,,,,,,
3.7320867776870728,2.67245090007782,2.3751140832901,2.575242757797241,3.16711688041687,3.657227039337158,3.103409767150879,3.269982933998108,3.190531849861145,3.287529468536377,6.202565908432007,4.385329008102417,4.11229944229126,4.895521402359009,4.343897819519043,4.747400283813477,4.314728260040283,6.330930948257446,5.817611217498779,2.3165453672409058,,,,,,,,,,,,,,,
3.3374907970428467,3.264721155166626,2.995094418525696,2.3385778665542603,2.5609225034713745,2.6701769828796387,3.3854774236679077,3.8435741662979126,3.5018272399902344,3.271243691444397,3.1609573364257812,3.368383526802063,2.8495922088623047,3.920049786567688,3.635751724243164,4.71990442276001,3.260432004928589,3.560405731201172,3.5758490562438965,3.896868348121643,3.3157657384872437,2.918328285217285,3.5891618728637695,2.961984634399414,3.1063355207443237,4.037966728210449,4.137195110321045,4.156205892562866,3.475992441177368,3.9361913204193115,6.247970342636108,5.544715881347656,,,
3.3636488914489746,4.092828989028931,6.157090663909912,5.035532474517822,3.846226692199707,4.883610963821411,3.809563398361206,4.191438913345337,3.239732503890991,3.263540744781494,2.6155630350112915,3.9454439878463745,3.6261016130447388,3.3467633724212646,3.2239776849746704,3.406619071960449,2.730543613433838,4.196926832199097,4.7182745933532715,3.933629274368286,3.1647210121154785,2.94490647315979,6.391323089599609,2.9941660165786743,2.1653889417648315,2.6462897062301636,2.5757126808166504,4.936013698577881,3.393900990486145,3.6860389709472656,5.434829950332642,,,,
2.745684504508972,2.920578718185425,3.712445020675659,2.943946361541748,3.529766798019409,2.389131188392639,3.197210192680359,3.2292836904525757,3.783788323402405,4.836810827255249,3.824265480041504,3.587191343307495,4.157139778137207,3.050463080406189,4.082052946090698,4.232020616531372,6.330930948257446,3.062980532646179,,,,,,,,,,,,,,,,,
3.204766869544983,2.376304268836975,3.0645594596862793,2.7255053520202637,3.0605733394622803,2.34907865524292,3.136768102645874,2.9657071828842163,4.373316287994385,3.9874842166900635,4.020274639129639,4.0818846225738525,4.086010932922363,3.7203325033187866,3.635751724243164,3.958236336708069,3.447665214538574,3.830615520477295,3.5968676805496216,5.254670143127441,6.542739629745483,5.84369683265686,4.950671672821045,,,,,,,,,,,,
3.2811362743377686,3.8381444215774536,3.285680890083313,4.066147089004517,6.244349241256714,4.642143249511719,4.792083024978638,4.301703929901123,2.6930865049362183,3.265766978263855,3.532885432243347,3.0150407552719116,2.8389458656311035,4.488461971282959,3.2559146881103516,2.5392909049987793,3.012601137161255,3.0930360555648804,3.3675944805145264,4.759155511856079,5.138301372528076,4.127093076705933,4.111171245574951,3.9476423263549805,3.6580729484558105,3.2800904512405396,3.76083242893219,3.2149981260299683,3.2199736833572388,5.789281845092773,4.608777761459351,2.165357232093811,,,
2.994974374771118,2.5398831367492676,2.767869710922241,3.657811760902405,3.223198890686035,4.340449810028076,4.323804616928101,3.2733843326568604,3.966654896736145,4.947720289230347,4.583058834075928,3.40358829498291,3.738942503929138,4.501640558242798,4.449833631515503,6.330930948257446,4.838780164718628,6.096055030822754,3.4828847646713257,3.58754301071167,4.30460000038147,,,,,,,,,,,,,,
2.9472227096557617,2.9949151277542114,3.7029253244400024,3.284652352333069,3.054080605506897,3.4499770402908325,3.850412607192993,4.0366530418396,2.9237321615219116,2.334549307823181,3.375010848045349,2.575571656227112,4.138897657394409,4.769805431365967,3.980569005012512,2.9164950847625732,4.370779275894165,4.585950613021851,6.244349241256714,4.948357343673706,5.11813759803772,4.056692361831665,3.06358003616333,3.6285260915756226,3.1705100536346436,5.95946192741394,4.303325891494751,,,,,,,,
3.259726881980896,2.743420958518982,2.3248218297958374,2.5785069465637207,2.7785377502441406,2.34522020816803,3.2169318199157715,4.325384616851807,4.0855865478515625,3.6667442321777344,3.936729073524475,3.317746877670288,3.415821671485901,3.216146945953369,4.0201497077941895,3.2452913522720337,4.41439151763916,3.896868348121643,3.5181561708450317,4.307332992553711,4.264390468597412,5.7059948444366455,5.129310607910156,5.255319833755493,6.286731243133545,6.9591896533966064,,,,,,,,,
3.209197163581848,2.845025897026062,2.8761367797851562,2.9142321348190308,2.9586446285247803,3.4281067848205566,4.850763559341431,3.850412607192993,3.981940984725952,2.7583476305007935,2.3226672410964966,2.8486326932907104,2.456416130065918,3.258733034133911,3.6301156282424927,3.7981913089752197,5.767788887023926,3.790881395339966,4.769335508346558,4.896173715591431,3.5830756425857544,4.199941635131836,3.7057883739471436,3.984107732772827,4.051204442977905,6.330930948257446,,,,,,,,,
2.613298177719116,2.3325345516204834,2.442381262779236,3.5631463527679443,3.2022852897644043,3.8720849752426147,2.9031323194503784,2.832206964492798,3.649896264076233,3.73909068107605,3.1056618690490723,2.67670738697052,3.250120162963867,2.814260721206665,2.9212639331817627,3.0436304807662964,3.6171622276306152,4.83087682723999,4.26978874206543,6.270961284637451,4.838379621505737,3.9392552375793457,6.34290623664856,4.91422438621521,,,,,,,,,,,
2.94490647315979,2.534952402114868,3.361917018890381,3.874368190765381,2.9608073234558105,2.9506765604019165,3.356802821159363,4.747844219207764,3.0667967796325684,3.2149304151535034,4.317248582839966,3.847299814224243,3.396398186683655,4.364808082580566,4.890907526016235,4.766003847122192,4.014663338661194,4.003868818283081,3.738899350166321,3.7127432823181152,6.153514385223389,5.270793914794922,5.6020684242248535,,,,,,,,,,,,
3.0535154342651367,2.567749261856079,2.585309863090515,2.573921799659729,2.9835067987442017,2.0471230149269104,3.6132456064224243,3.6402446031570435,3.2454203367233276,2.7508461475372314,3.3325185775756836,3.716047763824463,3.5583544969558716,4.41439151763916,4.013490438461304,3.827159881591797,3.608365297317505,3.107035517692566,3.3631287813186646,3.6210479736328125,2.5096455812454224,3.427500009536743,2.9915390014648438,3.1478089094161987,4.841431379318237,4.419127464294434,5.909098386764526,5.4147539138793945,5.970416307449341,4.168177604675293,,,,,
