0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2.96419620513916,2.9174574613571167,2.5399452447891235,2.1752562522888184,2.397058606147766,2.686801552772522,2.5122796297073364,4.030565500259399,3.841321349143982,3.507401466369629,3.2482845783233643,3.7709293365478516,3.3302838802337646,3.4500256776809692,3.9547659158706665,5.431813955307007,5.401318550109863,6.591750860214233,3.6843526363372803,4.738539218902588,4.234595060348511,4.1001914739608765,6.575489282608032,4.791463851928711,3.147771716117859,,,,,,,,,,,,
2.99838924407959,2.3966764211654663,2.0894025564193726,2.2769306898117065,2.153325080871582,1.9687607288360596,2.089038133621216,2.742922067642212,2.8840442895889282,2.570540189743042,2.785662889480591,4.162515640258789,3.182671546936035,3.0469850301742554,3.171594262123108,3.812050223350525,3.6964926719665527,3.4887315034866333,3.243830919265747,5.702462434768677,5.562552213668823,,,,,,,,,,,,,,,,
3.2547062635421753,2.4515572786331177,2.3391698598861694,2.651555299758911,2.4086655378341675,2.447638154029846,2.7962892055511475,2.4903345108032227,2.6469255685806274,2.167176365852356,2.2731761932373047,4.1243250370025635,5.2816526889801025,5.372065544128418,4.121229887008667,5.492354393005371,4.786891937255859,3.97687029838562,3.6294169425964355,3.68214213848114,4.141286849975586,3.5425106287002563,5.934293746948242,,,,,,,,,,,,,,
2.99847674369812,4.832882404327393,4.1760594844818115,3.2760283946990967,2.431602954864502,2.096685767173767,2.3915237188339233,2.6172646284103394,2.438528299331665,3.043422222137451,3.9611313343048096,2.9426931142807007,3.3045085668563843,2.6849194765090942,2.9771710634231567,2.8202357292175293,3.8113772869110107,4.871638774871826,5.709049940109253,,,,,,,,,,,,,,,,,,
2.7371822595596313,2.698230504989624,2.375365972518921,2.1788201332092285,2.004117012023926,2.0778650045394897,2.456231117248535,2.3489948511123657,2.463076114654541,2.465315103530884,2.529485821723938,3.776296377182007,6.030506610870361,5.783904075622559,3.8439459800720215,4.384918928146362,3.417710304260254,6.214879035949707,3.6404725313186646,3.3764132261276245,3.005481243133545,4.280985116958618,3.915924549102783,3.1525535583496094,3.3933732509613037,4.852593660354614,,,,,,,,,,,
2.9677419662475586,1.8927429914474487,2.3912715911865234,2.896053194999695,2.9380292892456055,2.8064932823181152,4.300211429595947,3.279121160507202,4.8072826862335205,6.486582040786743,4.379596471786499,3.680790901184082,5.025779485702515,4.453247785568237,3.662874221801758,3.9454030990600586,3.626499056816101,4.158464193344116,3.3011317253112793,7.530627727508545,,,,,,,,,,,,,,,,,
3.578626036643982,3.1296786069869995,2.8796814680099487,3.0627511739730835,2.3561301231384277,2.5488739013671875,2.43903386592865,2.899203300476074,2.6976808309555054,2.4493077993392944,5.574721813201904,3.95322847366333,3.571629762649536,5.408844947814941,3.784052610397339,5.678772926330566,3.3289300203323364,4.292635440826416,3.3903732299804688,3.7903547286987305,4.291223049163818,,,,,,,,,,,,,,,,
2.9675689935684204,2.394632577896118,2.3516565561294556,2.107694983482361,2.276770830154419,2.461651086807251,2.718574047088623,2.6531392335891724,2.768494129180908,2.722752809524536,2.5848153829574585,5.293880462646484,3.9555094242095947,3.103459119796753,4.450228214263916,4.7358949184417725,3.3686141967773438,3.1476181745529175,5.540266752243042,3.702452540397644,6.314014911651611,3.5688236951828003,,,,,,,,,,,,,,,
3.20206356048584,2.0980019569396973,2.7061378955841064,2.949366807937622,2.540092945098877,3.0878047943115234,2.7045763731002808,2.909479260444641,2.3555781841278076,2.9875683784484863,5.753589630126953,3.9362446069717407,5.3835060596466064,5.31629753112793,6.817659616470337,4.068089723587036,3.640574336051941,4.363502502441406,4.169323921203613,3.42502224445343,3.289026141166687,3.517024278640747,5.811813116073608,5.711341381072998,,,,,,,,,,,,,
2.8726295232772827,2.236261487007141,2.1816965341567993,2.244383692741394,2.4607176780700684,2.099411725997925,2.409213662147522,2.127155303955078,2.5589144229888916,6.981571674346924,4.871474266052246,5.430467844009399,3.9225707054138184,3.830338478088379,3.706996440887451,3.3758511543273926,3.1124541759490967,3.099852204322815,2.9917467832565308,3.5149171352386475,5.960371971130371,4.618879079818726,6.008801698684692,6.938504934310913,5.296260595321655,4.506213665008545,4.977936267852783,,,,,,,,,,
2.3990941047668457,2.9157639741897583,2.038389801979065,2.5040875673294067,3.107534170150757,2.631721258163452,2.697872757911682,2.8150432109832764,5.888869524002075,3.0899503231048584,5.027251482009888,3.2564815282821655,2.8724138736724854,6.071089506149292,3.6603301763534546,4.363424301147461,4.063527584075928,3.875695586204529,3.3226006031036377,4.00165581703186,7.104203224182129,2.8535773754119873,,,,,,,,,,,,,,,
3.5633805990219116,2.1100062131881714,2.4538453817367554,3.3522133827209473,2.582778811454773,3.5966862440109253,3.1252644062042236,2.430395007133484,2.1585289239883423,3.574541211128235,2.4947903156280518,2.9674861431121826,3.0960928201675415,3.2361003160476685,7.413496494293213,8.344268798828125,5.006815195083618,4.177485227584839,3.6721854209899902,3.9418275356292725,5.491058111190796,4.0107070207595825,7.3879923820495605,6.300783157348633,4.6984007358551025,3.7385812997817993,,,,,,,,,,,
3.2482845783233643,2.827392101287842,2.7058452367782593,2.416175961494446,2.8826295137405396,2.441433548927307,2.228853464126587,2.0759270191192627,1.9576903581619263,2.581755518913269,2.8442928791046143,3.2241328954696655,5.22179913520813,9.520111083984375,3.793752431869507,6.604109525680542,5.06916356086731,3.717219591140747,4.112832307815552,6.6117775440216064,5.108644723892212,,,,,,,,,,,,,,,,
2.205695390701294,2.0375458002090454,2.168686270713806,1.8177326321601868,3.1250354051589966,3.4742032289505005,3.6419217586517334,2.6556447744369507,3.614363431930542,2.9950454235076904,2.949828267097473,2.604996085166931,2.479191541671753,2.3044952154159546,2.7335221767425537,5.2444469928741455,4.303532838821411,4.724402904510498,3.7753806114196777,3.4566012620925903,6.914582967758179,3.880175828933716,3.5903109312057495,3.453630566596985,,,,,,,,,,,,,
3.1910349130630493,2.400611639022827,2.2242491245269775,2.6722058057785034,2.880026936531067,2.661372423171997,2.1201016902923584,1.8230667114257812,5.815006494522095,5.409458875656128,3.635416626930237,3.7935653924942017,5.383870363235474,4.36698842048645,4.635457992553711,4.995307683944702,4.081048011779785,4.085740089416504,4.177075147628784,3.453571081161499,3.849129796028137,3.254143476486206,3.516045928001404,4.364152908325195,6.8127195835113525,,,,,,,,,,,,
3.257307291030884,2.805975317955017,1.9902555346488953,2.2963054180145264,2.4047091007232666,2.4609131813049316,2.337044835090637,2.1472357511520386,2.4858484268188477,2.7817540168762207,2.613872528076172,2.683160901069641,2.8855563402175903,3.021952986717224,3.790881395339966,5.445293426513672,3.976905941963196,5.702462434768677,3.710601806640625,3.4834192991256714,6.113738775253296,7.95850396156311,4.207495927810669,3.78443443775177,3.4953982830047607,,,,,,,,,,,,
1.7781695127487183,3.0349459648132324,2.606454610824585,2.300224542617798,3.684139132499695,5.702958822250366,4.964862823486328,3.903133273124695,3.179152011871338,2.9675852060317993,4.4989776611328125,3.661325454711914,1.9446284770965576,2.749820828437805,3.120829224586487,4.8273704051971436,3.2703174352645874,8.801628112792969,3.9998769760131836,3.034126043319702,3.1991809606552124,4.0110156536102295,,,,,,,,,,,,,,,
2.9928618669509888,2.169352173805237,2.109638810157776,2.1333919763565063,2.3656065464019775,2.7387529611587524,2.4966673851013184,2.5567431449890137,2.4341087341308594,2.4669435024261475,2.700194478034973,3.662938356399536,5.2068586349487305,4.166811943054199,4.304387807846069,3.8950880765914917,3.405182361602783,4.514056444168091,6.417210340499878,,,,,,,,,,,,,,,,,,
2.3966764211654663,2.0284979343414307,2.963777184486389,3.556536316871643,3.4546549320220947,2.9508806467056274,2.855883479118347,5.820167064666748,4.201186418533325,3.7767080068588257,3.2001134157180786,2.9842609167099,2.7970629930496216,2.535945415496826,2.745415687561035,3.7130764722824097,4.902343034744263,3.8394484519958496,3.8144389390945435,4.076696157455444,5.336456298828125,,,,,,,,,,,,,,,,
2.236093044281006,2.1061452627182007,2.5678563117980957,3.0564448833465576,3.28545081615448,2.462075352668762,2.5554357767105103,2.44049072265625,3.2971099615097046,3.369765877723694,2.145360231399536,3.086883306503296,2.3899818658828735,2.8525995016098022,3.2792783975601196,3.832364559173584,3.3703359365463257,3.3669687509536743,3.664793014526367,6.6276326179504395,4.557134628295898,4.3013036251068115,3.6036583185195923,4.19240403175354,7.2065818309783936,3.2544498443603516,,,,,,,,,,,
3.254531979560852,2.3966764211654663,2.2290960550308228,2.9049806594848633,2.4251807928085327,2.8389312028884888,2.918973207473755,2.6753982305526733,2.1744136810302734,2.8488608598709106,5.103524446487427,5.9133830070495605,5.172314167022705,4.8687779903411865,3.483810782432556,5.2847678661346436,4.919519662857056,3.8870372772216797,3.994110107421875,4.199965476989746,4.271770477294922,4.0590980052948,5.348913192749023,4.383052587509155,,,,,,,,,,,,,
2.396630644798279,3.061476230621338,3.367978572845459,2.5982720851898193,2.8983752727508545,3.6679983139038086,2.7257760763168335,2.406868577003479,3.9814369678497314,4.017686128616333,4.170269966125488,3.797693610191345,3.256503939628601,2.7548649311065674,2.5955170392990112,4.155377626419067,3.762395977973938,3.9971975088119507,2.980743169784546,3.63374125957489,5.832371950149536,4.686357498168945,5.401318550109863,2.995100259780884,2.372767925262451,3.671160936355591,,,,,,,,,,,
3.0504672527313232,2.3912159204483032,2.1908628940582275,1.865450918674469,2.210059642791748,2.5891103744506836,2.4036203622817993,2.4692078828811646,2.540666699409485,5.793049335479736,3.300198197364807,3.7261762619018555,3.395440936088562,4.347853660583496,4.05267333984375,4.371229410171509,3.5468159914016724,3.099533796310425,3.490559697151184,3.8180174827575684,,,,,,,,,,,,,,,,,
2.6957958936691284,2.35654354095459,2.6078691482543945,2.5373533964157104,2.3808776140213013,2.1213513612747192,5.430100917816162,5.539956569671631,4.958544492721558,3.8860018253326416,3.71098256111145,2.7526336908340454,5.838851690292358,3.796881675720215,5.4417877197265625,3.952614188194275,3.2717363834381104,3.292980194091797,2.8258302211761475,2.75596022605896,2.8145227432250977,3.4189337491989136,3.2507938146591187,3.081283450126648,4.311516046524048,,,,,,,,,,,,
8.148040056228638,3.2482845783233643,2.3963781595230103,2.651555299758911,2.991470694541931,3.1399829387664795,1.979080080986023,2.4124653339385986,3.1826653480529785,2.4069539308547974,6.986361026763916,4.75703501701355,4.88990330696106,3.283426523208618,3.630281448364258,3.5061700344085693,5.709607124328613,3.2523752450942993,3.817692756652832,,,,,,,,,,,,,,,,,,
3.2020848989486694,2.3561331033706665,2.8717881441116333,2.6364359855651855,2.689350962638855,3.130307912826538,2.4700286388397217,3.0205875635147095,4.09565806388855,4.442732334136963,4.13170599937439,3.280863404273987,5.8191282749176025,4.432886600494385,5.885666847229004,6.409905195236206,3.3916956186294556,3.983980894088745,4.568443059921265,,,,,,,,,,,,,,,,,,
2.459678888320923,2.437027931213379,2.12005352973938,3.0910794734954834,2.8728134632110596,3.651822090148926,2.762287974357605,3.1236687898635864,6.512418508529663,4.785717725753784,2.989341139793396,3.479058027267456,2.981358766555786,7.189199209213257,3.9708138704299927,4.003126740455627,6.6117775440216064,3.579617738723755,3.372072696685791,5.637634754180908,3.834072470664978,3.9002853631973267,4.2843804359436035,3.8086315393447876,5.080181121826172,4.3856894969940186,2.8064932823181152,,,,,,,,,,
2.738185167312622,2.7400954961776733,2.228142738342285,3.689415216445923,2.2734005451202393,3.088272213935852,2.9373940229415894,3.1722365617752075,5.815006494522095,3.352208137512207,7.982803583145142,5.3255860805511475,3.7527254819869995,3.256339192390442,2.8963406085968018,3.1182861328125,2.9830360412597656,2.3963781595230103,2.798362970352173,2.9448639154434204,2.9563212394714355,4.777676343917847,4.27055549621582,3.70434832572937,3.9855313301086426,6.322484254837036,4.204406499862671,,,,,,,,,,
3.6574448347091675,3.0742586851119995,3.2977157831192017,2.806300401687622,2.3397462368011475,2.201870322227478,3.4479199647903442,2.4102203845977783,4.727601528167725,2.9153698682785034,5.318181276321411,6.803532838821411,4.76526141166687,3.2697014808654785,4.1096508502960205,3.107778549194336,2.506216287612915,3.016447424888611,5.433265447616577,3.7810927629470825,5.834517955780029,5.027251482009888,4.000133991241455,,,,,,,,,,,,,,
2.3966764211654663,1.83780038356781,3.03782057762146,2.8181304931640625,3.5178606510162354,2.6978416442871094,5.812269687652588,3.0051063299179077,4.349048614501953,3.8091760873794556,3.0876824855804443,2.8850420713424683,2.1642616987228394,2.4705344438552856,2.338313937187195,2.6501258611679077,2.3958886861801147,5.2369468212127686,6.507507085800171,3.2321382761001587,4.02298903465271,3.748273730278015,3.41026508808136,4.694497346878052,2.458756446838379,3.2589393854141235,2.9009417295455933,3.4758341312408447,,,,,,,,,
3.685817003250122,2.66171133518219,2.7351324558258057,3.927718758583069,2.305806875228882,2.1896716356277466,2.720193386077881,2.006430506706238,2.46526563167572,2.9988954067230225,7.219324350357056,5.342171669006348,7.3927130699157715,4.418215990066528,5.794031143188477,3.246641516685486,5.636691093444824,4.118595123291016,4.275164842605591,3.664401650428772,3.2557642459869385,3.8956748247146606,4.946872711181641,3.2572096586227417,4.800365209579468,3.198922872543335,,,,,,,,,,,
2.7274484634399414,2.363449215888977,2.409043312072754,2.402242422103882,2.0862894654273987,2.0153908133506775,2.529360771179199,2.246130108833313,3.954466223716736,3.52375864982605,4.816648483276367,6.855321645736694,3.7752106189727783,2.978266716003418,3.2897870540618896,2.9428170919418335,3.2040969133377075,5.54910135269165,3.872782588005066,4.005146861076355,4.249088764190674,3.2428932189941406,4.439001560211182,3.1847041845321655,4.747759580612183,3.1085788011550903,4.1553637981414795,3.5356550216674805,3.1978358030319214,4.22068977355957,3.5366549491882324,,,,,,
2.3974242210388184,2.149130344390869,2.1496920585632324,2.1154316663742065,3.6069101095199585,1.988393485546112,2.251019597053528,3.1229716539382935,3.8751089572906494,3.4520270824432373,5.787760972976685,3.77522075176239,3.84064257144928,6.863522529602051,3.072593569755554,2.2142932415008545,2.637046694755554,3.246769070625305,2.902253031730652,2.762593150138855,4.586631536483765,4.090607643127441,4.155429363250732,3.534905433654785,3.6794646978378296,3.535195827484131,2.9314829111099243,,,,,,,,,,
2.390960693359375,2.1708489656448364,2.402291774749756,2.685442328453064,3.807957887649536,3.648349642753601,2.7885957956314087,2.52341091632843,2.742792010307312,3.8656864166259766,3.6398030519485474,3.2624151706695557,5.307782173156738,4.364555835723877,4.726425409317017,3.172863245010376,3.5142500400543213,2.6327396631240845,2.660878300666809,5.403688907623291,2.992416024208069,2.923598527908325,2.557577133178711,2.6200931072235107,2.858566403388977,2.731919527053833,7.134328126907349,,,,,,,,,,
2.159369111061096,3.1417784690856934,3.583670973777771,3.046423554420471,3.251851201057434,2.783823013305664,2.5564005374908447,2.1901925802230835,3.705905318260193,2.938527226448059,2.685988426208496,2.3480714559555054,2.9971944093704224,6.2340593338012695,4.2016847133636475,3.7740607261657715,4.4785380363464355,4.634784936904907,4.422260761260986,4.2331156730651855,,,,,,,,,,,,,,,,,
2.4597264528274536,2.1403874158859253,2.1442949771881104,1.7704759240150452,3.518874764442444,2.8872063159942627,2.739344596862793,3.2599449157714844,3.5968594551086426,2.7142276763916016,5.328758478164673,4.110295295715332,2.936614155769348,6.976848125457764,3.008927345275879,2.295262575149536,2.6509209871292114,3.819393515586853,4.221690654754639,2.3827558755874634,5.724355459213257,4.049038052558899,4.099734544754028,3.9859726428985596,,,,,,,,,,,,,
