0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3.819831967353821,2.7632983922958374,2.1892117261886597,2.316352605819702,3.250724673271179,3.4712940454483032,3.814273238182068,2.7938724756240845,2.41574227809906,2.2648457288742065,3.0783884525299072,4.157445907592773,4.071256637573242,4.591876029968262,3.937703013420105,4.960167407989502,4.440781116485596,5.3903114795684814,4.998079299926758,4.287987232208252,6.376452684402466,,,,,,,,,,,,,,,,,,
2.6176235675811768,3.777663826942444,3.910692811012268,3.580187439918518,3.502365231513977,4.199355363845825,2.7886693477630615,2.294442057609558,2.3184287548065186,3.681473731994629,3.2208646535873413,3.9295103549957275,4.966064453125,4.988588571548462,5.290617227554321,4.7832794189453125,3.614631175994873,3.2206602096557617,4.43560791015625,3.7636057138442993,5.930225610733032,3.504117250442505,3.829762101173401,3.033413290977478,4.580217599868774,5.06730318069458,,,,,,,,,,,,,
3.631493926048279,3.6299365758895874,2.7636353969573975,2.463559865951538,3.2863861322402954,3.1404370069503784,3.3463467359542847,2.697360873222351,2.070665955543518,2.95156729221344,4.938121795654297,4.407627105712891,4.3059704303741455,6.7886927127838135,4.111035585403442,3.8772525787353516,5.690257787704468,5.067104339599609,4.879435300827026,4.8827805519104,6.311657905578613,,,,,,,,,,,,,,,,,,
3.7545493841171265,2.8444794416427612,2.7413594722747803,3.4891492128372192,3.3268470764160156,2.8059651851654053,2.5545496940612793,2.43207848072052,2.4520773887634277,2.181832194328308,3.0161983966827393,3.2805970907211304,3.352234959602356,3.3155628442764282,6.344872713088989,5.22963547706604,3.9099230766296387,3.7723389863967896,5.075848340988159,4.878113746643066,6.376452684402466,,,,,,,,,,,,,,,,,,
3.2563925981521606,2.691502332687378,2.3342714309692383,2.110160231590271,2.2134392261505127,3.141486406326294,2.7235453128814697,3.1592854261398315,3.0528644323349,2.6945987939834595,2.648502469062805,3.0609580278396606,4.935741662979126,3.8877639770507812,4.1367316246032715,3.545064330101013,3.942032217979431,6.425118446350098,4.790351629257202,4.88990330696106,3.675085425376892,4.146536111831665,,,,,,,,,,,,,,,,,
3.220797300338745,2.3322068452835083,2.3791310787200928,3.7780404090881348,3.2739142179489136,3.6066904067993164,3.4969269037246704,2.900562882423401,4.071836590766907,3.932206392288208,4.250680685043335,6.234612226486206,4.865536451339722,5.147910833358765,7.3143980503082275,5.370704412460327,2.934130311012268,3.926656484603882,4.922534704208374,4.168319225311279,4.022343158721924,,,,,,,,,,,,,,,,,,
2.998580813407898,2.814028263092041,2.8345718383789062,2.478261947631836,2.8534536361694336,2.5690231323242188,2.5939626693725586,2.2925679683685303,3.7752106189727783,3.2526614665985107,4.144419431686401,3.888872981071472,3.2268718481063843,4.524724245071411,3.3754438161849976,4.145167946815491,5.974339962005615,4.418959140777588,6.346757650375366,4.277005434036255,4.178738355636597,3.684975266456604,,,,,,,,,,,,,,,,,
3.094582200050354,2.8527849912643433,2.6844288110733032,2.746305465698242,2.4458703994750977,2.668997287750244,2.2917847633361816,3.984382152557373,3.2302924394607544,3.807220935821533,3.359234571456909,4.46201491355896,3.5523446798324585,3.5337847471237183,4.544797658920288,3.3759942054748535,7.205054759979248,4.838780164718628,3.9794598817825317,4.815416097640991,4.8781492710113525,4.562272071838379,5.854589223861694,,,,,,,,,,,,,,,,
3.2563925981521606,2.441341996192932,2.8853750228881836,2.6137672662734985,2.283818483352661,3.132149338722229,6.569728851318359,3.810864806175232,3.448179841041565,4.896458625793457,4.1904377937316895,3.7738893032073975,3.5765926837921143,4.398128271102905,5.370811939239502,3.836808443069458,3.72952663898468,4.334721565246582,7.373528242111206,3.5484288930892944,4.859333038330078,,,,,,,,,,,,,,,,,,
2.8059710264205933,2.329842686653137,2.667109251022339,2.3947967290878296,3.8318883180618286,3.4677345752716064,4.158644437789917,3.5479483604431152,3.5740597248077393,4.10605001449585,5.047868490219116,6.8549628257751465,4.980092763900757,4.27855658531189,5.239629745483398,5.713954210281372,,,,,,,,,,,,,,,,,,,,,,,
