0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3.1034488677978516,2.926276206970215,2.3564590215682983,2.8845627307891846,2.84613573551178,4.632066965103149,6.0545408725738525,3.307702898979187,3.5327248573303223,4.895455598831177,3.305130362510681,4.613828420639038,5.4567670822143555,5.01936936378479,4.729439735412598,,,,,,,,,,,,,,,,,
3.099328875541687,2.235090136528015,1.9532852172851562,3.01579749584198,2.715201735496521,2.6364541053771973,2.6594187021255493,4.6246726512908936,3.8571150302886963,3.5402843952178955,4.244074821472168,3.179992914199829,,,,,,,,,,,,,,,,,,,,
3.129802107810974,2.4493508338928223,2.1514132022857666,1.9436379671096802,2.9268938302993774,2.708778977394104,2.8756457567214966,3.7922322750091553,3.7607396841049194,3.6488953828811646,3.5732693672180176,3.2247769832611084,3.6570873260498047,4.844174146652222,4.363202333450317,5.514752149581909,5.873683929443359,5.880096673965454,6.338699817657471,,,,,,,,,,,,,
3.5511274337768555,2.689512610435486,3.3171077966690063,5.9095377922058105,3.7134586572647095,4.630828619003296,2.9446630477905273,2.6939268112182617,2.744919180870056,2.4786754846572876,2.218010902404785,2.5372300148010254,4.918689250946045,4.026416778564453,3.42605197429657,3.6910343170166016,3.0616254806518555,2.0899609327316284,2.4425944089889526,,,,,,,,,,,,,
3.0875823497772217,2.4451379776000977,2.075635313987732,3.8898606300354004,3.6384867429733276,3.2306874990463257,2.903696656227112,3.0766279697418213,6.786243677139282,4.527062177658081,4.784200191497803,6.800602436065674,4.041592121124268,3.846313714981079,6.018631219863892,,,,,,,,,,,,,,,,,
3.902798652648926,2.9683263301849365,2.3816717863082886,2.4614312648773193,3.1786997318267822,4.474796295166016,3.569131374359131,3.08682382106781,4.649505376815796,3.612950325012207,5.637341499328613,3.44894802570343,4.763581275939941,3.375199317932129,4.8164451122283936,,,,,,,,,,,,,,,,,
3.0880486965179443,2.5416579246520996,2.184678077697754,2.6724448204040527,2.5974783897399902,3.678991675376892,5.781383991241455,5.037446975708008,3.83626925945282,3.3338788747787476,5.804925918579102,4.039698362350464,4.097440719604492,3.723050355911255,,,,,,,,,,,,,,,,,,
5.010116815567017,4.491642236709595,2.94382643699646,5.140191555023193,3.072863459587097,2.46552574634552,2.4178884029388428,2.846347451210022,4.3653786182403564,3.5157713890075684,3.473716616630554,3.2977641820907593,2.3564590215682983,2.244349718093872,2.2894307374954224,2.9428772926330566,3.134773850440979,3.482703924179077,3.166353702545166,3.1008970737457275,6.400675535202026,3.6201112270355225,3.726911187171936,5.502850294113159,4.063529014587402,,,,,,,
3.1307947635650635,2.518434524536133,2.470363736152649,2.683886766433716,2.8056358098983765,2.0607340335845947,2.2588895559310913,2.850227952003479,3.786904215812683,3.547514796257019,5.214370012283325,4.895534992218018,4.62797474861145,4.66439414024353,3.8255199193954468,8.467976093292236,5.047954559326172,,,,,,,,,,,,,,,
3.2386921644210815,2.8508609533309937,3.8510284423828125,4.660370349884033,3.4022045135498047,4.787832498550415,4.1238462924957275,4.700307607650757,8.816650867462158,5.313420295715332,3.0878031253814697,2.356664299964905,2.692362904548645,2.5826178789138794,4.6125807762146,4.10395884513855,3.2599902153015137,5.707095384597778,4.29488468170166,3.821447253227234,3.530801296234131,4.910941123962402,4.535928726196289,4.139195442199707,,,,,,,,
