0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2.9109983444213867,3.355660319328308,2.158655047416687,2.943981885910034,2.625259280204773,2.489906668663025,3.193711996078491,3.1564743518829346,5.055089712142944,5.112108945846558,3.789362668991089,3.0102628469467163,3.2727437019348145,4.9343321323394775,3.113247871398926,4.030957460403442,,,,,,,,,,,,,,,
2.8990325927734375,2.521072268486023,2.4715182781219482,2.684603452682495,2.748328924179077,3.6663284301757812,2.963200092315674,3.4661113023757935,5.974339962005615,4.640903472900391,4.8681535720825195,4.84215521812439,3.502707600593567,2.967226028442383,3.0891058444976807,2.9105277061462402,3.955977439880371,4.380579710006714,3.735892415046692,4.122266530990601,,,,,,,,,,,
2.8615291118621826,4.366053819656372,3.437879204750061,3.4517937898635864,5.614913702011108,6.024679183959961,5.011137247085571,2.978000283241272,2.4451379776000977,2.832155704498291,2.119312107563019,2.879160761833191,4.877039194107056,3.645600199699402,3.7004973888397217,2.766359329223633,4.064671993255615,7.3758015632629395,4.253243446350098,3.1418426036834717,3.5180777311325073,2.817688465118408,5.36520528793335,3.7600865364074707,4.401602029800415,4.821851491928101,5.207414150238037,,,,
2.6936038732528687,2.060583710670471,2.862286925315857,3.205216407775879,3.434386730194092,2.680669665336609,2.5530471801757812,3.861268162727356,4.852385520935059,3.1478869915008545,2.4290584325790405,3.681113362312317,3.5163947343826294,3.6417163610458374,3.2566245794296265,5.150333642959595,4.193134307861328,8.482271194458008,5.614651918411255,3.7085726261138916,,,,,,,,,,,
3.2251856327056885,3.1815876960754395,2.3208142518997192,2.8464053869247437,2.531118631362915,2.433397650718689,2.312854051589966,5.821712493896484,5.13487982749939,3.872918963432312,4.425007343292236,5.421867609024048,3.9411308765411377,4.642323970794678,,,,,,,,,,,,,,,,,
3.0682843923568726,2.7779996395111084,2.2053674459457397,2.0008803606033325,2.5269615650177,2.5640180110931396,2.8717730045318604,2.746700644493103,2.864990472793579,2.5284531116485596,5.564112663269043,3.547035813331604,3.627597451210022,5.168055534362793,4.4968202114105225,5.499346733093262,4.724755048751831,3.698135018348694,4.620981454849243,,,,,,,,,,,,
3.1740355491638184,2.9210453033447266,3.115669846534729,4.068460702896118,3.8655519485473633,4.80353045463562,6.1428749561309814,5.031166315078735,5.387003183364868,3.8496240377426147,6.9990222454071045,2.6710537672042847,2.4457446336746216,3.7598979473114014,3.4328536987304688,3.081283450126648,3.4770225286483765,3.1150659322738647,4.966419696807861,6.372061729431152,,,,,,,,,,,
2.9682393074035645,2.4949322938919067,2.7130643129348755,2.636558413505554,6.5205607414245605,4.161370038986206,7.377953290939331,3.529973030090332,4.681441783905029,3.2416305541992188,5.685251951217651,3.0447888374328613,4.82165002822876,3.861034870147705,4.455305576324463,4.739758491516113,,,,,,,,,,,,,,,
3.0232462882995605,2.263794422149658,2.280940055847168,2.127513289451599,2.6794755458831787,2.303350806236267,2.632416605949402,4.617701530456543,3.552054762840271,5.260768413543701,3.4193084239959717,4.095544815063477,4.767502307891846,3.1453438997268677,3.0686079263687134,4.96685791015625,3.83719539642334,3.711544394493103,3.424037218093872,,,,,,,,,,,,
2.9439868927001953,2.672235608100891,2.402055263519287,2.0768104791641235,2.3209242820739746,2.3439178466796875,5.225382089614868,4.404318809509277,3.4208227396011353,3.825340747833252,5.262919902801514,3.251446485519409,4.679346323013306,5.685251951217651,3.77447772026062,3.061680555343628,3.4145063161849976,3.9068758487701416,5.257380723953247,,,,,,,,,,,,
