0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
3.2019784450531006,3.335318922996521,3.2014474868774414,4.92388129234314,4.263304710388184,3.8115193843841553,4.137906312942505,4.780097246170044,7.032716512680054,6.24338698387146,3.3065966367721558,,,,,,,,,,,,,,,,,,,,,,,
3.229266047477722,6.8301591873168945,6.390483379364014,5.049027681350708,3.1865473985671997,2.8211841583251953,4.8548808097839355,4.726375102996826,3.7430880069732666,4.984633445739746,3.095416784286499,3.3101991415023804,3.5244414806365967,,,,,,,,,,,,,,,,,,,,,
3.0082114934921265,4.089533805847168,3.3413244485855103,3.256430983543396,4.717231750488281,3.864029049873352,3.508047342300415,3.176517128944397,3.985964059829712,4.663207054138184,4.627421617507935,4.085130214691162,3.6604344844818115,6.02344822883606,6.2257561683654785,7.09174108505249,6.386357545852661,6.906217098236084,,,,,,,,,,,,,,,,
3.63094162940979,3.1034488677978516,5.095056772232056,4.468501806259155,5.797102928161621,4.152597427368164,4.1920249462127686,4.345208644866943,5.075160980224609,5.9332945346832275,4.959293365478516,4.091298580169678,6.102601766586304,4.448777198791504,4.198074817657471,,,,,,,,,,,,,,,,,,,
4.196131706237793,3.3450424671173096,2.8074475526809692,3.5832865238189697,3.6839627027511597,3.6907037496566772,4.881203889846802,6.1960084438323975,5.14775276184082,6.190062999725342,5.2032387256622314,6.364999771118164,4.889758348464966,,,,,,,,,,,,,,,,,,,,,
3.7000330686569214,5.759851455688477,3.0322601795196533,3.2077285051345825,3.102009415626526,4.1759597063064575,4.4047605991363525,4.972937107086182,4.4656901359558105,6.482227563858032,5.968526124954224,6.591489791870117,4.6073713302612305,4.105068206787109,,,,,,,,,,,,,,,,,,,,
5.938194513320923,3.5054491758346558,3.214940667152405,5.449419021606445,4.539626598358154,5.195642471313477,4.579236268997192,4.124488592147827,3.506152868270874,2.70949923992157,3.3019102811813354,4.558981418609619,5.376258611679077,4.835487365722656,4.037166595458984,4.618986368179321,3.9169483184814453,5.624903917312622,4.8866002559661865,6.345759391784668,4.690922975540161,4.810611724853516,,,,,,,,,,,,
3.533010482788086,4.887978792190552,3.5039795637130737,4.1484904289245605,4.44409704208374,4.088454961776733,4.19501006603241,4.890028476715088,5.79273247718811,5.033772706985474,4.300089359283447,3.651797890663147,7.00250506401062,4.708445310592651,4.288012266159058,4.639127731323242,3.080169200897217,3.4740021228790283,5.384815692901611,,,,,,,,,,,,,,,
4.011345148086548,3.432424783706665,6.476491212844849,3.89406156539917,3.8145912885665894,2.9431668519973755,3.456531286239624,3.415882706642151,5.82919979095459,4.829348087310791,6.281848192214966,4.7142181396484375,,,,,,,,,,,,,,,,,,,,,,
3.279680609703064,3.1604939699172974,3.535395860671997,3.962347149848938,4.678327322006226,6.6651527881622314,3.3638628721237183,4.104449510574341,4.295256614685059,3.5602822303771973,2.823002815246582,6.017274856567383,4.236101865768433,3.7945446968078613,5.039276123046875,4.094244718551636,,,,,,,,,,,,,,,,,,
3.9941444396972656,4.602450609207153,3.6693615913391113,4.363174676895142,4.307982683181763,6.131479263305664,3.8654826879501343,3.4687598943710327,3.207714080810547,3.8392200469970703,5.564448833465576,4.095892667770386,4.476123332977295,4.786483526229858,,,,,,,,,,,,,,,,,,,,
3.346938371658325,2.966702699661255,5.80115270614624,5.387547969818115,3.2044800519943237,3.3278603553771973,2.8544318675994873,3.6431292295455933,5.38791823387146,6.6102235317230225,4.199970483779907,,,,,,,,,,,,,,,,,,,,,,,
4.098576307296753,3.5970003604888916,3.202032446861267,3.64176869392395,3.7486355304718018,4.697369337081909,5.161811351776123,6.36493992805481,4.680307388305664,4.506406545639038,4.585653305053711,4.197732448577881,6.273357391357422,2.70949923992157,,,,,,,,,,,,,,,,,,,,
3.013317346572876,3.288994789123535,3.6573961973190308,3.205876588821411,4.341275453567505,2.852272629737854,4.7108070850372314,4.323804616928101,4.741194248199463,4.850486755371094,4.465898036956787,3.5713746547698975,3.2236475944519043,5.558868885040283,4.195428371429443,6.575489282608032,4.3414411544799805,3.7276777029037476,6.364999771118164,4.379345893859863,,,,,,,,,,,,,,
3.0368770360946655,4.444148540496826,4.324088096618652,3.6797770261764526,3.191266655921936,3.7465646266937256,3.2709096670150757,3.7264074087142944,4.2150022983551025,3.0846489667892456,5.7230517864227295,4.902896881103516,5.590050220489502,6.2576515674591064,5.549280881881714,5.272865295410156,3.5886844396591187,,,,,,,,,,,,,,,,,
4.0291571617126465,3.2308506965637207,5.090864896774292,4.5257887840271,6.290115118026733,6.359315872192383,5.045391798019409,3.470812678337097,2.9042744636535645,2.816653609275818,2.965143918991089,4.096062660217285,4.217637062072754,4.914713382720947,4.3644654750823975,,,,,,,,,,,,,,,,,,,
3.6451058387756348,3.4959346055984497,3.269141674041748,3.56176221370697,3.901944160461426,3.1894420385360718,4.212887287139893,3.709097385406494,3.8543018102645874,3.1771433353424072,4.905285596847534,4.710241079330444,6.329044818878174,4.898836851119995,7.433023691177368,6.171738147735596,4.1736345291137695,4.439215421676636,3.467061400413513,,,,,,,,,,,,,,,
3.248810648918152,3.890171527862549,2.9025840759277344,3.128134608268738,4.544446229934692,2.9276702404022217,3.3520878553390503,3.735612392425537,3.24169385433197,3.6514405012130737,3.7296690940856934,3.956971049308777,4.232197523117065,3.520404100418091,4.622669219970703,4.485488176345825,4.102621793746948,5.166865348815918,7.01728081703186,6.456309795379639,4.324915885925293,5.386123895645142,4.70405125617981,,,,,,,,,,,
3.8912737369537354,3.7106152772903442,2.9456552267074585,3.1034488677978516,3.3631287813186646,3.3449355363845825,4.13830041885376,5.101682901382446,5.737471580505371,4.336915731430054,5.831603050231934,4.5017409324646,6.69001317024231,4.394770383834839,,,,,,,,,,,,,,,,,,,,
3.0799858570098877,4.155911922454834,4.071722030639648,4.479569673538208,5.036462068557739,4.499029874801636,5.85664439201355,3.894371747970581,3.2290481328964233,2.89822781085968,3.0066901445388794,4.916452646255493,5.8778626918792725,4.8544957637786865,6.138353109359741,,,,,,,,,,,,,,,,,,,
3.664789319038391,3.1871269941329956,3.8023406267166138,4.8690619468688965,3.302940845489502,3.645037293434143,4.932548522949219,3.9814839363098145,6.138799667358398,2.7091550827026367,3.7790489196777344,4.229997634887695,2.366399645805359,4.157827615737915,5.754832983016968,4.226145267486572,4.979521036148071,,,,,,,,,,,,,,,,,
3.2709254026412964,3.2540876865386963,4.001016139984131,3.7081298828125,4.436465740203857,3.4698901176452637,2.921299457550049,3.9652493000030518,4.5580503940582275,4.077678203582764,6.96480655670166,5.163147449493408,4.307661771774292,4.391934156417847,4.537882089614868,6.452131509780884,,,,,,,,,,,,,,,,,,
3.058761715888977,2.691096782684326,3.5692293643951416,4.444148540496826,4.2322211265563965,4.454159259796143,3.295915365219116,5.146273136138916,3.7183464765548706,4.4656901359558105,5.435295104980469,4.5085320472717285,4.66741943359375,5.127490520477295,4.455398797988892,6.575489282608032,,,,,,,,,,,,,,,,,,
3.5112252235412598,2.981896758079529,3.436622381210327,3.5666615962982178,4.6869282722473145,4.088669061660767,6.301196336746216,4.80353045463562,4.466146230697632,3.579338788986206,3.288305163383484,4.0999908447265625,3.3786662817001343,4.3202033042907715,4.018824458122253,2.855077028274536,,,,,,,,,,,,,,,,,,
3.043057084083557,4.577523469924927,4.696210622787476,3.256430983543396,6.753690958023071,4.664508819580078,4.231192588806152,5.3049774169921875,4.198074817657471,5.635995388031006,,,,,,,,,,,,,,,,,,,,,,,,
3.1235920190811157,3.321828842163086,3.6267008781433105,4.260178327560425,3.995712399482727,3.7264074087142944,3.9748717546463013,4.72000527381897,4.780633211135864,5.70526909828186,7.5191569328308105,6.5576255321502686,4.622669219970703,5.989678144454956,5.077856063842773,6.182309627532959,5.357317924499512,4.680258512496948,6.47137188911438,4.583230972290039,,,,,,,,,,,,,,
3.202032446861267,6.1017374992370605,4.748402833938599,3.7060641050338745,3.257575511932373,3.566350221633911,3.324947476387024,4.598130702972412,4.9755659103393555,4.4932026863098145,4.936535835266113,4.859592914581299,,,,,,,,,,,,,,,,,,,,,,
4.201962471008301,3.6966453790664673,4.315511465072632,3.563689947128296,4.912675857543945,5.9316980838775635,3.5007017850875854,4.452938556671143,4.145150423049927,5.18949031829834,3.9331263303756714,6.376737833023071,3.380746603012085,4.843538045883179,,,,,,,,,,,,,,,,,,,,
4.030709266662598,3.265766978263855,3.79678213596344,3.0599766969680786,5.336561441421509,4.800910234451294,6.308629989624023,5.3676910400390625,4.633711814880371,5.498111009597778,,,,,,,,,,,,,,,,,,,,,,,,
4.082052946090698,3.1872676610946655,3.4618035554885864,3.8940589427948,3.0951749086380005,3.6124526262283325,6.575489282608032,4.4867072105407715,4.242298364639282,4.878831386566162,6.327866077423096,,,,,,,,,,,,,,,,,,,,,,,
5.083685874938965,7.032716512680054,3.552190899848938,3.1770665645599365,6.358657598495483,4.65407919883728,4.37548828125,4.093932390213013,5.246420621871948,4.778995752334595,6.3307716846466064,,,,,,,,,,,,,,,,,,,,,,,
3.662781000137329,3.1942496299743652,6.339001417160034,6.208263158798218,4.909364938735962,3.4676433801651,4.930387258529663,4.731311082839966,4.200695753097534,3.64176869392395,3.9788109064102173,5.1410462856292725,3.0810794830322266,2.7238656282424927,3.4696375131607056,4.0748350620269775,,,,,,,,,,,,,,,,,,
3.2029507160186768,3.5658013820648193,4.13681960105896,4.204652547836304,4.831857919692993,3.5312955379486084,4.460517644882202,4.2654948234558105,3.6916245222091675,4.578575134277344,4.871121168136597,4.005864858627319,4.417042970657349,4.704926013946533,4.52281928062439,3.962996006011963,3.317083239555359,3.6252033710479736,2.9213215112686157,4.0411951541900635,6.009521245956421,,,,,,,,,,,,,
3.6321240663528442,5.260259628295898,6.173490524291992,4.102553606033325,4.550549745559692,3.1711130142211914,3.458911180496216,3.0853803157806396,4.362981796264648,6.622211933135986,3.203518033027649,,,,,,,,,,,,,,,,,,,,,,,
4.263885498046875,3.665169596672058,3.4979065656661987,3.4721415042877197,4.1838696002960205,3.8115193843841553,5.223173141479492,4.899043798446655,4.037172555923462,3.3359663486480713,3.6606500148773193,3.7794904708862305,4.8561623096466064,3.080169200897217,3.492560863494873,5.179908037185669,,,,,,,,,,,,,,,,,,
3.338546395301819,4.680623292922974,3.171271324157715,3.3155800104141235,2.9019685983657837,3.6208009719848633,6.367720603942871,4.151495456695557,4.999254941940308,3.485493779182434,6.3906025886535645,4.039133548736572,4.902896881103516,4.125799179077148,6.5306408405303955,5.137842893600464,2.855517625808716,,,,,,,,,,,,,,,,,
3.474044680595398,3.216065764427185,4.029373645782471,4.72424054145813,4.256131172180176,3.9920464754104614,4.371294736862183,3.207714080810547,4.103631496429443,4.535559177398682,4.274604558944702,6.7763683795928955,,,,,,,,,,,,,,,,,,,,,,
3.543803334236145,4.579709768295288,5.080784320831299,4.199604511260986,3.5833629369735718,3.4258737564086914,2.9480987787246704,3.176838517189026,5.08368182182312,5.401057958602905,6.603048801422119,4.8273704051971436,3.417172908782959,4.30686616897583,3.464983105659485,3.0698622465133667,4.3875792026519775,2.7080692052841187,,,,,,,,,,,,,,,,
