Name,0%,25%,50%,75%,100%,Mean
SLR 2020 first split,1.7682123184204102,2.5984517335891724,2.971186399459839,3.7089066803455353,8.539365768432617,3.364536840200424
SLR 2030 first split,1.662056803703308,2.8424805402755737,3.247660517692566,3.474142551422119,7.135397911071777,3.3630907833576202
SLR 2040 first split,2.1123995780944824,2.842188209295273,3.464869737625122,3.822374254465103,7.887549638748169,3.4350751094818115
SLR 2050 first split,2.329777479171753,3.1174642741680145,3.6119242906570435,3.9842305183410645,7.375499248504639,3.648403101205826
SLR 2060 first split,2.057387590408325,3.2571575045585632,3.5391672253608704,4.002511620521545,8.676785945892334,3.685387222766876
SLR 2070 first split,2.0921066999435425,3.176210254430771,3.4862690567970276,3.8145696818828583,8.673258781433105,3.671950763463974
SLR 2080 first split,2.1779613494873047,3.0077709555625916,3.477336287498474,3.7882749140262604,8.331826210021973,3.6375495896339416
SLR 2090 first split,1.995391845703125,3.055423766374588,3.396864175796509,3.9039497077465057,8.676785945892334,3.6147278668880465
SLR 2100 first split,1.9931923747062683,2.792000859975815,3.2160134315490723,3.7872931957244873,8.4721999168396,3.490526000380516
SLR 2110 first split,1.8521620035171509,2.9025153815746307,3.1349107027053833,3.7893934845924377,9.066391468048096,3.548671335220337
SLR 2120 first split,1.907742977142334,3.014681726694107,3.257891833782196,3.8477816581726074,7.848732948303223,3.606816331386566
SLR 2130 first split,2.0578670501708984,2.9949600398540497,3.2435234785079956,4.047769904136658,8.549690246582031,3.700713570833206
SLR 2140 first split,2.066055655479431,2.987415313720703,3.4913960695266724,3.906896233558655,8.174797534942627,3.6531415548324584
SLR 2150 first split,2.066055655479431,2.9400559663772583,3.342182159423828,3.9187632501125336,8.217566013336182,3.6478401124477386
