0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2.591555595397949,3.4864919185638428,5.842594861984253,4.37781834602356,7.281710386276245,5.765145301818848,3.1926039457321167,4.039275407791138,5.216839551925659,2.986784815788269,3.5337847471237183,5.392823219299316,3.800377130508423,4.270811080932617,4.8059375286102295,3.8724682331085205,2.9929457902908325,,,,
3.474075675010681,2.787723183631897,2.9733158349990845,2.2185784578323364,3.1223901510238647,2.718778967857361,3.029443383216858,3.404962182044983,3.2858556509017944,5.799962997436523,4.009664535522461,3.626399278640747,5.0124194622039795,4.165158748626709,5.464131593704224,8.496259212493896,5.0424277782440186,,,,
4.009472131729126,2.926010012626648,3.0941628217697144,2.2066924571990967,2.6926307678222656,2.2636653184890747,2.9679882526397705,3.671831488609314,3.2570254802703857,3.5180530548095703,3.1426892280578613,3.3855026960372925,5.514228582382202,8.15799355506897,6.109217882156372,4.118499279022217,5.3647966384887695,,,,
3.548595428466797,2.6868635416030884,2.9846673011779785,9.396535873413086,4.193030118942261,5.444924354553223,5.6602942943573,3.9088727235794067,5.029075860977173,3.883697986602783,3.5029507875442505,5.862080335617065,3.9740750789642334,3.681931257247925,6.693279027938843,5.022614240646362,,,,,
3.5219199657440186,2.2743396759033203,3.1287853717803955,2.6855353116989136,3.963017702102661,7.08327841758728,4.258233547210693,3.5838141441345215,4.307648658752441,3.501402497291565,3.966654896736145,3.1310921907424927,3.639770269393921,4.117343187332153,4.835119247436523,4.435818672180176,5.175762414932251,,,,
2.5467792749404907,3.550061583518982,3.199226975440979,3.272986888885498,4.043443202972412,3.6162718534469604,3.2435203790664673,3.462274193763733,6.380205392837524,4.201078414916992,5.710718393325806,5.173451662063599,5.302124738693237,,,,,,,,
3.1976977586746216,2.537838578224182,2.5599734783172607,5.272578239440918,5.867376089096069,4.426601409912109,3.8398361206054688,4.418044090270996,3.423966884613037,3.9788841009140015,3.575753927230835,4.374758005142212,5.450368404388428,,,,,,,,
3.768891453742981,2.998580813407898,2.8733538389205933,2.2182984352111816,2.4985731840133667,5.930225610733032,4.636652946472168,6.378216028213501,4.06025242805481,5.368494033813477,5.764261960983276,,,,,,,,,,
3.537176012992859,2.547937035560608,3.0507471561431885,3.3298540115356445,3.8039989471435547,4.434328079223633,5.076037883758545,4.230042934417725,6.133016109466553,,,,,,,,,,,,
2.591555595397949,2.2641990184783936,3.2371050119400024,3.1462405920028687,3.131754755973816,4.294058918952942,5.778075218200684,3.704325795173645,4.380734205245972,3.8487679958343506,3.5318695306777954,4.096385717391968,6.065262794494629,,,,,,,,
6.055242538452148,3.980522632598877,4.024700403213501,7.021327018737793,3.539953589439392,2.5441752672195435,2.9631718397140503,5.867376089096069,4.854897499084473,4.4667065143585205,4.304386377334595,5.420161962509155,,,,,,,,,
2.5302640199661255,4.477220296859741,2.638500928878784,3.550061583518982,3.501402497291565,3.526283383369446,5.606409788131714,4.051406621932983,4.854897499084473,5.2357847690582275,4.169241189956665,8.094460010528564,3.957594871520996,,,,,,,,
2.450521230697632,2.4628700017929077,3.5500097274780273,3.980220079421997,4.33943772315979,3.6604738235473633,3.081341028213501,3.9418137073516846,2.967031955718994,3.4322108030319214,6.797871828079224,5.884939193725586,4.904537200927734,4.7059197425842285,,,,,,,
3.5021026134490967,3.2004005908966064,3.427896738052368,3.048380970954895,3.0467185974121094,5.867376089096069,4.807677507400513,9.53883409500122,4.438784599304199,4.116508960723877,3.6991604566574097,4.299384593963623,,,,,,,,,
3.5683807134628296,2.85693097114563,2.6888595819473267,5.901611566543579,4.073326349258423,3.438137650489807,3.8535815477371216,3.053324341773987,4.5936665534973145,4.064851522445679,4.610097646713257,2.9993711709976196,,,,,,,,,
3.4683709144592285,3.782932996749878,2.5910433530807495,4.3029749393463135,8.343043327331543,2.507612943649292,3.263038992881775,2.8011823892593384,3.830227851867676,6.339198589324951,6.9859349727630615,5.845325231552124,6.314014911651611,4.1967222690582275,,,,,,,
3.980569005012512,5.826023101806641,7.056834697723389,2.6745434999465942,3.559461236000061,2.216877579689026,4.768466234207153,3.5296037197113037,3.2347612380981445,3.6654797792434692,5.837038993835449,4.053064465522766,5.8597283363342285,,,,,,,,
