0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3.6207813024520874,3.2369284629821777,4.442329168319702,2.9357717037200928,4.398455619812012,4.589232683181763,5.022464036941528,3.895668864250183,5.180274963378906,5.214899063110352,6.274233102798462,4.432504177093506,6.366545677185059,,,,,,,,,,,,
3.47132670879364,4.53014349937439,3.5589932203292847,5.171747207641602,3.3104467391967773,3.627286672592163,3.268484950065613,3.8803319931030273,3.477566719055176,4.2998058795928955,3.79206383228302,4.610827445983887,4.706940174102783,4.881923675537109,3.8078978061676025,4.8990278244018555,7.020863056182861,4.036823272705078,,,,,,,
3.2547723054885864,3.549881935119629,4.0996856689453125,3.593291401863098,4.45695424079895,4.51505708694458,5.910946607589722,4.752211809158325,6.549173831939697,7.324864149093628,5.566878080368042,4.89325213432312,3.611572265625,,,,,,,,,,,,
3.2265721559524536,2.7063558101654053,3.6759837865829468,4.499815940856934,4.089871644973755,3.6986398696899414,3.6718661785125732,3.338301658630371,4.773132085800171,4.6600494384765625,4.876855850219727,5.1324005126953125,4.243036985397339,7.436305522918701,,,,,,,,,,,
3.1320008039474487,3.9359010457992554,3.3042712211608887,4.090534925460815,3.2021313905715942,3.6597784757614136,4.167514801025391,4.164600133895874,3.2169681787490845,5.018938302993774,4.481230020523071,5.15197491645813,4.7236855030059814,4.760957956314087,6.115800619125366,6.655945539474487,,,,,,,,,
4.043443202972412,3.245918035507202,3.151525139808655,3.480062961578369,3.7371479272842407,3.1768428087234497,3.501370429992676,4.89325213432312,4.872316598892212,5.648258447647095,6.194111347198486,4.8823277950286865,,,,,,,,,,,,,
3.549881935119629,3.0368770360946655,2.7039607763290405,4.725275039672852,5.007099866867065,3.9112921953201294,6.509743690490723,6.095086574554443,6.591489791870117,,,,,,,,,,,,,,,,
3.2587313652038574,3.0360209941864014,3.6095739603042603,3.6352163553237915,3.6946585178375244,4.106203079223633,4.169323921203613,4.199877977371216,3.558447480201721,5.28921914100647,4.885449409484863,5.9237847328186035,4.756742715835571,5.882784366607666,6.525623083114624,6.598045110702515,,,,,,,,,
4.043443202972412,3.217039704322815,3.4783775806427,4.515577793121338,4.206782579421997,4.972197532653809,7.004495859146118,,,,,,,,,,,,,,,,,,
2.678208827972412,3.7606202363967896,3.259726881980896,3.5554181337356567,4.189789295196533,4.098899602890015,3.6823198795318604,3.2559168338775635,4.947720289230347,4.232819080352783,4.679993629455566,4.943682670593262,5.5054638385772705,6.630969762802124,5.211514949798584,5.9442079067230225,5.04296088218689,,,,,,,,
3.265718102455139,3.0068843364715576,3.8999160528182983,4.131389856338501,3.6698931455612183,4.947720289230347,3.8979244232177734,4.751288890838623,5.612143278121948,6.358657598495483,6.431278944015503,3.6823198795318604,3.123847723007202,,,,,,,,,,,,
3.799851417541504,2.9677735567092896,3.4691200256347656,3.634537935256958,3.2540876865386963,3.711672782897949,4.460544109344482,4.140769720077515,4.087753534317017,5.294638395309448,5.531768321990967,4.7734153270721436,6.994381427764893,5.0625011920928955,4.167514801025391,6.67191743850708,,,,,,,,,
4.037786483764648,3.4950250387191772,3.5665258169174194,2.979454755783081,3.395978808403015,3.502014994621277,4.250869512557983,4.962597846984863,5.254188060760498,4.557296276092529,5.049881458282471,5.861234188079834,6.570988893508911,4.290829181671143,5.048935890197754,6.302765369415283,,,,,,,,,
3.078652024269104,3.217800259590149,2.856983780860901,3.6320325136184692,3.8911243677139282,3.213677763938904,4.940937519073486,4.580129384994507,3.7544634342193604,4.640511512756348,7.0155346393585205,6.79142951965332,8.631618022918701,,,,,,,,,,,,
3.7250620126724243,3.3700547218322754,3.37110435962677,3.217942714691162,2.997804284095764,4.431924104690552,4.127027273178101,4.126400947570801,6.460209846496582,4.860198974609375,5.4749743938446045,6.038096904754639,6.355745315551758,5.886980772018433,4.097440719604492,4.968865394592285,3.9155791997909546,5.793039083480835,,,,,,,
3.5160300731658936,3.1333913803100586,3.9144686460494995,3.727845788002014,4.509416341781616,4.947720289230347,4.487321853637695,5.152113199234009,4.176703691482544,4.195428371429443,3.7357019186019897,3.183332920074463,6.097395420074463,4.871474266052246,5.818907737731934,,,,,,,,,,
3.5623334646224976,2.9677735567092896,3.3700547218322754,4.097448825836182,3.176790714263916,3.231857657432556,4.206728935241699,4.180958032608032,3.4225289821624756,5.204742193222046,4.977111577987671,3.797279119491577,5.612143278121948,4.051204442977905,4.780018091201782,5.0080249309539795,7.439723014831543,,,,,,,,
4.199604511260986,3.1560885906219482,3.008062958717346,4.382873058319092,4.895234107971191,6.482200384140015,5.171710968017578,4.920419216156006,5.66759181022644,3.304237723350525,4.224772930145264,3.841820001602173,5.027409553527832,5.204991579055786,,,,,,,,,,,
4.0986857414245605,3.267643928527832,3.003613233566284,3.517465591430664,3.2989797592163086,3.732112169265747,6.333002805709839,4.947720289230347,4.167447566986084,6.1764233112335205,4.372267723083496,4.944147825241089,4.518628120422363,5.031739711761475,5.264605283737183,6.499038219451904,,,,,,,,,
4.098899602890015,2.9677735567092896,3.563689947128296,3.330487608909607,3.79678213596344,3.711672782897949,4.4029786586761475,4.978593826293945,4.8741631507873535,6.509743690490723,6.192500829696655,5.595593214035034,6.095086574554443,6.264394283294678,7.079850435256958,,,,,,,,,,
3.8548845052719116,3.1768428087234497,3.4808316230773926,3.4715631008148193,3.711672782897949,3.712347984313965,3.0191301107406616,3.2989797592163086,3.7939422130584717,4.180958032608032,4.972820520401001,4.650752544403076,4.146607160568237,4.871474266052246,5.939180612564087,5.736055612564087,6.333730697631836,,,,,,,,
3.071011543273926,3.558447480201721,4.53297233581543,4.3644795417785645,4.098858118057251,3.5592764616012573,3.1538952589035034,3.5025031566619873,3.095898389816284,4.504529237747192,6.408118009567261,5.007363319396973,4.894258260726929,8.634129047393799,,,,,,,,,,,
3.1323434114456177,3.1381149291992188,3.379828095436096,3.2161539793014526,4.4182515144348145,4.0867109298706055,3.1687785387039185,2.79870343208313,3.5184202194213867,3.202931046485901,3.6141884326934814,3.838619589805603,4.895234107971191,4.534551620483398,4.535333156585693,6.065961122512817,5.873401641845703,7.0554444789886475,,,,,,,
3.2104461193084717,3.2401798963546753,4.057862043380737,3.736374855041504,4.481328964233398,4.3913493156433105,4.090689659118652,3.1761367321014404,3.70467472076416,5.43408465385437,4.87405252456665,5.688827037811279,5.7887303829193115,6.095086574554443,4.911566734313965,,,,,,,,,,
4.037786483764648,3.222921133041382,3.067110300064087,3.5175026655197144,3.8635517358779907,3.692774176597595,3.2022231817245483,4.431924104690552,4.664154529571533,5.0559022426605225,6.367905378341675,4.476487398147583,5.27235221862793,4.856443881988525,4.228588819503784,6.3599419593811035,,,,,,,,,
4.098899602890015,3.132521390914917,3.502103805541992,3.2014474868774414,3.385452151298523,4.043443202972412,3.8228933811187744,6.617603778839111,4.539996147155762,5.258010149002075,4.83432149887085,8.46639347076416,,,,,,,,,,,,,
3.8430618047714233,3.175797700881958,3.000118374824524,3.6432571411132812,3.2021313905715942,3.313322067260742,4.323804616928101,3.9364110231399536,4.776656866073608,6.617603778839111,4.532662868499756,4.203754663467407,4.652710914611816,4.05029833316803,4.859436988830566,4.267951726913452,4.943170785903931,4.529466152191162,5.067159652709961,4.943740606307983,8.390659809112549,,,,
4.441889762878418,4.291856050491333,3.2006126642227173,4.398874759674072,5.096046686172485,7.0178444385528564,6.296800136566162,4.950744152069092,3.513251781463623,2.954785108566284,3.527896761894226,4.157327175140381,4.947132349014282,3.594138979911804,3.220343589782715,3.7537708282470703,4.093932390213013,4.504227638244629,4.668652296066284,4.5742998123168945,5.169223070144653,3.5003243684768677,3.0024343729019165,4.282681226730347,
4.062804698944092,3.216907501220703,2.983155369758606,3.1768428087234497,3.8512563705444336,4.972820520401001,6.358937740325928,4.638428688049316,4.907347917556763,5.193486213684082,,,,,,,,,,,,,,,
3.8483365774154663,2.954785108566284,3.4903253316879272,3.2419474124908447,3.0989716053009033,4.947720289230347,4.081347465515137,4.700832366943359,6.365887403488159,5.155618906021118,4.0578413009643555,4.266806364059448,6.097927093505859,5.28585958480835,,,,,,,,,,,
3.2021313905715942,2.956868886947632,4.2025909423828125,4.060277223587036,3.7069883346557617,3.537819027900696,4.535333156585693,4.894618988037109,3.5771011114120483,4.427422285079956,3.943734049797058,4.717093229293823,3.6789090633392334,5.411066293716431,6.359315872192383,6.244349241256714,,,,,,,,,
3.208190083503723,4.482602119445801,3.2255477905273438,4.653609275817871,4.0367820262908936,6.375617742538452,4.981626033782959,4.059118986129761,4.231024742126465,,,,,,,,,,,,,,,,
2.9677735567092896,3.2608582973480225,3.6583348512649536,3.939806580543518,3.3633817434310913,4.50026798248291,3.875695586204529,4.4233667850494385,3.216146945953369,3.8210642337799072,3.3344130516052246,4.896037578582764,4.042046785354614,4.142023086547852,4.82334041595459,3.4587193727493286,4.524684429168701,4.292714357376099,4.140560865402222,3.753968358039856,3.8274887800216675,7.0218751430511475,6.850903511047363,5.870729207992554,4.94203519821167
4.037786483764648,3.513251781463623,3.0086443424224854,3.48386013507843,3.176838517189026,6.359596014022827,6.1017374992370605,4.781120777130127,5.286113500595093,4.538403034210205,4.418044090270996,4.559246301651001,4.962019443511963,4.850762367248535,5.548065423965454,5.193486213684082,7.432014465332031,,,,,,,,
4.089871644973755,3.168784499168396,3.605273723602295,3.3447564840316772,3.8548845052719116,3.102318525314331,5.403966665267944,6.120142698287964,5.812742710113525,6.353184223175049,4.3747398853302,4.971865892410278,6.322462320327759,,,,,,,,,,,,
