0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2.3026353120803833,2.2158126831054688,4.75693941116333,3.0752118825912476,2.800991654396057,3.3053635358810425,2.724666476249695,3.6266967058181763,2.898267984390259,2.3478472232818604,2.736153721809387,3.201388359069824,7.377051830291748,4.804508924484253,5.823547601699829,6.1698503494262695,4.738235950469971,6.482812881469727,4.065738677978516,5.4726011753082275,4.30582857131958,4.167725563049316,4.208489894866943,3.814277172088623,,,,,,,,
6.48836874961853,3.1770405769348145,4.3436278104782104,3.684934377670288,3.79509174823761,3.954211115837097,3.2547062635421753,2.7069801092147827,2.840951919555664,2.23165500164032,2.036714553833008,3.0517115592956543,2.737355947494507,3.6576260328292847,3.518372893333435,4.453502655029297,4.608419895172119,4.578986883163452,4.882826089859009,5.823584079742432,6.269383430480957,4.73961329460144,4.068840026855469,3.534679412841797,3.7127432823181152,,,,,,,
2.1754380464553833,2.1187381744384766,2.126898169517517,2.8070214986801147,2.644901394844055,2.5786410570144653,2.7571650743484497,3.3636250495910645,4.16487455368042,2.8177947998046875,2.7396061420440674,2.5544910430908203,3.791364073753357,6.846889495849609,7.023910760879517,4.930603742599487,4.200233459472656,4.728942632675171,4.448628187179565,4.57590913772583,5.940890550613403,,,,,,,,,,,
3.256420612335205,2.6605567932128906,2.9276421070098877,2.505992889404297,2.7298336029052734,2.1995558738708496,2.5180394649505615,2.2611515522003174,2.556377410888672,2.2152085304260254,2.2761324644088745,2.0129005908966064,4.174762964248657,3.725017786026001,3.3873451948165894,3.5604203939437866,3.737465739250183,3.602417230606079,4.195863485336304,7.045724391937256,6.392669916152954,,,,,,,,,,,
3.255046010017395,2.682803511619568,2.890371561050415,2.6022685766220093,2.307040214538574,2.596161723136902,2.4861336946487427,2.425666570663452,2.1989301443099976,2.2881816625595093,2.9555360078811646,2.3732892274856567,3.9549574851989746,3.56775963306427,3.525853753089905,3.4998332262039185,3.710944414138794,3.581105589866638,5.8261940479278564,5.582586050033569,6.8352885246276855,5.618655204772949,4.116384267807007,4.216700315475464,7.02187180519104,,,,,,,
3.2547062635421753,2.1849586963653564,2.779477119445801,3.572378396987915,4.78409218788147,6.171269178390503,7.297098398208618,4.304549694061279,3.4630327224731445,5.55508279800415,5.026480674743652,4.073167085647583,4.70389986038208,5.907439231872559,3.6604738235473633,3.6893110275268555,4.571574449539185,4.086924076080322,,,,,,,,,,,,,,
3.1910349130630493,2.2619097232818604,2.207243800163269,3.010114073753357,3.1027421951293945,2.341619849205017,2.7682050466537476,2.687756657600403,2.549777388572693,5.36767578125,4.460768461227417,4.499263763427734,6.786243677139282,6.332275390625,5.214380741119385,4.044196367263794,3.7761980295181274,4.094491243362427,4.1934120655059814,3.8401795625686646,,,,,,,,,,,,
3.004206657409668,2.23165500164032,2.936353087425232,2.7276703119277954,2.441691040992737,2.458763837814331,2.1787575483322144,2.5573335886001587,2.722879409790039,2.088015079498291,4.058255195617676,3.612038731575012,3.771022081375122,3.2641435861587524,3.653650164604187,3.0788971185684204,3.6137555837631226,3.5407763719558716,4.606534481048584,5.495729207992554,6.099125862121582,6.120182991027832,4.667806148529053,4.598503112792969,,,,,,,,
3.2133814096450806,2.1754380464553833,2.688408613204956,2.5239827632904053,2.5391217470169067,2.567764163017273,2.5670313835144043,2.4567883014678955,2.292328715324402,2.637310266494751,7.021266937255859,3.2359912395477295,3.703659176826477,4.108741760253906,3.9591253995895386,3.5803922414779663,3.4286487102508545,3.487800359725952,3.3378190994262695,3.383657217025757,3.7474972009658813,5.8261940479278564,6.799561977386475,5.530563592910767,5.642172336578369,4.654950141906738,,,,,,
3.255046010017395,2.4704315662384033,2.1272218227386475,2.8852657079696655,2.833319067955017,3.0169132947921753,2.9102827310562134,2.262142777442932,6.154795169830322,4.989285945892334,4.302969932556152,5.29890513420105,5.255122900009155,4.197691917419434,4.033552885055542,3.771041750907898,3.6747394800186157,3.432343006134033,3.283143162727356,3.2719151973724365,5.1244425773620605,4.436400413513184,,,,,,,,,,
2.470301866531372,2.2019059658050537,2.7384684085845947,2.472029209136963,2.9675852060317993,3.6393762826919556,2.812071681022644,3.0600180625915527,2.476447582244873,3.0100969076156616,5.4087982177734375,3.79542875289917,3.7730746269226074,4.2880165576934814,4.054474592208862,3.710835337638855,2.843240737915039,3.0439642667770386,3.2813085317611694,5.164504289627075,7.496500253677368,5.863285779953003,,,,,,,,,,
3.0400041341781616,2.175074338912964,2.735705018043518,2.435334801673889,2.6691741943359375,2.4760074615478516,2.532518744468689,2.5798310041427612,4.496437072753906,4.882872819900513,4.621047019958496,3.77522075176239,3.4171946048736572,3.590192198753357,3.7123106718063354,5.497445583343506,4.377517223358154,3.6701929569244385,3.6975157260894775,6.484626770019531,5.827955722808838,4.103724718093872,5.063645362854004,3.9669811725616455,3.951853394508362,,,,,,,
2.8103967905044556,2.2478107213974,2.172883152961731,2.0674428939819336,2.2786320447921753,2.483530044555664,2.6297292709350586,2.688540816307068,2.725320339202881,4.096547842025757,3.875199794769287,3.7000051736831665,3.0530853271484375,3.5765929222106934,4.906652450561523,5.089793920516968,5.069821357727051,4.806272983551025,4.93880558013916,6.110057830810547,,,,,,,,,,,,
2.4326494932174683,2.474778652191162,3.2928329706192017,2.225981593132019,2.7968441247940063,2.094611406326294,2.4746893644332886,2.609513521194458,2.957451581954956,2.732222557067871,3.6223549842834473,2.968277096748352,6.48836874961853,4.124526023864746,3.8945199251174927,3.65256404876709,2.476447582244873,2.39126980304718,2.2274961471557617,3.254734516143799,2.8829941749572754,2.856027364730835,2.8866989612579346,4.58607029914856,4.39155125617981,6.338470697402954,4.21803092956543,3.806248188018799,3.7699525356292725,4.293679237365723,3.7165240049362183,
3.008062958717346,2.7361748218536377,2.7075390815734863,2.305077075958252,2.191386103630066,2.3030362129211426,4.150822639465332,3.4430638551712036,3.5062999725341797,4.212265253067017,4.602276563644409,6.099836587905884,3.5645980834960938,3.1732670068740845,6.648204565048218,3.775830864906311,3.6393425464630127,3.0662405490875244,3.2969192266464233,3.4334120750427246,,,,,,,,,,,,
1.9669708609580994,2.618157148361206,2.1072747707366943,2.2043631076812744,3.478177309036255,3.0548255443573,2.018229901790619,2.5234928131103516,2.539520740509033,2.747299551963806,2.29835045337677,3.459272861480713,6.554874658584595,5.213196039199829,6.5963294506073,4.745583772659302,4.312236070632935,3.339327096939087,3.2831366062164307,3.3663456439971924,4.936466217041016,4.9407055377960205,5.897809982299805,4.822138547897339,5.152789115905762,,,,,,,
