0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4.07504940032959,5.467137336730957,7.505198001861572,3.196953296661377,2.321460247039795,2.8202966451644897,2.296464204788208,2.7627694606781006,3.8210642337799072,3.7537708282470703,4.449166536331177,6.383522033691406,3.9700158834457397,8.61845874786377,4.037346363067627,5.070008039474487,5.951197385787964,4.223363399505615,4.768002271652222,,,,,,,
2.646343231201172,3.727856397628784,2.791766047477722,5.048574686050415,3.475274682044983,5.302174091339111,4.071399688720703,3.491443395614624,2.737958312034607,2.3586045503616333,3.125596284866333,5.831271648406982,4.63315749168396,6.049667596817017,5.6723268032073975,4.687346696853638,5.540245771408081,6.7191689014434814,4.210273742675781,,,,,,,
3.0032081604003906,2.5778311491012573,3.8365399837493896,3.4568746089935303,4.781444549560547,3.94287371635437,2.1995558738708496,3.3584619760513306,2.433443784713745,3.711544394493103,2.8031439781188965,2.8609936237335205,6.427173852920532,5.058920621871948,5.075290679931641,4.833304166793823,4.630678653717041,7.135397911071777,5.60862922668457,5.69045615196228,4.756027936935425,,,,,
3.6442434787750244,2.7787781953811646,2.9512720108032227,2.9469335079193115,3.0427887439727783,2.2108402252197266,4.43503475189209,4.0393184423446655,5.995595216751099,4.986707448959351,4.67461895942688,3.7868785858154297,4.357009410858154,8.442121028900146,5.297310829162598,6.7316882610321045,5.95374870300293,,,,,,,,,
3.27303409576416,2.7697864770889282,2.2001901865005493,2.9943307638168335,3.106033682823181,3.0203144550323486,4.347976922988892,3.6914879083633423,5.311532497406006,4.223279237747192,3.536781907081604,4.040148973464966,9.36479663848877,5.536050796508789,,,,,,,,,,,,
3.2425355911254883,2.5574727058410645,3.4947601556777954,3.710448145866394,6.713320970535278,3.4741564989089966,2.924459218978882,3.3221447467803955,5.6740264892578125,5.866178512573242,5.036616325378418,5.617821216583252,,,,,,,,,,,,,,
3.4719303846359253,2.300011157989502,2.3050376176834106,2.453588128089905,5.084348201751709,5.407292127609253,5.825170040130615,4.116772174835205,6.371546745300293,4.195428371429443,3.71334445476532,4.492459535598755,6.171738147735596,,,,,,,,,,,,,
3.520618438720703,2.4807459115982056,3.003440022468567,3.942945957183838,5.321917533874512,4.350269079208374,4.668617010116577,5.759382724761963,2.4234191179275513,3.1161998510360718,3.5069026947021484,2.7345141172409058,4.4391186237335205,3.9700158834457397,,,,,,,,,,,,
2.618117928504944,3.272055506706238,2.5606769323349,4.43507981300354,3.5372374057769775,2.246355175971985,2.7673282623291016,2.8460443019866943,3.203487753868103,2.9518033266067505,4.219712018966675,5.548380374908447,5.395197629928589,4.872731685638428,4.585848093032837,3.68976092338562,6.365339756011963,,,,,,,,,
2.7796252965927124,3.209197163581848,2.962471842765808,2.674442410469055,2.19777512550354,2.211676597595215,2.4911153316497803,2.3182307481765747,3.4096239805221558,2.9941790103912354,5.860203266143799,3.984374761581421,4.936013698577881,7.3338236808776855,4.282727956771851,5.121256351470947,,,,,,,,,,
2.70949923992157,2.3370996713638306,2.5442211627960205,3.0041805505752563,3.9348642826080322,3.215290904045105,3.4627480506896973,6.024962902069092,4.3029749393463135,7.840417385101318,3.847081780433655,3.710043430328369,4.98038911819458,3.005638003349304,4.633711814880371,4.65530800819397,5.816170930862427,6.076473712921143,,,,,,,,
3.474271535873413,2.709393620491028,2.1996822357177734,2.992582082748413,4.239926099777222,3.8350071907043457,4.398312330245972,5.7296154499053955,,,,,,,,,,,,,,,,,,
2.3895554542541504,2.5544309616088867,2.8253036737442017,3.5793697834014893,3.963770270347595,4.781444549560547,5.2225728034973145,3.1369502544403076,3.4821749925613403,3.7712267637252808,5.797452688217163,5.677782297134399,,,,,,,,,,,,,,
3.0941513776779175,2.199908137321472,2.9210453033447266,4.120746612548828,4.6396260261535645,4.350217580795288,3.80159330368042,3.49482262134552,4.4392523765563965,5.627785682678223,6.403992176055908,6.482227563858032,5.057788848876953,5.614695310592651,,,,,,,,,,,,
2.246355175971985,3.8210642337799072,3.2118642330169678,4.783141374588013,3.400729179382324,3.5576871633529663,2.9883087873458862,6.171738147735596,,,,,,,,,,,,,,,,,,
3.2984840869903564,3.1911312341690063,3.8293410539627075,6.983628273010254,9.181082248687744,4.430694580078125,5.710718393325806,4.6689348220825195,5.168298959732056,2.724741220474243,2.8448026180267334,2.3577526807785034,3.580426335334778,3.80159330368042,5.661517143249512,7.341743230819702,4.692893743515015,,,,,,,,,
3.511238932609558,2.7274484634399414,2.199531316757202,2.6058210134506226,3.274445652961731,6.2430260181427,3.9392552375793457,5.725836515426636,4.481065034866333,4.211413621902466,4.284312963485718,4.422346591949463,,,,,,,,,,,,,,
4.00937557220459,5.769680976867676,3.1872676610946655,2.6596380472183228,2.979454755783081,2.9425909519195557,3.0026620626449585,4.37509560585022,3.226818799972534,3.6152862310409546,3.524109959602356,6.693279027938843,,,,,,,,,,,,,,
3.491443395614624,2.329653739929199,2.9301700592041016,2.8952724933624268,2.959832191467285,2.785980701446533,2.70834743976593,2.3083577156066895,3.4644988775253296,3.1030473709106445,3.244162678718567,5.648295640945435,4.239926099777222,4.307347536087036,5.08416223526001,4.616621732711792,7.079445123672485,8.444632530212402,3.946393132209778,7.345491647720337,,,,,,
4.120746612548828,2.865147352218628,5.127116680145264,2.932454824447632,3.8489712476730347,3.2118642330169678,2.738569140434265,2.3131183385849,3.51195752620697,2.8559300899505615,3.8693827390670776,6.3136303424835205,4.009397983551025,3.765371799468994,4.408021450042725,6.391704320907593,,,,,,,,,,
