0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3.2570700645446777,2.4436099529266357,3.102979302406311,2.569339394569397,2.6457087993621826,3.3725920915603638,3.6042368412017822,3.7715998888015747,3.1995328664779663,3.7304508686065674,2.8058212995529175,3.144406318664551,3.8210642337799072,3.8088111877441406,6.19359278678894,4.287216663360596,4.870405912399292,4.504321098327637,,,,,,,,,,,,,,,,,,,,,
3.256422758102417,2.9438064098358154,2.3248218297958374,3.0451059341430664,2.841161370277405,3.0974234342575073,3.2976609468460083,3.8961806297302246,3.646991491317749,5.190078020095825,4.164976596832275,4.41424822807312,3.528584122657776,3.7662433385849,3.8542834520339966,3.9281736612319946,4.5436601638793945,3.693171739578247,3.3408626317977905,6.242180824279785,4.2571861743927,4.827980279922485,5.275796175003052,8.49126148223877,,,,,,,,,,,,,,,
2.6330223083496094,3.1478101015090942,3.3806601762771606,2.9236857891082764,3.485018014907837,2.927807331085205,3.216484308242798,4.364463806152344,4.0749616622924805,2.963777184486389,3.34304141998291,3.4757466316223145,3.8897087574005127,3.2968283891677856,3.579372763633728,4.651044130325317,5.792482614517212,5.027407646179199,4.892834424972534,5.332226753234863,4.277954339981079,,,,,,,,,,,,,,,,,,
3.2574450969696045,2.441683292388916,2.9843670129776,3.001669406890869,3.140740156173706,2.904103636741638,3.1264777183532715,4.125734090805054,4.484793663024902,4.913875579833984,4.059907555580139,3.739511251449585,4.099235534667969,3.4043315649032593,3.4176734685897827,3.6151496171951294,3.7291555404663086,5.790997743606567,6.243464469909668,4.379371643066406,4.890757083892822,4.703689813613892,5.587051868438721,,,,,,,,,,,,,,,,
3.094962477684021,2.694338083267212,3.9583197832107544,3.8220349550247192,4.339986801147461,4.123453855514526,3.705905318260193,2.9679614305496216,2.5380587577819824,3.510779857635498,3.6591603755950928,3.2681987285614014,3.4174604415893555,6.772379636764526,4.77437424659729,6.009268760681152,4.748746871948242,3.8528292179107666,5.789175033569336,4.376846790313721,4.860820055007935,4.526614427566528,4.8807103633880615,4.902918577194214,4.308964729309082,3.0165228843688965,2.365977644920349,4.282856464385986,,,,,,,,,,,
3.0649890899658203,2.740356922149658,2.7378002405166626,3.268484950065613,3.4860455989837646,4.7750654220581055,4.0839080810546875,5.449589729309082,4.4320948123931885,2.963777184486389,3.35967755317688,3.5159459114074707,3.314388155937195,4.2750084400177,4.111171245574951,4.871474266052246,4.80694055557251,4.515944480895996,3.8668545484542847,3.608042597770691,3.686789035797119,4.286209344863892,4.519652366638184,4.2611517906188965,6.241756916046143,,,,,,,,,,,,,,
3.2564836740493774,2.6023359298706055,2.120909571647644,3.122129797935486,4.3733320236206055,3.4495471715927124,4.3029749393463135,3.5292751789093018,4.219720363616943,3.318580746650696,3.818938970565796,4.907121896743774,6.307809829711914,4.682745456695557,5.167128562927246,5.154992341995239,5.815446138381958,6.337027311325073,4.4471495151519775,,,,,,,,,,,,,,,,,,,,
2.3226672410964966,2.511155843734741,2.9236857891082764,3.2575584650039673,2.94497013092041,3.528252363204956,3.5982900857925415,4.197702169418335,3.269200921058655,3.5172899961471558,3.222023129463196,4.4264349937438965,4.349366188049316,2.8887859582901,4.89141583442688,3.7742587327957153,6.224323034286499,,,,,,,,,,,,,,,,,,,,,,
2.9918134212493896,3.0122838020324707,3.2581827640533447,3.4992672204971313,3.860275983810425,3.01116943359375,2.4630377292633057,2.376304268836975,3.397513747215271,3.3503788709640503,3.812899589538574,4.760156869888306,4.1749584674835205,4.563485145568848,8.49126148223877,5.790680885314941,,,,,,,,,,,,,,,,,,,,,,,
3.2574450969696045,2.376304268836975,2.968298077583313,2.6038025617599487,3.0241669416427612,3.0333105325698853,3.1241135597229004,4.087409973144531,3.7372504472732544,4.177541017532349,3.8783164024353027,3.777025580406189,5.940124750137329,3.894190549850464,4.474492788314819,4.868510961532593,5.831482887268066,5.538915395736694,4.803847551345825,3.5178940296173096,4.606319189071655,3.727423310279846,,,,,,,,,,,,,,,,,
3.791191816329956,2.9678159952163696,2.7135125398635864,3.3823888301849365,3.4170488119125366,3.28383207321167,3.200259208679199,3.264721155166626,4.870425701141357,4.0700623989105225,6.217883110046387,4.23649525642395,6.580409526824951,3.954196572303772,3.8341474533081055,5.486738920211792,4.305630683898926,4.595790147781372,4.1706953048706055,3.024199962615967,2.547937035560608,3.519310235977173,,,,,,,,,,,,,,,,,
3.2574450969696045,3.002108573913574,2.659799337387085,2.6066598892211914,2.3660260438919067,2.9447367191314697,3.1405707597732544,2.872652053833008,3.0527055263519287,4.282339096069336,3.570942759513855,3.372690796852112,3.9589974880218506,3.735904574394226,3.6206177473068237,4.043758988380432,6.295661687850952,4.782357454299927,6.405524969100952,4.663646459579468,3.8466310501098633,3.3810089826583862,3.687520146369934,3.311810612678528,4.086010932922363,6.138799667358398,4.991859674453735,3.4469635486602783,4.4338603019714355,3.56535804271698,5.923193454742432,6.272161245346069,,,,,,,
3.190409541130066,3.1703075170516968,3.738322377204895,3.122537851333618,3.334033489227295,3.7680857181549072,2.9684337377548218,2.5380587577819824,3.083656430244446,3.6065189838409424,3.311310052871704,3.333715081214905,2.9236857891082764,3.4428199529647827,4.752316236495972,4.4250946044921875,4.005027532577515,4.433896780014038,4.1166276931762695,5.049100399017334,6.097278118133545,6.594682931900024,6.337027311325073,,,,,,,,,,,,,,,,
3.12219774723053,3.6497628688812256,3.3871841430664062,3.003613233566284,4.3545982837677,3.840317130088806,3.4702348709106445,4.890907526016235,3.738561987876892,3.7901451587677,3.9825682640075684,4.002453446388245,4.3315346240997314,4.02443540096283,4.571465730667114,3.613999843597412,4.012246608734131,6.328977346420288,5.541284084320068,,,,,,,,,,,,,,,,,,,,
2.525402069091797,3.1475802659988403,2.954796552658081,3.0712040662765503,3.0367830991744995,3.3853613138198853,3.7763302326202393,3.7529821395874023,3.6305365562438965,2.5462342500686646,2.965174913406372,2.95968234539032,2.5396721363067627,2.648281216621399,3.54272997379303,3.571953535079956,3.01116943359375,2.926514506340027,3.5702273845672607,4.776011228561401,4.419398069381714,4.002089977264404,4.560658693313599,3.7903623580932617,6.116074085235596,5.2667176723480225,6.988177299499512,5.790680885314941,,,,,,,,,,,
2.955960512161255,2.8417588472366333,2.7457743883132935,2.5868228673934937,2.436581254005432,3.364671468734741,3.2585173845291138,3.8055336475372314,4.088153004646301,4.254571199417114,3.4705536365509033,3.801824927330017,4.402199745178223,3.472373366355896,5.830572605133057,4.704674005508423,3.6400146484375,6.195024013519287,4.868054389953613,4.184971570968628,4.149616241455078,,,,,,,,,,,,,,,,,,
3.0864148139953613,2.902464509010315,2.502633213996887,3.1493124961853027,3.250120162963867,4.444867849349976,3.6770282983779907,4.630381107330322,3.315127968788147,4.864784002304077,4.2383131980896,3.981521964073181,4.797727584838867,5.149091482162476,4.891825914382935,2.9562772512435913,3.460919976234436,2.7746816873550415,4.31847882270813,3.01116943359375,3.854036808013916,3.7149579524993896,5.0533976554870605,4.3160645961761475,3.841440200805664,3.8074339628219604,3.712709903717041,4.482380628585815,4.092625379562378,6.340952634811401,6.100671291351318,,,,,,,,
3.4478906393051147,2.6164523363113403,2.474306106567383,3.122537851333618,3.3242403268814087,3.418376922607422,2.9228098392486572,3.002407193183899,3.2578412294387817,3.0232774019241333,4.83432149887085,3.7481794357299805,3.602126359939575,4.1382646560668945,4.268493413925171,3.832842469215393,4.176138877868652,4.379468202590942,4.280210971832275,6.32505202293396,,,,,,,,,,,,,,,,,,,
2.94490647315979,2.497714042663574,3.795258045196533,3.351958751678467,3.863358497619629,3.3528014421463013,3.817948818206787,3.0771619081497192,3.751707077026367,3.1110063791275024,3.017359137535095,3.1423534154891968,3.4583611488342285,6.138859987258911,4.3173322677612305,3.840622067451477,4.168454885482788,4.260256052017212,4.318989038467407,5.623660087585449,4.736154794692993,4.964234113693237,4.723734140396118,4.438889980316162,4.069306135177612,4.2051756381988525,4.335340261459351,,,,,,,,,,,,
3.2564836740493774,2.890521287918091,3.003369688987732,2.5682179927825928,2.9684337377548218,2.9558719396591187,2.8429962396621704,4.505634307861328,4.4538352489471436,4.178781986236572,4.323631763458252,3.872959017753601,3.6492714881896973,3.3536123037338257,4.170957565307617,4.24692702293396,3.9183876514434814,4.434889793395996,4.469373941421509,6.239356279373169,4.861443042755127,,,,,,,,,,,,,,,,,,
3.2574450969696045,2.3462460041046143,2.8059710264205933,2.6668745279312134,2.9574309587478638,2.802094340324402,2.745617389678955,4.3733320236206055,3.4029868841171265,3.7629603147506714,4.085615634918213,3.5928086042404175,4.04024338722229,3.8613228797912598,4.150811433792114,5.548144340515137,4.540149688720703,4.599935531616211,6.2498180866241455,6.365548610687256,,,,,,,,,,,,,,,,,,,
3.236489772796631,2.9011439085006714,2.709213614463806,2.291638493537903,2.499238967895508,2.8339366912841797,3.3946222066879272,3.605086088180542,3.7111401557922363,4.077574253082275,3.7092010974884033,3.5777053833007812,4.419398069381714,4.4125142097473145,4.427926540374756,3.953021764755249,3.507234811782837,3.768513560295105,6.239356279373169,3.527024030685425,5.252942800521851,8.063873052597046,5.161752939224243,5.126590013504028,3.6912606954574585,4.134260416030884,5.789175033569336,5.279728412628174,,,,,,,,,,,
3.1583986282348633,2.378498911857605,2.7011255025863647,3.713841676712036,4.317373514175415,3.702504873275757,3.7556347846984863,4.0886054039001465,3.260432004928589,3.838429808616638,3.7703933715820312,3.3737252950668335,3.4756686687469482,3.763210654258728,3.1313172578811646,2.8933143615722656,5.228904724121094,5.325878858566284,4.4607460498809814,5.073110342025757,4.7913126945495605,4.126820087432861,5.932042837142944,6.804230690002441,5.7534589767456055,6.075342416763306,,,,,,,,,,,,,
2.967587471008301,2.3919442892074585,2.8462756872177124,2.7880219221115112,4.53014349937439,3.2814382314682007,3.25751793384552,3.0673495531082153,4.281721353530884,4.268366813659668,3.929135322570801,3.222110629081726,3.8148536682128906,4.682745456695557,6.328977346420288,6.014263153076172,5.223479747772217,5.028337717056274,4.370905160903931,4.419270038604736,,,,,,,,,,,,,,,,,,,
3.2564693689346313,2.646663188934326,3.886618733406067,3.7529784440994263,4.1985838413238525,2.955723524093628,2.4399337768554688,4.782165288925171,3.513900399208069,3.9098535776138306,4.090843200683594,4.241864204406738,6.337685585021973,4.840781927108765,3.778844714164734,3.2381099462509155,5.472217559814453,5.5175721645355225,3.9183984994888306,4.965479135513306,5.938909292221069,4.41424822807312,4.553247690200806,,,,,,,,,,,,,,,,
3.220978856086731,2.9936970472335815,2.376304268836975,2.9501094818115234,2.8429962396621704,2.85532283782959,3.4315311908721924,4.223621964454651,4.156426668167114,3.4404126405715942,4.536518335342407,4.169753313064575,3.8670684099197388,6.247689723968506,4.414133071899414,4.963449478149414,3.6528103351593018,5.157454013824463,3.6991312503814697,4.498460531234741,4.8898606300354,,,,,,,,,,,,,,,,,,
