0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
3.0249797105789185,5.464131593704224,3.250195026397705,2.9320162534713745,2.2508715391159058,2.899465799331665,5.00865364074707,4.412307977676392,4.3627402782440186,3.2827954292297363,3.6388033628463745,,,,,,,,,,,,
3.491443395614624,2.852140188217163,2.537304997444153,3.3120023012161255,2.21834135055542,2.503969669342041,3.164369821548462,4.080875635147095,4.328646659851074,4.11024284362793,8.094460010528564,9.036148071289062,5.890505790710449,4.374089002609253,4.142073154449463,,,,,,,,
2.2149102687835693,4.014475226402283,2.4610822200775146,3.8792409896850586,3.143359422683716,3.245924949645996,3.711672782897949,3.7005614042282104,3.2490662336349487,3.452424168586731,5.859837532043457,9.066391468048096,5.607829809188843,4.820724010467529,5.067362308502197,4.259355902671814,5.117163896560669,,,,,,
2.3325947523117065,2.9583197832107544,3.125683069229126,3.477811098098755,5.780591726303101,4.347058057785034,7.326623916625977,3.5479328632354736,2.7309114933013916,5.711798667907715,4.221418380737305,3.8079622983932495,3.0952963829040527,4.87405252456665,,,,,,,,,
3.321828842163086,2.9754573106765747,2.8040435314178467,2.1278412342071533,2.712417244911194,6.326849699020386,3.7604382038116455,4.0016785860061646,5.752549409866333,6.542737722396851,3.834903359413147,3.900828242301941,3.5423094034194946,4.6628098487854,5.008545398712158,5.151933670043945,4.750197887420654,,,,,,
3.1771433353424072,2.751671552658081,2.87895131111145,2.258528232574463,4.043443202972412,3.5199129581451416,4.72000527381897,4.085444450378418,3.599001407623291,4.131442308425903,4.973311185836792,6.5038323402404785,,,,,,,,,,,
2.8560497760772705,2.3845022916793823,2.4538196325302124,2.723625421524048,3.720638394355774,3.1469396352767944,4.8781492710113525,4.004545092582703,5.5489068031311035,4.83770227432251,5.3041300773620605,6.408528566360474,3.2939274311065674,,,,,,,,,,
3.0799777507781982,2.303350806236267,7.795969724655151,6.256205797195435,2.903625726699829,3.4281632900238037,3.063989758491516,5.007192373275757,4.366709232330322,3.711544394493103,4.757636547088623,4.089069843292236,4.845330476760864,4.687665939331055,,,,,,,,,
3.537442684173584,3.025404691696167,2.1162264347076416,3.122980833053589,2.8113627433776855,2.5566117763519287,4.324499607086182,8.710362911224365,4.711419105529785,4.87405252456665,8.343043327331543,4.012255430221558,4.009064555168152,,,,,,,,,,
3.236517906188965,2.169612169265747,2.8648266792297363,2.583436965942383,5.709717512130737,4.490927219390869,3.2923262119293213,7.906790018081665,4.080157279968262,3.6066867113113403,3.926585555076599,8.600512504577637,6.9830310344696045,,,,,,,,,,
6.780550479888916,3.769979238510132,3.9855568408966064,6.556462526321411,2.1600289344787598,4.227900981903076,2.751950263977051,7.18343448638916,4.238710403442383,,,,,,,,,,,,,,
3.0725611448287964,2.130557656288147,5.224174737930298,3.6385830640792847,3.960519313812256,4.543409585952759,4.402601480484009,3.3987927436828613,3.5907410383224487,5.585507869720459,4.461513042449951,4.926676988601685,,,,,,,,,,,
3.236489772796631,2.6943161487579346,3.0986781120300293,2.2168346643447876,3.4703770875930786,4.009956955909729,3.8485212326049805,3.8478344678878784,2.899465799331665,4.864641904830933,7.916248798370361,4.599921703338623,,,,,,,,,,,
3.0952963829040527,2.8816827535629272,2.130557656288147,2.9584946632385254,2.3207119703292847,5.662259578704834,4.736176252365112,4.073853969573975,3.1926039457321167,3.2991963624954224,6.34944748878479,4.339130640029907,4.557541847229004,3.5792667865753174,4.83105993270874,3.6685301065444946,4.483312129974365,6.38398814201355,4.898219347000122,4.068237066268921,4.056446075439453,,
3.520068049430847,3.1859676837921143,3.0124669075012207,2.1633983850479126,3.9748682975769043,3.597243905067444,2.3209242820739746,7.368194818496704,,,,,,,,,,,,,,,
3.0747079849243164,2.7830761671066284,4.349709987640381,2.3919442892074585,3.2340980768203735,3.9804621934890747,6.139293670654297,4.3029749393463135,4.342860698699951,4.951777696609497,4.293164014816284,3.2966434955596924,4.068658351898193,2.9091970920562744,5.178112506866455,7.407504320144653,6.408528566360474,,,,,,
3.2574450969696045,2.2861825227737427,2.405929207801819,2.960352659225464,5.590588331222534,4.434657096862793,6.843941688537598,5.337217569351196,,,,,,,,,,,,,,,
3.0476537942886353,2.129092216491699,2.683285117149353,2.523532271385193,5.09104323387146,4.1943418979644775,3.878851294517517,3.85226571559906,3.6556754112243652,3.174257516860962,4.1334686279296875,5.849368095397949,6.9859349727630615,,,,,,,,,,
3.2684847116470337,3.07222843170166,3.1676106452941895,2.7486581802368164,4.034523010253906,4.1652913093566895,3.163668990135193,4.0810465812683105,4.302968740463257,3.8931599855422974,5.414650201797485,6.360049247741699,4.082601308822632,3.171763300895691,5.377366542816162,4.39257550239563,,,,,,,
5.600060939788818,4.775062799453735,5.029453992843628,5.704224586486816,2.6936802864074707,4.058172345161438,2.218535542488098,2.556204080581665,3.821407675743103,2.6639312505722046,4.082601308822632,5.6638288497924805,3.0943446159362793,,,,,,,,,,
2.933204174041748,3.0732789039611816,2.1647820472717285,2.36443293094635,3.58608078956604,3.542316436767578,6.48908543586731,9.107120513916016,4.869823932647705,4.857959985733032,4.417510747909546,3.6629040241241455,4.965771198272705,4.510518789291382,6.85997200012207,6.452276706695557,,,,,,,
