0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2.718135952949524,2.39053738117218,3.8798893690109253,3.9790351390838623,6.119256973266602,4.8167619705200195,3.7757145166397095,3.279966354370117,3.2404972314834595,4.659605503082275,3.3974369764328003,3.9807467460632324,4.538307189941406,5.03452467918396,4.371299982070923,7.117963552474976,3.0070741176605225,3.8929256200790405,,,,,,,,,,,,
3.773794412612915,5.9504406452178955,4.858774900436401,3.0827420949935913,2.3216904401779175,2.233173370361328,2.452604055404663,2.8272385597229004,2.6926615238189697,2.818008542060852,2.9446654319763184,2.5889002084732056,2.3153574466705322,3.5648269653320312,4.360718011856079,3.1723662614822388,3.296338200569153,3.2513985633850098,5.910946607589722,4.54442834854126,4.12459921836853,,,,,,,,,
2.582940697669983,2.1069955825805664,2.076294422149658,2.2573068141937256,2.4592102766036987,3.3710482120513916,3.0835089683532715,3.622825860977173,2.98847234249115,2.988719940185547,3.103175401687622,4.0338462591171265,5.847842693328857,3.950891613960266,6.315408229827881,4.57068657875061,4.343503713607788,5.668923854827881,4.031384110450745,3.8820496797561646,2.7583250999450684,3.3421435356140137,,,,,,,,
2.1690338850021362,2.475326895713806,2.5078734159469604,3.130580425262451,3.1187872886657715,3.52355420589447,3.7744535207748413,2.563887596130371,2.4837292432785034,3.37565279006958,3.8429282903671265,2.941157817840576,5.409060955047607,4.810997009277344,3.8471884727478027,3.896846890449524,6.356267690658569,4.507235527038574,4.416329383850098,5.955107927322388,4.6704559326171875,,,,,,,,,
3.774353265762329,3.003868579864502,2.8096624612808228,5.755407094955444,6.803027153015137,7.0173749923706055,5.381081581115723,4.696021556854248,4.032254338264465,3.079779267311096,2.15268337726593,2.6724570989608765,2.4436099529266357,3.061344623565674,6.256205797195435,3.628622889518738,4.1580305099487305,4.416257619857788,3.5475919246673584,3.295315742492676,4.638179540634155,3.869554042816162,5.39691686630249,3.7162574529647827,3.2240493297576904,,,,,
3.024349331855774,2.385043978691101,2.274343490600586,2.7462772130966187,2.979700803756714,2.5016409158706665,3.460412859916687,3.679601788520813,3.4896048307418823,5.253911256790161,3.730376720428467,3.719760775566101,3.641757607460022,3.628352403640747,3.2127846479415894,4.793725252151489,4.582480430603027,4.619049310684204,3.9541189670562744,,,,,,,,,,,
3.627952814102173,2.2089831829071045,2.2077410221099854,2.6101572513580322,2.695504665374756,3.251381754875183,7.1458635330200195,4.465313196182251,4.55983304977417,2.975808024406433,,,,,,,,,,,,,,,,,,,,
2.9212979078292847,2.208772659301758,2.634506940841675,2.308301329612732,3.253338098526001,3.3404526710510254,3.29257333278656,5.489395618438721,3.490941286087036,5.5206458568573,3.7490540742874146,3.6709450483322144,2.591434597969055,3.2978122234344482,3.585278272628784,4.057360649108887,4.756742715835571,7.296559572219849,5.19278359413147,,,,,,,,,,,
3.0729191303253174,2.324010133743286,2.5776182413101196,3.0336304903030396,2.9944621324539185,2.794469714164734,4.02734375,3.998393416404724,4.169487476348877,3.1888606548309326,4.837850093841553,4.835233449935913,3.465464472770691,3.6438475847244263,4.234939813613892,3.7782710790634155,3.4379234313964844,4.394689321517944,4.486861228942871,4.117487192153931,5.447472333908081,6.356267690658569,5.1100146770477295,,,,,,,
3.129802107810974,2.5273958444595337,2.278025269508362,2.3673352003097534,2.073800206184387,2.6430089473724365,2.7491005659103394,5.164309740066528,4.291796922683716,4.72577691078186,4.009522914886475,5.366060972213745,4.890710353851318,3.8440935611724854,3.3978490829467773,3.61411714553833,7.74161171913147,4.472490310668945,5.461906909942627,5.0803117752075195,,,,,,,,,,
