0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
2.9437049627304077,2.248002767562866,2.5360641479492188,2.7522776126861572,3.7474972009658813,5.553150177001953,5.098337650299072,3.517643928527832,3.8254196643829346,5.884939193725586,4.027369260787964,4.415879487991333,3.1541800498962402,3.40132474899292,3.8378992080688477,4.068654298782349,3.95444393157959,4.0295140743255615,4.257303476333618,4.848376035690308,6.484619140625,5.6579368114471436,3.368672013282776,4.365279197692871,,,,,,,,,,,,,,,,,,
3.1433111429214478,2.84440815448761,2.274527430534363,2.7511649131774902,2.4686336517333984,2.7817862033843994,2.346641778945923,2.723671078681946,4.061733961105347,3.630620002746582,5.100037336349487,4.538920640945435,3.522378087043762,6.064036130905151,4.593141078948975,3.546202540397644,4.216923475265503,3.941052794456482,3.8201831579208374,5.536405563354492,4.37333607673645,5.7326133251190186,4.889275789260864,,,,,,,,,,,,,,,,,,,
3.255046010017395,2.3963781595230103,2.1569249629974365,3.147574305534363,2.7457151412963867,2.400611639022827,2.840909957885742,2.724686026573181,3.0041805505752563,5.046674966812134,7.71173620223999,4.772535800933838,4.4168381690979,5.179574966430664,5.197697162628174,3.517858147621155,4.606212139129639,3.3822346925735474,3.350523591041565,4.9653990268707275,3.6351672410964966,,,,,,,,,,,,,,,,,,,,,
3.2547062635421753,2.3966764211654663,2.244916558265686,2.841671586036682,2.8590738773345947,2.9852417707443237,2.259570002555847,2.466038703918457,4.844861745834351,3.420290946960449,4.756746768951416,3.7353380918502808,3.859794020652771,4.515944480895996,3.3586026430130005,6.401639223098755,7.169771194458008,6.198398590087891,5.023895263671875,,,,,,,,,,,,,,,,,,,,,,,
2.3375643491744995,2.2826966047286987,2.488248825073242,3.2466001510620117,3.111298084259033,2.3912159204483032,3.4664993286132812,2.872999429702759,3.1836018562316895,3.6205615997314453,3.6573572158813477,3.630996346473694,3.0993964672088623,2.7636890411376953,2.9399253129959106,2.9414068460464478,3.1156532764434814,5.49480128288269,4.403646230697632,4.348937749862671,3.88901150226593,4.6111931800842285,4.357009410858154,4.7965171337127686,4.364053249359131,,,,,,,,,,,,,,,,,
3.255046010017395,2.1788201332092285,3.1591432094573975,2.5264687538146973,2.661538243293762,2.340165138244629,2.8482202291488647,2.8778756856918335,2.7211592197418213,2.29005229473114,2.7772281169891357,2.9414068460464478,3.792489767074585,5.155158519744873,3.5433677434921265,4.577224969863892,3.8196823596954346,6.629782199859619,5.295299530029297,3.634339451789856,4.727601528167725,3.5665560960769653,,,,,,,,,,,,,,,,,,,,
2.7044291496276855,2.401822090148926,3.2547062635421753,3.030216932296753,2.866707444190979,2.697872757911682,4.097766876220703,5.712158441543579,4.282856464385986,5.77188515663147,5.620927333831787,4.007649898529053,4.432977914810181,4.341930627822876,3.013788104057312,4.28393816947937,4.786026239395142,5.066212177276611,3.8109281063079834,4.974475860595703,4.831927299499512,4.620777606964111,,,,,,,,,,,,,,,,,,,,
3.247699737548828,2.3520357608795166,2.122257351875305,3.182490825653076,2.8183220624923706,2.7840882539749146,2.723692536354065,3.7152011394500732,5.583558797836304,4.3615007400512695,3.6629040241241455,4.147308588027954,4.774726867675781,3.3409618139266968,5.093102216720581,4.759440898895264,3.488369107246399,5.492112874984741,5.164176940917969,3.638341188430786,5.612107038497925,,,,,,,,,,,,,,,,,,,,,
3.254706621170044,2.8368215560913086,2.922233819961548,2.7735581398010254,2.3493415117263794,2.9395618438720703,2.688884139060974,2.672950863838196,4.549384832382202,4.014332294464111,4.756190538406372,3.5901384353637695,3.937712073326111,5.060565233230591,4.312044858932495,3.6991312503814697,4.2039618492126465,3.473755955696106,4.861156702041626,5.68415379524231,4.46612548828125,,,,,,,,,,,,,,,,,,,,,
3.255046010017395,2.350993514060974,2.201393723487854,2.1724642515182495,2.8592418432235718,2.9910659790039062,4.0578413009643555,3.2916359901428223,3.415703773498535,5.129591941833496,4.709580421447754,4.336300611495972,6.325238943099976,3.6809786558151245,3.5884002447128296,3.814752697944641,4.763890266418457,4.002089977264404,3.7068876028060913,3.6367591619491577,4.099188804626465,4.765726089477539,4.608310699462891,3.8216298818588257,,,,,,,,,,,,,,,,,,
