0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
3.2015362977981567,2.328312039375305,2.4747154712677,2.874920964241028,2.6980797052383423,2.2883867025375366,5.1167073249816895,3.7759138345718384,3.62238085269928,4.306208848953247,4.009664535522461,4.2756078243255615,6.881253957748413,5.84174108505249,,,,,,,,,,,,,,,,,,,,,,
3.3660277128219604,3.4245234727859497,2.880936861038208,4.1600341796875,3.5004289150238037,3.074418783187866,2.841488480567932,3.8150899410247803,2.8637707233428955,4.034468650817871,5.713509559631348,5.69673228263855,5.399622917175293,4.889676094055176,3.7656344175338745,3.95802640914917,3.4236855506896973,3.728991746902466,6.414071321487427,3.2396318912506104,2.5682235956192017,3.0555137395858765,2.3296064138412476,2.775542378425598,4.497594833374023,3.7950494289398193,3.2382915019989014,,,,,,,,,
3.1989946365356445,2.1909724473953247,2.604994773864746,3.254358410835266,3.5425162315368652,3.303715705871582,2.7883330583572388,3.090309977531433,3.596547245979309,3.1768428087234497,5.188701152801514,5.228846788406372,5.450300455093384,4.497393608093262,4.1147496700286865,4.776886463165283,3.0998048782348633,2.7282427549362183,2.8101295232772827,3.589386820793152,2.758848786354065,3.7759138345718384,3.179172158241272,2.9039359092712402,3.558359980583191,4.813369274139404,4.10896110534668,,,,,,,,,
3.3847837448120117,3.1706231832504272,3.093756079673767,2.5739688873291016,2.7635393142700195,5.4213316440582275,4.4943742752075195,5.027354955673218,4.853564023971558,5.331836462020874,4.882175445556641,4.286332607269287,4.044845342636108,4.779508590698242,3.22056782245636,2.3551894426345825,2.116060256958008,2.800247550010681,3.9496654272079468,3.9050686359405518,3.7286213636398315,3.4441198110580444,4.9047324657440186,5.154745817184448,4.338082790374756,,,,,,,,,,,
3.2563090324401855,2.531816601753235,2.8593926429748535,2.933204174041748,2.4709683656692505,2.7295312881469727,2.8671213388442993,2.2883867025375366,3.174818277359009,4.9132866859436035,3.7548216581344604,5.104060649871826,4.352009534835815,4.471876382827759,3.705595850944519,6.82827353477478,6.771878957748413,5.726869583129883,3.8369081020355225,5.798840761184692,4.998404502868652,5.612906455993652,4.812991142272949,5.204476356506348,4.916040420532227,4.292771100997925,3.9738115072250366,,,,,,,,,
2.8294622898101807,2.5095707178115845,2.0792938470840454,2.458610415458679,2.717688798904419,3.529954195022583,3.583564281463623,3.400482654571533,4.6967949867248535,3.3941410779953003,3.5328232049942017,6.9786317348480225,4.893571376800537,5.231738567352295,3.596806526184082,4.013168692588806,4.899805068969727,3.8858609199523926,3.700726270675659,,,,,,,,,,,,,,,,,
2.8445554971694946,2.9199658632278442,3.3887463808059692,4.4947731494903564,2.776419997215271,2.9059797525405884,6.967270135879517,5.964542388916016,5.3290722370147705,5.328584671020508,5.293658971786499,,,,,,,,,,,,,,,,,,,,,,,,,
2.980327606201172,2.56938099861145,2.8325467109680176,3.9601978063583374,2.7853304147720337,2.5034323930740356,3.3774110078811646,3.282422184944153,3.653242826461792,3.0265148878097534,3.040778636932373,6.0924458503723145,5.429920434951782,5.773598909378052,4.1287407875061035,4.148688793182373,3.9617515802383423,5.3608012199401855,3.8965338468551636,,,,,,,,,,,,,,,,,
3.256420612335205,2.1885493993759155,2.819858193397522,2.338328242301941,2.9705029726028442,2.561561703681946,3.2021313905715942,4.053479433059692,3.8702651262283325,3.0517115592956543,3.8177119493484497,3.8782683610916138,3.134002447128296,3.7187724113464355,6.208521127700806,4.38037109375,4.661668062210083,4.606644630432129,6.889983415603638,4.623149394989014,,,,,,,,,,,,,,,,
3.499645948410034,3.565507650375366,3.3048670291900635,2.7271909713745117,4.46427059173584,2.699004054069519,2.411524176597595,3.3597062826156616,3.0225112438201904,3.7238210439682007,3.0526230335235596,2.866510510444641,3.136289119720459,3.0009032487869263,5.1317901611328125,6.557605504989624,4.000098466873169,4.627838969230652,4.3324220180511475,5.109025001525879,5.104542970657349,5.43384861946106,,,,,,,,,,,,,,
