0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
3.2547062635421753,2.3408374786376953,2.1012390851974487,2.721818685531616,2.4976232051849365,2.806678533554077,2.512837767601013,2.5356860160827637,4.9173643589019775,3.961355686187744,4.4354400634765625,3.7747912406921387,4.120281457901001,3.6525959968566895,3.781279683113098,3.702687978744507,3.7353594303131104,4.06175422668457,6.788185358047485,,,,,,,,,,,,,,,,,,,,,
2.1751551628112793,1.9939598441123962,2.090781569480896,2.20665967464447,3.257383942604065,2.870432734489441,3.1758720874786377,4.201724290847778,2.4714189767837524,2.557623028755188,2.388435959815979,2.808787703514099,2.760849356651306,2.6394286155700684,7.474798679351807,4.017296075820923,4.289255380630493,3.8105132579803467,2.817310929298401,5.371913194656372,3.6713333129882812,2.7115726470947266,3.1276949644088745,2.6912554502487183,5.546534776687622,3.9424926042556763,6.407111167907715,,,,,,,,,,,,,
2.0189796686172485,3.5556174516677856,2.7077951431274414,2.3823890686035156,2.437027931213379,1.9142441749572754,5.321989059448242,5.4389941692352295,4.424255132675171,4.747681140899658,3.0572880506515503,4.755852460861206,2.7314834594726562,5.276225805282593,3.3192588090896606,3.4860079288482666,3.893832564353943,5.061705112457275,4.9270265102386475,4.1553637981414795,2.5122402906417847,2.873727798461914,7.95850396156311,,,,,,,,,,,,,,,,,
2.873642683029175,2.3509490489959717,2.0363540649414062,2.669618844985962,2.6748220920562744,2.2772618532180786,1.9913799166679382,3.672192335128784,2.953789710998535,3.3458354473114014,3.5088196992874146,3.4901686906814575,3.284138560295105,2.9715373516082764,3.304331064224243,3.4346277713775635,5.149927616119385,5.389950513839722,4.120121240615845,5.185299396514893,6.608752727508545,5.5719122886657715,6.426851272583008,4.782390594482422,3.701814651489258,5.2439939975738525,5.992315769195557,4.154346466064453,,,,,,,,,,,,
2.175101399421692,2.178676128387451,2.9954980611801147,4.898531198501587,4.183781385421753,3.2596760988235474,3.795039176940918,5.4342193603515625,4.016856908798218,3.157946825027466,2.685319185256958,2.3907980918884277,2.0471197366714478,5.834517955780029,3.378604769706726,4.17053747177124,3.0650010108947754,4.143821954727173,3.6169415712356567,3.279966354370117,5.17158579826355,4.413470983505249,2.9745994806289673,3.6737979650497437,3.1877341270446777,4.945973873138428,4.120826482772827,4.159127235412598,,,,,,,,,,,,
3.247699737548828,2.4050557613372803,2.4542863368988037,2.1190128326416016,3.0731170177459717,2.6452126502990723,2.2421966791152954,2.320913791656494,2.3900673389434814,3.094622015953064,2.775123357772827,2.6594419479370117,6.903808355331421,5.318027496337891,3.611280083656311,4.022806644439697,4.966419696807861,4.175318479537964,3.8237944841384888,4.0346925258636475,3.56983745098114,3.868314027786255,4.5410730838775635,3.604852318763733,3.548709511756897,3.72558331489563,7.01153564453125,,,,,,,,,,,,,
3.390985608100891,2.5772979259490967,7.207525968551636,5.817073106765747,3.819770336151123,2.837182879447937,2.248644709587097,2.0346202850341797,2.6715240478515625,2.4713985919952393,2.784901261329651,4.1757972240448,4.232049465179443,3.64380145072937,3.241371989250183,3.013620138168335,3.4245675802230835,3.338899612426758,5.711341381072998,3.7423627376556396,4.267699480056763,3.9752544164657593,2.915070414543152,,,,,,,,,,,,,,,,,
3.3316287994384766,2.913866400718689,6.436460018157959,4.303532838821411,3.6826165914535522,3.254394054412842,2.3408374786376953,2.085876703262329,2.4696860313415527,2.7443723678588867,2.4579718112945557,5.234353303909302,3.426017165184021,3.698133707046509,4.138111591339111,3.424410104751587,4.91154408454895,3.7940114736557007,,,,,,,,,,,,,,,,,,,,,,
2.29872727394104,2.9089643955230713,2.322869062423706,2.9605802297592163,3.126394748687744,3.0998048782348633,3.9971694946289062,7.083648920059204,5.811813116073608,4.393296957015991,3.6803752183914185,3.628619432449341,3.6903880834579468,4.310476541519165,4.562406063079834,2.395888924598694,4.932664394378662,3.2130441665649414,3.8194940090179443,,,,,,,,,,,,,,,,,,,,,
2.3561266660690308,1.9223002195358276,3.4020657539367676,3.1905566453933716,3.377723813056946,2.4599753618240356,2.8620671033859253,3.076482057571411,6.148961305618286,4.11587381362915,4.459007024765015,4.121236801147461,3.2073798179626465,3.3720736503601074,2.708263635635376,3.6899633407592773,5.15699315071106,2.8002904653549194,5.234353303909302,3.6320194005966187,3.7408621311187744,3.7821102142333984,7.787754774093628,5.257298707962036,4.226838111877441,4.311615228652954,3.7508803606033325,4.322622299194336,4.425359487533569,,,,,,,,,,,
2.327181100845337,2.979324221611023,2.2020366191864014,2.7594677209854126,2.343602418899536,2.0672789812088013,2.9221420288085938,2.385330080986023,3.942508578300476,4.4568188190460205,6.932760238647461,4.245387315750122,5.350578546524048,6.564165353775024,3.6305164098739624,2.5067518949508667,2.8083869218826294,6.6276326179504395,4.5618977546691895,5.059754133224487,4.914416313171387,,,,,,,,,,,,,,,,,,,
2.175355553627014,3.256972908973694,2.7023046016693115,3.275754690170288,3.5609006881713867,3.2413378953933716,2.5733360052108765,2.7500851154327393,2.2412959337234497,2.73448646068573,5.223281621932983,3.6311230659484863,3.4035701751708984,2.6825886964797974,3.2482175827026367,5.002696514129639,4.616668224334717,4.102110147476196,4.925286531448364,3.736778736114502,3.3843626976013184,4.148357629776001,5.7128095626831055,4.285686492919922,,,,,,,,,,,,,,,,
2.112990617752075,3.177030920982361,2.233173370361328,4.838475942611694,3.7078875303268433,3.3170443773269653,2.0155872106552124,2.3777496814727783,3.479913830757141,2.9131808280944824,2.2000319957733154,2.343310236930847,4.861438274383545,3.972086548805237,3.0015358924865723,3.1614996194839478,2.7785303592681885,2.353661894798279,4.195298194885254,4.846745252609253,3.670583486557007,3.4069020748138428,,,,,,,,,,,,,,,,,,
