0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
3.548035740852356,3.2022231817245483,2.8488664627075195,2.857320785522461,3.703478455543518,3.364765763282776,5.075133562088013,3.6227786540985107,4.127760171890259,4.886517524719238,4.648554563522339,4.302862644195557,4.53092885017395,5.640202283859253,5.196871519088745,6.749082803726196,5.810423135757446,3.1100411415100098,2.8028247356414795,3.070554733276367,,,,,,,,,,,
2.94591224193573,2.8800119161605835,3.8456791639328003,3.476846218109131,3.1098744869232178,4.169997692108154,4.9411351680755615,6.630969762802124,2.452269673347473,2.6036115884780884,,,,,,,,,,,,,,,,,,,,,
4.512585639953613,4.121747255325317,3.6077640056610107,3.706996440887451,3.008062958717346,2.705102562904358,3.3183575868606567,3.294660210609436,4.221591472625732,2.662887454032898,3.600644826889038,2.8890267610549927,3.106974959373474,3.6282448768615723,3.3984166383743286,3.485493779182434,4.440702676773071,5.366554260253906,,,,,,,,,,,,,
3.1991549730300903,3.131648063659668,4.715869665145874,3.893086552619934,4.053144454956055,4.378206729888916,5.882623195648193,3.02167809009552,3.6713333129882812,3.0874876976013184,3.0068559646606445,3.0257779359817505,6.4284679889678955,6.939172983169556,,,,,,,,,,,,,,,,,
5.159958600997925,3.9380247592926025,5.662273168563843,3.5958592891693115,3.0909228324890137,2.7662158012390137,3.0041662454605103,3.376904010772705,4.574264287948608,3.7263606786727905,5.7835869789123535,4.409864902496338,4.761655330657959,6.766705513000488,5.430903911590576,5.347766399383545,5.833184242248535,,,,,,,,,,,,,,
3.364301085472107,2.3418917655944824,2.9231046438217163,3.615933060646057,3.8695143461227417,3.665189027786255,4.017675161361694,4.981603384017944,5.824617385864258,3.634339451789856,3.706630825996399,3.3405086994171143,3.024925470352173,4.701060771942139,7.306027889251709,,,,,,,,,,,,,,,,
5.156867265701294,3.400638699531555,4.386379957199097,5.522765159606934,4.3601720333099365,4.063794374465942,3.432871460914612,3.8692476749420166,3.2605597972869873,3.478210926055908,3.7519508600234985,3.591179132461548,5.67208194732666,6.9801459312438965,,,,,,,,,,,,,,,,,
2.7116960287094116,3.059552311897278,2.871238946914673,2.9167312383651733,3.6624170541763306,4.286954402923584,6.117434024810791,7.648472309112549,,,,,,,,,,,,,,,,,,,,,,,
3.1971651315689087,2.9238892793655396,2.9270029067993164,2.402724266052246,2.6495782136917114,3.9620801210403442,3.8707973957061768,6.34668231010437,3.5342105627059937,4.426179885864258,4.125864267349243,3.4570456743240356,6.222019195556641,5.275233745574951,,,,,,,,,,,,,,,,,
3.7818683385849,2.7273216247558594,4.216981410980225,5.984123706817627,3.635390043258667,3.244184970855713,4.004629135131836,2.8420000076293945,2.8504514694213867,4.481856822967529,5.146375894546509,3.5345170497894287,4.024972677230835,7.165675401687622,3.3133606910705566,6.545618057250977,3.0072011947631836,3.3472580909729004,2.332078456878662,3.0252223014831543,2.37006676197052,,,,,,,,,,
4.236667156219482,2.8528027534484863,3.399427890777588,2.646663188934326,5.2161805629730225,4.253396511077881,4.3151490688323975,3.1834895610809326,3.5827451944351196,3.0064443349838257,2.9464831352233887,2.245621919631958,2.354612350463867,3.4845179319381714,4.120246410369873,8.059818267822266,,,,,,,,,,,,,,,
3.7995628118515015,3.2491354942321777,2.8695205450057983,4.362835884094238,6.955954313278198,4.759285926818848,4.260400295257568,4.999381065368652,4.460768461227417,3.008388876914978,4.377517223358154,3.3018195629119873,3.7335485219955444,3.746045231819153,3.2084641456604004,3.8220349550247192,5.028864622116089,4.704195022583008,3.5771011114120483,,,,,,,,,,,,
2.871986746788025,3.15975022315979,3.0858811140060425,4.986707448959351,3.7392231225967407,3.0022248029708862,3.5182701349258423,4.538666486740112,3.267610549926758,3.822340250015259,5.0542449951171875,4.768223524093628,6.901271343231201,4.756027936935425,2.3234703540802,,,,,,,,,,,,,,,,
3.156405806541443,3.188356876373291,2.859544277191162,3.2486772537231445,3.1971651315689087,2.9237321615219116,2.7884156703948975,3.6401368379592896,3.8908509016036987,4.200769901275635,3.792489767074585,3.1357754468917847,4.5709662437438965,4.555198431015015,4.5256288051605225,5.063705205917358,3.1700494289398193,4.2676427364349365,,,,,,,,,,,,,
2.330913782119751,2.996004104614258,4.168631315231323,5.80115270614624,5.029453992843628,4.623755693435669,4.588589906692505,4.081518173217773,3.943114399909973,5.362097263336182,,,,,,,,,,,,,,,,,,,,,
3.2721688747406006,3.00271213054657,3.2510474920272827,2.551817297935486,4.466012716293335,3.8859211206436157,4.343712091445923,6.1417555809021,5.839738845825195,4.751805305480957,3.8121758699417114,4.403462171554565,3.893423914909363,,,,,,,,,,,,,,,,,,
4.027798175811768,3.5771011114120483,4.926713705062866,6.484642505645752,3.1963486671447754,3.147514820098877,3.5216574668884277,2.4250941276550293,5.495514869689941,4.3643798828125,3.7587932348251343,5.418874263763428,4.220947265625,3.3158771991729736,4.0205183029174805,3.2921968698501587,4.060277223587036,3.315230965614319,,,,,,,,,,,,,
3.464988350868225,2.8047597408294678,3.330400586128235,3.080435037612915,3.0824899673461914,2.3195618391036987,3.0417522192001343,4.199294328689575,7.153482675552368,4.7537689208984375,4.948944568634033,5.179637670516968,,,,,,,,,,,,,,,,,,,
3.7053306102752686,5.170585632324219,5.636404514312744,3.3699259757995605,3.280760645866394,4.842896223068237,2.262142777442932,2.9331544637680054,2.846746802330017,3.4741674661636353,6.33859920501709,6.3599419593811035,,,,,,,,,,,,,,,,,,,
3.352898359298706,4.478412389755249,3.9126075506210327,3.2989797592163086,3.5391777753829956,3.73439621925354,3.1706231832504272,3.214013695716858,2.99847674369812,5.108124017715454,4.76646876335144,4.58696436882019,6.378140449523926,,,,,,,,,,,,,,,,,,
5.102166414260864,3.8190656900405884,3.361645817756653,4.769176244735718,3.497836947441101,3.022563338279724,4.6744866371154785,3.353989839553833,5.446650505065918,4.3381898403167725,3.0325026512145996,5.6857850551605225,3.009822726249695,4.245365142822266,3.127609610557556,3.8727186918258667,4.144931077957153,3.4358725547790527,3.227907657623291,,,,,,,,,,,,
3.8219202756881714,3.0149608850479126,4.24907660484314,5.6775062084198,5.743938684463501,7.258020639419556,5.326639413833618,4.271991729736328,5.857769727706909,5.497825860977173,4.931681871414185,4.984508752822876,4.522422790527344,4.187216520309448,3.6654670238494873,4.357189416885376,4.2733683586120605,2.8471908569335938,4.340897083282471,3.3201979398727417,3.0898903608322144,3.566304326057434,,,,,,,,,
3.204766869544983,3.002108573913574,3.015924334526062,2.7678130865097046,2.3229570388793945,3.3006352186203003,2.882984757423401,3.070554733276367,3.098388433456421,3.4802836179733276,3.0417522192001343,4.78364109992981,4.169273138046265,3.9464831352233887,4.130630016326904,5.691521167755127,,,,,,,,,,,,,,,
2.8511141538619995,2.8117083311080933,3.26649272441864,3.7989977598190308,2.760581851005554,3.5035074949264526,4.781504154205322,4.33234167098999,4.6328513622283936,3.6823198795318604,5.613423109054565,3.8617918491363525,5.606330394744873,8.438557147979736,,,,,,,,,,,,,,,,,
3.011362314224243,2.3248218297958374,2.3498666286468506,3.575252652168274,3.336488723754883,3.153817653656006,2.815793037414551,4.263262510299683,5.689809322357178,4.997791528701782,3.75754177570343,4.43644380569458,3.1930490732192993,3.8967506885528564,3.6768991947174072,5.046357154846191,,,,,,,,,,,,,,,
3.038268566131592,3.2837435007095337,3.0136853456497192,4.487594127655029,2.7917150259017944,2.9531761407852173,3.3460572957992554,5.697577953338623,7.7747368812561035,4.781228303909302,3.95556104183197,4.46794319152832,3.8586978912353516,2.8511141538619995,3.665875792503357,4.050721645355225,3.0112370252609253,5.930144309997559,3.5095362663269043,,,,,,,,,,,,
3.575431227684021,2.751524567604065,5.694234609603882,4.598036289215088,3.792638659477234,4.231842041015625,4.669771671295166,5.940051078796387,4.358231067657471,3.4068233966827393,4.478580713272095,3.506035327911377,4.382343292236328,3.3248631954193115,3.070554733276367,2.7114168405532837,,,,,,,,,,,,,,,
3.7344695329666138,3.8001835346221924,2.6413135528564453,3.659719705581665,2.3201385736465454,2.362928032875061,2.751405954360962,3.8504284620285034,3.0024343729019165,4.625043630599976,4.252900838851929,5.108003377914429,6.8675408363342285,4.456329584121704,3.844333529472351,4.350573301315308,5.637634754180908,5.867376089096069,,,,,,,,,,,,,
3.191508412361145,2.4170055389404297,3.3534796237945557,3.0177069902420044,2.620828628540039,2.713632345199585,3.2487902641296387,3.555772542953491,3.378271222114563,4.917412519454956,3.7068876028060913,4.493099689483643,,,,,,,,,,,,,,,,,,,
3.0348516702651978,3.6880017518997192,5.170202970504761,5.818016290664673,3.1422146558761597,3.553339719772339,2.1219431161880493,3.645985245704651,4.136596202850342,3.428022861480713,5.032449722290039,4.165191173553467,3.744139552116394,3.6746113300323486,5.627774477005005,5.26781439781189,4.5988709926605225,,,,,,,,,,,,,,
