0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2.987471103668213,4.277218580245972,5.85664439201355,5.2443602085113525,3.1269322633743286,2.7882081270217896,4.938657283782959,3.3515422344207764,4.733206272125244,6.221711874008179,4.270705223083496,3.7767629623413086,3.1599825620651245,6.767383098602295,4.156656265258789,4.272442817687988,3.6842650175094604,2.8974629640579224,3.4892075061798096,,,,,,
3.7064402103424072,2.4581586122512817,3.648643732070923,2.907530903816223,3.3122894763946533,2.2441885471343994,2.7997902631759644,5.130079507827759,4.23334527015686,5.043238162994385,5.538529396057129,5.378737926483154,4.979203701019287,3.5316742658615112,3.7963194847106934,,,,,,,,,,
3.1862690448760986,2.422945022583008,3.1033483743667603,3.657096743583679,4.0174113512039185,3.535825490951538,4.181738615036011,6.5303027629852295,3.8754175901412964,6.652358770370483,6.340075492858887,,,,,,,,,,,,,,
2.739029884338379,2.175883412361145,3.262774348258972,3.3129231929779053,4.332749843597412,3.2423468828201294,5.923828840255737,3.5007054805755615,4.50945782661438,3.1117128133773804,3.803834557533264,3.8731573820114136,4.535906791687012,4.457981824874878,5.472117185592651,,,,,,,,,,
3.094582200050354,4.328236818313599,3.707008957862854,4.1694053411483765,5.786906719207764,4.530024290084839,4.112055540084839,4.417770862579346,3.6403976678848267,2.788724660873413,3.1392802000045776,6.405524969100952,4.7535295486450195,4.519759654998779,5.042680978775024,,,,,,,,,,
3.3613404035568237,3.223227858543396,5.952606678009033,4.656605005264282,4.1940672397613525,6.121192455291748,5.346513748168945,4.783884048461914,6.226081132888794,2.910855531692505,3.94829785823822,2.571714758872986,2.1952651739120483,3.1956599950790405,,,,,,,,,,,
3.2443454265594482,3.2511404752731323,3.0321693420410156,3.9636287689208984,3.8901753425598145,3.9951471090316772,3.5860252380371094,3.1156885623931885,5.203190803527832,5.015724182128906,4.248141765594482,4.751481294631958,4.78981351852417,5.697729110717773,4.739896535873413,4.048713564872742,,,,,,,,,
3.9822041988372803,3.830785632133484,3.127825975418091,3.270331382751465,4.2719457149505615,5.8686254024505615,5.362281322479248,3.644806385040283,3.389251470565796,5.196119070053101,5.622478008270264,3.778054714202881,2.855392098426819,2.635160446166992,4.359119892120361,5.661351203918457,5.031533718109131,4.323198199272156,3.6954822540283203,,,,,,
4.416280508041382,3.8190640211105347,3.8281075954437256,3.9336057901382446,3.8790770769119263,5.9426186084747314,4.124683380126953,6.559609651565552,3.2048144340515137,3.3312606811523438,3.005307912826538,4.117940187454224,5.221426963806152,,,,,,,,,,,,
3.6761603355407715,2.906261444091797,2.5450443029403687,2.805778980255127,3.0567201375961304,5.37178635597229,4.920419216156006,4.637793302536011,4.870885133743286,3.64310884475708,5.86190938949585,,,,,,,,,,,,,,
