0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
4.06080174446106,4.5383992195129395,3.5082565546035767,3.848057985305786,4.708598375320435,6.384442090988159,,,,,,,,,,,,,,,
4.7406511306762695,3.807184100151062,2.9871050119400024,3.0396217107772827,3.254792809486389,3.131078362464905,4.442935943603516,5.123695373535156,4.123506307601929,3.9959300756454468,5.156051874160767,5.608430862426758,5.361023187637329,6.960012674331665,5.8924241065979,,,,,,
3.518724203109741,4.814763307571411,5.389115810394287,5.843835353851318,4.409089088439941,3.692767381668091,7.888306617736816,5.557171583175659,5.01018500328064,3.8362414836883545,,,,,,,,,,,
3.4611012935638428,4.785811185836792,5.240590333938599,5.068666696548462,3.7948760986328125,3.500800848007202,3.7011629343032837,5.647712707519531,4.413118839263916,7.11575984954834,5.063302278518677,2.6846574544906616,4.7261857986450195,4.5606653690338135,,,,,,,
3.8062318563461304,3.3365272283554077,5.414650201797485,5.793581247329712,4.4489922523498535,3.6162428855895996,3.7375627756118774,4.917455196380615,4.037471771240234,2.9392757415771484,3.596966505050659,4.6845903396606445,,,,,,,,,
4.023658275604248,3.2928329706192017,3.5535722970962524,2.9806857109069824,3.0837810039520264,3.82257080078125,6.603839159011841,5.0559022426605225,5.867376089096069,4.7100934982299805,4.961009979248047,4.114890098571777,4.430334806442261,,,,,,,,
3.8752020597457886,2.653890371322632,3.7104196548461914,4.563838005065918,3.938384771347046,4.755636930465698,4.770800352096558,4.29010534286499,3.1768428087234497,3.3516780138015747,3.4040504693984985,3.534151792526245,6.174953460693359,2.806468367576599,,,,,,,
2.694338083267212,2.697214126586914,3.3365272283554077,3.582602858543396,4.560694217681885,6.1116249561309814,3.5021026134490967,3.4641090631484985,4.870072603225708,5.752771854400635,5.660848379135132,4.947014093399048,3.4923309087753296,,,,,,,,
3.807184100151062,2.937079668045044,2.9456772804260254,3.2626447677612305,6.04998254776001,4.785811185836792,3.188800096511841,3.581519603729248,,,,,,,,,,,,,
3.8132121562957764,3.8404699563980103,4.880025625228882,6.070821523666382,3.326206684112549,5.886693239212036,4.8452911376953125,3.764046788215637,3.513641595840454,2.9108009338378906,4.9493255615234375,3.5323846340179443,2.9324251413345337,4.430768728256226,4.7367939949035645,,,,,,
3.8004214763641357,2.85711669921875,3.3133662939071655,4.3626768589019775,2.7545456886291504,3.765808582305908,3.506113886833191,4.545681715011597,3.960527777671814,3.087376356124878,3.781537652015686,5.620880603790283,7.181963920593262,3.9632222652435303,4.1090710163116455,6.991507053375244,4.892845392227173,3.214044451713562,,,
3.5671433210372925,3.086177706718445,3.099729299545288,2.7929649353027344,4.085876703262329,4.932969808578491,4.96032190322876,4.6161417961120605,,,,,,,,,,,,,
3.523757815361023,4.059262633323669,3.7227271795272827,3.1923776865005493,3.429465651512146,3.785814881324768,3.751261591911316,3.913656234741211,4.947361946105957,4.721490859985352,5.937032699584961,3.9405317306518555,,,,,,,,,
3.134325861930847,5.066109657287598,5.096046686172485,3.6056604385375977,3.278539299964905,2.7287451028823853,3.5088080167770386,3.6007496118545532,4.028121471405029,4.742339372634888,5.896045207977295,4.979203701019287,6.168342113494873,3.9643969535827637,,,,,,,
3.6688232421875,2.9035564661026,3.0007193088531494,2.9482264518737793,3.3549338579177856,3.168813109397888,3.427495837211609,3.89406156539917,5.236577987670898,4.94821572303772,3.951065182685852,4.147674560546875,5.915745735168457,4.5605010986328125,,,,,,,
3.6407538652420044,3.033625602722168,3.7724101543426514,2.682982087135315,3.612767457962036,3.5198488235473633,3.133585810661316,4.781120777130127,3.640474796295166,4.031731605529785,3.1116713285446167,4.954549312591553,6.419544696807861,7.208261251449585,4.103142738342285,,,,,,
