0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4.482357978820801,6.3740317821502686,4.8889641761779785,3.3012083768844604,3.90887713432312,2.5020644664764404,,,,,,,,,,,,,
3.7887940406799316,2.87895131111145,6.675279855728149,2.2327702045440674,2.423364520072937,4.262618064880371,4.007341146469116,5.319904565811157,3.5472054481506348,5.168055534362793,4.029897928237915,4.612579107284546,,,,,,,
3.6148537397384644,8.484961032867432,3.7727975845336914,4.035564422607422,2.797497510910034,2.769212484359741,5.803449630737305,3.5191839933395386,4.327897310256958,,,,,,,,,,
3.9422385692596436,3.471473217010498,4.722218751907349,5.879140138626099,2.1635037660598755,2.6778937578201294,3.29613721370697,3.774884581565857,,,,,,,,,,,
3.922098398208618,2.7780829668045044,3.3010289669036865,8.262625217437744,3.865405321121216,4.50634241104126,5.999797582626343,,,,,,,,,,,,
3.894684910774231,3.0876824855804443,3.2026336193084717,5.688566207885742,6.789274454116821,,,,,,,,,,,,,,
2.2482789754867554,2.1637489795684814,3.893633246421814,4.105053186416626,5.692698240280151,3.204069495201111,4.282090663909912,3.5638554096221924,3.976114511489868,,,,,,,,,,
3.204766869544983,3.069780468940735,3.3763229846954346,5.0463197231292725,4.446837425231934,3.96987783908844,3.8946577310562134,4.136803388595581,6.539154052734375,4.883610963821411,,,,,,,,,
5.420119762420654,3.5423221588134766,2.8532735109329224,2.690012574195862,3.617737054824829,2.8729746341705322,4.668146371841431,3.809878945350647,3.5358285903930664,2.77115535736084,4.695398569107056,4.3052873611450195,3.2517812252044678,3.597320556640625,4.275572776794434,,,,
3.514056444168091,3.0846359729766846,2.2600139379501343,3.9213086366653442,4.582836627960205,5.0228400230407715,4.145373106002808,4.010592818260193,3.9790884256362915,4.87018346786499,6.17097544670105,,,,,,,,
4.666244268417358,3.0899739265441895,3.7308050394058228,3.584297776222229,3.8992592096328735,2.6888595819473267,4.83430552482605,3.590911388397217,4.808027744293213,,,,,,,,,,
2.6735960245132446,3.757055163383484,2.916038990020752,2.563317656517029,3.747475504875183,3.8953335285186768,3.3996416330337524,6.268494129180908,4.70764684677124,4.618941068649292,5.190188884735107,,,,,,,,
3.5204204320907593,2.226231813430786,4.346554279327393,4.973363161087036,,,,,,,,,,,,,,,
3.8179363012313843,3.516566038131714,3.1948426961898804,6.1250388622283936,5.335585355758667,5.368494033813477,3.083167552947998,,,,,,,,,,,,
3.7604382038116455,2.3389596939086914,2.7757067680358887,2.92333984375,5.972813129425049,4.446837425231934,4.4082722663879395,4.592845678329468,4.074161052703857,,,,,,,,,,
3.8673654794692993,6.391323089599609,3.5340267419815063,3.133576273918152,2.7255053520202637,4.950075387954712,7.350199460983276,4.077219724655151,4.36889123916626,4.000358462333679,,,,,,,,,
2.3397010564804077,2.98779034614563,3.768891453742981,2.9054174423217773,5.185845136642456,4.658076286315918,,,,,,,,,,,,,
3.5341274738311768,2.5636225938796997,2.9866960048675537,5.849368095397949,4.18610143661499,3.9196969270706177,5.0089170932769775,3.6629040241241455,3.705580949783325,,,,,,,,,,
3.96117103099823,3.130684733390808,4.756781101226807,3.893527030944824,4.65407919883728,,,,,,,,,,,,,,
3.1319351196289062,2.717860698699951,2.8722052574157715,5.354254245758057,3.5927579402923584,3.9540958404541016,5.211266279220581,4.136712074279785,3.5108951330184937,,,,,,,,,,
5.095951795578003,4.66507625579834,2.896625280380249,3.587191343307495,2.2299132347106934,2.6075111627578735,3.134029507637024,4.368560552597046,5.564312934875488,4.62401008605957,6.008594036102295,3.65101957321167,3.73250675201416,6.543471813201904,,,,,
5.806634187698364,3.1103150844573975,4.873894214630127,4.164304733276367,8.006857633590698,4.257536888122559,4.874826431274414,3.5511162281036377,3.584826707839966,3.284502387046814,4.9570629596710205,3.882444977760315,3.130684733390808,3.235820174217224,2.3025602102279663,,,,
3.1357754468917847,3.011290192604065,2.6538047790527344,2.9858068227767944,4.5412092208862305,4.46201491355896,5.337372303009033,,,,,,,,,,,,
3.5119820833206177,3.1144696474075317,4.23360538482666,4.751343011856079,4.3670995235443115,5.984990358352661,,,,,,,,,,,,,
5.824617385864258,3.578038215637207,2.9880197048187256,4.312043190002441,2.5628961324691772,3.3553420305252075,4.712262868881226,7.069270610809326,3.735892415046692,3.7935081720352173,,,,,,,,,
2.749255418777466,3.4278619289398193,4.114249229431152,3.858375668525696,5.050224542617798,3.980318307876587,6.273692846298218,3.4973583221435547,3.9053183794021606,,,,,,,,,,
2.6900371313095093,4.46033787727356,4.143716812133789,6.169129371643066,3.031148910522461,2.2339502573013306,3.95288348197937,4.7832794189453125,3.8943724632263184,5.007363319396973,7.113768100738525,5.08852481842041,,,,,,,
3.135012984275818,2.3840012550354004,2.2724465131759644,2.6735960245132446,3.7933374643325806,6.629948377609253,6.408417224884033,,,,,,,,,,,,
3.5212913751602173,2.736153721809387,3.782618522644043,4.8034257888793945,3.8308982849121094,6.1422200202941895,,,,,,,,,,,,,
4.381005525588989,3.1183615922927856,7.5163116455078125,3.524093747138977,3.5606976747512817,2.923837184906006,4.651374578475952,4.391842842102051,6.001556396484375,4.650752544403076,3.643576979637146,2.7609987258911133,,,,,,,
3.5160369873046875,2.690333127975464,2.235090136528015,2.2425382137298584,3.17138671875,3.8105130195617676,4.847100257873535,4.084166049957275,3.13259756565094,6.816063404083252,4.183991193771362,,,,,,,,
3.135012984275818,3.754662275314331,4.446837425231934,2.92051100730896,2.1629759073257446,3.0940802097320557,3.8115204572677612,4.735231637954712,3.951198935508728,4.822859287261963,,,,,,,,,
4.284808874130249,5.342859268188477,4.19563889503479,3.102491021156311,3.0467185974121094,2.3426519632339478,3.8928730487823486,3.213240385055542,4.425096035003662,4.06025242805481,3.894837498664856,,,,,,,,
3.0086073875427246,2.4524154663085938,3.6369972229003906,6.141839265823364,4.9375457763671875,3.032009243965149,4.346554279327393,3.1557881832122803,2.590510129928589,3.7717736959457397,4.21323037147522,8.088420629501343,4.161877393722534,4.634406805038452,,,,,
4.8084635734558105,4.883986949920654,2.3419241905212402,3.43341863155365,2.9319885969161987,5.00946044921875,3.957449197769165,2.412616729736328,6.392316579818726,4.69573450088501,,,,,,,,,
3.7604382038116455,5.789681911468506,3.921262502670288,2.6937177181243896,3.2923552989959717,2.897420048713684,3.8570327758789062,4.916428327560425,3.823485016822815,3.346002459526062,4.038463592529297,5.753528833389282,3.261351466178894,,,,,,
2.400178074836731,2.4051328897476196,2.2440218925476074,2.922458529472351,2.5359246730804443,4.976535320281982,3.725082278251648,3.988250732421875,2.6306777000427246,5.46265721321106,4.092144250869751,4.1323466300964355,4.074285507202148,,,,,,
3.0883647203445435,2.642886161804199,4.817192792892456,3.503799796104431,2.6740247011184692,3.211034417152405,3.373818516731262,7.069063425064087,4.08905816078186,,,,,,,,,,
3.768891453742981,3.7401031255722046,3.019568085670471,3.0472795963287354,5.461785793304443,5.662939071655273,4.422346591949463,4.630553245544434,4.207892894744873,,,,,,,,,,
2.308498740196228,3.2547894716262817,3.132569193840027,3.632938504219055,3.894190549850464,6.008594036102295,5.296161413192749,4.381005525588989,4.022883057594299,,,,,,,,,,
3.7653961181640625,2.7238065004348755,2.5369068384170532,3.665733575820923,4.100568532943726,7.0663371086120605,3.9557790756225586,4.7353456020355225,,,,,,,,,,,
2.3338327407836914,3.5348892211914062,2.3419814109802246,3.9560556411743164,2.983817934989929,3.8671748638153076,2.854954957962036,3.116965651512146,6.35722017288208,5.117238998413086,,,,,,,,,
3.7887940406799316,2.7496453523635864,2.7677518129348755,2.5134472846984863,2.996414542198181,3.2955877780914307,3.3971675634384155,4.932327508926392,4.388914585113525,4.174819469451904,4.212017774581909,5.786028146743774,4.632572412490845,5.9426186084747314,,,,,
2.671180844306946,3.1376233100891113,2.2600139379501343,2.426440954208374,2.781280994415283,5.826961040496826,3.109890103340149,3.9805067777633667,2.1529024839401245,,,,,,,,,,
4.435052871704102,4.798691272735596,4.3013036251068115,3.293850541114807,4.07972526550293,2.7486897706985474,3.9482561349868774,4.421889781951904,7.544187545776367,3.5191839933395386,2.619758129119873,,,,,,,,
3.103687882423401,2.152300238609314,2.259070873260498,2.5631237030029297,2.1981899738311768,4.240912914276123,6.195444107055664,7.84541916847229,8.983034610748291,6.103332996368408,3.7059274911880493,3.4269168376922607,4.646075010299683,4.507438659667969,,,,,
2.7673282623291016,3.9964836835861206,4.056926369667053,5.736475229263306,5.788829326629639,4.447446942329407,2.6150825023651123,3.313379168510437,3.6111855506896973,3.00523841381073,4.531376123428345,5.152780055999756,4.0714027881622314,,,,,,
3.86613929271698,2.769212484359741,2.340003728866577,2.561142683029175,6.58131742477417,5.834517955780029,4.623379945755005,,,,,,,,,,,,
6.35722017288208,4.4389894008636475,6.528437376022339,2.2563633918762207,3.0861088037490845,3.2087055444717407,3.3052948713302612,5.0568273067474365,3.338956356048584,4.604623556137085,4.321999788284302,6.361623287200928,,,,,,,
3.1641238927841187,3.638123035430908,3.111677408218384,2.711240291595459,3.9098535776138306,6.58204460144043,4.520545721054077,4.839067459106445,3.865338087081909,3.9576810598373413,7.538606405258179,,,,,,,,
4.38042688369751,4.864009857177734,5.02228856086731,4.430402755737305,3.5341274738311768,3.0884546041488647,4.769317626953125,5.216323375701904,2.817935824394226,2.8009092807769775,3.31504225730896,2.430119037628174,,,,,,,
2.3338327407836914,3.363424062728882,3.865405321121216,3.00384259223938,3.7545604705810547,3.1073966026306152,4.158601522445679,5.140240430831909,5.80111289024353,3.145542025566101,4.955090045928955,,,,,,,,
3.2258721590042114,2.9865658283233643,2.3845022916793823,2.673235058784485,3.814526677131653,4.634406805038452,3.9015945196151733,3.8671748638153076,2.914929151535034,5.712446928024292,4.7126641273498535,4.622876405715942,,,,,,,
3.5658204555511475,2.7984628677368164,2.645407199859619,3.557470202445984,3.3171733617782593,3.9235706329345703,2.273048520088196,4.528252840042114,4.730282306671143,3.7403128147125244,5.179484844207764,4.962615966796875,4.750197887420654,,,,,,
3.9795918464660645,4.586631536483765,3.650605797767639,4.675363779067993,3.0824899673461914,3.880787968635559,4.943548202514648,4.321999788284302,5.644178152084351,3.103427290916443,3.0001879930496216,,,,,,,,
2.286832809448242,4.007649898529053,3.242799401283264,3.075178623199463,3.5302847623825073,3.9421814680099487,6.855063438415527,2.8618080615997314,3.7495802640914917,4.05191707611084,4.804932117462158,4.140355825424194,2.7615092992782593,,,,,,
3.08364200592041,2.3870105743408203,5.803449630737305,5.310687303543091,3.9923053979873657,4.7181830406188965,5.405818223953247,4.079148769378662,,,,,,,,,,,
2.234615206718445,3.550061583518982,3.6354585886001587,3.135012984275818,3.491225838661194,4.675363779067993,4.741846561431885,4.988877773284912,4.270580768585205,3.715200901031494,4.192383766174316,6.133156776428223,,,,,,,
2.3337056636810303,2.8288445472717285,2.4690983295440674,2.956546425819397,3.970674991607666,3.226231575012207,4.195321798324585,4.839067459106445,2.7620595693588257,3.157760500907898,3.265647292137146,4.785074710845947,4.514370441436768,3.956382632255554,6.217172145843506,6.899381160736084,,,
2.397239565849304,4.486678838729858,5.405764579772949,,,,,,,,,,,,,,,,
2.2743529081344604,2.433463931083679,2.557086229324341,3.1637632846832275,3.3467646837234497,2.8167710304260254,8.378638744354248,4.745150327682495,4.883610963821411,,,,,,,,,,
3.86613929271698,3.1428438425064087,2.6931028366088867,3.1946043968200684,3.1680667400360107,5.790997743606567,4.131380081176758,4.3067474365234375,,,,,,,,,,,
3.5248736143112183,2.687985062599182,2.2327702045440674,3.211251378059387,3.2162023782730103,4.858595609664917,3.9377658367156982,3.6817901134490967,6.117118835449219,,,,,,,,,,
5.544562101364136,3.3600995540618896,4.40518856048584,2.1981899738311768,2.4747999906539917,3.141255736351013,4.0526509284973145,7.537368535995483,,,,,,,,,,,
4.34067440032959,2.9893964529037476,5.133307218551636,3.4407973289489746,4.046993255615234,2.7972012758255005,3.8355926275253296,5.260768413543701,,,,,,,,,,,
3.5475953817367554,2.661693572998047,2.564687967300415,2.3951748609542847,4.8084635734558105,4.899765253067017,4.5171589851379395,5.009213924407959,5.683746099472046,,,,,,,,,,
3.1930636167526245,2.1629759073257446,2.8911179304122925,5.726537466049194,3.050576686859131,3.575079083442688,4.592845678329468,3.318231463432312,3.358983278274536,,,,,,,,,,
3.1318260431289673,4.436193466186523,4.009664535522461,4.936842203140259,4.101775884628296,5.47234582901001,4.999388933181763,4.193890333175659,,,,,,,,,,,
3.348116874694824,2.7619376182556152,3.7830480337142944,1.988975167274475,2.6583526134490967,2.5581125020980835,3.3155652284622192,3.4961665868759155,2.944005250930786,4.036249041557312,,,,,,,,,
3.8958336114883423,3.0004706382751465,3.524088144302368,2.5695639848709106,2.3315171003341675,5.569740056991577,7.978109121322632,5.064308166503906,4.381105661392212,5.000486135482788,2.6940500736236572,3.471426844596863,3.6919623613357544,5.152780055999756,,,,,
3.147865056991577,3.2447768449783325,2.673454761505127,3.3191672563552856,5.389491319656372,4.677453994750977,4.043264865875244,3.816727638244629,4.979093551635742,4.9310142993927,,,,,,,,,
2.2317370176315308,3.1858547925949097,4.1784446239471436,3.8620606660842896,3.8000330924987793,3.027980327606201,3.4387718439102173,2.6774107217788696,5.910225868225098,4.708375453948975,5.316327095031738,5.998746871948242,,,,,,,
3.3652695417404175,5.817417860031128,3.90857470035553,3.0829827785491943,2.1650900840759277,2.693116068840027,4.0987842082977295,3.4383814334869385,3.4280319213867188,3.7223047018051147,4.07080602645874,4.301796913146973,4.3405280113220215,4.477516174316406,3.31760036945343,,,,
2.8581416606903076,4.085444450378418,3.1104661226272583,2.1995558738708496,5.122762203216553,3.70032000541687,3.735892415046692,,,,,,,,,,,,
2.693588137626648,3.3451316356658936,4.059650659561157,4.088057518005371,3.8167132139205933,3.9433608055114746,6.444516181945801,2.164318084716797,2.453036069869995,,,,,,,,,,
2.3397010564804077,2.368304967880249,3.0066734552383423,2.4408681392669678,4.310991048812866,3.559461236000061,2.7266141176223755,3.1675037145614624,3.8125470876693726,5.507906675338745,3.9422385692596436,,,,,,,,
3.754746437072754,2.4389538764953613,4.274455785751343,6.4105634689331055,4.759687423706055,4.096627235412598,3.8043782711029053,4.850536823272705,,,,,,,,,,,
5.6740264892578125,8.552175521850586,3.8662606477737427,2.7530925273895264,2.86899733543396,4.9762797355651855,4.131380081176758,4.315707683563232,,,,,,,,,,,
3.748294472694397,2.2869510650634766,3.176132917404175,3.1428438425064087,2.9890666007995605,2.6457087993621826,3.2957905530929565,5.438164234161377,,,,,,,,,,,
3.697211980819702,3.1563843488693237,2.575385808944702,2.745617389678955,3.1824041604995728,5.00210976600647,4.71389102935791,3.2848676443099976,,,,,,,,,,,
3.1976150274276733,3.318010687828064,3.719940423965454,4.6776604652404785,3.513648271560669,4.972820520401001,5.655137300491333,,,,,,,,,,,,
4.138933181762695,2.561142683029175,6.383995771408081,3.5458569526672363,3.8969470262527466,4.38593864440918,3.530801296234131,3.514967918395996,4.58070182800293,4.815866947174072,5.3092663288116455,,,,,,,,
3.568869709968567,4.167919158935547,2.9489649534225464,3.4463874101638794,2.695976972579956,3.733236074447632,2.1619696617126465,4.634406805038452,,,,,,,,,,,
2.6288344860076904,2.2343801259994507,3.9458082914352417,2.7500709295272827,4.857095956802368,5.224858522415161,6.81122899055481,4.675363779067993,4.1746134757995605,3.966581344604492,3.54450523853302,5.579441547393799,4.071816682815552,3.4770244359970093,4.614558219909668,4.483053922653198,2.921365976333618,,
3.178863286972046,3.216440200805664,3.321558713912964,3.9169061183929443,4.34204888343811,3.9479904174804688,6.18392539024353,4.05768895149231,4.451949596405029,4.1960227489471436,4.046993255615234,,,,,,,,
3.502432107925415,3.062833786010742,2.3870105743408203,3.1010537147521973,4.72000527381897,4.19563889503479,3.788845419883728,3.502639055252075,5.414790868759155,5.251762866973877,6.414388179779053,,,,,,,,
2.7626399993896484,3.5219340324401855,3.1163179874420166,4.031099557876587,3.6802704334259033,4.017654657363892,6.980441331863403,3.6356457471847534,,,,,,,,,,,
5.122967481613159,4.9783689975738525,3.2965266704559326,4.318345069885254,6.9829182624816895,,,,,,,,,,,,,,
3.8662606477737427,2.672057628631592,3.08364200592041,2.2412900924682617,3.1520235538482666,3.5122512578964233,3.3482632637023926,5.852736949920654,7.338269233703613,6.741154670715332,,,,,,,,,
