0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5.803449630737305,2.4053449630737305,3.783241033554077,2.976737856864929,5.888715982437134,4.893155813217163,3.9931602478027344,6.110980272293091,,,,,,,,,,,,
3.774770736694336,3.761492133140564,3.0920169353485107,3.133402943611145,4.890700578689575,4.080767631530762,3.2149457931518555,6.35111927986145,3.087865710258484,,,,,,,,,,,
4.033515453338623,3.228430390357971,8.559715270996094,3.384432792663574,3.648051381111145,2.734310746192932,3.5611358880996704,2.9044833183288574,3.0558542013168335,5.445817708969116,3.0079660415649414,2.580997943878174,,,,,,,,
4.148751258850098,3.29216992855072,2.6364434957504272,3.1429110765457153,2.788927912712097,2.1437368392944336,2.912805438041687,3.968000292778015,4.296223163604736,4.143553972244263,3.9796745777130127,3.6406538486480713,,,,,,,,
3.8556488752365112,2.153653621673584,2.9899872541427612,4.89372706413269,3.063362240791321,5.79979133605957,,,,,,,,,,,,,,
5.484764575958252,5.237022876739502,5.673752307891846,3.5410088300704956,3.7165634632110596,2.2185784578323364,2.9658955335617065,5.992015361785889,,,,,,,,,,,,
2.158349394798279,3.310095429420471,3.050426483154297,3.458572030067444,3.5275826454162598,5.8388285636901855,3.792765974998474,5.42900276184082,3.88344407081604,4.61201548576355,3.319054365158081,5.289523124694824,6.761029958724976,,,,,,,
2.3912582397460938,3.323330044746399,4.583058834075928,5.091836929321289,4.514056444168091,2.337167263031006,2.3386329412460327,2.5011566877365112,4.285271406173706,3.568887948989868,3.2818294763565063,3.188370704650879,5.946078062057495,4.777659177780151,,,,,,
4.388104677200317,4.727869272232056,3.980220079421997,3.5008047819137573,5.3111183643341064,3.9263094663619995,6.5582005977630615,5.005525350570679,3.059552311897278,2.6840816736221313,2.289036273956299,3.1724894046783447,8.418920516967773,,,,,,,
3.2991137504577637,3.7982945442199707,3.6823198795318604,4.88990330696106,3.0564016103744507,2.9205530881881714,3.8625913858413696,4.8472816944122314,,,,,,,,,,,,
2.968357563018799,3.693747401237488,4.8472816944122314,5.694782495498657,4.077293634414673,3.682250738143921,3.308601975440979,2.444729447364807,4.080620288848877,4.190887689590454,5.027117967605591,,,,,,,,,
2.837603807449341,2.9613500833511353,3.2990185022354126,2.159743309020996,7.985018014907837,4.9173383712768555,3.7604585886001587,,,,,,,,,,,,,
3.77227520942688,3.090860962867737,2.6325533390045166,2.834203839302063,5.805021047592163,4.9903483390808105,4.288387060165405,,,,,,,,,,,,,
3.054476261138916,3.918271064758301,2.794809937477112,2.922958731651306,3.4763799905776978,4.17530357837677,4.244692087173462,4.247903108596802,4.214349269866943,3.200343608856201,,,,,,,,,,
3.0564016103744507,3.6699928045272827,3.360618472099304,3.809127926826477,6.376737833023071,,,,,,,,,,,,,,,
3.0517115592956543,2.9754573106765747,3.5467857122421265,3.937946915626526,6.935936212539673,4.887300729751587,3.7823734283447266,3.5568442344665527,6.556108713150024,5.124561786651611,5.246916770935059,5.8438310623168945,,,,,,,,
3.296139121055603,5.646010875701904,3.7746944427490234,4.843146800994873,3.019504189491272,3.5738765001296997,3.7268882989883423,3.707005262374878,4.309009313583374,,,,,,,,,,,
3.090526819229126,8.77461576461792,2.343440294265747,2.826486825942993,3.910720109939575,2.9413591623306274,3.6650607585906982,4.287546157836914,3.0916298627853394,3.519144654273987,,,,,,,,,,
3.9492284059524536,2.176023483276367,7.295036554336548,3.7773473262786865,2.972198009490967,6.174452066421509,3.0916298627853394,4.726366758346558,7.402579069137573,,,,,,,,,,,
3.0649890899658203,2.9062790870666504,4.790351629257202,4.634370565414429,3.9989227056503296,3.85616135597229,3.3088451623916626,6.278563737869263,,,,,,,,,,,,
3.113079309463501,3.3111979961395264,3.1510082483291626,3.429651141166687,5.104766368865967,3.2414791584014893,,,,,,,,,,,,,,
3.1268012523651123,5.060848712921143,2.764607310295105,3.0529080629348755,3.7078381776809692,4.671212196350098,2.861127018928528,3.9007396697998047,5.737537384033203,,,,,,,,,,,
5.234503984451294,3.685834050178528,2.1279760599136353,2.176023483276367,3.313625454902649,5.7706568241119385,3.677834153175354,4.231108903884888,2.9782973527908325,4.701043128967285,3.2137004137039185,,,,,,,,,
5.826961040496826,3.5318045616149902,3.335147738456726,4.800675868988037,4.601852893829346,5.733913898468018,4.9056806564331055,3.803861141204834,3.9685133695602417,6.503805160522461,,,,,,,,,,
3.7153674364089966,3.097823739051819,1.9726510643959045,5.427459001541138,8.559715270996094,4.014673709869385,3.1033819913864136,3.0656875371932983,3.146639108657837,3.52114474773407,3.2928988933563232,4.306582689285278,,,,,,,,
3.5338956117630005,3.0565247535705566,3.282266616821289,3.072991132736206,2.954705595970154,2.3421798944473267,6.099018573760986,3.7031480073928833,3.583011269569397,4.76548171043396,7.014119386672974,5.055850267410278,4.744581460952759,6.3197922706604,,,,,,
3.5523446798324585,3.159157633781433,2.3674535751342773,2.9972797632217407,2.4517189264297485,3.0355000495910645,4.345128536224365,5.3028247356414795,4.728652238845825,3.6172046661376953,4.787362575531006,,,,,,,,,
5.929462909698486,3.0165228843688965,3.9535269737243652,4.322536945343018,5.34026026725769,3.314857840538025,5.29986834526062,4.486209154129028,4.544814825057983,3.7715556621551514,2.6567223072052,5.635084629058838,3.1411261558532715,2.1448789834976196,2.4732102155685425,3.9663103818893433,4.1042914390563965,3.812130928039551,2.9170812368392944,5.520429849624634
2.5024302005767822,2.3884687423706055,3.5435190200805664,2.2986518144607544,3.560405731201172,2.9125425815582275,4.452265024185181,7.584239482879639,,,,,,,,,,,,
