0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
7.169771194458008,4.972829341888428,6.415439605712891,5.953545331954956,4.019698262214661,3.0075488090515137,4.571995973587036,5.502967596054077,4.37951397895813,3.851487159729004,7.357749938964844,3.919982433319092,3.232308506965637,2.0736986994743347,4.306384563446045,,,,,,,,,,,,,
4.090590715408325,3.7733761072158813,3.359509229660034,3.993398666381836,2.609384298324585,4.307332992553711,3.6910319328308105,5.787647247314453,2.7797887325286865,2.432816505432129,3.0392115116119385,3.292232394218445,3.5312856435775757,4.048799991607666,6.771843671798706,4.48415207862854,2.8514974117279053,3.7299251556396484,6.382904767990112,,,,,,,,,
4.161668062210083,3.8116869926452637,4.303065776824951,3.671435594558716,2.9947986602783203,3.2596009969711304,4.4062206745147705,4.370779275894165,,,,,,,,,,,,,,,,,,,,
3.3148826360702515,3.284353256225586,2.8615269660949707,2.542207717895508,3.588747978210449,5.450873613357544,3.755722761154175,4.251446485519409,3.616790771484375,4.296173810958862,4.03030800819397,4.376311779022217,5.787647247314453,,,,,,,,,,,,,,,
2.987138032913208,3.12611985206604,2.7259477376937866,4.083453178405762,4.52287757396698,5.221050024032593,4.1363747119903564,3.6054115295410156,3.470848798751831,2.6116015911102295,2.6031441688537598,2.528588891029358,2.7764410972595215,,,,,,,,,,,,,,,
2.5302363634109497,5.067123651504517,2.8013685941696167,1.9995458126068115,2.6577481031417847,3.750067949295044,3.4353140592575073,4.858440637588501,5.079925298690796,5.414790868759155,5.200371503829956,4.461513042449951,,,,,,,,,,,,,,,,
2.8679866790771484,2.8896411657333374,3.7242900133132935,3.209283947944641,3.7947590351104736,3.1303465366363525,6.308636903762817,,,,,,,,,,,,,,,,,,,,,
3.805130362510681,2.8076430559158325,2.672805070877075,2.7641196250915527,4.59822940826416,5.94276237487793,4.868647813796997,5.756553649902344,5.416420221328735,7.97795033454895,,,,,,,,,,,,,,,,,,
3.602417230606079,3.023953676223755,2.865201950073242,2.9862217903137207,3.3890743255615234,4.136807680130005,4.220569610595703,3.139349341392517,2.604551076889038,2.5953028202056885,6.460209846496582,5.411389589309692,5.694234609603882,5.1790571212768555,7.281658172607422,,,,,,,,,,,,,
2.086900472640991,2.76336407661438,3.754746437072754,2.989898920059204,2.5423141717910767,3.1923006772994995,4.652520179748535,7.479667663574219,5.638451814651489,3.1890288591384888,6.346757650375366,5.524557590484619,4.117509126663208,,,,,,,,,,,,,,,
3.1526479721069336,2.775634527206421,2.775931477546692,4.076866388320923,4.025418758392334,3.1708861589431763,2.628507971763611,3.6659854650497437,4.0703041553497314,4.100568532943726,7.96208643913269,5.015304803848267,4.028684496879578,3.7934908866882324,2.4967163801193237,3.133002519607544,,,,,,,,,,,,
3.707776188850403,7.818808555603027,5.787659645080566,5.057068586349487,3.0083444118499756,7.385366916656494,4.028054237365723,3.646886944770813,5.109090328216553,3.754221558570862,2.6594187021255493,5.39232063293457,4.38316535949707,6.462949752807617,4.670193433761597,3.1380144357681274,,,,,,,,,,,,
4.576284885406494,7.829771518707275,6.969828367233276,4.017751693725586,4.291051626205444,5.198773145675659,6.427173852920532,6.328886270523071,5.555134534835815,3.1614603996276855,,,,,,,,,,,,,,,,,,
3.9010915756225586,4.180810451507568,3.622265577316284,4.652017116546631,4.331766963005066,4.101674556732178,4.293655633926392,7.191560745239258,2.807849407196045,2.8854458332061768,2.85582435131073,3.9639147520065308,3.803866744041443,2.7562520503997803,5.865013122558594,,,,,,,,,,,,,
2.7635393142700195,2.2550594806671143,2.611342668533325,3.674013614654541,4.697121620178223,3.0346343517303467,6.13801121711731,2.90218722820282,7.407941102981567,6.393205881118774,5.869340181350708,,,,,,,,,,,,,,,,,
2.774155616760254,3.1539872884750366,4.2263429164886475,3.862244963645935,5.955107927322388,3.652979016304016,2.6457022428512573,2.6848591566085815,6.111152410507202,4.289741277694702,4.7914533615112305,4.054792642593384,4.906774044036865,6.342236042022705,4.8992600440979,3.528217911720276,4.059503555297852,2.761911392211914,,,,,,,,,,
3.2504398822784424,3.0708975791931152,2.8512656688690186,2.384451746940613,2.167576313018799,2.7465224266052246,2.793902039527893,4.0815160274505615,3.8076276779174805,5.473399639129639,5.3894593715667725,3.945025086402893,8.52439832687378,,,,,,,,,,,,,,,
3.5198627710342407,3.9435395002365112,3.8101197481155396,4.214324712753296,5.176738977432251,4.30879819393158,4.462507486343384,4.27068305015564,5.1962316036224365,3.0444146394729614,2.6603931188583374,2.2600139379501343,3.529227614402771,3.0539164543151855,3.9541072845458984,,,,,,,,,,,,,
4.664740800857544,2.6527000665664673,3.049612045288086,3.0849415063858032,3.444744110107422,3.328909754753113,4.252802610397339,3.5850075483322144,3.4600385427474976,4.694817066192627,5.9320290088653564,6.3543901443481445,5.353253364562988,3.5956085920333862,4.560093641281128,,,,,,,,,,,,,
8.465857982635498,4.272408962249756,4.749640941619873,4.626367568969727,3.701489210128784,2.6875059604644775,3.7172131538391113,3.2165541648864746,6.236796617507935,3.0289353132247925,2.2560681104660034,4.200809121131897,5.021125793457031,4.29532790184021,3.517423629760742,3.84007465839386,5.558868885040283,3.444638729095459,,,,,,,,,,
3.549271583557129,3.027993679046631,2.204171895980835,3.278948426246643,4.161338806152344,4.147974014282227,4.714876651763916,3.7401506900787354,5.121358633041382,3.9484134912490845,5.886725902557373,5.5647337436676025,5.202587842941284,,,,,,,,,,,,,,,
3.537176012992859,2.169352173805237,2.5438960790634155,2.173323631286621,3.494400143623352,3.779984474182129,4.266423940658569,5.8317906856536865,6.046987295150757,,,,,,,,,,,,,,,,,,,
3.7525092363357544,3.044378161430359,2.933204174041748,2.951543092727661,2.632579207420349,9.09678602218628,3.880743384361267,5.502967596054077,4.368338584899902,5.7766900062561035,4.777859449386597,4.24008584022522,,,,,,,,,,,,,,,,
3.8662086725234985,2.775634527206421,2.2619097232818604,2.7634817361831665,6.196438550949097,4.412409543991089,5.371319532394409,,,,,,,,,,,,,,,,,,,,,
2.6131644248962402,3.8851163387298584,5.370701551437378,2.5302363634109497,3.8053303956985474,3.973894476890564,2.6780701875686646,4.36729884147644,2.270311117172241,3.701568365097046,4.13506817817688,,,,,,,,,,,,,,,,,
7.079445123672485,3.8237698078155518,5.303811311721802,4.272430658340454,4.922104358673096,7.649884939193726,2.81082820892334,2.8877625465393066,3.5523446798324585,3.3131664991378784,3.7100212574005127,6.266587495803833,4.275835037231445,,,,,,,,,,,,,,,
5.973668813705444,3.7931474447250366,3.17495596408844,5.266549587249756,5.373031139373779,4.383367538452148,5.34920072555542,4.7407386302948,3.781722664833069,3.10933256149292,2.641088366508484,3.8825212717056274,3.5523446798324585,7.806030750274658,3.469703197479248,3.4807146787643433,4.084186553955078,4.422334432601929,4.199604511260986,4.443330764770508,3.933907628059387,,,,,,,
2.399569034576416,2.6337987184524536,2.79279625415802,5.0934529304504395,4.172747611999512,5.8929431438446045,3.6867661476135254,3.3873093128204346,4.4036946296691895,2.9217110872268677,3.5357202291488647,8.482357025146484,5.86841082572937,3.958209276199341,,,,,,,,,,,,,,
3.644264817237854,2.6599185466766357,2.9456772804260254,5.7083775997161865,5.092146158218384,3.7977261543273926,4.4847939014434814,3.4628411531448364,4.200342178344727,2.1958223581314087,,,,,,,,,,,,,,,,,,
4.027808666229248,2.857028365135193,3.611398220062256,3.574158191680908,4.435224294662476,4.954978942871094,3.852731466293335,4.133466839790344,,,,,,,,,,,,,,,,,,,,
3.636682391166687,2.6938308477401733,3.4050240516662598,3.116184711456299,5.608752012252808,4.8990797996521,,,,,,,,,,,,,,,,,,,,,,
3.7518367767333984,3.176027774810791,3.151758074760437,3.596688747406006,2.65120267868042,2.3755314350128174,2.200442314147949,3.5710082054138184,2.8452521562576294,3.194287419319153,6.141993045806885,4.760410308837891,9.799995422363281,5.694234609603882,5.022538185119629,5.4534289836883545,,,,,,,,,,,,
2.7502055168151855,2.9692195653915405,2.653528094291687,2.2294020652770996,3.2836068868637085,3.2988699674606323,3.9148164987564087,3.903276205062866,4.566299200057983,4.471113920211792,8.449825763702393,,,,,,,,,,,,,,,,,
3.754746437072754,2.591233968734741,2.8511394262313843,3.239937663078308,3.122482180595398,3.4661022424697876,5.219524621963501,4.475504279136658,4.527669668197632,4.622912645339966,8.406623363494873,6.337685585021973,5.8377416133880615,,,,,,,,,,,,,,,
3.2512367963790894,4.583492994308472,4.11785364151001,5.138116121292114,3.3327038288116455,3.161864399909973,2.75980681180954,3.372348666191101,4.690659284591675,5.970835208892822,4.8579182624816895,4.970239162445068,4.5666186809539795,,,,,,,,,,,,,,,
3.702232241630554,3.139349341392517,3.599582314491272,2.133422374725342,2.669839024543762,9.164047241210938,4.920486688613892,8.107580184936523,2.6602779626846313,5.359984636306763,3.7410799264907837,4.117658615112305,4.458604574203491,4.152705192565918,,,,,,,,,,,,,,
3.537176012992859,2.850945830345154,2.3312346935272217,6.273474216461182,5.234277009963989,4.5184385776519775,3.7874577045440674,3.9292430877685547,5.69245719909668,5.264599323272705,6.9830310344696045,,,,,,,,,,,,,,,,,
5.96494197845459,4.258360147476196,7.2549145221710205,2.6101572513580322,5.919522762298584,4.039844989776611,6.567239999771118,7.523038625717163,3.631339907646179,3.7074944972991943,3.9854198694229126,,,,,,,,,,,,,,,,,
2.865201950073242,2.7701672315597534,2.2459499835968018,3.387449622154236,5.923344373703003,4.4164628982543945,3.7611745595932007,3.640549063682556,3.5026949644088745,4.425718545913696,7.316230773925781,,,,,,,,,,,,,,,,,
3.537176012992859,3.342009663581848,2.8059710264205933,4.651988983154297,3.6027621030807495,4.51677131652832,3.756573796272278,4.3901989459991455,4.394606590270996,4.643155336380005,8.466286182403564,4.032132029533386,7.906692743301392,,,,,,,,,,,,,,,
4.638824939727783,3.4752728939056396,3.0444146394729614,2.856564998626709,2.9872992038726807,3.0020768642425537,3.10610032081604,4.121784687042236,5.780485153198242,8.710362911224365,3.857663631439209,4.27280855178833,5.100717067718506,4.391923666000366,3.9448472261428833,,,,,,,,,,,,,
3.1377307176589966,2.6337987184524536,2.436609387397766,3.159332752227783,3.751532554626465,3.8776674270629883,4.081113338470459,3.5134174823760986,3.3131664991378784,3.462612748146057,5.0934529304504395,6.7732532024383545,8.769078254699707,5.7083775997161865,4.584025144577026,4.8540215492248535,,,,,,,,,,,,
4.024233818054199,3.272664189338684,2.2591490745544434,4.027475595474243,3.515299916267395,5.39232063293457,6.063380718231201,5.715113878250122,3.8473618030548096,5.7832746505737305,5.799988269805908,,,,,,,,,,,,,,,,,
2.8714869022369385,2.74641215801239,4.066801071166992,5.973668813705444,3.7240501642227173,3.7742480039596558,5.2225728034973145,3.4772061109542847,5.542137384414673,5.014676094055176,3.803204894065857,3.2973583936691284,2.5303317308425903,3.195860266685486,3.4325473308563232,,,,,,,,,,,,,
3.7818683385849,3.0622928142547607,5.7698352336883545,4.984678030014038,2.9741172790527344,3.7025421857833862,2.7917120456695557,3.592988967895508,3.8824679851531982,2.3289833068847656,4.023829221725464,4.377260208129883,3.4999172687530518,2.879170775413513,6.362918138504028,,,,,,,,,,,,,
3.6162718534469604,5.044143199920654,3.6748673915863037,3.006722927093506,2.269270181655884,5.569172382354736,5.048039674758911,4.204073667526245,6.168029069900513,3.554306149482727,3.1334028244018555,8.490123748779297,7.111718416213989,3.1027690172195435,3.7508420944213867,2.946248173713684,3.865672469139099,2.9411998987197876,,,,,,,,,,
3.9098535776138306,4.38962984085083,5.886725902557373,2.7507123947143555,3.289111375808716,5.104520559310913,3.705378532409668,4.801187515258789,3.8932985067367554,,,,,,,,,,,,,,,,,,,
3.010670781135559,2.6301205158233643,2.1477177143096924,2.161433696746826,3.7348400354385376,3.739191174507141,4.081113338470459,3.079321503639221,3.9369131326675415,7.8174803256988525,,,,,,,,,,,,,,,,,,
2.0934526920318604,2.7773548364639282,2.6141127347946167,3.8132121562957764,2.852490544319153,6.688879013061523,5.6714630126953125,5.271068811416626,4.967141389846802,3.864063262939453,5.409362316131592,4.481937646865845,3.0842944383621216,3.307510256767273,3.799757957458496,4.16761577129364,4.674603700637817,2.8192445039749146,3.3014299869537354,,,,,,,,,
