0,1,2,3,4
2.2831735610961914,3.519837498664856,,,
3.2967551946640015,4.297888517379761,,,
3.0564016103744507,2.130557656288147,6.099428653717041,,
2.9973303079605103,5.427459001541138,,,
3.056221842765808,4.077704429626465,,,
3.734130382537842,2.2743529081344604,6.388937473297119,,
2.9973303079605103,4.778481721878052,,,
3.0878031253814697,3.0259857177734375,,,
3.0504887104034424,,,,
3.52151358127594,,,,
3.4772770404815674,2.98847234249115,2.397086501121521,5.786250829696655,7.882497549057007
3.061154365539551,2.130535364151001,5.110592365264893,,
3.0504887104034424,4.138672113418579,,,
3.1943957805633545,2.3397010564804077,4.1421215534210205,,
2.9973303079605103,4.077704429626465,,,
3.6953009366989136,2.7188236713409424,,,
3.4474799633026123,2.9910640716552734,4.816864490509033,,
2.9983410835266113,,,,
3.502245545387268,,,,
3.0565247535705566,4.307568073272705,4.966623067855835,,
3.321828842163086,3.05977201461792,5.7758870124816895,8.52439832687378,
2.99847674369812,2.1313222646713257,6.430003881454468,3.7334574460983276,4.816864490509033
3.321828842163086,3.0259857177734375,3.2802627086639404,6.719454288482666,4.168631315231323
4.3029749393463135,,,,
3.032185196876526,2.130557656288147,5.6280677318573,3.5405447483062744,
4.87405252456665,,,,
2.390804171562195,5.529257297515869,,,
4.3029749393463135,,,,
3.491225838661194,3.9768054485321045,4.484126806259155,,
4.509413719177246,7.806030750274658,4.2506937980651855,,
3.4580647945404053,2.284288167953491,7.317884922027588,,
3.8477816581726074,5.849026918411255,,,
3.493013024330139,2.8721020221710205,4.727601528167725,,
2.694844961166382,7.883254528045654,3.663068413734436,5.8409669399261475,
3.4740570783615112,6.129985809326172,,,
5.600568771362305,4.086556434631348,,,
4.936450242996216,,,,
3.2800943851470947,,,,
3.2818294763565063,5.850285768508911,,,
3.321828842163086,5.800864219665527,,,
3.322060465812683,,,,
3.0504887104034424,2.2744635343551636,3.7355583906173706,,
2.9903966188430786,,,,
3.0708975791931152,2.131255269050598,5.6389055252075195,,
,,,,
3.0504887104034424,2.131255269050598,4.374758005142212,,
3.534073829650879,4.169323921203613,3.2967551946640015,,
2.2830463647842407,2.913256883621216,,,
3.0905758142471313,2.164898157119751,5.467137336730957,,
3.5521390438079834,,,,
3.0504177808761597,,,,
3.5022599697113037,4.7236855030059814,,,
3.1971651315689087,3.7300220727920532,5.224975109100342,,
2.907502770423889,8.50941514968872,,,
3.7733761072158813,5.28635311126709,5.878011465072632,8.600512504577637,
3.0504887104034424,4.907347917556763,,,
3.0708975791931152,4.731878995895386,,,
3.0504887104034424,3.758026123046875,,,
3.4285014867782593,2.7507123947143555,,,
4.077704429626465,,,,
3.7645548582077026,2.989096999168396,5.926221132278442,,
3.95444393157959,4.303325891494751,3.06120765209198,,
2.9910640716552734,4.936535835266113,,,
3.723325252532959,3.1428438425064087,,,
3.0504887104034424,4.1421215534210205,,,
3.4567447900772095,2.775566339492798,6.129985809326172,,
2.6868653297424316,4.936535835266113,,,
3.2800943851470947,2.344208836555481,6.017477989196777,,
3.074539542198181,,,,
2.871717929840088,2.783106803894043,4.723322153091431,,
3.22502863407135,3.1670308113098145,4.307568073272705,8.883302688598633,2.9955804347991943
,,,,
2.986021637916565,2.5327110290527344,4.938121795654297,,
2.6943161487579346,4.44947624206543,,,
3.0582536458969116,2.1937912702560425,,,
2.9910640716552734,4.936535835266113,,,
2.8753254413604736,4.0154852867126465,,,
3.52114474773407,3.278409242630005,6.343435525894165,,
3.431383490562439,2.694915533065796,,,
3.0504177808761597,3.5359538793563843,4.141396999359131,,
3.430660367012024,4.907347917556763,,,
3.04905104637146,2.3207119703292847,4.077704429626465,,
2.99847674369812,5.936861276626587,,,
3.061237335205078,3.878387451171875,,,
2.694844961166382,5.256115674972534,4.071028470993042,,
2.9969245195388794,2.8701671361923218,,,
2.783106803894043,,,,
3.4915322065353394,3.0565247535705566,2.9066431522369385,5.834517955780029,
2.9910640716552734,,,,
3.5372047424316406,,,,
2.9910640716552734,2.2725367546081543,,,
2.9910550117492676,3.98319149017334,,,
4.660604238510132,6.237713813781738,,,
2.9984683990478516,2.694165587425232,5.395843744277954,4.397669076919556,
3.780376672744751,,,,
3.5341274738311768,5.936861276626587,4.088944673538208,,
6.405149459838867,5.14513897895813,,,
3.5021026134490967,3.956873893737793,,,
3.0261698961257935,2.164898157119751,4.447628974914551,4.913875579833984,4.971999883651733
2.8058212995529175,,,,
3.0565247535705566,2.3397010564804077,4.4494123458862305,,
3.547542929649353,2.7886948585510254,4.907347917556763,5.270066976547241,
3.284054756164551,2.6943161487579346,4.3617987632751465,4.090670347213745,4.4494123458862305
3.061154365539551,,,,
3.6442434787750244,2.775634527206421,,,
6.5205607414245605,4.816864490509033,,,
3.0564016103744507,2.339833378791809,,,
2.9263954162597656,2.2704012393951416,,,
2.9973303079605103,,,,
3.0504887104034424,5.694610118865967,4.936241626739502,,
3.0565247535705566,5.392168283462524,3.6440075635910034,,
3.513275623321533,6.148209571838379,,,
2.3918720483779907,5.944673538208008,,,
3.0565247535705566,5.834517955780029,4.078506708145142,,
3.4915322065353394,5.859837532043457,,,
3.0565247535705566,,,,
3.3492202758789062,2.7502055168151855,5.28635311126709,,
3.0704487562179565,2.3397462368011475,,,
2.9910640716552734,2.7188236713409424,4.85742712020874,3.73364794254303,
3.0261698961257935,,,,
2.2743529081344604,,,,
,,,,
3.0708975791931152,5.930178642272949,,,
3.281757950782776,3.554433584213257,,,
3.0504887104034424,5.533576011657715,,,
3.0112345218658447,2.996809482574463,,,
3.0564016103744507,,,,
3.0504887104034424,5.718079566955566,,,
3.0877240896224976,5.685251951217651,,,
3.04905104637146,4.3029749393463135,4.935076713562012,,
3.5372047424316406,5.487646818161011,,,
3.0708975791931152,3.06120765209198,5.694610118865967,4.486481189727783,
3.7224420309066772,2.9910640716552734,4.7236855030059814,,
2.920199155807495,,,,
4.675692796707153,2.986021637916565,3.624377131462097,3.781594157218933,
3.0261698961257935,,,,
3.194819688796997,3.088395357131958,4.1418373584747314,,
3.0582536458969116,5.487646818161011,,,
3.2800943851470947,5.355017423629761,,,
,,,,
3.4478906393051147,5.793039083480835,5.368494033813477,,
3.0504887104034424,2.158655047416687,,,
3.1654930114746094,5.834517955780029,3.6604292392730713,,
3.321710705757141,5.834517955780029,,,
2.6445729732513428,2.5919090509414673,,,
3.52114474773407,5.368494033813477,,,
2.9973303079605103,4.727601528167725,,,
3.532208800315857,2.9146664142608643,,,
3.2800943851470947,2.695670485496521,4.297888517379761,6.400675535202026,
3.2967551946640015,5.3596203327178955,,,
4.055332899093628,,,,
3.4915322065353394,,,,
3.5338271856307983,3.005751132965088,,,
3.061237335205078,4.816513538360596,,,
3.6955666542053223,3.0663646459579468,,,
3.0504177808761597,,,,
3.4109286069869995,2.779810309410095,,,
3.52114474773407,5.011137247085571,,,
3.0721466541290283,5.821712493896484,4.4031360149383545,,
3.641151547431946,3.7048388719558716,,,
3.284054756164551,2.5914247035980225,6.099428653717041,,
2.9192590713500977,5.03654408454895,,,
3.1373846530914307,4.309040069580078,5.14114236831665,,
3.0504887104034424,3.7733761072158813,4.496058464050293,,
3.7004282474517822,2.8058212995529175,3.0564016103744507,2.6019710302352905,4.927322864532471
2.9910640716552734,5.834517955780029,,,
3.5372047424316406,5.76623797416687,,,
3.52114474773407,2.7183507680892944,2.898651361465454,6.095086574554443,
2.998641848564148,,,,
3.061237335205078,4.138672113418579,,,
3.734130382537842,2.775634527206421,5.936861276626587,4.7235846519470215,
3.5022599697113037,5.86069130897522,,,
3.3216179609298706,3.5951887369155884,5.079817056655884,,
3.5521390438079834,2.783106803894043,,,
3.0565247535705566,5.921731948852539,,,
3.4740570783615112,2.3207119703292847,5.487646818161011,,
3.06120765209198,5.813980579376221,5.368494033813477,,
3.0565247535705566,,,,
3.4478906393051147,2.775634527206421,,,
3.197240114212036,4.845843315124512,4.570191144943237,,
3.134739398956299,5.920707702636719,,,
3.2575584650039673,3.991734504699707,,,
3.4285231828689575,2.6595572233200073,,,
3.1012097597122192,,,,
3.0564016103744507,6.331049203872681,4.907347917556763,,
2.990782380104065,,,,
3.4947586059570312,3.486126184463501,5.834517955780029,4.776833772659302,
2.9910640716552734,6.675246953964233,4.932664394378662,,
2.9910640716552734,3.7882750034332275,4.071028470993042,,
3.7481794357299805,2.694915533065796,,,
3.197240114212036,4.935076713562012,,,
3.0708975791931152,5.930178642272949,4.497548580169678,,
2.6926558017730713,3.4567447900772095,,,
3.4740570783615112,6.456921815872192,8.52439832687378,,
,,,,
3.531988263130188,2.601968765258789,5.658336162567139,,
3.0582536458969116,,,,
2.6991857290267944,5.910225868225098,,,
3.321710705757141,4.87405252456665,,,
5.6389055252075195,,,,
3.049546003341675,,,,
3.0504177808761597,5.834517955780029,,,
2.699751853942871,5.564112663269043,,,
3.273840308189392,2.695425033569336,6.099428653717041,3.978157639503479,
3.061237335205078,6.095086574554443,8.530222415924072,4.727336168289185,
3.137351632118225,,,,
3.0663646459579468,4.139789581298828,,,
2.996360421180725,3.2817047834396362,6.110057830810547,,
3.0905758142471313,2.696946382522583,4.139789581298828,,
2.9969245195388794,2.568107485771179,5.487646818161011,,
3.321828842163086,2.775634527206421,5.632670640945435,,
3.321710705757141,5.834517955780029,5.648524284362793,,
3.723325252532959,3.6438190937042236,2.8994463682174683,,
2.694823384284973,4.099817514419556,,,
,,,,
3.0708975791931152,3.061237335205078,4.85742712020874,4.595489978790283,
3.2735941410064697,3.5204726457595825,,,
2.5697392225265503,6.389935731887817,,,
3.273840308189392,5.6389055252075195,,,
3.134739398956299,2.2227898836135864,5.760998249053955,5.86069130897522,
2.9910640716552734,3.759547710418701,6.5205607414245605,,
4.207892894744873,,,,
6.148209571838379,,,,
3.5372047424316406,2.9754573106765747,2.897681474685669,3.025962710380554,
3.507635474205017,2.990782380104065,2.5682655572891235,5.142166614532471,
2.7930545806884766,2.9145989418029785,5.35857081413269,,
3.2800943851470947,4.245951890945435,,,
3.7924786806106567,2.990782380104065,,,
2.9910640716552734,2.130009651184082,3.7513675689697266,3.7882750034332275,4.88793158531189
3.5133079290390015,3.5395323038101196,,,
3.1971651315689087,,,,
,,,,
3.0878031253814697,,,,
3.0706260204315186,4.307648658752441,,,
3.531988263130188,2.990782380104065,,,
2.783106803894043,3.9167487621307373,3.917266607284546,,
3.7601736783981323,3.011290192604065,5.366060972213745,,
3.230316996574402,2.694844961166382,,,
3.6442434787750244,3.0504177808761597,3.0259857177734375,,
3.431383490562439,2.775634527206421,,,
4.870885133743286,5.910225868225098,,,
3.0878031253814697,5.859837532043457,4.113389492034912,,
3.008062958717346,2.698550820350647,6.148209571838379,,
3.321828842163086,2.130557656288147,,,
2.2831735610961914,3.9476423263549805,8.530628681182861,5.140054225921631,
3.0082114934921265,2.131255269050598,5.201486349105835,4.231192588806152,
3.7545493841171265,7.883254528045654,,,
2.951444149017334,3.524088144302368,,,
2.871717929840088,,,,
2.9973303079605103,,,,
3.734130382537842,2.899890422821045,,,
3.5372047424316406,2.990782380104065,,,
4.727601528167725,,,,
3.3143023252487183,,,,
2.99847674369812,2.131255269050598,5.6869542598724365,4.727601528167725,
4.858595609664917,4.071028470993042,,,
3.004003405570984,3.780603766441345,,,
2.9667632579803467,,,,
3.0504177808761597,2.164898157119751,3.701814651489258,,
4.034523010253906,,,,
4.338665008544922,3.6802200078964233,5.140054225921631,,
3.058238983154297,,,,
3.0706260204315186,4.195748805999756,,,
3.52114474773407,2.998641848564148,2.695976972579956,,
4.302968740463257,4.174762964248657,,,
3.0582536458969116,5.392168283462524,,,
,,,,
3.758026123046875,4.349140882492065,,,
3.52114474773407,2.9748657941818237,5.28635311126709,,
3.0565247535705566,5.142166614532471,5.3647966384887695,,
3.0565247535705566,,,,
2.7943084239959717,,,,
3.6442434787750244,2.694823384284973,6.119275093078613,,
2.694844961166382,5.800864219665527,4.936450242996216,3.733507990837097,
3.441424250602722,,,,
2.9910550117492676,5.041501998901367,4.489667177200317,,
3.1313323974609375,3.7776678800582886,5.458599805831909,,
3.757856845855713,5.375589370727539,5.800864219665527,,
3.0564016103744507,,,,
3.1359822750091553,2.694844961166382,6.9859349727630615,,
3.5372047424316406,2.695976972579956,,,
3.362471103668213,3.513275623321533,2.905600428581238,3.978157639503479,3.0949991941452026
3.750247001647949,,,,
,,,,
3.4478906393051147,3.281757950782776,3.287529468536377,6.490241765975952,4.078855037689209
3.2800943851470947,2.694823384284973,5.800212860107422,,
2.9910640716552734,5.6280677318573,4.7235846519470215,,
3.0708975791931152,3.745626449584961,4.077704429626465,,
3.9543957710266113,,,,
3.7882750034332275,8.973996639251709,3.544624924659729,,
2.996809482574463,2.3397010564804077,5.849769115447998,,
3.4915322065353394,2.195585012435913,6.129985809326172,4.404318571090698,
3.273840308189392,,,,
2.9910640716552734,2.9935343265533447,3.762224316596985,,
5.699435472488403,3.7401031255722046,3.575753927230835,,
3.0249797105789185,2.9072951078414917,4.8739447593688965,,
4.837038040161133,6.142266511917114,,,
3.4740570783615112,6.100553750991821,,,
5.944673538208008,2.9888216257095337,,,
3.058238983154297,3.977514386177063,,,
3.2818294763565063,2.7745331525802612,4.484295606613159,,
3.0579525232315063,3.977514386177063,,,
3.066030979156494,2.130557656288147,6.099428653717041,4.3766090869903564,
3.52114474773407,,,,
3.5485464334487915,2.775634527206421,,,
3.803664445877075,4.245321989059448,,,
5.849769115447998,,,,
2.998641848564148,4.142157316207886,4.104826927185059,4.528804779052734,
3.0504177808761597,8.553314208984375,,,
3.321828842163086,2.694823384284973,5.936861276626587,4.310831308364868,
3.0582536458969116,5.166843891143799,,,
3.2800943851470947,4.935076713562012,,,
3.723325252532959,5.859837532043457,,,
2.695976972579956,8.174797534942627,,,
4.207892894744873,3.3216179609298706,3.0504887104034424,5.137027263641357,
2.9973303079605103,2.1552999019622803,,,
3.0504887104034424,2.1313222646713257,5.632670640945435,4.447928190231323,
2.998580813407898,4.169323921203613,,,
3.3191633224487305,2.693257451057434,4.7262396812438965,,
8.6269850730896,5.3647966384887695,,,
3.273840308189392,5.424322605133057,,,
3.513275623321533,4.907347917556763,,,
2.7817360162734985,3.624377131462097,6.724693298339844,,
2.9973303079605103,3.214308500289917,,,
3.52151358127594,5.930178642272949,,,
3.0504887104034424,2.130009651184082,,,
3.4285231828689575,2.975109815597534,,,
3.273840308189392,2.951444149017334,5.685251951217651,,
,,,,
2.9969245195388794,,,,
2.8058255910873413,3.295588731765747,,,
3.2735941410064697,6.645803451538086,5.28810453414917,,
3.0663646459579468,5.9857189655303955,,,
5.00865364074707,5.166843891143799,3.9498870372772217,,
3.2575786113739014,2.6960052251815796,,,
3.723325252532959,3.279518723487854,2.9339133501052856,,
3.2149457931518555,2.2743529081344604,5.821712493896484,,
3.7601736783981323,2.7367849349975586,6.107748985290527,,
3.52151358127594,2.8738096952438354,7.1222827434539795,,
3.0706260204315186,2.348347544670105,6.159051418304443,,
3.2022231817245483,,,,
3.507877230644226,,,,
3.2019145488739014,3.0653209686279297,2.1298071146011353,4.009036302566528,4.0792999267578125
3.057436227798462,2.131255269050598,3.0949991941452026,6.044455289840698,
3.2735941410064697,,,,
3.754746437072754,2.974648594856262,2.694823384284973,,
2.5699979066848755,4.308302640914917,,,
4.3029749393463135,4.081650257110596,,,
3.0663646459579468,4.907347917556763,,,
3.0704574584960938,5.050762176513672,,,
3.0504887104034424,2.386425733566284,5.210212230682373,,
3.0891107320785522,3.004754424095154,5.28635311126709,,
2.8716461658477783,4.727601528167725,,,
3.5316742658615112,,,,
4.721784591674805,4.748234033584595,,,
2.9910640716552734,5.368494033813477,,,
2.9910550117492676,5.844119548797607,4.524185657501221,,
3.1359822750091553,4.936535835266113,,,
3.0565247535705566,,,,
3.4478906393051147,3.321073055267334,,,
2.9263954162597656,3.517505168914795,4.393261432647705,,
3.746834397315979,,,,
3.5472054481506348,2.699700713157654,5.849769115447998,,
4.0152747631073,3.762865662574768,5.4574315547943115,,
3.0565247535705566,2.274527430534363,4.7787933349609375,,
3.5207659006118774,,,,
2.998641848564148,4.398929834365845,,,
4.138672113418579,5.887589454650879,,,
3.058238983154297,5.694610118865967,4.024906873703003,,
3.0504887104034424,3.72237765789032,4.293167352676392,,
2.906360149383545,5.110536336898804,2.98384690284729,,
3.101272702217102,6.099428653717041,,,
3.5133079290390015,,,,
3.0504887104034424,,,,
3.0565247535705566,2.130557656288147,5.28635311126709,,
7.164647340774536,5.910225868225098,,,
3.0565247535705566,4.303319692611694,,,
3.0504887104034424,5.694610118865967,,,
5.859837532043457,,,,
3.3219423294067383,3.281757950782776,5.6389055252075195,4.9270265102386475,
3.0504887104034424,5.166843891143799,,,
2.97657573223114,3.7355583906173706,4.7236855030059814,,
4.907347917556763,3.3204221725463867,,,
3.4600385427474976,3.2801960706710815,2.3397462368011475,,
3.4923441410064697,3.3195226192474365,6.09195876121521,,
3.4285231828689575,2.5919090509414673,2.158655047416687,4.7236855030059814,
2.998641848564148,3.733306884765625,,,
3.2800943851470947,2.1958223581314087,,,
3.474009871482849,2.8721020221710205,2.694823384284973,5.859837532043457,
6.110057830810547,4.936535835266113,,,
3.049546003341675,2.4616000652313232,3.759547710418701,4.952043771743774,
3.773007869720459,3.2789543867111206,2.9873944520950317,,
3.5341274738311768,6.107748985290527,5.849769115447998,,
3.299428343772888,,,,
5.1330718994140625,4.951314926147461,,,
3.314242959022522,5.533576011657715,5.159140348434448,,
3.5472054481506348,5.140054225921631,,,
2.989613652229309,4.3029749393463135,,,
4.940256595611572,3.109890103340149,,,
,,,,
3.7233943939208984,3.1373846530914307,4.727601528167725,,
3.7645548582077026,3.33805513381958,5.619598865509033,,
3.7830909490585327,,,,
2.9066431522369385,4.7236855030059814,2.8511394262313843,,
3.522378087043762,2.899515748023987,4.720773458480835,,
3.0880486965179443,,,,
3.3214367628097534,,,,
3.532208800315857,2.695976972579956,,,
2.9910640716552734,4.3029749393463135,,,
2.9910550117492676,5.216839551925659,,,
3.4915322065353394,2.694823384284973,6.142266511917114,,
2.9146664142608643,5.528308868408203,,,
3.0565247535705566,2.3389925956726074,,,
3.101353406906128,5.859837532043457,3.7924786806106567,,
3.0504887104034424,2.130557656288147,5.800864219665527,4.082052946090698,
2.775634527206421,6.129985809326172,4.727601528167725,,
2.5919090509414673,3.786457657814026,,,
3.2800943851470947,3.1005003452301025,4.3029749393463135,4.7235846519470215,
3.5133079290390015,2.974648594856262,,,
3.52114474773407,3.1995807886123657,5.856925010681152,,
6.985700368881226,,,,
2.9910640716552734,4.87405252456665,3.6181572675704956,,
3.0878031253814697,5.173451662063599,,,
3.0504177808761597,3.5359209775924683,3.786457657814026,,
3.0504887104034424,5.694610118865967,4.180727243423462,4.3779518604278564,
3.531988263130188,2.8716400861740112,,,
3.52114474773407,3.011290192604065,2.694823384284973,5.7758870124816895,
3.0708975791931152,2.6943161487579346,5.14114236831665,3.5358285903930664,4.1412248611450195
2.9910550117492676,3.737465739250183,,,
3.77227520942688,2.2743529081344604,5.632670640945435,,
3.4508687257766724,2.5675618648529053,4.907347917556763,5.270066976547241,
3.52114474773407,2.9910640716552734,,,
3.0708975791931152,5.28635311126709,4.714056015014648,4.727601528167725,
3.0564016103744507,,,,
3.4474799633026123,9.264710903167725,,,
3.682281494140625,,,,
3.0504887104034424,2.933178186416626,3.9964016675949097,4.929619312286377,
2.6943161487579346,,,,
3.321828842163086,5.694610118865967,,,
3.0504177808761597,2.1564286947250366,4.245748519897461,,
3.2788370847702026,5.813980579376221,6.400675535202026,,
3.507877230644226,,,,
3.321710705757141,2.1952651739120483,5.529257297515869,,
3.520068049430847,6.099428653717041,,,
2.7886948585510254,3.78312611579895,,,
2.9959174394607544,3.134739398956299,3.1370421648025513,4.1675872802734375,
2.130557656288147,5.03654408454895,5.529257297515869,,
3.0708975791931152,3.0663646459579468,2.130557656288147,5.685251951217651,
2.9973303079605103,5.849769115447998,4.009036302566528,5.694610118865967,
3.0504887104034424,3.7398319244384766,,,
4.906812906265259,3.281757950782776,9.10671091079712,5.1377458572387695,
2.9910640716552734,2.5699979066848755,3.957449197769165,,
3.279966354370117,2.2842596769332886,6.5205607414245605,7.883254528045654,
3.280902624130249,2.951444149017334,4.905269145965576,,
2.990782380104065,4.143614768981934,,,
2.7943084239959717,,,,
3.750247001647949,,,,
3.0896718502044678,5.427459001541138,4.08460259437561,,
2.97657573223114,2.538410186767578,,,
5.942628383636475,,,,
2.9910640716552734,5.564112663269043,4.727601528167725,,
3.4580647945404053,2.7507123947143555,,,
3.493013024330139,,,,
3.101353406906128,,,,
2.9765162467956543,3.73364794254303,5.922675609588623,,
3.061237335205078,4.142157316207886,,,
3.056221842765808,,,,
3.0112345218658447,5.28635311126709,,,
3.5372047424316406,,,,
3.0582536458969116,3.978157639503479,6.392316579818726,,
2.998641848564148,3.978157639503479,,,
3.5338422060012817,6.408528566360474,,,
2.9910550117492676,2.158349394798279,5.569493293762207,4.9585652351379395,
5.76623797416687,,,,
3.754746437072754,2.9146664142608643,3.273840308189392,,
2.694844961166382,3.491225838661194,4.3779518604278564,,
,,,,
3.273840308189392,4.206883907318115,,,
2.9910550117492676,4.480785608291626,5.606703042984009,,
3.771970748901367,2.691341280937195,5.930178642272949,,
3.0565247535705566,2.73783016204834,5.821712493896484,,
3.4666014909744263,3.274106979370117,,,
3.441424250602722,2.695976972579956,4.489667177200317,,
3.0504887104034424,3.976797342300415,,,
2.6943161487579346,4.446544647216797,5.454858064651489,3.048812985420227,
3.3213863372802734,5.718221187591553,5.392168283462524,,
3.0565247535705566,4.727601528167725,3.546885848045349,,
2.694915533065796,5.366060972213745,3.279518723487854,3.751930594444275,
2.9910640716552734,4.207892894744873,4.858595609664917,,
2.9910550117492676,5.216839551925659,8.559715270996094,4.070969104766846,
2.9910640716552734,5.821712493896484,8.023283243179321,,
2.9910640716552734,,,,
2.695976972579956,3.8472665548324585,4.206233501434326,,
3.2800943851470947,3.1373846530914307,4.946042537689209,,
3.1858547925949097,3.1638683080673218,2.7174652814865112,,
2.9973303079605103,2.3193875551223755,3.8924208879470825,4.1418373584747314,
3.0708975791931152,2.130557656288147,4.480785608291626,3.893594741821289,
3.279966354370117,,,,
3.734130382537842,6.365548610687256,,,
3.0660921335220337,5.564112663269043,3.6914879083633423,4.900976657867432,
3.0565247535705566,4.422083854675293,5.598717927932739,4.739261627197266,
3.5341274738311768,7.9035186767578125,,,
3.951241970062256,3.971772074699402,,,
3.4838677644729614,,,,
2.9910640716552734,4.714056015014648,,,
3.2137975692749023,7.32447624206543,,,
3.531394124031067,2.6943161487579346,4.397669076919556,3.8477816581726074,
2.9973303079605103,5.456377744674683,,,
2.998580813407898,2.164898157119751,4.057363271713257,,
3.5372047424316406,2.975656270980835,,,
2.9910640716552734,4.816864490509033,,,
3.284054756164551,2.131255269050598,5.14114236831665,,
3.0757133960723877,5.6869542598724365,,,
3.0565247535705566,5.427459001541138,,,
3.0504887104034424,3.5296037197113037,3.9790279865264893,,
3.004246950149536,5.718079566955566,4.072684049606323,,
2.9973303079605103,8.530222415924072,,,
4.957779407501221,,,,
3.061237335205078,6.325238943099976,,,
3.0896718502044678,6.100292921066284,3.8815371990203857,,
2.9910550117492676,5.821712493896484,,,
3.280902624130249,2.3397462368011475,,,
3.3143023252487183,8.530222415924072,4.072684049606323,5.76623797416687,
3.6438262462615967,2.775634527206421,,,
3.6953009366989136,4.807044982910156,,,
3.0504887104034424,5.813980579376221,4.933196544647217,,
3.4740570783615112,2.694165587425232,5.14114236831665,,
3.298680543899536,5.216839551925659,,,
3.0504177808761597,4.907347917556763,,,
2.7886948585510254,5.0497214794158936,,,
3.0708975791931152,,,,
3.2735941410064697,2.130535364151001,5.7966554164886475,,
3.4915322065353394,2.570148468017578,5.392168283462524,,
3.8467423915863037,3.3315086364746094,5.849769115447998,5.154745817184448,3.5358285903930664
2.5319175720214844,,,,
3.0504177808761597,4.1421215534210205,,,
2.9910640716552734,5.204740047454834,,,
3.279966354370117,4.945408821105957,,,
2.996809482574463,5.699435472488403,3.5357214212417603,4.520383358001709,
2.9969245195388794,5.694610118865967,,,
3.52114474773407,,,,
3.0591847896575928,3.7398319244384766,8.07117247581482,,
3.531988263130188,5.270066976547241,,,
3.4922465085983276,2.570148468017578,2.284288167953491,,
2.5768017768859863,4.727601528167725,,,
2.9973303079605103,3.7398319244384766,5.600060939788818,,
3.0565247535705566,,,,
3.4285231828689575,2.8719162940979004,,,
2.9969245195388794,6.645803451538086,,,
3.4508687257766724,2.782125473022461,,,
2.91927433013916,4.935076713562012,,,
3.5341274738311768,,,,
3.7217791080474854,5.079817056655884,,,
3.2818294763565063,3.0564016103744507,7.88437557220459,2.899654507637024,
3.2149457931518555,,,,
3.7601736783981323,,,,
2.5776668787002563,5.93290376663208,,,
3.0504887104034424,5.632670640945435,3.7635724544525146,,
3.4860100746154785,2.932358145713806,,,
2.9973303079605103,2.775634527206421,4.303325891494751,4.779615879058838,
3.3256715536117554,6.645803451538086,,,
3.547542929649353,,,,
5.49567723274231,4.0792999267578125,,,
3.0708975791931152,4.731878995895386,,,
4.895854234695435,4.779615879058838,,,
3.033968925476074,5.632670640945435,,,
3.738942503929138,4.905269145965576,,,
3.0880486965179443,5.3585169315338135,8.530222415924072,,
3.0082114934921265,2.850945830345154,7.350910663604736,4.945408821105957,
2.990782380104065,7.625179052352905,,,
3.0261698961257935,4.872731685638428,4.373535394668579,,
2.996809482574463,3.5316742658615112,,,
2.8721309900283813,5.28635311126709,,,
3.0575443506240845,3.7598979473114014,3.957449197769165,,
3.0565247535705566,5.28635311126709,,,
2.9910550117492676,,,,
3.5340267419815063,5.195241689682007,,,
2.9910640716552734,5.6389055252075195,3.9790884256362915,,
3.0878031253814697,,,,
3.5341274738311768,3.0259857177734375,,,
3.7334574460983276,3.0026620626449585,,,
