0,1,2,3,4,5,6
3.28033983707428,4.595286130905151,,,,,
2.7092864513397217,4.116360425949097,3.067808151245117,5.084003686904907,6.376737833023071,,
3.5749878883361816,2.5699979066848755,4.4739909172058105,6.241981267929077,6.076641798019409,,
4.195111274719238,3.007811427116394,3.4632495641708374,5.786140203475952,,,
3.2739779949188232,3.733532190322876,,,,,
2.8711239099502563,4.5392746925354,4.892845392227173,6.065262794494629,,,
3.3685264587402344,3.028455138206482,4.858078956604004,6.376452684402466,,,
4.142073154449463,2.7274484634399414,3.006985902786255,6.67191743850708,,,
3.8695926666259766,3.01116943359375,3.8427575826644897,6.367905378341675,,,
4.1553637981414795,,,,,,
3.4473873376846313,5.773598909378052,4.503413200378418,4.384045839309692,,,
4.126642465591431,3.0978389978408813,6.430609941482544,,,,
4.176731824874878,2.8721498250961304,2.7287451028823853,,,,
3.6749212741851807,5.147319555282593,6.609813213348389,,,,
2.954529643058777,2.9563515186309814,2.569677948951721,4.217534780502319,,,
3.6921011209487915,2.7316956520080566,3.255306601524353,4.567361354827881,3.6725836992263794,,
4.13681960105896,2.925102472305298,5.504847049713135,4.685722589492798,,,
3.0259119272232056,4.5151708126068115,3.1022520065307617,,,,
3.539003610610962,4.474401473999023,,,,,
3.3238006830215454,4.1190595626831055,5.959664821624756,,,,
3.0368770360946655,4.991235971450806,2.9807634353637695,6.376737833023071,4.803194284439087,,
2.5699979066848755,4.14350152015686,,,,,
4.199604511260986,2.8562039136886597,,,,,
3.363683819770813,2.390732526779175,4.660105228424072,4.197146892547607,4.883764028549194,,
2.852272629737854,3.889498233795166,3.8575823307037354,6.2498180866241455,,,
4.426009654998779,5.775413990020752,3.9909870624542236,3.6987524032592773,,,
2.998716115951538,6.520259380340576,,,,,
3.020341992378235,4.1925904750823975,,,,,
3.6297447681427,3.0959779024124146,4.962693214416504,3.2610632181167603,5.800330638885498,,
4.228157997131348,2.8533867597579956,2.9656152725219727,6.635776519775391,5.762682199478149,,
3.7515709400177,4.581464767456055,4.661494731903076,,,,
4.165191173553467,3.0077942609786987,3.456499934196472,5.003633737564087,6.432811975479126,,
3.0112370252609253,4.897594451904297,6.204307317733765,3.787090301513672,5.855475902557373,,
3.1447607278823853,4.13681960105896,,,,,
3.0565247535705566,3.2424261569976807,2.4320870637893677,3.707209825515747,,,
3.1447607278823853,4.166505575180054,3.4856451749801636,3.847608208656311,6.225398540496826,,
2.9987951517105103,4.456186056137085,5.7887303829193115,,,,
4.121784687042236,2.690693497657776,3.774530291557312,6.296469449996948,6.5582005977630615,4.489162921905518,
3.889498233795166,4.4168381690979,4.193898677825928,,,,
4.254245281219482,2.8726764917373657,6.086427211761475,,,,
4.199604511260986,4.134827375411987,2.851622462272644,3.2790321111679077,,,
2.848167896270752,4.279181957244873,,,,,
2.9425909519195557,4.151243686676025,,,,,
3.4485613107681274,2.5785069465637207,4.670776605606079,,,,
2.441048264503479,4.200769901275635,4.924258470535278,,,,
4.124683380126953,3.0105557441711426,4.3606555461883545,6.212060213088989,,,
3.270483374595642,2.5699163675308228,6.3683788776397705,4.166086673736572,,,
3.569759964942932,2.8059651851654053,2.806506872177124,4.605179071426392,5.704206228256226,,
3.6713364124298096,2.853691816329956,3.5356638431549072,6.221711874008179,,,
3.2997562885284424,2.439325451850891,3.861569881439209,5.084003686904907,,,
4.166366815567017,3.2859508991241455,3.5063546895980835,4.809521913528442,6.230875253677368,,
3.0980125665664673,2.5780168771743774,4.168368577957153,4.307137727737427,,,
4.228157997131348,3.0113972425460815,5.090544939041138,6.399575710296631,,,
3.5961151123046875,5.063471078872681,5.7230517864227295,,,,
3.6725836992263794,2.9456772804260254,,,,,
3.847965955734253,4.449833631515503,,,,,
2.9497056007385254,3.809958577156067,3.204766869544983,,,,
3.62039053440094,4.074785947799683,,,,,
3.780376672744751,3.081304669380188,6.073275327682495,,,,
4.118430852890015,2.694810152053833,2.9063345193862915,,,,
2.9452271461486816,5.048574686050415,3.504305839538574,4.574051141738892,,,
3.2738797664642334,3.4552301168441772,6.086427211761475,,,,
3.70544695854187,4.433873891830444,,,,,
3.463985800743103,4.665774822235107,,,,,
3.7316017150878906,2.9462499618530273,4.134228944778442,3.1267383098602295,5.995595216751099,4.792973756790161,
4.307347536087036,4.142073154449463,,,,,
4.044872522354126,2.803787350654602,6.098062992095947,5.887589454650879,,,
4.152911424636841,2.6778143644332886,3.3412740230560303,5.796621322631836,,,
4.139078855514526,3.3350892066955566,2.805753469467163,5.111325025558472,,,
2.965103507041931,4.136596202850342,3.6737890243530273,6.214285135269165,,,
3.734292149543762,3.956873893737793,6.2915358543396,4.195111274719238,,,
2.9487154483795166,4.165191173553467,3.0090032815933228,6.472462892532349,,,
3.747738242149353,2.926010012626648,3.311674475669861,5.786140203475952,,,
3.500096917152405,3.0876824855804443,4.420795440673828,6.100292921066284,4.166505575180054,,
3.7060641050338745,2.730542778968811,4.866656541824341,4.467876195907593,4.89008355140686,6.431508779525757,
3.464988350868225,6.10229229927063,,,,,
4.199877977371216,3.135426163673401,3.48328959941864,8.441296100616455,,,
3.814141869544983,2.8696311712265015,5.694234609603882,,,,
2.8054388761520386,5.842594861984253,4.226828575134277,,,,
3.5983399152755737,3.569759964942932,4.379056692123413,,,,
3.5692631006240845,2.7319748401641846,2.733251690864563,4.251080513000488,5.789010286331177,3.8140623569488525,
