0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
3.8352739810943604,4.255496501922607,2.8801711797714233,3.6412633657455444,4.981603384017944,3.183167576789856,2.376529097557068,2.957212209701538,2.951902985572815,2.1647820472717285,3.98164165019989,3.6231963634490967,,,,,,,,,,,,
2.94591224193573,2.1979886293411255,2.6199933290481567,4.182913303375244,3.707004189491272,3.032744884490967,3.410394072532654,7.079883575439453,4.897318363189697,4.437340021133423,,,,,,,,,,,,,,
2.50378680229187,2.153420925140381,2.033976912498474,4.0502272844314575,3.531260848045349,4.1834657192230225,4.533946514129639,3.4436726570129395,3.3684016466140747,3.259141206741333,,,,,,,,,,,,,,
5.404714345932007,2.8449130058288574,2.9915093183517456,5.135011434555054,4.331153988838196,3.596006393432617,5.004770040512085,3.6426531076431274,2.8487160205841064,3.5142964124679565,,,,,,,,,,,,,,
2.75927734375,4.56718373298645,3.369323253631592,7.113768100738525,4.2600486278533936,3.5275310277938843,2.691455841064453,3.878799080848694,3.247910737991333,2.6960779428482056,3.6995209455490112,3.1922022104263306,3.217084288597107,2.2972453832626343,4.157041311264038,,,,,,,,,
2.175883412361145,3.446387767791748,3.2141430377960205,2.7376697063446045,4.020285487174988,2.7276620864868164,4.449678897857666,6.478402853012085,,,,,,,,,,,,,,,,
2.3397462368011475,2.6957714557647705,3.315481662750244,2.7372883558273315,4.303246021270752,4.806068658828735,7.269300937652588,3.1276293992996216,5.337303400039673,3.1619077920913696,4.348271131515503,5.071181297302246,2.8074183464050293,4.11027467250824,6.642943620681763,5.883965969085693,,,,,,,,
3.255046010017395,2.501272201538086,2.1534839868545532,3.1381198167800903,5.6192238330841064,4.295473337173462,3.5305901765823364,3.9794195890426636,4.020156264305115,3.79623281955719,3.764778971672058,3.8197871446609497,,,,,,,,,,,,
3.641865611076355,2.465513586997986,2.8118557929992676,3.0691192150115967,3.3021531105041504,3.0867156982421875,2.477754592895508,3.4123523235321045,2.1979485750198364,2.8715444803237915,4.171128988265991,6.378140449523926,4.737674951553345,4.4233667850494385,5.254670143127441,3.8865526914596558,6.938504934310913,4.304487228393555,3.256503939628601,,,,,
5.838147163391113,4.733068227767944,4.821659564971924,3.4771430492401123,2.9777973890304565,3.423973798751831,3.551273226737976,2.7130500078201294,2.901222825050354,4.335337400436401,3.881304621696472,3.1165947914123535,5.744670629501343,,,,,,,,,,,
3.2382748126983643,2.1653858423233032,2.7511245012283325,2.995816707611084,4.268366813659668,3.6387546062469482,3.2908272743225098,6.4187562465667725,4.97941255569458,6.755727052688599,5.036760091781616,,,,,,,,,,,,,
2.8793787956237793,7.210542440414429,2.9426770210266113,3.4457696676254272,2.997188448905945,4.211330890655518,3.539918065071106,2.672057628631592,2.354928493499756,2.2615556716918945,4.969043493270874,3.935692548751831,,,,,,,,,,,,
3.2489150762557983,2.817786931991577,2.211267590522766,2.529038906097412,2.2628673315048218,2.3898695707321167,3.1569985151290894,3.1718945503234863,5.788693428039551,3.9205172061920166,3.520650863647461,3.8877639770507812,,,,,,,,,,,,
4.281305313110352,4.543975114822388,3.5912801027297974,3.085719347000122,3.9392552375793457,5.481574773788452,4.794182300567627,3.5401543378829956,4.659523010253906,4.121131420135498,3.6312999725341797,4.998281717300415,2.265117883682251,2.563364624977112,4.435473203659058,,,,,,,,,
3.1768428087234497,2.4700151681900024,3.383986711502075,5.557738304138184,3.217182159423828,2.5030161142349243,2.341935396194458,2.0999245643615723,2.847987174987793,1.9839942455291748,2.26680064201355,4.167968273162842,5.038977384567261,,,,,,,,,,,
2.2616758346557617,4.216981410980225,5.27651834487915,2.5942777395248413,2.5342758893966675,2.2710201740264893,4.150469541549683,3.238117218017578,2.606791615486145,3.451246500015259,2.872693419456482,5.745905160903931,7.496375560760498,4.266649127006531,2.434852123260498,2.900789976119995,3.637095332145691,,,,,,,
2.108873963356018,2.7201013565063477,3.3581483364105225,4.222378492355347,3.67294704914093,4.152130126953125,5.720001697540283,7.15579891204834,3.128538966178894,,,,,,,,,,,,,,,
2.695018768310547,7.23020339012146,4.981603384017944,3.5878055095672607,3.5891908407211304,3.0692282915115356,3.2171032428741455,2.0520800352096558,2.315046787261963,5.644049644470215,3.867000460624695,4.254512548446655,4.515933513641357,3.6441577672958374,3.8803030252456665,,,,,,,,,
3.5535722970962524,2.839943528175354,3.493457794189453,2.24470055103302,3.6542097330093384,4.817577123641968,4.163627624511719,2.358451247215271,2.173068046569824,3.222907543182373,4.231492519378662,2.6591663360595703,3.3845804929733276,5.1136794090271,4.5838963985443115,5.225025415420532,5.45868444442749,6.443619966506958,,,,,,
3.2547062635421753,2.5375678539276123,2.5638478994369507,2.3473185300827026,7.164647340774536,6.142447471618652,4.2614898681640625,3.644525647163391,3.716703772544861,5.400043964385986,4.77572226524353,7.044342756271362,4.916538238525391,,,,,,,,,,,
3.255046010017395,3.139872670173645,2.1534520387649536,2.81788170337677,2.389299988746643,4.152004957199097,3.5241897106170654,3.859933614730835,3.590301752090454,5.1282103061676025,4.923508167266846,6.1764233112335205,4.374734163284302,,,,,,,,,,,
4.158424377441406,3.2263967990875244,4.22334361076355,2.8255316019058228,4.2486724853515625,3.8521066904067993,3.2581067085266113,3.176838517189026,3.040945053100586,3.8128702640533447,3.0084937810897827,4.480746746063232,7.747236013412476,6.688647747039795,3.5259954929351807,3.3664822578430176,,,,,,,,
3.649735927581787,2.9278552532196045,4.403706789016724,2.8736239671707153,2.989050030708313,3.8089897632598877,2.9384857416152954,2.7559902667999268,3.499419689178467,3.2569833993911743,3.2664366960525513,2.730817437171936,2.3010607957839966,,,,,,,,,,,
9.109151840209961,2.9799212217330933,2.7373136281967163,3.725447654724121,2.7888418436050415,6.376452684402466,3.609209418296814,4.178203582763672,3.254195809364319,2.1837717294692993,2.7380396127700806,2.942611813545227,2.056824743747711,3.933146834373474,,,,,,,,,,
3.4492419958114624,2.737942337989807,2.9437049627304077,3.453697681427002,2.792398452758789,2.1914730072021484,2.7385871410369873,2.74746572971344,3.763547420501709,3.792103886604309,3.4319480657577515,3.69360613822937,3.978226661682129,4.056363582611084,4.387561559677124,,,,,,,,,
3.596547245979309,2.884312391281128,3.3041303157806396,2.9685356616973877,3.357714295387268,5.270653486251831,5.050498962402344,,,,,,,,,,,,,,,,,
3.448787569999695,2.09533429145813,2.7570022344589233,3.0632741451263428,5.1146135330200195,4.143170595169067,6.0849609375,7.4612321853637695,3.3016061782836914,2.795624613761902,4.857947826385498,4.00266170501709,4.040140748023987,2.683668375015259,,,,,,,,,,
2.5279866456985474,2.174512267112732,2.2215816974639893,2.508112907409668,4.406476974487305,3.6889219284057617,3.5140353441238403,2.765037417411804,2.3447394371032715,4.3041956424713135,3.667122960090637,3.230316996574402,3.3420835733413696,7.508152008056641,4.884810447692871,4.5382654666900635,3.764373302459717,,,,,,,
2.0448925495147705,3.641865611076355,3.283057928085327,2.901748776435852,3.239073395729065,2.858773946762085,4.37287449836731,6.236008405685425,4.321331262588501,5.247773885726929,4.842423439025879,4.73604154586792,4.420647621154785,,,,,,,,,,,
3.8016332387924194,2.3080302476882935,2.358679413795471,2.730543613433838,2.5168322324752808,2.422539710998535,7.573284864425659,4.165814399719238,2.730070471763611,3.098038911819458,3.6483545303344727,5.064647197723389,4.921458959579468,4.578314781188965,,,,,,,,,,
3.2558435201644897,3.6422842741012573,2.4898664951324463,2.3543976545333862,3.4621164798736572,3.875695586204529,3.5937206745147705,4.66828727722168,3.7470152378082275,4.16678786277771,6.9786317348480225,3.057859778404236,4.357975006103516,4.332831621170044,3.5852530002593994,,,,,,,,,
2.968704342842102,3.7058656215667725,3.56363582611084,5.036462068557739,,,,,,,,,,,,,,,,,,,,
2.113567352294922,2.3212560415267944,2.3903839588165283,4.808415651321411,3.09325110912323,3.6315531730651855,3.1347317695617676,2.921546459197998,6.520259380340576,3.686063051223755,3.7342125177383423,4.101712942123413,5.723768472671509,,,,,,,,,,,
3.255046010017395,2.2819854021072388,2.5633604526519775,2.8231884241104126,2.9570504426956177,3.0129705667495728,5.554488897323608,3.826004981994629,4.121295690536499,3.7966026067733765,3.2783806324005127,5.089635610580444,,,,,,,,,,,,
2.4812231063842773,3.889155626296997,4.74744987487793,3.8760194778442383,3.70135235786438,5.101818799972534,3.4820486307144165,3.6315276622772217,2.2556803226470947,2.62613844871521,2.8054503202438354,5.164858818054199,3.9011056423187256,4.469872951507568,4.371149301528931,,,,,,,,,
4.2863593101501465,3.343514084815979,2.886162757873535,2.955960512161255,3.432184338569641,3.4020910263061523,2.847143054008484,5.826191186904907,4.628822565078735,4.049558639526367,4.358988285064697,4.437098741531372,3.673826217651367,4.1596550941467285,3.3721933364868164,3.6159090995788574,,,,,,,,
3.2489150762557983,6.623855829238892,7.010810613632202,3.9370142221450806,3.5053497552871704,2.94591224193573,2.1788408756256104,4.200695753097534,3.4132522344589233,2.752803325653076,2.342310070991516,,,,,,,,,,,,,
3.9889250993728638,3.514991283416748,2.8461333513259888,2.3588223457336426,2.9758141040802,2.8722753524780273,3.7208603620529175,3.360134243965149,3.0006191730499268,6.285995721817017,4.826887845993042,,,,,,,,,,,,,
2.281675338745117,2.9103870391845703,4.2152934074401855,4.382237434387207,3.239809513092041,2.751696467399597,2.3080302476882935,4.921186685562134,4.199570655822754,3.816471815109253,,,,,,,,,,,,,,
2.810185194015503,2.205695390701294,3.307716727256775,3.298805594444275,5.711261510848999,2.8397185802459717,3.591894030570984,3.1342573165893555,2.5378706455230713,2.8757153749465942,4.151652812957764,3.1202303171157837,7.552736282348633,5.411919116973877,,,,,,,,,,
2.2763272523880005,3.5041109323501587,3.108128547668457,3.034903407096863,2.8043659925460815,3.099028468132019,2.886162757873535,3.6178754568099976,4.672147989273071,4.213345050811768,6.5303027629852295,4.705081224441528,7.011868476867676,4.0720919370651245,2.1213513612747192,4.210521936416626,,,,,,,,
2.9704796075820923,4.013646245002747,5.171375513076782,2.5065770149230957,3.555608034133911,2.505553722381592,2.958001136779785,3.4623526334762573,2.42276668548584,2.258682608604431,2.867281198501587,3.0067445039749146,2.7204211950302124,3.1664453744888306,4.260559797286987,,,,,,,,,
4.056732654571533,2.108873963356018,3.1218180656433105,6.2201080322265625,3.5095096826553345,4.13739800453186,7.1038689613342285,2.2656911611557007,3.0488595962524414,2.785479426383972,6.503748416900635,3.619853138923645,3.4454458951950073,2.051061749458313,2.492537260055542,4.049168586730957,,,,,,,,
2.948258876800537,2.2556803226470947,2.314608097076416,4.908983945846558,3.2812130451202393,5.750057220458984,3.6858547925949097,5.270938158035278,2.9245799779891968,3.1845370531082153,2.441683292388916,2.7545443773269653,4.276593446731567,,,,,,,,,,,
2.9749066829681396,2.0189796686172485,1.7871133685112,2.712787389755249,2.541027784347534,2.775566339492798,3.177239775657654,3.3059816360473633,3.275834083557129,4.346762418746948,4.274423122406006,4.036564350128174,,,,,,,,,,,,
3.3647451400756836,4.507051944732666,3.646324396133423,2.828820586204529,6.043482542037964,4.594515562057495,4.361958742141724,4.999986171722412,6.772024631500244,5.06626558303833,,,,,,,,,,,,,,
2.943831443786621,2.4813674688339233,2.320686101913452,2.2552472352981567,2.1531503200531006,2.657789468765259,3.645556092262268,3.5349992513656616,6.534107685089111,3.634339451789856,3.87485408782959,3.73370623588562,5.3747923374176025,5.202760457992554,,,,,,,,,,
3.2564836740493774,2.8380168676376343,2.525438666343689,4.565717458724976,4.474962949752808,3.5716172456741333,3.761727213859558,2.697909712791443,2.053718090057373,2.537888765335083,4.167968273162842,4.689489841461182,4.210880994796753,,,,,,,,,,,
2.3364967107772827,4.024224877357483,3.007895827293396,3.4702603816986084,4.3907551765441895,3.237187385559082,3.8150157928466797,4.5305070877075195,3.6588902473449707,2.4686336517333984,3.26064133644104,2.5318435430526733,2.739126682281494,3.2224366664886475,3.4341505765914917,4.327560186386108,4.110326409339905,6.119824409484863,,,,,,
2.708104729652405,2.265589952468872,4.195083141326904,2.945536494255066,2.175778865814209,2.1442925930023193,4.261059284210205,3.0695914030075073,3.6307183504104614,3.6353944540023804,6.421398639678955,,,,,,,,,,,,,
7.400928974151611,3.651470422744751,2.468963384628296,2.1742151975631714,2.987444281578064,5.394778251647949,6.413604259490967,2.493176221847534,2.568432092666626,3.3851176500320435,5.405478000640869,2.985452175140381,5.0895891189575195,3.2966628074645996,3.4365376234054565,,,,,,,,,
3.101768732070923,2.772499918937683,2.467366337776184,3.4273507595062256,3.7857911586761475,2.8629627227783203,2.033976912498474,2.413458824157715,2.3469470739364624,7.379430532455444,3.984653949737549,3.1402504444122314,3.978537082672119,4.552841663360596,3.489330530166626,3.6243051290512085,,,,,,,,
3.6315531730651855,2.09533429145813,2.6609383821487427,6.915608644485474,3.9561879634857178,6.101180791854858,4.899637460708618,,,,,,,,,,,,,,,,,
3.5931257009506226,3.15975022315979,7.619146347045898,4.106230735778809,2.830634117126465,3.3651028871536255,3.983639359474182,5.276580333709717,4.492553234100342,4.064772844314575,7.116142272949219,,,,,,,,,,,,,
1.877219796180725,2.6845297813415527,2.772750973701477,3.1666929721832275,3.302748441696167,2.214112401008606,2.9363484382629395,2.882309913635254,3.9137274026870728,3.5588629245758057,2.8657636642456055,7.019989490509033,3.353665590286255,4.958805322647095,3.1231523752212524,7.377459526062012,4.748940706253052,3.6336755752563477,3.49401593208313,,,,,
3.984653949737549,4.021391987800598,3.69686496257782,2.74052357673645,3.040166139602661,2.051061749458313,3.7738142013549805,3.2017040252685547,2.6998199224472046,6.906984329223633,5.1363537311553955,4.064061164855957,3.261767625808716,2.262869715690613,5.346987009048462,4.415795087814331,2.663864493370056,2.5354241132736206,,,,,,
4.78687310218811,4.390714883804321,6.174781084060669,3.6558034420013428,3.7747838497161865,3.479930281639099,3.14980947971344,4.665742635726929,4.1283698081970215,2.936271071434021,4.108256816864014,3.6905860900878906,,,,,,,,,,,,
7.377459526062012,2.8753254413604736,3.6315531730651855,3.015050172805786,4.03503155708313,4.548811674118042,3.7296738624572754,3.262764096260071,3.151089072227478,,,,,,,,,,,,,,,
3.6106919050216675,3.691421627998352,3.777011275291443,4.8899009227752686,2.230314016342163,2.549404740333557,2.123018980026245,2.7376697063446045,4.936450242996216,3.008053779602051,4.326170206069946,3.152257561683655,,,,,,,,,,,,
2.886162757873535,2.518195867538452,2.8031439781188965,4.894825220108032,4.212580919265747,3.2987457513809204,3.3156797885894775,4.012459874153137,5.787184000015259,3.3581483364105225,4.1803717613220215,3.9203474521636963,3.1633015871047974,3.0999737977981567,2.24470055103302,,,,,,,,,
2.7312005758285522,2.3931745290756226,2.4439700841903687,2.6193864345550537,2.2555140256881714,5.459921598434448,3.776405096054077,4.961183547973633,3.739805817604065,3.655999183654785,3.0176620483398438,4.345790147781372,4.197371482849121,3.048323631286621,,,,,,,,,,
4.4168381690979,5.207414150238037,2.8958505392074585,3.15461003780365,2.081756353378296,4.310880422592163,3.2120230197906494,2.3246543407440186,4.421976566314697,3.5884342193603516,3.4820486307144165,,,,,,,,,,,,,
2.974607825279236,4.672147989273071,3.524850368499756,6.441909551620483,3.0773593187332153,3.00271213054657,3.8293933868408203,3.0611252784729004,3.6453038454055786,2.9340521097183228,3.060208320617676,,,,,,,,,,,,,
4.538525104522705,4.660105228424072,3.2021313905715942,4.848551988601685,5.750543594360352,5.520183801651001,4.890909910202026,4.899911165237427,3.176838517189026,2.8717312812805176,2.843818783760071,3.3811382055282593,,,,,,,,,,,,
2.1914730072021484,2.325006365776062,4.216981410980225,2.817689061164856,2.435109496116638,6.197641134262085,7.840514421463013,7.235363483428955,3.068400740623474,3.3178212642669678,4.6126439571380615,3.077303171157837,3.3981239795684814,3.3716373443603516,3.924691915512085,,,,,,,,,
3.7241199016571045,3.3689284324645996,3.0191503763198853,2.790242075920105,3.714185118675232,6.376452684402466,4.522488594055176,3.1523945331573486,2.8184268474578857,2.272458076477051,2.197821855545044,2.0793838500976562,2.075857162475586,4.8949785232543945,3.51377534866333,3.874800443649292,,,,,,,,
2.679627299308777,3.8266055583953857,2.572621464729309,3.6627867221832275,2.8720582723617554,4.110260009765625,3.041311025619507,4.128818511962891,2.349516987800598,5.029898166656494,3.222906708717346,4.217219829559326,3.8760688304901123,2.9573659896850586,2.171337127685547,4.871474266052246,4.537110805511475,3.756744861602783,3.5339927673339844,5.465188980102539,2.4416663646698,3.1630544662475586,,
