Name,0%,25%,50%,75%,100%,Mean
SLR 2020 first split,1.870086133480072,2.7230679392814636,3.167692005634308,3.717214345932007,8.07117247581482,3.4202521442174914
SLR 2030 first split,2.022138476371765,2.8401999473571777,3.2189502716064453,3.5639975666999817,8.559715270996094,3.384912310600281
SLR 2040 first split,2.030604660511017,2.924459218978882,3.2586974501609802,3.6586323976516724,7.300826549530029,3.3910219531059265
SLR 2050 first split,2.1121410131454468,3.0903706550598145,3.354407250881195,3.699151635169983,6.984344005584717,3.4675019388198853
SLR 2060 first split,2.5315603017807007,3.202071785926819,3.514152467250824,4.047758400440216,5.721962928771973,3.6393884193897246
SLR 2070 first split,2.4551950693130493,3.2568760216236115,3.479002296924591,3.9708721935749054,6.544122695922852,3.665497577905655
SLR 2080 first split,2.6764665842056274,3.2708580493927,3.602725088596344,4.08300855755806,6.364999771118164,3.690830852985382
SLR 2090 first split,2.3833396434783936,3.2566285729408264,3.634618580341339,4.037786483764648,6.509810447692871,3.6974414699077607
SLR 2100 first split,2.543063759803772,3.310601145029068,3.792701840400696,4.044929027557373,6.565623760223389,3.7571653537750245
SLR 2110 first split,2.5039000511169434,3.3579311668872833,3.7719213366508484,4.099566638469696,6.780805826187134,3.780901599407196
SLR 2120 first split,2.5352686643600464,3.2662967145442963,3.6617879271507263,4.037783443927765,7.600492000579834,3.7127640256881715
SLR 2130 first split,2.5550832748413086,3.259805351495743,3.6734083890914917,4.043234348297119,6.223351955413818,3.713084677219391
SLR 2140 first split,2.553444266319275,3.3472216427326202,3.7067530751228333,4.079275012016296,6.004092216491699,3.7506116037368775
SLR 2150 first split,2.352607846260071,3.3820957839488983,3.806874096393585,4.067885100841522,6.863522529602051,3.793518698692322
