,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.534,0.099,0.264,0.044,0.0,0.0,0.0,0.011,0.002,0.014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0
l,0.249,0.047,0.068,0.138,0.005,0.005,0.005,0.118,0.026,0.121,0.045,0.011,0.004,0.005,0.003,0.002,0.0,0.002,0.007,0.006,0.028,0.003,0.001,0.002,0.006,0.004,0.035,0.004,0.004,0.006,0.003,0.001,0.02,0.002,0.009,0.0,0.0,0.0,0.005
ll,0.0964824120603015,0.02512562814070352,0.023115577889447236,0.06934673366834171,0.012060301507537688,0.012060301507537688,0.0020100502512562816,0.06030150753768844,0.03819095477386935,0.061306532663316586,0.03819095477386935,0.01507537688442211,0.005025125628140704,0.021105527638190954,0.011055276381909548,0.009045226130653266,0.011055276381909548,0.007035175879396985,0.012060301507537688,0.010050251256281407,0.02814070351758794,0.017085427135678392,0.010050251256281407,0.006030150753768844,0.007035175879396985,0.007035175879396985,0.034170854271356785,0.01407035175879397,0.011055276381909548,0.01507537688442211,0.012060301507537688,0.017085427135678392,0.022110552763819097,0.011055276381909548,0.021105527638190954,0.0,0.0,0.0,0.2271356783919598
lll,0.04161248374512354,0.013003901170351105,0.014304291287386216,0.02860858257477243,0.01950585175552666,0.018205461638491547,0.009102730819245773,0.02860858257477243,0.02340702210663199,0.04291287386215865,0.02600780234070221,0.013003901170351105,0.013003901170351105,0.01950585175552666,0.016905071521456438,0.010403120936280884,0.005201560468140442,0.011703511053315995,0.02080624187256177,0.01950585175552666,0.0247074122236671,0.02990897269180754,0.009102730819245773,0.005201560468140442,0.007802340702210663,0.009102730819245773,0.013003901170351105,0.013003901170351105,0.016905071521456438,0.013003901170351105,0.015604681404421327,0.007802340702210663,0.02080624187256177,0.006501950585175552,0.02340702210663199,0.0,0.0,0.0,0.38881664499349805
llll,0.01702127659574468,0.00851063829787234,0.00851063829787234,0.02127659574468085,0.010638297872340425,0.002127659574468085,0.006382978723404255,0.027659574468085105,0.014893617021276596,0.01276595744680851,0.01702127659574468,0.03404255319148936,0.01276595744680851,0.01702127659574468,0.00851063829787234,0.00425531914893617,0.01276595744680851,0.01276595744680851,0.01276595744680851,0.023404255319148935,0.014893617021276596,0.019148936170212766,0.01276595744680851,0.006382978723404255,0.010638297872340425,0.01276595744680851,0.019148936170212766,0.023404255319148935,0.01276595744680851,0.01276595744680851,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.014893617021276596,0.019148936170212766,0.0,0.0,0.0,0.5042553191489362
lllll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllr,0.04468085106382979,0.02553191489361702,0.02127659574468085,0.023404255319148935,0.014893617021276596,0.010638297872340425,0.01702127659574468,0.04468085106382979,0.019148936170212766,0.027659574468085105,0.02127659574468085,0.01702127659574468,0.01276595744680851,0.029787234042553193,0.00851063829787234,0.019148936170212766,0.019148936170212766,0.010638297872340425,0.02127659574468085,0.01702127659574468,0.01702127659574468,0.014893617021276596,0.029787234042553193,0.00851063829787234,0.006382978723404255,0.01276595744680851,0.027659574468085105,0.023404255319148935,0.00851063829787234,0.01276595744680851,0.01276595744680851,0.00851063829787234,0.019148936170212766,0.010638297872340425,0.023404255319148935,0.0,0.0,0.0,0.3382978723404255
lllrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
