Name,0%,25%,50%,75%,100%,Mean
SLR 2020 all splits,1.6798814535140991,2.7949925661087036,3.3100415468215942,4.136587917804718,9.519440650939941,3.6271139076013927
SLR 2025 all splits,1.6433997750282288,2.857876181602478,3.403663754463196,4.350513219833374,9.682426929473877,3.749246837998902
SLR 2030 all splits,1.6513561010360718,2.958105444908142,3.58420729637146,4.446847319602966,9.346232891082764,3.821377212855553
SLR 2035 all splits,1.5933778882026672,3.0038902163505554,3.6477222442626953,4.5612218379974365,9.775479316711426,3.906236832295952
SLR 2040 all splits,1.8413651585578918,3.0194412767887115,3.695002853870392,4.63625293970108,9.338183879852295,3.956135086416344
SLR 2045 all splits,1.9613592624664307,3.194819688796997,3.891613245010376,4.769262313842773,8.95904016494751,4.098428183719477
SLR 2050 all splits,2.1460416316986084,3.2512367963790894,3.927749276161194,4.768939197063446,9.273674011230469,4.125846330428357
SLR 2055 all splits,2.0696243047714233,3.2193000316619873,3.9663385152816772,4.979400157928467,9.830316066741943,4.173774606935744
SLR 2060 all splits,2.087913990020752,3.249705195426941,3.849840998649597,4.904834151268005,9.117816925048828,4.146021879399515
SLR 2065 all splits,2.074453592300415,3.2486730217933655,3.8438429832458496,4.747844219207764,9.818964958190918,4.095688450952874
SLR 2070 all splits,1.9199499487876892,3.17302143573761,3.8658087253570557,4.8368165493011475,8.911756038665771,4.076316457926604
SLR 2075 all splits,2.0438026189804077,3.132617771625519,3.8415722846984863,4.78824770450592,9.189371109008789,4.067276986265836
SLR 2080 all splits,1.9817466735839844,3.135854482650757,3.7927178144454956,4.870018243789673,9.309794425964355,4.074466961155748
SLR 2085 all splits,1.8645142316818237,3.0596666038036346,3.735199987888336,4.739376962184906,9.374349117279053,3.9875870260493054
SLR 2090 all splits,1.8285009860992432,3.101428985595703,3.84298837184906,4.91176962852478,9.117816925048828,4.104548774148837
SLR 2095 all splits,1.9726510643959045,3.0710312724113464,3.738755226135254,4.768581748008728,9.069048881530762,3.9978110191737892
SLR 2100 all splits,2.0322870016098022,3.1088556051254272,3.739542841911316,4.726680278778076,8.602809429168701,4.01517357389948
SLR 2105 all splits,2.0041643381118774,3.0829827785491943,3.782387375831604,4.700458765029907,9.300816059112549,4.018680827699014
SLR 2110 all splits,2.080765962600708,3.1129512786865234,3.7876296639442444,4.761074006557465,8.883302688598633,4.004885247585738
SLR 2115 all splits,1.988975167274475,3.110504627227783,3.8501460552215576,4.648006916046143,8.983034610748291,3.968132569796114
SLR 2120 all splits,1.8715453743934631,3.0650436878204346,3.748294472694397,4.880422592163086,9.637255668640137,4.088400327901178
SLR 2125 all splits,1.7068552374839783,3.0539164543151855,3.7225258350372314,4.759089946746826,9.467756271362305,3.981303964306053
SLR 2130 all splits,1.9108518362045288,3.0903706550598145,3.774241626262665,4.761297762393951,9.568613529205322,4.0470782463305435
SLR 2135 all splits,1.8988153338432312,3.061237335205078,3.7585638761520386,4.720122337341309,9.364161968231201,3.9879448894511462
SLR 2140 all splits,1.993634819984436,3.070782780647278,3.7823734283447266,4.801203608512878,9.121689796447754,4.047777813223762
SLR 2145 all splits,1.9163832068443298,3.0876824855804443,3.7351027727127075,4.852370738983154,9.215935707092285,4.068810799463531
SLR 2150 all splits,1.923577606678009,3.0542731285095215,3.816280961036682,4.7475186586380005,8.600512504577637,4.048781811255117
