0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4.194824695587158,2.9183188676834106,2.1729209423065186,2.3333065509796143,2.8728758096694946,3.5946136713027954,3.068816661834717,5.812269687652588,4.3595428466796875,5.0751731395721436,4.370779275894165,3.616328716278076,4.271161794662476,,,,,
3.237725257873535,2.394679307937622,3.0551966428756714,2.9311407804489136,3.8535584211349487,2.33950936794281,2.786593437194824,4.1845269203186035,2.843699812889099,3.403663754463196,,,,,,,,
3.191094994544983,3.4362038373947144,3.499442934989929,2.9437551498413086,5.297932386398315,2.3050997257232666,3.6672399044036865,3.041019320487976,3.79371976852417,,,,,,,,,
6.582998514175415,5.960371971130371,3.202032446861267,2.898831844329834,2.978271722793579,2.659799337387085,2.376502752304077,2.2368084192276,2.7988548278808594,5.203367710113525,3.906488060951233,4.936013698577881,3.4806073904037476,3.2600274085998535,,,,
3.9842641353607178,3.239084839820862,2.727884292602539,2.364045023918152,4.716803312301636,4.18938422203064,3.043821930885315,3.19974422454834,3.547450542449951,2.5757317543029785,2.8396259546279907,5.676406145095825,3.356285333633423,3.714946150779724,,,,
3.7187420129776,2.9562772512435913,2.190493106842041,3.759709119796753,4.020345687866211,5.068920135498047,5.75684928894043,,,,,,,,,,,
2.8736000061035156,2.300224542617798,2.3155566453933716,2.6890121698379517,3.8485777378082275,2.9221441745758057,5.330823659896851,4.7773966789245605,5.622807025909424,3.340067148208618,3.809762716293335,,,,,,,
3.36900532245636,2.893302083015442,2.348318338394165,2.3422497510910034,3.257276177406311,2.7171003818511963,3.7992464303970337,6.2207019329071045,4.140105724334717,2.6156035661697388,4.2332587242126465,3.0255017280578613,2.2925931215286255,2.4223204851150513,4.7580180168151855,5.465346813201904,,
2.505162239074707,5.566992998123169,4.326401948928833,4.845275640487671,3.7124826908111572,3.7204694747924805,2.873743414878845,2.3224751949310303,2.157535672187805,5.568543195724487,3.0007758140563965,4.102601528167725,,,,,,
2.3026353120803833,1.764413058757782,4.121796607971191,6.174398183822632,3.3875436782836914,2.676924705505371,2.9672000408172607,2.8350895643234253,4.104804515838623,5.154332160949707,3.6625823974609375,5.0201256275177,,,,,,
2.2981685400009155,3.228012800216675,3.402268409729004,5.590869903564453,3.1956547498703003,3.6185003519058228,6.451814889907837,,,,,,,,,,,
4.930251121520996,3.617703080177307,2.8808640241622925,3.1536484956741333,2.933924913406372,2.3245924711227417,2.1729581356048584,2.2272145748138428,2.3591662645339966,3.34920334815979,3.3753401041030884,4.512963771820068,4.400514602661133,,,,,
2.4977521896362305,3.875695586204529,3.360484004020691,3.595496416091919,3.265155076980591,2.3175265789031982,4.527368783950806,2.9923152923583984,2.4936293363571167,2.24623703956604,3.1532262563705444,3.0634233951568604,,,,,,
3.234702229499817,3.382520318031311,4.055356740951538,2.695087194442749,3.6982407569885254,6.964511156082153,3.7717596292495728,2.5324409008026123,2.84537136554718,3.6942046880722046,4.484650135040283,3.4908183813095093,,,,,,
6.8549628257751465,4.313036680221558,2.7304688692092896,3.615143656730652,,,,,,,,,,,,,,
2.1678839921951294,2.692915439605713,3.462137818336487,6.1428749561309814,3.257037043571472,4.405081272125244,2.9323402643203735,6.374071836471558,8.20958948135376,,,,,,,,,
3.0294060707092285,2.4977521896362305,3.010030508041382,2.378027558326721,5.083977937698364,4.725835800170898,6.5922181606292725,4.332831621170044,3.059987187385559,3.9442235231399536,,,,,,,,
2.526280164718628,3.1771442890167236,3.7032350301742554,3.1812812089920044,5.076472520828247,3.064334750175476,5.612966299057007,,,,,,,,,,,
2.3935734033584595,1.9470900297164917,2.8979843854904175,2.332078456878662,2.4345749616622925,3.549299716949463,8.93690538406372,5.173803091049194,,,,,,,,,,
4.848551988601685,3.399497628211975,3.490004539489746,5.574721813201904,2.9769738912582397,4.555982351303101,2.190493106842041,2.820585012435913,4.693963289260864,3.9985538721084595,3.166703224182129,2.034901738166809,5.641904354095459,,,,,
3.2444279193878174,3.211855411529541,2.600773334503174,5.51965594291687,2.6687091588974,3.79472553730011,,,,,,,,,,,,
6.927784442901611,2.4778823852539062,2.4626240730285645,3.3284943103790283,3.095995783805847,3.8210129737854004,4.026245832443237,3.3153789043426514,3.520106792449951,3.7976545095443726,,,,,,,,
3.2022231817245483,2.651553511619568,2.086021304130554,2.3135628700256348,2.933208703994751,6.231221437454224,5.064647197723389,3.517643928527832,4.059432506561279,5.568543195724487,4.3414435386657715,,,,,,,
2.741107940673828,4.361521005630493,2.8076252937316895,3.4501694440841675,4.02988862991333,3.0877429246902466,4.668639421463013,3.202032446861267,,,,,,,,,,
2.1130106449127197,2.9340521097183228,4.961013078689575,5.694234609603882,3.89943790435791,4.295792102813721,6.79289698600769,8.770350456237793,3.1812812089920044,5.5276780128479,4.532922267913818,3.5817642211914062,3.6063778400421143,3.102501392364502,4.227169513702393,,,
2.897536516189575,2.3953949213027954,2.6308945417404175,6.1990742683410645,4.7994771003723145,3.8027682304382324,4.056319952011108,2.978648543357849,,,,,,,,,,
6.8127195835113525,3.075576424598694,3.0991400480270386,2.4525855779647827,2.3242679834365845,3.314699649810791,5.5276780128479,,,,,,,,,,,
7.138405084609985,2.8384504318237305,2.19853937625885,4.137742519378662,3.8025858402252197,2.916523575782776,3.7032350301742554,2.6910420656204224,5.874159097671509,4.675102233886719,5.686256408691406,,,,,,,
3.2022231817245483,2.936037302017212,2.1620198488235474,2.300224542617798,3.008916735649109,2.8255597352981567,2.8022643327713013,6.1990742683410645,3.690187454223633,3.3740917444229126,3.9450159072875977,,,,,,,
2.4212911128997803,2.9440581798553467,3.2138270139694214,2.6361865997314453,2.7327799797058105,2.9403961896896362,3.8055453300476074,3.759456992149353,,,,,,,,,,
2.418680191040039,3.3848623037338257,2.7089959383010864,4.001497745513916,2.345060110092163,2.3492008447647095,4.833593130111694,3.9784626960754395,,,,,,,,,,
5.562331438064575,2.8255316019058228,2.061817765235901,2.4495502710342407,2.9705787897109985,5.628888845443726,3.8649768829345703,3.748631000518799,9.046133995056152,4.810033798217773,4.268313646316528,4.371057033538818,,,,,,
2.840584635734558,2.4808008670806885,1.7857131361961365,3.0872119665145874,3.6795592308044434,3.537218451499939,5.469835042953491,3.9538358449935913,,,,,,,,,,
2.790213704109192,7.2855894565582275,5.2994232177734375,3.626062273979187,3.661263942718506,9.07868242263794,3.3146764039993286,4.2985169887542725,3.191707134246826,4.437976360321045,2.2107832431793213,,,,,,,
6.761329650878906,3.2931363582611084,3.391902804374695,3.9929670095443726,2.3053019046783447,4.3159565925598145,4.006160020828247,3.9417585134506226,2.710073947906494,3.6282758712768555,4.524156093597412,3.0460262298583984,3.5584123134613037,,,,,
3.259174942970276,2.3083577156066895,4.141279220581055,3.0521981716156006,6.460301637649536,6.774140357971191,3.546495199203491,3.9711238145828247,,,,,,,,,,
7.150639533996582,4.631524085998535,4.5235302448272705,3.737032175064087,3.5221015214920044,2.9333359003067017,2.3076374530792236,2.655357837677002,2.813990592956543,5.629552602767944,3.8729408979415894,4.5637712478637695,,,,,,
3.1112051010131836,2.5470006465911865,2.2814325094223022,2.347224712371826,3.8122671842575073,5.053032159805298,4.552682399749756,4.8163957595825195,3.629884958267212,5.622142314910889,4.493991851806641,,,,,,,
2.9387807846069336,3.2076687812805176,2.5178433656692505,2.9621024131774902,2.7968422174453735,3.6159251928329468,3.046972155570984,2.600772500038147,6.846889495849609,4.208346128463745,,,,,,,,
5.372865915298462,3.2043641805648804,2.8631192445755005,2.6975934505462646,2.723508596420288,2.5012768507003784,6.464571714401245,6.327808618545532,3.8609572649002075,3.31506085395813,2.882331609725952,5.847318649291992,4.8440868854522705,4.0885186195373535,3.1678823232650757,,,
4.103670835494995,2.697872757911682,2.174512267112732,2.322853684425354,2.381064534187317,2.934460163116455,3.8863877058029175,3.904247999191284,5.0137529373168945,3.0669699907302856,4.131771564483643,,,,,,,
