,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.148,0.125,0.113,0.102,0.0,0.0,0.001,0.09,0.033,0.044,0.027,0.002,0.005,0.002,0.002,0.001,0.001,0.011,0.002,0.004,0.067,0.008,0.001,0.021,0.008,0.005,0.064,0.002,0.002,0.003,0.013,0.004,0.067,0.003,0.019,0.0,0.0,0.0,0.0
l,0.14,0.075,0.133,0.074,0.008,0.001,0.007,0.071,0.037,0.061,0.028,0.005,0.008,0.011,0.009,0.02,0.006,0.013,0.009,0.009,0.086,0.006,0.007,0.016,0.004,0.004,0.045,0.007,0.007,0.01,0.013,0.014,0.037,0.002,0.015,0.0,0.0,0.0,0.002
ll,0.10020040080160321,0.04809619238476954,0.09118236472945891,0.06212424849699399,0.02004008016032064,0.009018036072144289,0.012024048096192385,0.04609218436873747,0.03006012024048096,0.04208416833667335,0.01503006012024048,0.011022044088176353,0.022044088176352707,0.009018036072144289,0.021042084168336674,0.01603206412825651,0.006012024048096192,0.027054108216432865,0.01603206412825651,0.01903807615230461,0.05110220440881764,0.022044088176352707,0.01603206412825651,0.014028056112224449,0.009018036072144289,0.013026052104208416,0.04008016032064128,0.014028056112224449,0.025050100200400802,0.014028056112224449,0.021042084168336674,0.01503006012024048,0.022044088176352707,0.01603206412825651,0.026052104208416832,0.0,0.0,0.0,0.05811623246492986
lll,0.06702127659574468,0.02553191489361702,0.04468085106382979,0.05,0.014893617021276596,0.010638297872340425,0.014893617021276596,0.026595744680851064,0.015957446808510637,0.031914893617021274,0.019148936170212766,0.014893617021276596,0.02127659574468085,0.01702127659574468,0.019148936170212766,0.02021276595744681,0.009574468085106383,0.02553191489361702,0.011702127659574468,0.011702127659574468,0.03829787234042553,0.02021276595744681,0.02021276595744681,0.01702127659574468,0.018085106382978722,0.013829787234042552,0.03723404255319149,0.014893617021276596,0.02021276595744681,0.013829787234042552,0.01702127659574468,0.02021276595744681,0.026595744680851064,0.01276595744680851,0.02553191489361702,0.0,0.0,0.0,0.21170212765957447
llll,0.04588394062078273,0.020242914979757085,0.029689608636977057,0.022941970310391364,0.017543859649122806,0.01349527665317139,0.014844804318488529,0.02699055330634278,0.016194331983805668,0.021592442645074223,0.02564102564102564,0.024291497975708502,0.016194331983805668,0.01349527665317139,0.009446693657219974,0.021592442645074223,0.008097165991902834,0.020242914979757085,0.017543859649122806,0.021592442645074223,0.016194331983805668,0.022941970310391364,0.020242914979757085,0.014844804318488529,0.01349527665317139,0.017543859649122806,0.018893387314439947,0.016194331983805668,0.010796221322537112,0.021592442645074223,0.02564102564102564,0.01349527665317139,0.017543859649122806,0.018893387314439947,0.014844804318488529,0.0,0.0,0.0,0.3292847503373819
lllr,0.043184885290148446,0.021592442645074223,0.02834008097165992,0.04993252361673414,0.014844804318488529,0.012145748987854251,0.018893387314439947,0.043184885290148446,0.024291497975708502,0.022941970310391364,0.02834008097165992,0.020242914979757085,0.02699055330634278,0.014844804318488529,0.018893387314439947,0.017543859649122806,0.017543859649122806,0.020242914979757085,0.016194331983805668,0.01349527665317139,0.03643724696356275,0.021592442645074223,0.012145748987854251,0.022941970310391364,0.024291497975708502,0.021592442645074223,0.02699055330634278,0.01349527665317139,0.014844804318488529,0.021592442645074223,0.02834008097165992,0.022941970310391364,0.024291497975708502,0.017543859649122806,0.02699055330634278,0.0,0.0,0.0,0.1902834008097166
llr,0.08085106382978724,0.02872340425531915,0.0627659574468085,0.04680851063829787,0.007446808510638298,0.010638297872340425,0.01702127659574468,0.05,0.031914893617021274,0.03829787234042553,0.030851063829787233,0.015957446808510637,0.018085106382978722,0.015957446808510637,0.02021276595744681,0.019148936170212766,0.00851063829787234,0.02872340425531915,0.02446808510638298,0.02021276595744681,0.04893617021276596,0.01276595744680851,0.015957446808510637,0.018085106382978722,0.015957446808510637,0.015957446808510637,0.031914893617021274,0.015957446808510637,0.022340425531914895,0.013829787234042552,0.02127659574468085,0.01276595744680851,0.04893617021276596,0.01702127659574468,0.02127659574468085,0.0,0.0,0.0,0.09042553191489362
llrl,0.044444444444444446,0.021052631578947368,0.03508771929824561,0.03508771929824561,0.01871345029239766,0.017543859649122806,0.017543859649122806,0.03391812865497076,0.019883040935672516,0.031578947368421054,0.021052631578947368,0.0152046783625731,0.017543859649122806,0.00935672514619883,0.014035087719298246,0.017543859649122806,0.0152046783625731,0.019883040935672516,0.02456140350877193,0.022222222222222223,0.031578947368421054,0.016374269005847954,0.01871345029239766,0.012865497076023392,0.011695906432748537,0.016374269005847954,0.025730994152046785,0.016374269005847954,0.014035087719298246,0.014035087719298246,0.012865497076023392,0.011695906432748537,0.022222222222222223,0.021052631578947368,0.01871345029239766,0.0,0.0,0.0,0.28421052631578947
llrr,0.05964912280701754,0.025730994152046785,0.03391812865497076,0.050292397660818715,0.0152046783625731,0.008187134502923977,0.019883040935672516,0.050292397660818715,0.03742690058479532,0.03508771929824561,0.022222222222222223,0.025730994152046785,0.016374269005847954,0.019883040935672516,0.014035087719298246,0.016374269005847954,0.0152046783625731,0.023391812865497075,0.0152046783625731,0.011695906432748537,0.031578947368421054,0.014035087719298246,0.028070175438596492,0.019883040935672516,0.017543859649122806,0.011695906432748537,0.022222222222222223,0.016374269005847954,0.017543859649122806,0.023391812865497075,0.0152046783625731,0.01871345029239766,0.03391812865497076,0.010526315789473684,0.014035087719298246,0.0,0.0,0.0,0.18947368421052632
lr,0.10020040080160321,0.06012024048096192,0.08617234468937876,0.07314629258517034,0.01603206412825651,0.01002004008016032,0.011022044088176353,0.08517034068136273,0.028056112224448898,0.050100200400801605,0.03807615230460922,0.01503006012024048,0.008016032064128256,0.013026052104208416,0.012024048096192385,0.012024048096192385,0.011022044088176353,0.022044088176352707,0.012024048096192385,0.018036072144288578,0.06212424849699399,0.01002004008016032,0.014028056112224449,0.017034068136272545,0.01002004008016032,0.008016032064128256,0.04408817635270541,0.014028056112224449,0.012024048096192385,0.01903807615230461,0.01002004008016032,0.009018036072144289,0.03507014028056112,0.014028056112224449,0.01903807615230461,0.0,0.0,0.0,0.021042084168336674
lrl,0.06857727737973388,0.0368474923234391,0.04912998976458546,0.05322415557830092,0.012282497441146366,0.01023541453428864,0.012282497441146366,0.0736949846468782,0.02354145342886387,0.0511770726714432,0.027635619242579325,0.017400204708290685,0.02047082906857728,0.009211873080859774,0.016376663254861822,0.014329580348004094,0.01842374616171955,0.017400204708290685,0.02456499488229273,0.02354145342886387,0.04708290685772774,0.01330603889457523,0.011258955987717503,0.019447287615148412,0.011258955987717503,0.014329580348004094,0.032753326509723645,0.008188331627430911,0.01842374616171955,0.01842374616171955,0.01842374616171955,0.008188331627430911,0.03172978505629478,0.01842374616171955,0.014329580348004094,0.0,0.0,0.0,0.13408393039918118
lrll,0.0508274231678487,0.034278959810874705,0.037825059101654845,0.034278959810874705,0.016548463356973995,0.01773049645390071,0.010638297872340425,0.03546099290780142,0.02127659574468085,0.034278959810874705,0.022458628841607566,0.016548463356973995,0.02127659574468085,0.008274231678486997,0.01773049645390071,0.016548463356973995,0.015366430260047281,0.026004728132387706,0.015366430260047281,0.016548463356973995,0.028368794326241134,0.016548463356973995,0.02009456264775414,0.02364066193853428,0.02009456264775414,0.026004728132387706,0.018912529550827423,0.018912529550827423,0.013002364066193853,0.014184397163120567,0.02009456264775414,0.02127659574468085,0.02364066193853428,0.010638297872340425,0.024822695035460994,0.0,0.0,0.0,0.23049645390070922
lrlr,0.07210401891252956,0.03309692671394799,0.04609929078014184,0.04373522458628842,0.01773049645390071,0.010638297872340425,0.01773049645390071,0.04964539007092199,0.028368794326241134,0.041371158392434985,0.031914893617021274,0.02009456264775414,0.018912529550827423,0.013002364066193853,0.01773049645390071,0.02009456264775414,0.015366430260047281,0.018912529550827423,0.010638297872340425,0.014184397163120567,0.037825059101654845,0.015366430260047281,0.016548463356973995,0.02364066193853428,0.014184397163120567,0.010638297872340425,0.02364066193853428,0.015366430260047281,0.02127659574468085,0.013002364066193853,0.014184397163120567,0.018912529550827423,0.03664302600472813,0.015366430260047281,0.02009456264775414,0.0,0.0,0.0,0.16193853427895982
