,S.temperature,diff.temperature,alpha.temperature,beta0_gsic.slr_brick,V0_gsic.slr_brick,n_gsic.slr_brick,Gs0_gsic.slr_brick,a_tee.slr_brick,a_simple.slr_brick,b_simple.slr_brick,alpha_simple.slr_brick,beta_simple.slr_brick,V0_simple.slr_brick,offset.Tgav_obs,sigma.Tgav_obs,rho.Tgav_obs,sigma.slr_gsic_obs,rho.slr_gsic_obs,sigma.slr_gis_obs,rho.slr_gis_obs,a_anto.slr_brick,b_anto.slr_brick,gamma_dais.slr_brick,alpha_dais.slr_brick,mu_dais.slr_brick,nu_dais.slr_brick,P0_dais.slr_brick,kappa_dais.slr_brick,f0_dais.slr_brick,h0_dais.slr_brick,c_dais.slr_brick,b0_dais.slr_brick,slope_dais.slr_brick,lambda_dais.slr_brick,Tcrit_dais.slr_brick,offset.ocheat_obs,sigma.ocheat_obs,rho.ocheat_obs,leaf
p,0.479,0.017,0.286,0.0,0.0,0.0,0.0,0.004,0.018,0.087,0.005,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
l,0.121,0.028,0.094,0.0,0.0,0.0,0.001,0.004,0.11,0.333,0.07,0.201,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.002,0.0,0.0,0.001,0.0,0.0,0.013,0.001,0.0,0.001,0.0,0.0,0.003,0.014,0.0,0.0,0.0,0.0,0.0
ll,0.109,0.016,0.098,0.003,0.006,0.004,0.005,0.006,0.025,0.106,0.156,0.059,0.006,0.004,0.008,0.006,0.005,0.002,0.003,0.007,0.008,0.007,0.004,0.003,0.002,0.005,0.05,0.004,0.003,0.016,0.003,0.004,0.028,0.069,0.006,0.0,0.0,0.0,0.154
lll,0.054373522458628844,0.013002364066193853,0.05319148936170213,0.004728132387706856,0.0070921985815602835,0.015366430260047281,0.014184397163120567,0.00591016548463357,0.010638297872340425,0.06501182033096926,0.07446808510638298,0.03309692671394799,0.004728132387706856,0.004728132387706856,0.013002364066193853,0.015366430260047281,0.009456264775413711,0.009456264775413711,0.0035460992907801418,0.02009456264775414,0.0070921985815602835,0.009456264775413711,0.010638297872340425,0.002364066193853428,0.009456264775413711,0.0035460992907801418,0.0425531914893617,0.0035460992907801418,0.009456264775413711,0.01773049645390071,0.002364066193853428,0.01182033096926714,0.03309692671394799,0.03664302600472813,0.0070921985815602835,0.0,0.0,0.0,0.3617021276595745
llll,0.03148148148148148,0.007407407407407408,0.025925925925925925,0.011111111111111112,0.003703703703703704,0.011111111111111112,0.011111111111111112,0.003703703703703704,0.014814814814814815,0.025925925925925925,0.03148148148148148,0.02962962962962963,0.007407407407407408,0.009259259259259259,0.007407407407407408,0.007407407407407408,0.003703703703703704,0.003703703703703704,0.011111111111111112,0.016666666666666666,0.007407407407407408,0.018518518518518517,0.005555555555555556,0.011111111111111112,0.009259259259259259,0.007407407407407408,0.027777777777777776,0.016666666666666666,0.007407407407407408,0.009259259259259259,0.009259259259259259,0.014814814814814815,0.009259259259259259,0.024074074074074074,0.009259259259259259,0.0,0.0,0.0,0.5388888888888889
lllll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllr,0.05185185185185185,0.012962962962962963,0.046296296296296294,0.022222222222222223,0.012962962962962963,0.009259259259259259,0.012962962962962963,0.014814814814814815,0.03888888888888889,0.08703703703703704,0.09074074074074075,0.018518518518518517,0.009259259259259259,0.012962962962962963,0.014814814814814815,0.014814814814814815,0.005555555555555556,0.016666666666666666,0.011111111111111112,0.011111111111111112,0.012962962962962963,0.009259259259259259,0.016666666666666666,0.009259259259259259,0.020370370370370372,0.014814814814814815,0.03333333333333333,0.005555555555555556,0.009259259259259259,0.007407407407407408,0.009259259259259259,0.009259259259259259,0.018518518518518517,0.03148148148148148,0.007407407407407408,0.0,0.0,0.0,0.27037037037037037
lllrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lllrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llr,0.12056737588652482,0.028368794326241134,0.07092198581560284,0.0035460992907801418,0.004728132387706856,0.014184397163120567,0.009456264775413711,0.009456264775413711,0.041371158392434985,0.08274231678486997,0.14775413711583923,0.04491725768321513,0.004728132387706856,0.008274231678486997,0.013002364066193853,0.0070921985815602835,0.00591016548463357,0.004728132387706856,0.010638297872340425,0.0070921985815602835,0.018912529550827423,0.002364066193853428,0.015366430260047281,0.0070921985815602835,0.010638297872340425,0.0035460992907801418,0.037825059101654845,0.010638297872340425,0.0070921985815602835,0.009456264775413711,0.01182033096926714,0.010638297872340425,0.018912529550827423,0.07328605200945626,0.01182033096926714,0.0,0.0,0.0,0.1111111111111111
llrl,0.0398936170212766,0.014627659574468085,0.04521276595744681,0.0013297872340425532,0.011968085106382979,0.017287234042553192,0.010638297872340425,0.005319148936170213,0.015957446808510637,0.04920212765957447,0.06382978723404255,0.03590425531914894,0.013297872340425532,0.011968085106382979,0.010638297872340425,0.010638297872340425,0.009308510638297872,0.007978723404255319,0.005319148936170213,0.009308510638297872,0.007978723404255319,0.0026595744680851063,0.009308510638297872,0.009308510638297872,0.007978723404255319,0.006648936170212766,0.03590425531914894,0.013297872340425532,0.010638297872340425,0.014627659574468085,0.011968085106382979,0.005319148936170213,0.03324468085106383,0.02925531914893617,0.014627659574468085,0.0,0.0,0.0,0.3976063829787234
llrll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llrlr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llrr,0.04920212765957447,0.017287234042553192,0.057180851063829786,0.011968085106382979,0.0026595744680851063,0.010638297872340425,0.005319148936170213,0.007978723404255319,0.0625,0.07712765957446809,0.10505319148936171,0.034574468085106384,0.009308510638297872,0.014627659574468085,0.007978723404255319,0.005319148936170213,0.011968085106382979,0.014627659574468085,0.006648936170212766,0.014627659574468085,0.018617021276595744,0.006648936170212766,0.005319148936170213,0.009308510638297872,0.015957446808510637,0.009308510638297872,0.02526595744680851,0.018617021276595744,0.007978723404255319,0.007978723404255319,0.010638297872340425,0.007978723404255319,0.014627659574468085,0.07047872340425532,0.014627659574468085,0.0,0.0,0.0,0.2300531914893617
llrrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
llrrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lr,0.083,0.015,0.107,0.003,0.002,0.003,0.0,0.005,0.067,0.114,0.206,0.076,0.002,0.001,0.003,0.004,0.0,0.008,0.013,0.008,0.01,0.003,0.004,0.002,0.005,0.004,0.043,0.003,0.002,0.011,0.003,0.007,0.019,0.053,0.005,0.0,0.0,0.0,0.106
lrl,0.09172259507829977,0.015659955257270694,0.07606263982102908,0.008948545861297539,0.003355704697986577,0.011185682326621925,0.006711409395973154,0.0044742729306487695,0.02348993288590604,0.07046979865771812,0.11297539149888143,0.04586129753914989,0.006711409395973154,0.010067114093959731,0.0044742729306487695,0.008948545861297539,0.006711409395973154,0.013422818791946308,0.011185682326621925,0.008948545861297539,0.012304250559284116,0.011185682326621925,0.005592841163310962,0.007829977628635347,0.012304250559284116,0.008948545861297539,0.0436241610738255,0.006711409395973154,0.012304250559284116,0.02237136465324385,0.0044742729306487695,0.0044742729306487695,0.020134228187919462,0.053691275167785234,0.0145413870246085,0.0,0.0,0.0,0.2181208053691275
lrll,0.0357653791130186,0.015736766809728183,0.05150214592274678,0.011444921316165951,0.005722460658082976,0.011444921316165951,0.015736766809728183,0.00715307582260372,0.010014306151645207,0.04721030042918455,0.08726752503576538,0.031473533619456366,0.01430615164520744,0.00715307582260372,0.01430615164520744,0.01430615164520744,0.004291845493562232,0.008583690987124463,0.011444921316165951,0.01859799713876967,0.008583690987124463,0.005722460658082976,0.008583690987124463,0.00715307582260372,0.01430615164520744,0.002861230329041488,0.02145922746781116,0.005722460658082976,0.005722460658082976,0.010014306151645207,0.005722460658082976,0.00715307582260372,0.024320457796852647,0.04148783977110158,0.01859799713876967,0.0,0.0,0.0,0.38912732474964234
lrlll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrlr,0.05007153075822604,0.011444921316165951,0.07010014306151645,0.008583690987124463,0.008583690987124463,0.01430615164520744,0.002861230329041488,0.01859799713876967,0.032904148783977114,0.0715307582260372,0.10014306151645208,0.027181688125894134,0.020028612303290415,0.017167381974248927,0.017167381974248927,0.017167381974248927,0.022889842632331903,0.015736766809728183,0.012875536480686695,0.01430615164520744,0.011444921316165951,0.015736766809728183,0.01430615164520744,0.00715307582260372,0.011444921316165951,0.011444921316165951,0.02861230329041488,0.00715307582260372,0.012875536480686695,0.020028612303290415,0.011444921316165951,0.010014306151645207,0.020028612303290415,0.044349070100143065,0.008583690987124463,0.0,0.0,0.0,0.2117310443490701
lrlrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrlrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrr,0.0894854586129754,0.015659955257270694,0.11409395973154363,0.006711409395973154,0.008948545861297539,0.008948545861297539,0.006711409395973154,0.008948545861297539,0.04586129753914989,0.06711409395973154,0.1756152125279642,0.06711409395973154,0.008948545861297539,0.0145413870246085,0.008948545861297539,0.008948545861297539,0.0044742729306487695,0.006711409395973154,0.0044742729306487695,0.008948545861297539,0.011185682326621925,0.005592841163310962,0.010067114093959731,0.005592841163310962,0.003355704697986577,0.011185682326621925,0.03803131991051454,0.007829977628635347,0.005592841163310962,0.008948545861297539,0.006711409395973154,0.008948545861297539,0.021252796420581657,0.05480984340044743,0.008948545861297539,0.0,0.0,0.0,0.11073825503355705
lrrl,0.06415094339622641,0.006289308176100629,0.05660377358490566,0.0012578616352201257,0.010062893081761006,0.013836477987421384,0.010062893081761006,0.007547169811320755,0.022641509433962263,0.055345911949685536,0.10440251572327044,0.03018867924528302,0.00880503144654088,0.012578616352201259,0.010062893081761006,0.011320754716981131,0.007547169811320755,0.010062893081761006,0.007547169811320755,0.012578616352201259,0.018867924528301886,0.011320754716981131,0.007547169811320755,0.0037735849056603774,0.00880503144654088,0.005031446540880503,0.033962264150943396,0.010062893081761006,0.00880503144654088,0.010062893081761006,0.005031446540880503,0.005031446540880503,0.025157232704402517,0.052830188679245285,0.012578616352201259,0.0,0.0,0.0,0.3182389937106918
lrrll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrrlr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrrr,0.06666666666666667,0.016352201257861635,0.08930817610062892,0.0025157232704402514,0.006289308176100629,0.010062893081761006,0.010062893081761006,0.007547169811320755,0.06918238993710692,0.050314465408805034,0.09056603773584905,0.05157232704402516,0.018867924528301886,0.012578616352201259,0.0037735849056603774,0.016352201257861635,0.013836477987421384,0.007547169811320755,0.00880503144654088,0.011320754716981131,0.010062893081761006,0.006289308176100629,0.00880503144654088,0.011320754716981131,0.010062893081761006,0.007547169811320755,0.04905660377358491,0.005031446540880503,0.010062893081761006,0.013836477987421384,0.00880503144654088,0.005031446540880503,0.03018867924528302,0.05157232704402516,0.018867924528301886,0.0,0.0,0.0,0.189937106918239
lrrrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lrrrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
r,0.107,0.015,0.094,0.0,0.0,0.001,0.0,0.001,0.108,0.294,0.076,0.273,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.0,0.001,0.002,0.001,0.0,0.002,0.017,0.001,0.0,0.0,0.0,0.0
rl,0.198,0.019,0.113,0.002,0.001,0.001,0.002,0.002,0.047,0.154,0.206,0.103,0.002,0.008,0.002,0.002,0.001,0.003,0.006,0.005,0.004,0.002,0.004,0.0,0.002,0.002,0.013,0.004,0.0,0.004,0.003,0.002,0.008,0.049,0.004,0.0,0.0,0.0,0.022
rll,0.14212678936605316,0.02044989775051125,0.0869120654396728,0.005112474437627812,0.00408997955010225,0.006134969325153374,0.002044989775051125,0.006134969325153374,0.0408997955010225,0.07975460122699386,0.16155419222903886,0.05828220858895705,0.016359918200409,0.005112474437627812,0.00408997955010225,0.006134969325153374,0.00408997955010225,0.007157464212678937,0.0081799591002045,0.010224948875255624,0.009202453987730062,0.005112474437627812,0.005112474437627812,0.005112474437627812,0.0081799591002045,0.00408997955010225,0.03783231083844581,0.00408997955010225,0.007157464212678937,0.012269938650306749,0.005112474437627812,0.0081799591002045,0.011247443762781187,0.08588957055214724,0.002044989775051125,0.0,0.0,0.0,0.11451942740286299
rlll,0.06697459584295612,0.020785219399538105,0.07505773672055427,0.010392609699769052,0.015011547344110854,0.013856812933025405,0.006928406466512702,0.010392609699769052,0.03926096997690531,0.05889145496535797,0.08891454965357967,0.026558891454965358,0.015011547344110854,0.015011547344110854,0.009237875288683603,0.015011547344110854,0.003464203233256351,0.005773672055427252,0.008083140877598153,0.013856812933025405,0.012702078521939953,0.008083140877598153,0.006928406466512702,0.006928406466512702,0.016166281755196306,0.008083140877598153,0.025404157043879907,0.0023094688221709007,0.008083140877598153,0.006928406466512702,0.010392609699769052,0.011547344110854504,0.023094688221709007,0.06697459584295612,0.017321016166281754,0.0,0.0,0.0,0.25057736720554274
rllll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rlllr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rllr,0.07852193995381063,0.02424942263279446,0.05542725173210162,0.009237875288683603,0.010392609699769052,0.008083140877598153,0.006928406466512702,0.009237875288683603,0.07505773672055427,0.07274826789838337,0.13048498845265588,0.03002309468822171,0.012702078521939953,0.008083140877598153,0.008083140877598153,0.009237875288683603,0.008083140877598153,0.015011547344110854,0.011547344110854504,0.011547344110854504,0.016166281755196306,0.006928406466512702,0.009237875288683603,0.012702078521939953,0.017321016166281754,0.008083140877598153,0.009237875288683603,0.015011547344110854,0.019630484988452657,0.012702078521939953,0.004618937644341801,0.013856812933025405,0.02424942263279446,0.057736720554272515,0.018475750577367205,0.0,0.0,0.0,0.15935334872979215
rllrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rllrr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rlr,0.08588957055214724,0.012269938650306749,0.08486707566462168,0.006134969325153374,0.006134969325153374,0.00408997955010225,0.00408997955010225,0.005112474437627812,0.07566462167689161,0.13803680981595093,0.18916155419222905,0.08486707566462168,0.006134969325153374,0.009202453987730062,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.007157464212678937,0.00408997955010225,0.011247443762781187,0.015337423312883436,0.002044989775051125,0.00408997955010225,0.009202453987730062,0.009202453987730062,0.0081799591002045,0.024539877300613498,0.00408997955010225,0.00408997955010225,0.007157464212678937,0.006134969325153374,0.007157464212678937,0.016359918200409,0.0541922290388548,0.013292433537832311,0.0,0.0,0.0,0.06237218813905931
