0,1,2,3,4,5,6,7
3.8505131006240845,2.7788621187210083,5.088515520095825,5.944673538208008,,,,
2.621944546699524,4.399670839309692,5.00169825553894,4.125063180923462,,,,
3.793272614479065,2.5965687036514282,3.1034488677978516,4.9160590171813965,4.29363226890564,,,
3.186458706855774,2.77882182598114,5.088515520095825,,,,,
3.6520694494247437,2.5584555864334106,4.881549835205078,4.790351629257202,,,,
3.7239158153533936,2.77882182598114,3.2209548950195312,3.2213315963745117,6.139617681503296,,,
3.9803504943847656,4.195748805999756,3.725294828414917,,,,,
3.1169166564941406,4.982471227645874,4.29363226890564,,,,,
4.165675640106201,2.7710607051849365,3.2931363582611084,7.23246169090271,5.256066083908081,,,
4.11948823928833,2.717681884765625,2.5755717754364014,5.036028861999512,6.139617681503296,,,
3.4674248695373535,2.7816381454467773,5.033692836761475,6.79274320602417,,,,
3.705109119415283,5.746274948120117,5.034712314605713,4.29363226890564,5.944599866867065,,,
3.805130362510681,3.2209548950195312,6.404314994812012,,,,,
4.031731605529785,2.9107781648635864,2.5602917671203613,4.821862697601318,,,,
4.29363226890564,2.843013048171997,4.124343633651733,3.0944745540618896,,,,
3.7733761072158813,2.57816743850708,6.34668231010437,5.044282674789429,4.390934944152832,,,
3.236517906188965,3.922098398208618,3.9597582817077637,4.131929874420166,6.985404968261719,6.419635534286499,,
3.8677204847335815,2.7717632055282593,3.2209548950195312,6.395159721374512,4.386488676071167,,,
3.2563925981521606,2.8417493104934692,2.560250759124756,4.2918665409088135,6.58204460144043,,,
3.228451728820801,4.070081949234009,4.291534423828125,,,,,
3.2563925981521606,5.092586278915405,7.4703333377838135,4.48430061340332,,,,
3.7931699752807617,2.924337387084961,3.711672782897949,2.8423949480056763,6.116074085235596,6.139617681503296,,
3.186125874519348,4.827137470245361,,,,,,
3.8792097568511963,3.132149338722229,6.148961305618286,,,,,
2.924459218978882,2.572863221168518,4.018764495849609,4.669213771820068,6.139617681503296,,,
3.9640402793884277,3.0398850440979004,3.0945253372192383,2.3509087562561035,6.219966650009155,7.149940490722656,,
3.121921181678772,4.309708833694458,4.914335250854492,5.944673538208008,,,,
3.215183973312378,3.3642221689224243,6.543105602264404,,,,,
3.0943691730499268,2.5606769323349,4.018764495849609,3.2209548950195312,5.047958850860596,5.944673538208008,,
3.7733761072158813,2.572863221168518,,,,,,
3.3628588914871216,4.027123212814331,3.5025713443756104,4.784710168838501,3.773007869720459,,,
3.7844711542129517,5.648295640945435,5.944673538208008,,,,,
3.792659640312195,2.572863221168518,6.333730697631836,5.466357231140137,,,,
4.080016613006592,3.2931363582611084,4.830427169799805,,,,,
3.73439621925354,2.674687147140503,3.6722543239593506,4.3985466957092285,5.033692836761475,5.707632064819336,,
3.9640402793884277,2.5612446069717407,5.089962959289551,6.788185358047485,6.118065118789673,,,
3.930646538734436,2.8292325735092163,6.419544696807861,3.1340917348861694,2.573147177696228,4.166303396224976,,
3.4773606061935425,2.57816743850708,4.220597267150879,4.830427169799805,,,,
2.5606769323349,2.3509087562561035,5.09801983833313,4.389723062515259,6.148961305618286,,,
3.8792097568511963,2.911500930786133,2.620347738265991,4.818591117858887,6.549173831939697,4.293167352676392,,
3.7104713916778564,2.911494255065918,3.6722543239593506,2.5778311491012573,5.030171155929565,6.419544696807861,4.195748805999756,
4.125416278839111,2.5606769323349,3.1034488677978516,6.244349241256714,,,,
4.453385591506958,6.139617681503296,,,,,,
3.2295368909835815,2.572863221168518,4.37509560585022,6.411636590957642,6.139617681503296,,,
4.123496770858765,2.8114447593688965,4.991712331771851,,,,,
4.922510147094727,,,,,,,
3.792788505554199,2.8114885091781616,5.030171155929565,4.195111274719238,6.118065118789673,,,
2.7710607051849365,3.8137500286102295,3.7947670221328735,6.107748985290527,,,,
3.229624032974243,2.5606769323349,4.83432149887085,4.167919158935547,6.419544696807861,,,
3.2340980768203735,3.2206774950027466,4.293167352676392,4.618986368179321,,,,
3.894579291343689,2.8114885091781616,2.3508423566818237,2.979913592338562,6.549173831939697,,,
4.291401624679565,2.911494255065918,6.549173831939697,6.692654848098755,,,,
3.642715573310852,2.846408486366272,6.543105602264404,,,,,
3.0176745653152466,3.2209548950195312,4.291699171066284,4.37509560585022,6.333415985107422,6.3271238803863525,,
3.711672782897949,2.8214945793151855,4.827137470245361,6.118065118789673,,,,
3.9923737049102783,2.5778311491012573,3.7733761072158813,4.3095996379852295,6.099428653717041,,,
3.239493489265442,2.7809215784072876,5.092586278915405,7.07499361038208,,,,
3.705109119415283,2.911494255065918,5.037630558013916,4.29363226890564,6.58204460144043,,,
2.911494255065918,3.9923737049102783,4.375019073486328,4.377809047698975,,,,
4.512882709503174,2.394119620323181,3.030216932296753,3.792765974998474,4.380812644958496,,,
4.376649618148804,3.7250620126724243,6.222135066986084,6.118065118789673,,,,
2.7717632055282593,3.2206774950027466,,,,,,
4.343901872634888,3.03312885761261,6.404314994812012,6.139617681503296,,,,
4.29363226890564,4.83432149887085,6.148961305618286,4.131403684616089,,,,
2.5595532655715942,4.264481067657471,5.0895891189575195,6.139617681503296,,,,
4.0025928020477295,2.572863221168518,,,,,,
3.2574249505996704,,,,,,,
3.2048144340515137,4.758843898773193,4.3067474365234375,6.549173831939697,,,,
3.704975128173828,2.911494255065918,2.7714732885360718,4.9220545291900635,6.118065118789673,6.150400161743164,,
3.72389018535614,2.672558903694153,3.2209548950195312,6.60265326499939,,,,
3.642715573310852,2.860775589942932,6.418340682983398,6.575489282608032,,,,
3.9293092489242554,2.741176962852478,4.181736707687378,4.753468751907349,5.809941530227661,,,
3.121921181678772,2.7277886867523193,4.756781101226807,6.162979364395142,4.195111274719238,,,
3.654573678970337,4.982696056365967,6.79274320602417,,,,,
4.376649618148804,3.031579613685608,3.3698431253433228,7.123624324798584,,,,
3.7931699752807617,6.1990742683410645,,,,,,
3.1825438737869263,2.635471820831299,5.079609632492065,3.645037293434143,6.534107685089111,,,
3.705905318260193,2.5606769323349,3.1034488677978516,4.476318597793579,,,,
3.731430411338806,3.4318363666534424,3.2928329706192017,6.620738506317139,6.708933591842651,,,
3.2288200855255127,3.132149338722229,4.881549835205078,6.068743944168091,,,,
3.8792097568511963,3.368778347969055,2.395872712135315,3.0983060598373413,6.194111347198486,,,
4.123496770858765,2.911494255065918,3.3688613176345825,6.708626747131348,5.04141092300415,,,
3.8948192596435547,3.1034488677978516,6.418340682983398,5.826961040496826,,,,
3.7842339277267456,2.7717632055282593,3.3698431253433228,5.037630558013916,6.549173831939697,,,
3.115460991859436,4.335340261459351,4.167970657348633,,,,,
3.2564430236816406,3.850767135620117,4.861438274383545,5.868467807769775,,,,
3.8792097568511963,3.0943691730499268,6.333730697631836,5.033692836761475,,,,
3.725294828414917,3.2765878438949585,2.6187983751296997,5.85664439201355,4.377809047698975,,,
3.929366111755371,4.827137470245361,6.692654848098755,,,,,
3.2051583528518677,2.925984501838684,2.63859486579895,4.9202728271484375,,,,
4.291699171066284,6.102601766586304,4.375306844711304,3.8925657272338867,,,,
3.943581223487854,2.7717632055282593,5.033692836761475,4.231024742126465,6.162979364395142,,,
3.894579291343689,3.013717770576477,5.252942800521851,,,,,
3.3018195629119873,2.394119620323181,5.097645998001099,3.2209548950195312,4.837675333023071,,,
4.120014667510986,2.7714732885360718,6.58204460144043,,,,,
3.7250620126724243,6.118929386138916,4.308561086654663,,,,,
3.6429121494293213,2.7717632055282593,2.3509087562561035,4.387594699859619,5.0326457023620605,6.549173831939697,,
3.7842339277267456,3.1447209119796753,,,,,,
3.6429121494293213,3.212403178215027,4.827137470245361,6.118929386138916,,,,
3.845098614692688,2.7703397274017334,4.293167352676392,3.28911292552948,6.985404968261719,,,
2.8114885091781616,3.50594425201416,4.782116889953613,,,,,
3.4668060541152954,2.7570276260375977,4.196711301803589,4.167970657348633,,,,
3.186458706855774,7.205054759979248,6.139617681503296,,,,,
4.376136779785156,2.739845633506775,3.212403178215027,7.3550145626068115,6.118065118789673,,,
3.7233943939208984,2.6729884147644043,2.573147177696228,5.088141679763794,4.31062126159668,,,
4.119840621948242,3.6722543239593506,7.246247053146362,,,,,
4.030565500259399,2.8069684505462646,3.4921088218688965,4.924233913421631,7.121420621871948,,,
3.1151996850967407,3.8094871044158936,4.391450881958008,6.118065118789673,,,,
3.236517906188965,4.782116889953613,6.692654848098755,,,,,
3.931818127632141,2.81082820892334,6.411636590957642,,,,,
