0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3.4718881845474243,4.13830041885376,4.279896020889282,5.3266212940216064,6.589394807815552,5.245627403259277,5.26175594329834,3.895643711090088,3.3955109119415283,3.1026833057403564,4.275182008743286,,,,,,,,,,,
3.894371747970581,3.2692439556121826,3.423014760017395,4.450819492340088,6.122485637664795,5.177627325057983,5.57220721244812,5.281467914581299,3.266379952430725,,,,,,,,,,,,,
2.965691924095154,4.1420042514801025,4.12333083152771,3.596184730529785,3.3111313581466675,3.6799325942993164,5.567474603652954,4.659655570983887,8.063935995101929,,,,,,,,,,,,,
3.8946117162704468,3.5763109922409058,3.3924940824508667,3.3538873195648193,3.1928707361221313,5.325809717178345,4.555780649185181,4.219172716140747,4.648439884185791,4.8813722133636475,4.111035585403442,5.504293441772461,4.100191593170166,4.366709232330322,,,,,,,,
3.8799065351486206,5.736358880996704,4.995447397232056,4.534080743789673,3.8550660610198975,4.871474266052246,3.267192006111145,3.1109026670455933,3.988871693611145,4.288247585296631,3.74537992477417,,,,,,,,,,,
4.4453794956207275,4.1105124950408936,3.16874098777771,3.707302212715149,5.075918197631836,5.981726884841919,3.876054525375366,3.036341667175293,3.4568746089935303,3.7241761684417725,4.776061296463013,3.298138976097107,,,,,,,,,,
4.374962091445923,3.4568746089935303,3.783923387527466,3.4775859117507935,3.5438894033432007,4.4623870849609375,4.77397084236145,3.243369221687317,3.670293092727661,4.759239673614502,4.374089002609253,6.596097946166992,5.93677544593811,,,,,,,,,
3.8934450149536133,3.8383196592330933,3.4954257011413574,3.5009689331054688,3.471001982688904,4.181736707687378,3.834287405014038,3.9514238834381104,4.09894871711731,4.539488077163696,3.614548683166504,4.482219457626343,3.49041485786438,4.205256700515747,4.280552387237549,,,,,,,
4.412773132324219,4.087488412857056,5.146273136138916,5.209773778915405,4.378282070159912,6.629948377609253,3.24215030670166,3.464263677597046,4.653315544128418,4.253005504608154,5.1614909172058105,5.490697860717773,3.5668047666549683,3.9331780672073364,5.292727470397949,,,,,,,
3.5211352109909058,4.4467902183532715,3.5497307777404785,5.098964214324951,4.129239320755005,4.0867109298706055,3.216146945953369,3.9524905681610107,4.6975812911987305,5.0764734745025635,5.061131238937378,4.610827445983887,,,,,,,,,,
3.7496577501296997,4.432628870010376,4.534080743789673,5.9991419315338135,3.499956250190735,4.1025896072387695,3.266646981239319,3.8220349550247192,3.896772027015686,3.2196887731552124,4.662841558456421,4.206718921661377,4.797667503356934,,,,,,,,,
3.256317615509033,3.091487407684326,4.181910991668701,3.4587098360061646,3.6146737337112427,4.783653020858765,3.934422731399536,4.712892532348633,6.459930658340454,4.79425835609436,5.5035481452941895,5.424726724624634,8.655124187469482,7.186997413635254,,,,,,,,
3.2732486724853516,4.310885190963745,4.09826397895813,3.2678654193878174,3.767778754234314,3.637041211128235,6.120713949203491,5.49480128288269,4.547725677490234,8.565675258636475,4.984412908554077,,,,,,,,,,,
6.074947834014893,4.130826950073242,3.2712674140930176,4.222720146179199,3.7327839136123657,4.194946050643921,3.5795929431915283,3.314806818962097,4.031673789024353,3.4853211641311646,5.583861351013184,4.2075300216674805,5.054919242858887,4.881711721420288,6.753918647766113,,,,,,,
3.84145724773407,3.3682574033737183,3.217182159423828,3.758330464363098,4.5270140171051025,4.13830041885376,4.317059278488159,5.214638948440552,7.169771194458008,4.846325635910034,4.419531583786011,3.860142469406128,4.956756114959717,5.0534727573394775,4.097533464431763,4.035040974617004,5.014636754989624,,,,,
3.216823935508728,3.9604183435440063,3.9100757837295532,4.675499439239502,3.462660551071167,5.370424747467041,7.350333213806152,3.7532304525375366,,,,,,,,,,,,,,
4.16487979888916,4.585867881774902,5.18362021446228,5.606973648071289,3.357518434524536,4.03858494758606,4.329723596572876,6.4699623584747314,4.822301626205444,5.09127950668335,6.006891965866089,,,,,,,,,,,
3.265255928039551,3.818993330001831,4.274050235748291,3.6975722312927246,3.414342164993286,4.009774684906006,4.723157167434692,3.864405632019043,3.127858519554138,3.6315358877182007,4.299567222595215,4.11582612991333,,,,,,,,,,
