0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3.0565247535705566,2.5308135747909546,3.749311327934265,7.2254557609558105,4.161832571029663,3.90809166431427,4.839067459106445,,,,,,,,,,,
2.591124653816223,3.979065179824829,3.6991312503814697,3.0518102645874023,3.896217465400696,3.6454042196273804,8.416372776031494,,,,,,,,,,,
3.097371459007263,3.054476261138916,2.6551692485809326,2.28865647315979,3.7628390789031982,4.149608135223389,4.69806170463562,4.924968719482422,5.033470630645752,3.778977155685425,,,,,,,,
3.0555137395858765,4.768466234207153,4.853542804718018,3.2857778072357178,4.094577074050903,3.5957101583480835,3.5559656620025635,4.770449876785278,4.2329864501953125,3.867525100708008,,,,,,,,
3.0827420949935913,2.6988000869750977,2.131657838821411,3.8309566974639893,3.9514338970184326,4.375654697418213,5.398552894592285,3.8424140214920044,3.7661869525909424,4.014714598655701,,,,,,,,
2.820632576942444,3.800876021385193,5.555032968521118,8.530628681182861,4.758569240570068,,,,,,,,,,,,,
2.8657857179641724,3.991858124732971,5.638612270355225,2.7775559425354004,3.0983489751815796,6.095086574554443,4.138788223266602,5.52591347694397,3.0554789304733276,4.188382148742676,5.155586242675781,5.036340236663818,3.600495457649231,3.897683262825012,,,,
3.0565247535705566,2.5209012031555176,2.8031660318374634,3.6359022855758667,4.102108955383301,2.4400514364242554,4.050069093704224,4.996831655502319,,,,,,,,,,
3.0565247535705566,2.5307424068450928,2.130686044692993,2.26128888130188,2.6960779428482056,4.102652907371521,6.594252824783325,3.853033661842346,3.559458374977112,3.2926721572875977,5.5421130657196045,3.3274219036102295,4.365328073501587,3.884150743484497,5.011137247085571,4.018598794937134,,
4.113389492034912,8.059818267822266,4.986257553100586,3.2776814699172974,3.6964926719665527,5.376290321350098,4.1709206104278564,,,,,,,,,,,
2.1437145471572876,2.6255993843078613,3.0086073875427246,3.51195752620697,3.7529977560043335,3.2427793741226196,4.781745672225952,3.906473755836487,5.360594749450684,4.111367702484131,4.423053026199341,,,,,,,
4.832432746887207,3.7903480529785156,3.4820042848587036,4.757520437240601,3.556915044784546,3.6552518606185913,2.9308608770370483,3.5898096561431885,,,,,,,,,,
3.185901165008545,2.5785069465637207,2.731541872024536,3.7742432355880737,3.263223648071289,3.6749212741851807,4.571495532989502,4.4332990646362305,3.7902528047561646,,,,,,,,,
3.1008390188217163,2.1564286947250366,4.6246726512908936,5.131200790405273,5.117311954498291,4.838466644287109,4.124680042266846,,,,,,,,,,,
3.0978389978408813,6.009829044342041,5.110631704330444,5.0519185066223145,4.882175445556641,5.636418342590332,,,,,,,,,,,,
3.056336522102356,2.519598364830017,2.1216717958450317,4.730573892593384,3.7225258350372314,7.486001491546631,,,,,,,,,,,,
3.7171441316604614,3.7898579835891724,3.0827420949935913,2.570554494857788,3.0551379919052124,6.469727993011475,4.9692089557647705,5.934340715408325,4.911463499069214,,,,,,,,,
3.2012354135513306,2.519540548324585,2.5871517658233643,2.9027074575424194,2.80077064037323,3.0125099420547485,5.066873788833618,3.98319149017334,,,,,,,,,,
3.0565247535705566,2.574392318725586,2.1526864767074585,4.72000527381897,3.899308919906616,3.552396535873413,4.209042072296143,4.093432664871216,3.98319149017334,4.2054665088653564,7.224595308303833,,,,,,,
2.9459543228149414,2.526758551597595,2.1513147354125977,3.773566722869873,3.0990160703659058,3.350983738899231,2.6844288110733032,2.742809534072876,8.358083724975586,4.759291648864746,5.449018478393555,3.8680343627929688,2.775566339492798,,,,,
8.450373649597168,3.346748948097229,4.9067466259002686,4.1365485191345215,4.858595609664917,3.7403128147125244,2.746890068054199,3.52796733379364,2.168573260307312,3.1686404943466187,3.642916679382324,,,,,,,
4.634127140045166,3.4443359375,2.5839823484420776,2.857091784477234,3.230587959289551,4.6123411655426025,4.028183221817017,3.982451319694519,7.3343284130096436,,,,,,,,,
3.0704299211502075,4.010107517242432,3.21178936958313,3.1646573543548584,2.7133517265319824,3.0481326580047607,5.214974641799927,7.107030868530273,5.184142589569092,,,,,,,,,
4.058255195617676,3.134642004966736,2.870455741882324,4.973064184188843,5.603884935379028,3.0190764665603638,2.2074700593948364,,,,,,,,,,,
4.020856618881226,5.942628383636475,5.204881429672241,4.100853204727173,2.7577767372131348,2.6010076999664307,3.2127634286880493,6.6199822425842285,3.763096332550049,,,,,,,,,
3.0691192150115967,2.8675817251205444,2.709275484085083,3.960054039955139,7.031310081481934,5.2534019947052,5.458862543106079,2.987200379371643,3.950133442878723,4.532860517501831,4.159356117248535,4.9351770877838135,,,,,,
3.981407403945923,2.977751851081848,3.2401840686798096,8.679285526275635,4.008908629417419,3.2043641805648804,3.1002774238586426,4.77923583984375,4.1904377937316895,4.857959985733032,4.100918292999268,,,,,,,
3.011290192604065,2.4218266010284424,3.1225571632385254,4.116950035095215,3.0001468658447266,3.894892454147339,3.659181237220764,4.56866979598999,4.917819261550903,2.7643717527389526,3.9944440126419067,3.3062180280685425,3.2563955783843994,6.191463232040405,,,,
8.53482961654663,3.7842512130737305,4.84719705581665,3.436401844024658,3.002558946609497,2.7145720720291138,4.280719518661499,2.8530715703964233,5.171375513076782,4.477516174316406,2.2307525873184204,3.203518033027649,,,,,,
2.5456236600875854,3.0573102235794067,2.5610368251800537,3.4258722066879272,2.8756457567214966,4.710149765014648,5.092886209487915,3.3088616132736206,4.4418909549713135,5.522752285003662,4.158377170562744,4.194823503494263,4.157980442047119,4.416287660598755,3.5157495737075806,4.029641389846802,,
2.821156144142151,2.5712149143218994,3.595274329185486,4.044274806976318,3.5257155895233154,3.2568256855010986,3.653558611869812,4.240264177322388,4.080102205276489,3.0404903888702393,5.171375513076782,7.481320142745972,,,,,,
2.519598364830017,2.7706520557403564,3.8013267517089844,4.857320785522461,4.394877910614014,4.524185657501221,4.137232780456543,4.777930736541748,5.128974914550781,,,,,,,,,
3.135012984275818,4.822278022766113,4.165814399719238,4.167919158935547,3.2343088388442993,3.6611939668655396,2.4340633153915405,3.726189136505127,3.2742801904678345,3.9051722288131714,,,,,,,,
2.9842618703842163,3.669631242752075,,,,,,,,,,,,,,,,
2.702069640159607,4.82611346244812,4.001365303993225,3.771691918373108,6.095086574554443,3.561986804008484,2.9796661138534546,4.433460235595703,2.501396059989929,2.981726288795471,5.250666618347168,,,,,,,
3.056090831756592,2.6959644556045532,2.7145720720291138,3.679492473602295,3.9060187339782715,3.8918304443359375,4.275320053100586,3.8841980695724487,3.5229146480560303,4.474534034729004,,,,,,,,
4.979093551635742,3.161911725997925,4.962454557418823,4.7994771003723145,3.8420668840408325,3.053744912147522,2.4979227781295776,3.9377658367156982,3.1819390058517456,2.2529001235961914,3.765203356742859,3.095795154571533,,,,,,
2.4981380701065063,3.4101146459579468,6.520023345947266,3.733306884765625,7.34252142906189,4.281912803649902,3.129786252975464,3.314461827278137,,,,,,,,,,
3.176790714263916,2.5035297870635986,3.057971715927124,2.8667874336242676,3.9604183435440063,4.439301252365112,,,,,,,,,,,,
3.078992247581482,3.771691918373108,2.792162775993347,3.019816040992737,3.067081093788147,4.6046600341796875,6.18803596496582,2.7779250144958496,3.5274317264556885,4.104826927185059,3.8290181159973145,4.207892894744873,,,,,,
4.142157316207886,8.416372776031494,5.451579570770264,4.134434938430786,2.839374303817749,3.0055400133132935,3.130993366241455,4.372221231460571,3.4741564989089966,2.9597307443618774,2.6629151105880737,2.7870898246765137,4.873894214630127,,,,,
3.8529499769210815,2.711606979370117,2.8116501569747925,2.787629008293152,3.329289197921753,3.476004719734192,5.799275875091553,4.949579238891602,4.107383966445923,4.496038198471069,,,,,,,,
3.733306884765625,5.633295059204102,4.035034656524658,3.3440206050872803,2.629812479019165,3.3467581272125244,3.0567106008529663,3.5500097274780273,5.148380994796753,6.498157739639282,7.294514179229736,3.8724682331085205,3.9670997858047485,4.4847939014434814,,,,
3.537218451499939,3.101358652114868,3.19995379447937,2.7697864770889282,2.810073137283325,5.638574123382568,4.83027982711792,4.973363161087036,5.509433746337891,4.745124340057373,5.728504419326782,,,,,,,
4.636404514312744,3.4997650384902954,7.006076097488403,5.040098667144775,2.288633346557617,3.082826614379883,3.8561969995498657,7.3722453117370605,3.1883429288864136,2.513046622276306,,,,,,,,
3.1363954544067383,6.608209133148193,8.809150695800781,5.47036337852478,3.081563115119934,3.295843243598938,2.9711121320724487,2.8075215816497803,3.7508374452590942,4.310976028442383,,,,,,,,
3.791237950325012,4.1484215259552,3.5108765363693237,3.1034488677978516,2.8278638124465942,7.267250299453735,7.80030632019043,3.1841180324554443,4.155929088592529,5.0313637256622314,5.0080249309539795,4.262107849121094,,,,,,
3.0974234342575073,2.5433400869369507,2.4400514364242554,4.372180461883545,4.949568510055542,8.429160118103027,3.561986804008484,4.650102853775024,,,,,,,,,,
